Gene stable ID	Setaria italica gene stable ID	% identity	Setaria italica % identity	Orthology confidence [0 low, 1 high]
OS08G0491200	Si013452m.g	83	82	1
OS08G0491400	Si019643m.g	35	34	0
OS08G0492000	Si013299m.g	91	90	1
OS08G0492400	Si013164m.g	74	66	1
OS08G0492500	Si014544m.g	66	66	1
OS08G0493100	Si015103m.g	27	30	0
OS08G0493100	Si015120m.g	28	31	0
OS08G0493800	Si013153m.g	86	74	1
OS08G0493900	Si013250m.g	86	86	1
OS08G0494000	Si014336m.g	70	65	1
OS08G0494100	Si013985m.g	58	52	1
OS08G0494300	Si013824m.g	78	74	1
OS08G0494350	Si031975m.g	71	49	1
OS08G0495500	Si014065m.g	85	85	1
OS08G0495800	Si013295m.g	85	84	1
OS08G0496000	Si002451m.g	55	91	1
OS08G0496000	Si013667m.g	85	86	1
OS08G0496200	Si015690m.g	72	56	1
OS08G0496400	Si015400m.g	34	51	1
OS08G0496500	Si015032m.g	66	91	0
OS08G0496600	Si015400m.g	76	78	1
OS08G0496800	Si013763m.g	60	57	1
OS08G0496900	Si013377m.g	92	92	1
OS08G0497300	Si013434m.g	82	81	1
OS08G0497600	Si013769m.g	73	73	1
OS08G0497900	Si015035m.g	48	43	1
OS08G0498100	Si014344m.g	75	77	1
OS08G0498100	Si015292m.g	69	69	1
OS08G0498400	Si014142m.g	63	60	1
OS08G0499000	Si014108m.g	57	58	1
OS08G0499100	Si015556m.g	90	88	1
OS08G0499200	Si013313m.g	88	89	1
OS08G0499300	Si013374m.g	59	60	1
OS08G0499800	Si015401m.g	80	78	1
OS08G0499900	Si013425m.g	59	18	1
OS08G0500000	Si014058m.g	88	88	1
OS08G0500100	Si013324m.g	88	88	1
OS08G0500200	Si013496m.g	70	63	1
OS08G0500300	Si013567m.g	72	73	1
OS08G0500500	Si013511m.g	44	45	1
OS08G0500600	Si015375m.g	69	77	1
OS08G0500700	Si013346m.g	92	91	0
OS08G0500700	Si013347m.g	91	91	0
OS08G0500700	Si013561m.g	72	95	0
OS08G0500800	Si013385m.g	77	79	1
OS08G0500900	Si010744m.g	68	68	0
OS08G0501132	Si010744m.g	66	42	0
OS08G0501200	Si013316m.g	52	51	1
OS08G0501200	Si013322m.g	47	47	1
OS08G0501200	Si013330m.g	51	52	1
OS08G0501200	Si013334m.g	46	48	1
OS08G0501500	Si015160m.g	76	76	1
OS08G0501600	Si024509m.g	62	34	0
OS08G0501700	Si027936m.g	25	17	1
OS08G0502000	Si013234m.g	50	43	0
OS08G0502000	Si015481m.g	3	8	0
OS08G0502400	Si014283m.g	64	67	1
OS08G0502400	Si014907m.g	34	48	1
OS08G0502700	Si013768m.g	90	83	1
OS08G0502800	Si013796m.g	56	53	1
OS08G0503200	Si013291m.g	62	63	1
OS08G0503200	Si025849m.g	61	43	1
OS08G0503600	Si031532m.g	33	67	1
OS08G0503700	Si013459m.g	78	72	1
OS08G0503800	Si013492m.g	78	73	1
OS08G0504000	Si029897m.g	51	52	1
OS08G0504200	Si008200m.g	34	12	1
OS08G0504200	Si015488m.g	44	56	1
OS08G0504200	Si019702m.g	58	58	1
OS08G0504200	Si019961m.g	50	34	1
OS08G0504200	Si025062m.g	36	31	1
OS08G0504200	Si028227m.g	50	55	1
OS08G0504200	Si032826m.g	42	19	1
OS08G0504400	Si037109m.g	63	88	1
OS08G0504500	Si015010m.g	76	67	1
OS08G0504600	Si013339m.g	65	63	1
OS08G0504700	Si015083m.g	71	44	0
OS08G0504800	Si013791m.g	74	72	1
OS08G0505001	Si014977m.g	78	60	1
OS08G0505200	Si013352m.g	80	80	1
OS08G0505300	Si014663m.g	91	49	1
OS08G0505900	Si013935m.g	77	78	1
OS08G0506000	Si014172m.g	66	72	1
OS08G0506400	Si013384m.g	84	85	1
OS08G0506500	Si014317m.g	72	69	1
OS08G0506700	Si013950m.g	67	73	1
OS08G0506700	Si030166m.g	67	70	1
OS08G0508100	Si015805m.g	81	82	1
OS08G0508500	Si013679m.g	60	64	1
OS08G0508600	Si002976m.g	70	70	1
OS08G0508700	Si013426m.g	55	55	1
OS08G0508800	Si013194m.g	75	71	1
OS08G0509100	Si013194m.g	75	73	1
OS08G0509500	Si015594m.g	66	71	1
OS08G0509600	Si013870m.g	42	44	1
OS08G0510101	Si015092m.g	57	30	1
OS08G0510300	Si015728m.g	72	72	1
OS08G0510400	Si014240m.g	83	86	1
OS08G0510500	Si014178m.g	54	51	1
OS08G0510700	Si013408m.g	53	55	1
OS08G0510800	Si013926m.g	58	58	1
OS08G0510900	Si014099m.g	44	55	1
OS08G0511200	Si015498m.g	56	56	1
OS08G0511400	Si014558m.g	72	76	0
OS08G0511500	Si034945m.g	68	12	1
OS08G0511700	Si013884m.g	55	79	1
OS08G0511800	Si014678m.g	97	97	1
OS08G0511900	Si013712m.g	85	61	0
OS08G0512100	Si014855m.g	56	55	1
OS08G0512200	Si014742m.g	78	83	1
OS08G0512300	Si014114m.g	91	91	1
OS08G0512400	Si013956m.g	73	70	1
OS08G0512500	Si014097m.g	70	53	0
OS08G0512600	Si006453m.g	84	63	1
OS08G0512700	Si013486m.g	86	70	1
OS08G0512900	Si014557m.g	88	53	1
OS08G0513000	Si013575m.g	80	27	1
OS08G0513300	Si018362m.g	42	80	1
OS08G0513700	Si013151m.g	84	42	1
OS08G0514000	Si011987m.g	28	20	0
OS08G0514000	Si030071m.g	21	18	0
OS08G0514033	Si026608m.g	21	14	1
OS08G0514300	Si004484m.g	6	6	1
OS08G0514300	Si008254m.g	8	5	1
OS08G0514300	Si032515m.g	9	6	1
OS08G0514300	Si032794m.g	8	4	1
OS08G0514300	Si032890m.g	8	6	1
OS08G0514300	Si038724m.g	8	6	1
OS08G0514600	Si014085m.g	34	25	1
OS08G0514600	Si014101m.g	30	22	1
OS08G0514600	Si015442m.g	32	22	1
OS08G0514600	Si026634m.g	34	25	1
OS08G0515000	Si014085m.g	58	62	1
OS08G0515000	Si014101m.g	56	61	1
OS08G0515000	Si015442m.g	57	58	1
OS08G0515000	Si026634m.g	51	55	1
OS08G0515700	Si004589m.g	39	75	1
OS08G0515700	Si013516m.g	75	74	1
OS08G0515800	Si001226m.g	84	58	1
OS08G0515800	Si014054m.g	86	87	1
OS08G0515900	Si014036m.g	80	70	1
OS08G0516600	Si003833m.g	37	33	1
OS08G0516600	Si014264m.g	55	26	1
OS08G0516900	Si014284m.g	62	62	1
OS08G0517200	Si013162m.g	88	42	1
OS08G0517300	Si013401m.g	79	80	1
OS08G0517500	Si013978m.g	77	79	1
OS08G0517600	Si014168m.g	79	64	1
OS08G0517700	Si014100m.g	58	70	1
OS08G0517800	Si015155m.g	45	35	0
OS08G0517900	Si014437m.g	87	55	1
OS08G0518100	Si015243m.g	73	74	1
OS08G0518200	Si013395m.g	58	57	1
OS08G0518200	Si019851m.g	57	57	1
OS08G0518300	Si009953m.g	28	20	0
OS08G0518300	Si012317m.g	31	37	0
OS08G0518300	Si017332m.g	35	30	0
OS08G0518300	Si024404m.g	32	30	0
OS08G0518300	Si024442m.g	35	30	0
OS08G0518300	Si025226m.g	32	29	0
OS08G0518350	Si012073m.g	0	0	1
OS08G0518900	Si026675m.g	49	50	0
OS08G0519100	Si027362m.g	64	55	0
OS08G0519100	Si027481m.g	65	56	0
OS08G0519300	Si026675m.g	65	37	0
OS08G0519400	Si013713m.g	73	72	0
OS08G0519600	Si013749m.g	82	83	1
OS08G0519700	Si013271m.g	83	41	0
OS08G0519800	Si013124m.g	73	54	1
OS08G0519900	Si015320m.g	75	28	1
OS08G0520000	Si013933m.g	79	81	1
OS08G0520100	Si013670m.g	86	86	1
OS08G0520200	Si014068m.g	68	82	0
OS08G0520300	Si013525m.g	81	67	1
OS08G0520400	Si013701m.g	69	69	1
OS08G0520550	Si013155m.g	83	48	1
OS08G0520600	Si014354m.g	44	43	1
OS08G0520850	Si014614m.g	37	30	1
OS08G0520900	Si013277m.g	89	81	1
OS08G0521000	Si014342m.g	64	65	1
OS08G0521000	Si015517m.g	49	52	1
OS08G0521200	Si015627m.g	61	61	1
OS08G0521400	Si014197m.g	67	81	1
OS08G0521600	Si014894m.g	31	24	1
OS08G0521600	Si014944m.g	26	38	1
OS08G0521600	Si015435m.g	37	39	1
OS08G0521800	Si014249m.g	64	61	1
OS08G0522400	Si014032m.g	76	74	1
OS08G0522500	Si014136m.g	76	79	1
OS08G0522600	Si013893m.g	87	88	1
OS08G0523400	Si014854m.g	19	39	1
OS08G0523600	Si014573m.g	41	25	1
OS08G0523600	Si014640m.g	51	37	1
OS08G0523700	Si015673m.g	36	44	1
OS08G0523850	Si015673m.g	31	45	1
OS08G0524000	Si014312m.g	86	86	1
OS08G0524000	Si037126m.g	87	87	1
OS08G0524100	Si013143m.g	75	72	1
OS08G0524200	Si013909m.g	76	76	1
OS08G0524400	Si014287m.g	58	58	1
OS08G0524600	Si014634m.g	95	30	1
OS08G0524800	Si013867m.g	63	64	1
OS08G0524800	Si014413m.g	28	51	1
OS08G0525000	Si015598m.g	94	60	1
OS08G0525500	Si015208m.g	92	38	1
OS08G0525600	Si013504m.g	86	90	1
OS08G0525700	Si013228m.g	30	35	1
OS08G0525800	Si015679m.g	74	71	1
OS08G0526100	Si015818m.g	82	80	1
OS08G0526300	Si030444m.g	74	72	1
OS08G0526400	Si014387m.g	51	55	1
OS08G0526500	Si014385m.g	57	57	1
OS08G0526700	Si014095m.g	43	26	0
OS08G0527100	Si015144m.g	21	27	1
OS08G0527300	Si015144m.g	22	16	1
OS08G0527400	Si015144m.g	26	16	1
OS08G0527600	Si015144m.g	27	16	1
OS08G0527700	Si022071m.g	59	52	1
OS08G0527733	Si022071m.g	9	3	1
OS08G0527800	Si015144m.g	38	7	1
OS08G0527900	Si015144m.g	24	24	1
OS08G0528000	Si015144m.g	21	22	1
OS08G0528100	Si015144m.g	21	27	1
OS08G0528200	Si015755m.g	79	67	1
OS08G0528500	Si014208m.g	79	78	1
OS08G0528601	Si014790m.g	79	83	1
OS08G0528700	Si005188m.g	36	21	1
OS08G0528700	Si006598m.g	36	21	1
OS08G0528700	Si006604m.g	36	22	1
OS08G0528700	Si006608m.g	37	22	1
OS08G0528700	Si006638m.g	36	21	1
OS08G0528700	Si007933m.g	34	20	1
OS08G0528700	Si008286m.g	32	20	1
OS08G0528700	Si008304m.g	2	3	1
OS08G0528700	Si008826m.g	26	18	1
OS08G0528700	Si008834m.g	37	22	1
OS08G0528700	Si032051m.g	30	21	1
OS08G0528800	Si015104m.g	80	79	1
OS08G0528900	Si014011m.g	89	88	1
OS08G0529000	Si015697m.g	56	61	0
OS08G0529100	Si014432m.g	94	94	1
OS08G0529200	Si015597m.g	58	62	1
OS08G0529300	Si013684m.g	55	43	1
OS08G0529800	Si014131m.g	55	78	1
OS08G0530000	Si013653m.g	88	89	1
OS08G0530100	Si013954m.g	74	25	1
OS08G0530200	Si003119m.g	89	89	1
OS08G0530200	Si014536m.g	89	89	1
OS08G0530300	Si013433m.g	65	65	1
OS08G0530400	Si013470m.g	92	63	1
OS08G0530500	Si014480m.g	63	65	1
OS08G0531000	Si013420m.g	85	85	0
OS08G0531000	Si013424m.g	84	85	0
OS08G0531000	Si015069m.g	64	73	0
OS08G0531100	Si013624m.g	80	79	1
OS08G0531200	Si013218m.g	79	77	1
OS08G0531300	Si013642m.g	80	51	1
OS08G0531600	Si013747m.g	67	69	1
OS08G0531700	Si013937m.g	78	52	1
OS08G0531900	Si007683m.g	29	65	1
OS08G0531900	Si008672m.g	28	65	1
OS08G0531900	Si014540m.g	49	52	1
OS08G0531900	Si015525m.g	38	37	1
OS08G0532200	Si021820m.g	89	84	1
OS08G0532300	Si014658m.g	85	84	1
OS08G0532400	Si013455m.g	88	88	0
OS08G0532500	Si013461m.g	72	70	1
OS08G0532500	Si040075m.g	44	64	1
OS08G0532700	Si014043m.g	65	66	1
OS08G0532800	Si014509m.g	57	56	1
OS08G0532900	Si014123m.g	93	63	1
OS08G0533300	Si013454m.g	82	64	1
OS08G0533600	Si013494m.g	76	62	1
OS08G0533700	Si014377m.g	83	83	1
OS08G0534200	Si013732m.g	74	26	1
OS08G0534300	Si015757m.g	48	58	1
OS08G0534350	Si014377m.g	79	37	1
OS08G0534400	Si003462m.g	65	47	1
OS08G0534400	Si020676m.g	64	48	1
OS08G0534900	Si013732m.g	81	63	1
OS08G0534950	Si015757m.g	48	58	1
OS08G0535000	Si014377m.g	79	37	1
OS08G0535050	Si037539m.g	7	4	1
OS08G0535100	Si039600m.g	45	31	1
OS08G0535200	Si014138m.g	69	69	1
OS08G0535400	Si013762m.g	86	81	1
OS08G0535600	Si014788m.g	88	89	1
OS08G0535700	Si014004m.g	60	72	1
OS08G0535800	Si014408m.g	50	51	1
OS08G0536000	Si013566m.g	93	67	1
OS08G0536100	Si013338m.g	69	69	1
OS08G0536300	Si014037m.g	31	45	0
OS08G0536800	Si014139m.g	60	60	1
OS08G0537600	Si013305m.g	75	82	1
OS08G0537800	Si013636m.g	88	38	1
OS08G0537900	Si015979m.g	65	88	1
OS08G0538000	Si013351m.g	93	93	1
OS08G0538200	Si013518m.g	52	29	1
OS08G0538300	Si015681m.g	59	76	1
OS08G0538600	Si013780m.g	72	71	0
OS08G0538600	Si013781m.g	72	70	0
OS08G0538600	Si013839m.g	64	66	0
OS08G0538600	Si015203m.g	28	61	0
OS08G0538600	Si015335m.g	63	61	0
OS08G0538600	Si015953m.g	10	54	0
OS08G0538700	Si013200m.g	84	88	1
OS08G0538800	Si013474m.g	74	74	1
OS08G0539100	Si013818m.g	80	81	1
OS08G0539200	Si014476m.g	49	41	1
OS08G0539300	Si013782m.g	80	79	1
OS08G0539400	Si032836m.g	3	17	0
OS08G0539600	Si014039m.g	58	37	1
OS08G0540000	Si013958m.g	85	79	1
OS08G0540100	Si000852m.g	89	60	1
OS08G0540100	Si030137m.g	91	90	1
OS08G0540300	Si013599m.g	69	83	1
OS08G0540400	Si015574m.g	75	76	1
OS08G0540500	Si014165m.g	71	76	1
OS08G0541300	Si013193m.g	65	63	1
OS08G0541400	Si014373m.g	74	82	1
OS08G0541500	Si013318m.g	79	77	1
OS08G0542100	Si014288m.g	70	74	1
OS08G0542200	Si013135m.g	64	26	0
OS08G0542200	Si013138m.g	63	26	0
OS08G0542200	Si013146m.g	64	27	0
OS08G0542200	Si013147m.g	60	26	0
OS08G0542200	Si013159m.g	64	28	0
OS08G0542200	Si013213m.g	44	23	0
OS08G0542200	Si015176m.g	63	28	0
OS08G0542600	Si014135m.g	88	88	1
OS08G0542700	Si013498m.g	87	86	1
OS08G0542900	Si013794m.g	59	59	1
OS08G0543000	Si014051m.g	53	50	1
OS08G0543000	Si014588m.g	18	38	1
OS08G0543050	Si013135m.g	54	55	0
OS08G0543050	Si013138m.g	52	54	0
OS08G0543050	Si013146m.g	51	55	0
OS08G0543050	Si013147m.g	51	54	0
OS08G0543050	Si013159m.g	50	55	0
OS08G0543050	Si013213m.g	42	55	0
OS08G0543050	Si015176m.g	49	54	0
OS08G0543275	Si008200m.g	15	12	1
OS08G0543275	Si015488m.g	17	49	1
OS08G0543275	Si019702m.g	23	53	1
OS08G0543275	Si019961m.g	21	32	1
OS08G0543275	Si025062m.g	14	26	1
OS08G0543275	Si028227m.g	22	55	1
OS08G0543275	Si032826m.g	19	19	1
OS08G0543400	Si001532m.g	62	63	1
OS08G0543400	Si001534m.g	62	63	1
OS08G0543500	Si013135m.g	54	52	0
OS08G0543500	Si013138m.g	53	52	0
OS08G0543500	Si013146m.g	53	54	0
OS08G0543500	Si013147m.g	52	53	0
OS08G0543500	Si013159m.g	51	53	0
OS08G0543500	Si013213m.g	42	51	0
OS08G0543500	Si015176m.g	52	55	0
OS08G0543600	Si013236m.g	69	65	1
OS08G0543700	Si005033m.g	44	46	1
OS08G0543700	Si014241m.g	47	45	1
OS08G0543700	Si015024m.g	50	49	1
OS08G0543700	Si015026m.g	49	50	1
OS08G0543700	Si015072m.g	50	50	1
OS08G0543700	Si015213m.g	46	50	1
OS08G0543700	Si015343m.g	52	45	1
OS08G0543700	Si015513m.g	52	51	1
OS08G0543900	Si015823m.g	83	82	1
OS08G0544400	Si009470m.g	41	27	0
OS08G0544400	Si010349m.g	16	20	0
OS08G0544500	Si013122m.g	90	91	0
OS08G0544900	Si015389m.g	73	79	1
OS08G0545000	Si013350m.g	73	69	1
OS08G0545200	Si013965m.g	86	87	1
OS08G0545700	Si014002m.g	59	64	0
OS08G0545900	Si013545m.g	81	82	1
OS08G0546100	Si014094m.g	86	84	0
OS08G0546300	Si014726m.g	66	64	1
OS08G0546400	Si013552m.g	63	69	1
OS08G0546700	Si014061m.g	84	82	1
OS08G0546900	Si014200m.g	76	70	1
OS08G0547000	Si014074m.g	61	55	1
OS08G0547100	Si014073m.g	69	69	0
OS08G0547200	Si013483m.g	65	64	1
OS08G0547300	Si015351m.g	77	78	1
OS08G0547500	Si013177m.g	69	70	1
OS08G0547800	Si014005m.g	65	61	1
OS08G0547800	Si014968m.g	64	61	1
OS08G0547900	Si013734m.g	60	51	1
OS08G0547951	Si017818m.g	20	6	1
OS08G0548000	Si015412m.g	41	30	1
OS08G0548200	Si013869m.g	93	63	1
OS08G0548300	Si014156m.g	65	65	1
OS08G0548400	Si015492m.g	53	29	1
OS08G0548500	Si013413m.g	73	75	1
OS08G0548900	Si014338m.g	98	98	1
OS08G0549100	Si014193m.g	89	90	1
OS08G0549200	Si013260m.g	75	77	1
OS08G0549300	Si014637m.g	80	83	1
OS08G0549600	Si014546m.g	36	31	1
OS08G0549900	Si015399m.g	41	34	1
OS08G0550100	Si013638m.g	95	94	1
OS08G0550200	Si013585m.g	76	79	1
OS08G0550400	Si014327m.g	63	65	1
OS08G0550600	Si015722m.g	62	34	1
OS08G0550700	Si014594m.g	76	75	1
OS08G0550700	Si014596m.g	79	78	1
OS08G0550700	Si014597m.g	76	75	1
OS08G0551200	Si015807m.g	47	49	1
OS08G0551300	Si014935m.g	71	75	1
OS08G0551300	Si015578m.g	71	75	1
OS08G0551366	Si014451m.g	62	69	1
OS08G0551366	Si015768m.g	70	70	1
OS08G0551366	Si015791m.g	67	67	1
OS08G0551432	Si014691m.g	32	38	1
OS08G0551500	Si014379m.g	72	71	1
OS08G0551900	Si015232m.g	48	30	0
OS08G0551900	Si015391m.g	65	66	0
OS08G0551900	Si015423m.g	52	67	0
OS08G0551900	Si019979m.g	25	46	0
OS08G0552000	Si014936m.g	77	77	1
OS08G0552000	Si015386m.g	76	76	1
OS08G0552100	Si014936m.g	76	76	1
OS08G0552100	Si015386m.g	76	76	1
OS08G0552200	Si019814m.g	69	72	1
OS08G0552300	Si014936m.g	80	80	1
OS08G0552300	Si015386m.g	79	79	1
OS08G0552333	Si014936m.g	79	79	1
OS08G0552333	Si015386m.g	78	79	1
OS08G0552400	Si014936m.g	65	68	1
OS08G0552400	Si015386m.g	64	68	1
OS08G0552633	Si019814m.g	50	65	1
OS08G0552666	Si015596m.g	31	17	1
OS08G0552666	Si015696m.g	29	16	1
OS08G0552800	Si015366m.g	43	66	1
OS08G0552900	Si015366m.g	46	71	1
OS08G0553000	Si014936m.g	70	82	1
OS08G0553000	Si015386m.g	70	81	1
OS08G0553050	Si015366m.g	48	68	1
OS08G0553100	Si014936m.g	74	74	1
OS08G0553100	Si015386m.g	74	74	1
OS08G0553150	Si019814m.g	31	61	1
OS08G0553200	Si014936m.g	76	76	1
OS08G0553200	Si015386m.g	76	76	1
OS08G0553250	Si019814m.g	30	56	1
OS08G0553300	Si014936m.g	76	76	1
OS08G0553300	Si015386m.g	75	75	1
OS08G0553750	Si015232m.g	51	33	0
OS08G0553750	Si015391m.g	65	67	0
OS08G0553750	Si015423m.g	54	70	0
OS08G0553750	Si019979m.g	27	49	0
OS08G0553800	Si013906m.g	90	90	1
OS08G0554000	Si013756m.g	76	64	1
OS08G0554050	Si013482m.g	80	82	1
OS08G0554100	Si013393m.g	84	86	0
OS08G0554300	Si013393m.g	85	63	0
OS08G0554400	Si013546m.g	55	57	1
OS08G0554900	Si013405m.g	90	91	1
OS08G0555000	Si013405m.g	94	41	1
OS08G0555200	Si013405m.g	91	92	1
OS08G0555400	Si004382m.g	43	42	1
OS08G0555400	Si004800m.g	21	40	1
OS08G0555700	Si014466m.g	47	36	1
OS08G0555800	Si015782m.g	28	53	1
OS08G0556000	Si013437m.g	81	83	1
OS08G0556200	Si014629m.g	73	73	1
OS08G0556400	Si013414m.g	53	59	1
OS08G0556600	Si014756m.g	84	88	1
OS08G0556700	Si013196m.g	73	44	1
OS08G0556900	Si013968m.g	76	80	1
OS08G0557000	Si014402m.g	89	89	1
OS08G0557100	Si015936m.g	40	92	1
OS08G0557200	Si014910m.g	73	76	1
OS08G0557400	Si014225m.g	71	68	1
OS08G0557600	Si013773m.g	90	89	1
OS08G0557700	Si014611m.g	76	79	1
OS08G0557800	Si013591m.g	65	65	1
OS08G0557800	Si013605m.g	68	69	1
OS08G0557800	Si013616m.g	69	70	1
OS08G0557900	Si014086m.g	87	87	1
OS08G0557900	Si027231m.g	15	83	1
OS08G0558000	Si014438m.g	69	50	1
OS08G0558100	Si014345m.g	69	71	1
OS08G0558200	Si014045m.g	60	61	1
OS08G0558600	Si014368m.g	90	91	1
OS08G0558700	Si014405m.g	78	81	1
OS08G0558800	Si014438m.g	70	51	1
OS08G0558900	Si015497m.g	40	72	0
OS08G0559000	Si031053m.g	60	33	1
OS08G0559200	Si015190m.g	93	63	1
OS08G0559300	Si013225m.g	85	87	1
OS08G0559400	Si014559m.g	90	90	1
OS08G0559600	Si013458m.g	95	95	1
OS08G0559700	Si014621m.g	51	63	1
OS08G0559700	Si037960m.g	51	62	1
OS08G0559800	Si038952m.g	57	66	1
OS08G0559900	Si013920m.g	29	45	1
OS08G0560000	Si013917m.g	66	69	1
OS08G0560000	Si026481m.g	61	63	1
OS08G0560500	Si013680m.g	70	69	1
OS08G0560600	Si014435m.g	79	78	1
OS08G0560700	Si014770m.g	90	93	1
OS08G0560900	Si037566m.g	82	82	1
OS08G0561000	Si008184m.g	12	15	0
OS08G0561500	Si013886m.g	82	81	1
OS08G0561600	Si013478m.g	73	73	1
OS08G0561700	Si014166m.g	83	59	1
OS08G0561900	Si015425m.g	78	75	1
OS08G0562100	Si013632m.g	85	75	1
OS08G0562200	Si013361m.g	80	78	1
OS08G0562300	Si013894m.g	51	50	1
OS08G0562500	Si013714m.g	79	77	1
OS08G0562600	Si002437m.g	57	57	1
OS08G0562600	Si015786m.g	69	70	1
OS08G0562700	Si013315m.g	47	32	1
OS08G0562800	Si013571m.g	71	62	1
OS08G0563300	Si014665m.g	89	89	1
OS08G0563400	Si015156m.g	73	74	1
OS08G0563500	Si015414m.g	37	37	1
OS08G0564000	Si008326m.g	81	81	1
OS08G0564000	Si014865m.g	82	81	1
OS08G0564100	Si012097m.g	74	87	1
OS08G0564100	Si021543m.g	93	93	1
OS08G0564300	Si013123m.g	80	80	1
OS08G0564500	Si014659m.g	92	92	1
OS08G0564700	Si013383m.g	65	66	1
OS08G0564750	Si014681m.g	69	39	1
OS08G0564800	Si013125m.g	63	63	0
OS08G0564900	Si015634m.g	45	7	1
OS08G0564900	Si029224m.g	47	8	1
OS08G0565200	Si024059m.g	43	22	0
OS08G0565700	Si013404m.g	64	59	1
OS08G0565800	Si014543m.g	43	45	1
OS08G0566000	Si013435m.g	81	81	1
OS08G0566100	Si013620m.g	68	59	1
OS08G0566400	Si011846m.g	78	83	1
OS08G0566400	Si013852m.g	79	77	1
OS08G0566400	Si015293m.g	76	78	1
OS08G0566600	Si015371m.g	77	52	1
OS08G0566700	Si013301m.g	38	36	1
OS08G0566900	Si014505m.g	87	87	1
OS08G0567000	Si013757m.g	68	57	1
OS08G0567100	Si015189m.g	49	52	1
OS08G0567200	Si014374m.g	80	79	1
OS08G0567200	Si030976m.g	81	80	1
OS09G0100800	Si012370m.g	22	28	1
OS09G0101100	Si009711m.g	52	41	1
OS09G0101100	Si009929m.g	51	45	1
OS09G0101300	Si012480m.g	19	27	1
OS09G0101800	Si028749m.g	55	54	1
OS09G0103100	Si029983m.g	83	82	1
OS09G0103200	Si016650m.g	46	41	0
OS09G0103500	Si016705m.g	57	43	1
OS09G0103500	Si032918m.g	51	70	1
OS09G0103600	Si017424m.g	89	87	1
OS09G0103600	Si030585m.g	68	85	1
OS09G0103700	Si013932m.g	62	62	1
OS09G0103700	Si030297m.g	64	68	1
OS09G0104300	Si018435m.g	85	79	1
OS09G0104300	Si031268m.g	81	81	1
OS09G0104700	Si039064m.g	49	52	1
OS09G0106700	Si032789m.g	64	40	1
OS09G0108400	Si006803m.g	74	74	1
OS09G0108600	Si040124m.g	48	62	1
OS09G0109500	Si030933m.g	98	98	1
OS09G0109800	Si029362m.g	81	80	1
OS09G0110100	Si028954m.g	69	67	1
OS09G0110200	Si028964m.g	73	73	1
OS09G0110300	Si030724m.g	84	79	1
OS09G0110400	Si033113m.g	62	89	1
OS09G0110750	Si032303m.g	73	34	1
OS09G0111100	Si030160m.g	71	68	1
OS09G0111800	Si007312m.g	72	77	1
OS09G0111800	Si023293m.g	70	74	1
OS09G0112400	Si033341m.g	37	58	1
OS09G0113500	Si008200m.g	52	8	1
OS09G0113500	Si015488m.g	64	36	1
OS09G0113500	Si019702m.g	67	30	1
OS09G0113500	Si019961m.g	60	17	1
OS09G0113500	Si025062m.g	29	11	1
OS09G0113500	Si028227m.g	66	32	1
OS09G0113500	Si032826m.g	66	13	1
OS09G0114500	Si028795m.g	92	92	1
OS09G0114700	Si031129m.g	31	22	1
OS09G0114700	Si031210m.g	31	24	1
OS09G0115400	Si029150m.g	86	85	1
OS09G0115500	Si031024m.g	72	72	1
OS09G0115600	Si029931m.g	75	73	1
OS09G0115900	Si032377m.g	80	80	0
OS09G0116000	Si019951m.g	39	31	1
OS09G0116050	Si038595m.g	24	28	1
OS09G0116050	Si039632m.g	32	34	1
OS09G0116050	Si040200m.g	34	35	1
OS09G0116400	Si028788m.g	72	70	1
OS09G0116800	Si019951m.g	52	48	1
OS09G0119100	Si029981m.g	69	45	1
OS09G0119600	Si029630m.g	64	66	1
OS09G0119600	Si033128m.g	60	67	1
OS09G0120100	Si003830m.g	34	50	1
OS09G0121000	Si028787m.g	83	10	1
OS09G0121050	Si028787m.g	62	33	1
OS09G0121900	Si002752m.g	58	34	1
OS09G0122200	Si008005m.g	37	57	0
OS09G0122200	Si019742m.g	30	45	0
OS09G0123100	Si028942m.g	77	78	1
OS09G0123200	Si029099m.g	66	70	1
OS09G0123300	Si029459m.g	81	81	1
OS09G0124200	Si002428m.g	59	14	1
OS09G0126600	Si012600m.g	41	40	1
OS09G0127300	Si030403m.g	83	84	1
OS09G0127700	Si012249m.g	79	87	1
OS09G0127800	Si033952m.g	94	94	1
OS09G0128400	Si029503m.g	67	29	1
OS09G0128600	Si012654m.g	62	69	1
OS09G0128600	Si026537m.g	60	68	1
OS09G0129600	Si030667m.g	45	24	1
OS09G0129600	Si032658m.g	50	25	1
OS09G0129800	Si030667m.g	49	26	1
OS09G0129800	Si032658m.g	59	29	1
OS09G0130700	Si032772m.g	21	26	1
OS09G0130800	Si028946m.g	64	77	1
OS09G0131200	Si008233m.g	78	81	1
OS09G0132200	Si022485m.g	61	61	1
OS09G0132600	Si032628m.g	60	64	1
OS09G0132900	Si030338m.g	83	83	1
OS09G0133000	Si023767m.g	81	84	1
OS09G0133000	Si031620m.g	79	82	1
OS09G0133200	Si023036m.g	86	86	1
OS09G0133600	Si030559m.g	80	81	1
OS09G0133700	Si014021m.g	87	88	1
OS09G0133800	Si013397m.g	50	52	0
OS09G0134400	Si008853m.g	13	34	1
OS09G0134500	Si028793m.g	81	81	1
OS09G0135100	Si021152m.g	50	6	1
