Gene stable ID	Oryza brachyantha gene stable ID	% identity	Oryza brachyantha % identity	Orthology confidence [0 low, 1 high]
OS11G0249400	OB11G16700	37	86	1
OS11G0249900	OB11G16720	95	78	1
OS11G0250000	OB10G11850	88	84	1
OS11G0251200	OB11G16770	41	48	0
OS11G0251200	OB11G16820	42	51	0
OS11G0251400	OB11G16770	56	53	0
OS11G0251400	OB11G16820	58	58	0
OS11G0252400	OB11G16750	84	82	0
OS11G0255500	OB11G16840	72	72	0
OS11G0256000	OB11G16900	89	9	1
OS11G0256050	OB11G16900	74	20	1
OS11G0256200	OB11G16910	93	93	1
OS11G0256900	OB11G16870	76	32	1
OS11G0256900	OB11G16920	74	59	1
OS11G0256900	OB11G16970	78	31	1
OS11G0257700	OB11G16870	63	39	1
OS11G0257700	OB11G16920	26	29	1
OS11G0257700	OB11G16970	62	35	1
OS11G0258500	OB11G16960	38	53	0
OS11G0259700	OB11G16990	67	59	0
OS11G0260100	OB11G16990	64	43	0
OS11G0260200	OB07G27170	22	29	1
OS11G0261500	OB11G17020	78	35	1
OS11G0261900	OB11G17050	60	93	1
OS11G0262500	OB11G17070	65	68	1
OS11G0263000	OB11G17080	74	62	1
OS11G0264200	OB11G17120	89	89	1
OS11G0264300	OB11G17130	3	1	0
OS11G0264300	OB11G17140	30	63	0
OS11G0264500	OB11G17150	65	43	1
OS11G0264600	OB11G17160	66	82	1
OS11G0265000	OB02G20580	97	96	1
OS11G0265200	OB11G17170	69	87	1
OS11G0265400	OB11G17190	94	94	1
OS11G0265500	OB11G17200	68	27	1
OS11G0265600	OB11G17230	90	90	1
OS11G0265900	OB11G17240	77	77	1
OS11G0266000	OB11G17260	79	81	1
OS11G0266800	OB11G17310	90	89	1
OS11G0267000	OB11G17320	79	65	0
OS11G0267100	OB11G17330	84	25	0
OS11G0268300	OB11G19680	23	54	1
OS11G0269500	OB10G11520	83	18	1
OS11G0269500	OB10G11540	82	15	1
OS11G0269900	OB11G17480	38	47	1
OS11G0270000	OB11G17470	47	87	1
OS11G0270500	OB11G17450	85	85	1
OS11G0271100	OB11G17390	96	92	0
OS11G0275000	OB08G16820	67	71	1
OS11G0275400	OB08G16800	75	85	1
OS11G0275500	OB08G16810	43	83	1
OS11G0275800	OB11G17460	49	50	0
OS11G0276000	OB11G17520	93	92	1
OS11G0276300	OB11G17540	90	90	1
OS11G0279750	OB05G19030	79	78	1
OS11G0282300	OB11G17550	43	72	1
OS11G0282700	OB10G11040	26	74	1
OS11G0282800	OB11G17570	44	82	1
OS11G0283500	OB11G17610	15	86	0
OS11G0284032	OB11G17610	2	4	0
OS11G0284300	OB11G17610	0	1	0
OS11G0284600	OB11G17670	73	66	1
OS11G0284600	OB11G17680	68	62	1
OS11G0284900	OB11G17690	88	60	1
OS11G0285000	OB11G17730	11	75	1
OS11G0286800	OB11G17780	72	74	0
OS11G0289700	OB04G29170	73	73	1
OS11G0291500	OB11G17800	23	5	1
OS11G0292050	OB12G19060	61	4	0
OS11G0292050	OB12G19130	52	4	0
OS11G0293300	OB11G17810	83	85	1
OS11G0293800	OB11G17860	88	58	1
OS11G0293900	OB11G17870	84	83	1
OS11G0294300	OB11G17890	71	84	1
OS11G0294400	OB11G17900	73	83	1
OS11G0294600	OB11G17930	94	95	1
OS11G0295000	OB0046G10060	81	38	1
OS11G0295900	OB0046G10040	73	73	1
OS11G0296800	OB0046G10030	71	82	1
OS11G0297300	OB0046G10010	58	80	1
OS11G0297900	OB11G17990	96	69	1
OS11G0298000	OB11G18000	77	78	1
OS11G0298400	OB11G18020	92	92	1
OS11G0298866	OB05G18790	34	9	1
OS11G0299300	OB11G18070	49	92	1
OS11G0300400	OB11G18080	91	16	1
OS11G0300600	OB11G18090	23	89	1
OS11G0300600	OB11G18110	2	10	1
OS11G0300800	OB11G18120	73	49	1
OS11G0300800	OB11G18130	68	65	1
OS11G0302500	OB11G18150	42	21	1
OS11G0302700	OB11G18160	87	88	1
OS11G0302900	OB05G17050	43	15	1
OS11G0303400	OB05G30160	53	28	1
OS11G0303500	OB11G18230	53	37	0
OS11G0303600	OB11G18240	71	62	1
OS11G0303800	OB03G15650	28	23	1
OS11G0304050	OB11G18240	71	62	1
OS11G0305400	OB11G18240	64	54	1
OS11G0306400	OB11G18290	93	92	1
OS11G0307300	OB11G18300	85	85	1
OS11G0308800	OB0041G10120	89	67	1
OS11G0309000	OB11G18350	93	93	1
OS11G0310800	OB0041G10020	93	93	1
OS11G0311300	OB09G10780	87	79	1
OS11G0311550	OB0041G10070	87	88	1
OS11G0312340	OB0096G10030	81	29	1
OS11G0323860	OB11G18470	70	73	1
OS11G0340477	OB03G31790	75	76	1
OS11G0346016	OB03G46330	83	44	1
OS11G0351555	OB0126G10020	92	92	1
OS11G0357094	OB03G31460	83	83	1
OS11G0362633	OB03G46340	35	48	1
OS11G0379251	OB03G46330	62	45	1
OS11G0384789	OB03G31770	99	99	1
OS11G0406945	OB03G31430	83	61	1
OS11G0412484	OB11G18470	70	73	1
OS11G0414000	OB11G18460	99	99	1
OS11G0416900	OB11G18440	94	95	1
OS11G0417400	OB11G18390	93	93	1
OS11G0421800	OB11G18370	80	82	1
OS11G0423800	OB0037G10330	3	3	1
OS11G0423800	OB11G18740	92	43	1
OS11G0424400	OB11G18870	70	70	1
OS11G0425100	OB03G31890	62	36	1
OS11G0425300	OB11G18860	87	87	1
OS11G0425600	OB11G18910	91	41	1
OS11G0425800	OB03G41600	84	29	1
OS11G0426400	OB11G18950	66	48	1
OS11G0427700	OB11G18980	82	91	1
OS11G0427800	OB11G10690	86	86	1
OS11G0428700	OB08G30470	64	33	1
OS11G0428800	OB11G19050	91	92	1
OS11G0430000	OB11G19080	66	68	1
OS11G0430600	OB11G19130	62	19	0
OS11G0431100	OB11G19130	68	45	0
OS11G0431400	OB11G20170	8	6	0
OS11G0431700	OB11G19140	77	65	1
OS11G0431700	OB11G19150	77	65	1
OS11G0432400	OB11G19180	93	92	0
OS11G0432600	OB11G19340	53	83	1
OS11G0432900	OB11G18800	72	72	1
OS11G0433101	OB11G19270	77	88	1
OS11G0433200	OB11G19250	95	81	1
OS11G0433600	OB11G19230	94	39	1
OS11G0434000	OB11G19210	62	86	1
OS11G0434850	OB11G19200	42	36	1
OS11G0434850	OB11G19370	65	40	1
OS11G0435300	OB11G19400	60	71	1
OS11G0435800	OB11G19430	78	72	1
OS11G0436450	OB02G30940	50	41	1
OS11G0436500	OB02G30940	66	69	1
OS11G0437600	OB11G19480	70	65	1
OS11G0439600	OB11G19550	79	83	1
OS11G0440200	OB11G19550	83	60	1
OS11G0440422	OB02G13320	31	24	1
OS11G0441500	OB11G19540	56	81	0
OS11G0442380	OB11G19510	63	64	1
OS11G0442500	OB11G19520	33	47	1
OS11G0442900	OB01G48720	11	33	0
OS11G0442900	OB10G13680	29	30	0
OS11G0444700	OB11G18530	77	76	1
OS11G0444900	OB11G18530	82	77	1
OS11G0445300	OB11G18510	84	85	1
OS11G0446000	OB11G19610	11	13	0
OS11G0446500	OB11G19720	97	97	1
OS11G0447300	OB11G19750	95	95	1
OS11G0448000	OB11G19780	67	85	1
OS11G0448400	OB11G19800	94	70	1
OS11G0448700	OB11G19810	65	59	1
OS11G0449600	OB11G19820	50	34	1
OS11G0451700	OB11G19890	71	70	1
OS11G0453550	OB11G19870	57	54	1
OS11G0453900	OB11G19900	64	73	1
OS11G0454000	OB11G19910	75	78	0
OS11G0454200	OB11G19910	77	81	0
OS11G0454300	OB11G19920	88	90	1
OS11G0454800	OB11G19980	64	39	1
OS11G0455500	OB11G19990	90	96	1
OS11G0455800	OB11G20010	98	98	1
OS11G0456000	OB11G20020	83	74	1
OS11G0456100	OB11G20030	85	94	1
OS11G0456300	OB02G10150	89	92	0
OS11G0456300	OB02G10190	89	71	0
OS11G0456300	OB10G21670	90	92	0
OS11G0458100	OB11G20060	71	37	1
OS11G0459200	OB11G20080	31	80	1
OS11G0459300	OB11G20090	30	76	1
OS11G0460800	OB11G20200	20	58	1
OS11G0460900	OB12G23500	54	49	1
OS11G0461000	OB11G20160	24	58	1
OS11G0462100	OB11G20150	78	79	1
OS11G0462500	OB11G20250	69	72	0
OS11G0463600	OB11G20270	79	81	1
OS11G0463700	OB11G20290	73	69	1
OS11G0464600	OB11G14030	75	45	1
OS11G0466300	OB01G35560	90	88	1
OS11G0469900	OB11G20330	40	21	0
OS11G0470500	OB11G20320	56	87	1
OS11G0471300	OB02G25270	23	24	1
OS11G0472000	OB11G20340	97	88	1
OS11G0472500	OB11G20360	89	88	1
OS11G0472600	OB11G20370	69	68	1
OS11G0473000	OB11G20410	98	98	1
OS11G0473100	OB11G20420	93	94	1
OS11G0473200	OB11G20430	83	36	1
OS11G0473832	OB11G19660	63	57	0
OS11G0474800	OB0067G10010	58	63	1
OS11G0474800	OB0067G10050	43	52	1
OS11G0474800	OB0067G10070	8	10	1
OS11G0474800	OB0214G10010	59	37	1
OS11G0474800	OB11G20450	47	33	1
OS11G0474800	OB11G20470	65	40	1
OS11G0474800	OB11G20520	58	36	1
OS11G0474900	OB0067G10010	3	1	1
OS11G0474900	OB0067G10050	1	1	1
OS11G0474900	OB0067G10070	27	13	1
OS11G0474900	OB0214G10010	29	7	1
OS11G0474900	OB11G20450	38	10	1
OS11G0474900	OB11G20470	27	6	1
OS11G0474900	OB11G20520	44	10	1
OS11G0475600	OB11G20550	87	88	1
OS11G0477400	OB08G21710	17	22	1
OS11G0479000	OB11G20570	82	80	1
OS11G0479100	OB11G20590	72	75	1
OS11G0479232	OB11G20620	94	35	1
OS11G0481200	OB11G20640	73	94	1
OS11G0481600	OB04G18420	1	0	0
OS11G0482100	OB11G20680	97	57	1
OS11G0482200	OB11G20690	85	72	1
OS11G0482400	OB11G20700	91	91	1
OS11G0482500	OB11G20720	64	76	1
OS11G0482901	OB01G43150	23	33	1
OS11G0483000	OB12G19320	52	32	0
OS11G0483600	OB11G20740	83	83	1
OS11G0483900	OB11G20750	99	99	1
OS11G0483950	OB11G20760	24	93	1
OS11G0484000	OB11G20770	92	95	1
OS11G0484300	OB11G20780	97	95	1
OS11G0484500	OB11G20840	70	99	1
OS11G0484700	OB11G20970	63	63	1
OS11G0485900	OB11G21020	19	56	0
OS11G0485900	OB11G21030	35	62	0
OS11G0485900	OB12G19570	18	22	0
OS11G0486000	OB11G21020	0	0	0
OS11G0486000	OB11G21030	0	0	0
OS11G0486000	OB12G19570	0	0	0
OS11G0487100	OB11G20960	74	70	1
OS11G0488400	OB11G20930	6	8	1
OS11G0488500	OB11G20900	81	72	1
OS11G0488600	OB11G20890	80	72	1
OS11G0489250	OB11G20870	52	74	1
OS11G0490300	OB11G21060	61	58	1
OS11G0490600	OB11G21080	64	71	1
OS11G0490800	OB11G21100	75	44	1
OS11G0490900	OB11G21110	64	65	1
OS11G0491400	OB11G21120	87	80	1
OS11G0491500	OB11G21140	72	73	1
OS11G0492300	OB11G21150	59	47	0
OS11G0494100	OB11G21160	74	25	1
OS11G0495950	OB11G21200	45	81	1
OS11G0496400	OB11G21210	83	38	1
OS11G0496500	OB11G21220	100	100	1
OS11G0496600	OB11G21240	32	75	1
OS11G0497000	OB11G21250	94	94	1
OS11G0498400	OB11G21270	83	84	1
OS11G0498600	OB11G21280	93	93	1
OS11G0499600	OB11G21290	95	94	1
OS11G0500050	OB01G54660	16	15	1
OS11G0500100	OB10G10770	23	20	0
OS11G0501000	OB01G24170	20	20	0
OS11G0501000	OB01G24220	24	23	0
OS11G0501500	OB11G21310	29	30	1
OS11G0502700	OB11G21330	80	69	1
OS11G0503400	OB11G18880	11	6	1
OS11G0505300	OB11G21340	63	70	1
OS11G0506800	OB11G21370	39	51	1
OS11G0507200	OB11G21380	91	91	1
OS11G0507400	OB11G21400	85	87	1
OS11G0508600	OB11G21410	76	74	1
OS11G0512000	OB11G21420	70	67	1
OS11G0512100	OB11G21450	63	61	1
OS11G0512200	OB11G21450	65	37	1
OS11G0512600	OB11G21460	62	33	1
OS11G0512800	OB11G21470	53	50	1
OS11G0513000	OB11G21710	32	31	0
OS11G0513700	OB11G21710	32	30	0
OS11G0514100	OB0331G10010	49	83	1
OS11G0514400	OB11G21490	81	81	1
OS11G0514500	OB11G21500	85	84	1
OS11G0514700	OB11G21530	74	71	1
OS11G0514800	OB11G21540	94	94	1
OS11G0515000	OB11G21570	45	91	1
OS11G0515500	OB11G21580	85	84	1
OS11G0516000	OB11G21590	99	99	1
OS11G0516100	OB11G21600	92	96	1
OS11G0516400	OB11G21710	40	7	0
OS11G0517350	OB03G33090	0	0	0
OS11G0518600	OB11G21640	34	17	0
OS11G0518900	OB11G21620	71	75	1
OS11G0519100	OB06G23210	19	32	0
OS11G0520500	OB11G21770	59	82	1
OS11G0521000	OB11G21760	84	81	1
OS11G0521500	OB11G21750	86	83	1
OS11G0521900	OB11G21740	86	83	1
OS11G0522000	OB11G21720	56	67	0
OS11G0522900	OB11G21780	93	93	1
OS11G0523110	OB11G21800	40	82	1
OS11G0523800	OB11G21910	95	40	1
OS11G0524300	OB11G21920	89	62	1
OS11G0524601	OB11G21930	72	24	1
OS11G0524900	OB11G21940	78	39	1
OS11G0525200	OB0116G10020	93	93	1
OS11G0525600	OB0116G10030	92	94	1
OS11G0525800	OB0116G10050	85	85	0
OS11G0525900	OB11G21980	37	77	1
OS11G0526200	OB11G21970	41	99	1
OS11G0526800	OB11G21960	42	36	0
OS11G0528200	OB11G22040	96	36	1
OS11G0528300	OB11G22050	86	90	1
OS11G0528400	OB11G22060	92	91	1
OS11G0528500	OB11G22070	62	92	0
OS11G0528700	OB11G22090	37	70	1
OS11G0529500	OB11G22110	61	71	1
OS11G0529800	OB11G22110	64	74	1
OS11G0530600	OB11G22140	96	96	1
OS11G0531300	OB11G22150	66	66	1
OS11G0531700	OB11G22160	84	82	1
OS11G0532600	OB10G23860	7	18	0
OS11G0533500	OB08G20370	69	91	1
OS11G0533500	OB11G22190	91	91	1
OS11G0533800	OB10G23860	6	17	0
OS11G0534300	OB11G22220	37	71	1
OS11G0535525	OB03G42350	40	54	1
OS11G0535525	OB07G26970	68	67	1
OS11G0535525	OB07G26980	66	67	1
OS11G0535525	OB07G27000	67	66	1
OS11G0536800	OB11G22250	85	89	1
OS11G0537350	OB11G22270	86	55	1
OS11G0538400	OB11G22290	39	56	1
OS11G0538900	OB02G16460	93	97	1
OS11G0539200	OB11G22310	86	94	1
OS11G0539500	OB06G27170	47	47	0
OS11G0539500	OB07G19120	50	50	0
OS11G0539800	OB11G22320	95	72	1
OS11G0540600	OB11G22370	67	67	1
OS11G0540600	OB11G22390	22	74	1
OS11G0540800	OB11G22360	40	33	0
OS11G0540900	OB11G22380	33	45	0
OS11G0543100	OB11G22420	46	26	1
OS11G0543500	OB11G22440	73	87	1
OS11G0543800	OB11G22450	92	7	1
OS11G0544000	OB11G22460	79	95	1
OS11G0544100	OB11G22470	24	92	1
OS11G0544200	OB11G22480	36	97	1
OS11G0544300	OB03G15080	88	68	1
OS11G0544500	OB03G35520	61	97	1
OS11G0544600	OB11G22490	86	87	0
OS11G0544700	OB11G22500	92	93	1
OS11G0544800	OB11G22510	93	94	1
OS11G0545600	OB04G10110	74	95	1
OS11G0545650	OB01G31650	31	48	1
OS11G0545700	OB11G22520	94	39	1
OS11G0545800	OB11G22530	62	92	1
OS11G0546000	OB11G22540	100	100	1
OS11G0546100	OB11G22550	83	96	1
OS11G0546200	OB11G22560	95	95	1
OS11G0546300	OB11G22570	51	94	1
OS11G0546500	OB11G22580	60	88	1
OS11G0546600	OB11G22590	79	77	1
OS11G0546900	OB11G22610	98	98	1
OS11G0547000	OB11G22620	79	98	1
OS11G0549300	OB11G22660	72	44	0
OS11G0549537	OB11G22670	24	73	1
OS11G0549605	OB11G22680	54	51	1
OS11G0549615	OB11G22710	80	71	0
OS11G0549620	OB11G22720	60	92	1
OS11G0549620	OB11G22730	24	73	1
OS11G0549635	OB11G22760	52	86	1
OS11G0549650	OB11G22770	50	62	1
OS11G0549655	OB11G22780	97	96	1
OS11G0549686	OB11G22760	48	65	1
OS11G0549690	OB11G22770	71	41	1
OS11G0549695	OB11G22780	96	96	1
OS11G0549700	OB11G22790	81	92	1
OS11G0549900	OB11G22800	55	79	1
OS11G0550500	OB11G22820	74	74	0
OS11G0550900	OB11G22830	59	80	1
OS11G0551800	OB11G22870	99	71	1
OS11G0552000	OB11G22900	73	56	1
OS11G0552100	OB11G18180	14	13	0
OS11G0552600	OB11G22930	85	58	1
OS11G0555600	OB11G22980	52	27	1
OS11G0557000	OB11G23000	60	58	1
OS11G0557300	OB11G23010	74	78	1
OS11G0557500	OB11G23020	29	73	1
OS11G0557700	OB11G23040	85	92	0
OS11G0557900	OB11G23050	62	89	1
OS11G0558200	OB11G23060	46	54	1
OS11G0558300	OB11G23080	95	95	1
OS11G0558900	OB11G23090	74	73	1
OS11G0560900	OB10G15350	49	19	0
OS11G0561100	OB11G23090	76	71	1
OS11G0562100	OB02G12960	26	78	0
OS11G0565400	OB11G23140	44	16	0
OS11G0566800	OB11G27440	86	84	1
OS11G0567600	OB10G15350	42	39	0
OS11G0567800	OB10G15340	28	5	0
OS11G0568300	OB11G23180	69	67	0
OS11G0568500	OB11G23190	92	92	1
OS11G0568600	OB11G23200	90	89	1
OS11G0568633	OB12G23020	95	38	1
OS11G0568700	OB11G23210	85	85	1
OS11G0568800	OB11G23280	4	55	0
OS11G0569300	OB11G23240	77	78	1
OS11G0569800	OB10G14980	6	43	0
OS11G0569800	OB11G17270	37	44	0
OS11G0570000	OB11G23280	7	49	0
OS11G0570400	OB11G24190	41	34	1
OS11G0570400	OB11G24210	48	48	1
OS11G0570400	OB11G24250	46	37	1
OS11G0571900	OB11G23300	49	84	0
OS11G0572100	OB11G23310	87	87	1
OS11G0572301	OB12G20460	32	31	0
OS11G0572400	OB11G23330	46	81	1
OS11G0572500	OB11G23340	85	32	1
OS11G0572700	OB11G23350	98	89	1
OS11G0572800	OB11G23360	59	95	1
OS11G0572900	OB10G13900	3	3	1
OS11G0573200	OB11G23380	90	56	1
OS11G0574200	OB11G23470	76	24	1
OS11G0574500	OB11G23440	8	11	1
OS11G0574500	OB11G23490	64	33	1
OS11G0574725	OB11G23440	76	50	1
OS11G0574725	OB11G23490	83	20	1
OS11G0575200	OB11G23380	72	30	1
OS11G0575500	OB01G53510	65	39	1
OS11G0575900	OB11G23430	84	44	1
OS11G0576100	OB11G23460	40	79	1
OS11G0577300	OB10G13900	16	17	1
OS11G0577350	OB10G13900	5	3	1
OS11G0578100	OB11G23470	83	83	1
OS11G0579100	OB11G26230	34	31	0
OS11G0579100	OB11G26240	21	40	0
OS11G0579800	OB11G23510	74	95	1
OS11G0579900	OB11G23520	59	66	1
OS11G0580000	OB11G23530	96	72	1
OS11G0580800	OB02G12610	75	78	1
OS11G0580800	OB06G10150	59	75	1
OS11G0581900	OB11G23690	77	80	1
OS11G0582000	OB11G23680	64	64	1
OS11G0582100	OB11G23670	75	84	1
OS11G0582300	OB11G23570	86	86	1
OS11G0582400	OB11G23590	71	64	1
OS11G0582500	OB11G23610	77	77	1
OS11G0582700	OB0294G10010	64	70	1
OS11G0582700	OB11G23600	30	60	1
OS11G0582700	OB11G23630	30	79	1
OS11G0582700	OB11G23650	39	26	1
OS11G0583200	OB03G44740	79	94	1
OS11G0583300	OB11G23560	57	20	1
OS11G0584100	OB11G24430	46	55	0
OS11G0585700	OB11G23720	88	84	1
OS11G0585900	OB11G23730	98	94	1
OS11G0586001	OB11G23750	58	29	0
OS11G0586100	OB11G23750	96	29	0
OS11G0586200	OB11G23760	90	89	1
OS11G0586300	OB11G23770	70	90	0
OS11G0586825	OB06G19610	73	74	1
OS11G0586900	OB11G23800	100	100	1
OS11G0587000	OB11G23810	76	70	1
OS11G0587100	OB11G23820	85	86	1
OS11G0587300	OB11G23830	7	54	1
OS11G0587500	OB11G23870	86	54	1
OS11G0588300	OB11G23890	90	89	1
OS11G0590700	OB11G23900	63	57	1
OS11G0590700	OB11G23910	15	68	1
OS11G0590700	OB11G23920	20	51	1
OS11G0590700	OB11G23960	57	20	1
OS11G0591100	OB11G24000	98	98	1
OS11G0591200	OB11G24010	75	92	1
OS11G0591550	OB11G24030	47	36	1
OS11G0592000	OB11G24070	86	84	1
OS11G0592100	OB11G24060	86	87	1
OS11G0592200	OB11G24080	92	92	1
OS11G0592300	OB11G24100	90	68	1
OS11G0592600	OB11G24120	49	46	1
OS11G0592700	OB11G24130	68	97	1
OS11G0592800	OB11G24140	83	96	1
OS11G0592900	OB11G24160	38	86	1
OS11G0593000	OB11G24180	87	88	1
OS11G0594000	OB11G24260	82	83	1
OS11G0594200	OB11G24270	95	96	1
OS11G0594400	OB02G21230	22	27	0
OS11G0594400	OB02G21270	27	34	0
OS11G0594600	OB11G24280	88	80	1
OS11G0594700	OB11G24290	39	43	1
OS11G0595000	OB11G24300	55	78	1
OS11G0595000	OB11G24320	55	78	1
OS11G0595100	OB11G24330	63	69	1
OS11G0595200	OB11G24340	73	86	1
OS11G0595400	OB11G24350	62	70	1
OS11G0596200	OB11G24370	45	16	1
OS11G0597400	OB11G24390	69	66	1
OS11G0598500	OB11G24380	73	66	1
OS11G0598700	OB07G29060	13	8	0
OS11G0598700	OB07G29070	0	1	0
OS11G0598800	OB11G24410	60	53	1
OS11G0598900	OB11G24420	59	38	1
OS11G0599000	OB11G24480	58	57	1
OS11G0599101	OB11G24450	30	59	1
OS11G0599200	OB11G24500	70	89	1
OS11G0599500	OB11G24510	82	97	1
OS11G0600500	OB11G24520	60	59	1
OS11G0600600	OB11G24530	58	47	1
OS11G0600700	OB11G24540	94	83	1
OS11G0600900	OB11G24550	93	63	1
OS11G0601600	OB11G24560	47	78	0
OS11G0601700	OB11G24570	85	84	1
OS11G0602200	OB0348G10010	85	92	1
OS11G0602200	OB07G15570	57	53	1
OS11G0602200	OB07G15590	56	88	1
OS11G0602300	OB11G24580	93	93	1
OS11G0602400	OB11G24590	69	81	1
OS11G0602500	OB11G24600	88	94	1
OS11G0602600	OB11G24600	99	99	1
OS11G0602800	OB11G24630	91	90	1
OS11G0602900	OB11G24650	93	93	1
OS11G0603000	OB11G24670	67	73	1
OS11G0603100	OB11G24680	69	62	1
OS11G0603200	OB11G24690	84	88	1
OS11G0604500	OB11G24710	33	32	0
OS11G0604600	OB11G24720	94	95	1
OS11G0604700	OB11G24730	97	97	1
OS11G0604900	OB11G24790	70	73	0
OS11G0605100	OB11G24780	50	52	0
OS11G0605500	OB11G24760	84	98	1
OS11G0606400	OB11G24780	50	49	0
OS11G0606500	OB11G24790	69	74	0
OS11G0606800	OB11G24780	51	51	0
OS11G0606900	OB11G24790	67	31	0
OS11G0607100	OB11G24800	86	87	1
OS11G0607200	OB11G24810	86	86	1
OS11G0608700	OB05G17290	50	39	1
OS11G0609500	OB05G17290	51	16	1
OS11G0609600	OB11G24830	64	51	1
OS11G0610700	OB11G24870	84	85	1
OS11G0610900	OB11G24880	90	90	1
OS11G0611100	OB04G19130	2	4	1
OS11G0614400	OB11G24900	85	87	1
OS11G0614500	OB11G24900	79	47	1
OS11G0614800	OB11G24910	35	50	1
OS11G0614900	OB11G24920	78	45	1
OS11G0615000	OB11G24930	98	17	0
OS11G0615100	OB11G24940	75	75	1
OS11G0615200	OB11G24950	87	69	1
OS11G0615700	OB11G24960	99	99	1
OS11G0615800	OB11G24970	97	96	1
OS11G0616200	OB11G24980	86	90	1
OS11G0616300	OB11G24990	90	92	1
OS11G0617700	OB11G25020	46	43	0
OS11G0618300	OB11G25060	78	78	1
OS11G0618500	OB11G25070	64	36	1
OS11G0620000	OB11G25090	89	90	1
OS11G0620100	OB11G25100	94	93	1
OS11G0620300	OB11G25110	39	84	1
OS11G0620400	OB11G25120	90	90	1
OS11G0620500	OB11G25130	47	81	1
OS11G0621000	OB11G25140	62	24	1
OS11G0621300	OB11G25150	75	70	1
OS11G0621400	OB11G25170	66	71	1
OS11G0621500	OB11G25200	97	97	1
OS11G0623200	OB11G25250	39	35	1
OS11G0623200	OB11G25260	40	53	1
OS11G0623601	OB02G16460	49	9	1
OS11G0623800	OB11G25230	53	80	1
OS11G0624400	OB11G25270	69	66	1
OS11G0625900	OB11G25330	63	57	0
OS11G0625900	OB11G25340	61	59	0
OS11G0628000	OB11G25330	62	63	0
OS11G0628000	OB11G25340	58	61	0
OS11G0629200	OB11G25350	96	78	1
OS11G0629300	OB11G25360	93	75	1
OS11G0629400	OB11G25370	72	72	1
OS11G0629500	OB05G14180	34	65	1
OS11G0629500	OB11G25380	90	90	1
OS11G0629550	OB11G25410	83	39	1
OS11G0629582	OB11G25420	42	35	1
OS11G0630700	OB10G12800	26	41	0
OS11G0631100	OB10G12800	41	40	0
OS11G0631600	OB11G25450	45	50	1
OS11G0631600	OB12G19400	46	54	1
OS11G0633800	OB11G24110	26	54	0
OS11G0633800	OB11G25460	14	53	0
OS11G0634200	OB11G25480	38	35	1
OS11G0634500	OB11G25490	96	84	1
OS11G0634700	OB11G25500	57	79	1
OS11G0634800	OB11G25510	72	70	1
OS11G0635000	OB0051G10050	45	47	1
OS11G0635300	OB06G30060	59	63	0
OS11G0635500	OB06G30060	61	62	0
OS11G0636050	OB06G10100	44	29	0
OS11G0636050	OB06G26350	30	29	0
OS11G0636900	OB11G25520	83	91	1
OS11G0637050	OB12G21190	41	40	1
OS11G0637100	OB11G25530	58	78	0
OS11G0637300	OB11G25550	65	29	1
OS11G0637501	OB11G25570	100	100	1
OS11G0637600	OB11G25580	58	32	1
OS11G0637700	OB11G25590	96	95	1
OS11G0637800	OB11G25600	97	86	1
OS11G0637900	OB11G25610	55	55	1
OS11G0638000	OB11G25620	96	46	1
OS11G0638700	OB11G25630	75	73	1
OS11G0638900	OB11G25650	92	24	1
OS11G0639000	OB11G25660	92	63	1
OS11G0639300	OB11G25740	76	74	1
OS11G0639600	OB03G40010	9	29	1
OS11G0639600	OB11G25730	56	63	1
OS11G0640000	OB11G25720	69	69	1
OS11G0640300	OB11G25710	68	63	1
OS11G0640500	OB11G25740	81	79	1
OS11G0640600	OB11G25690	53	55	1
OS11G0640800	OB11G25700	72	60	1
OS11G0641500	OB11G25780	79	92	1
OS11G0641800	OB11G25780	76	87	1
OS11G0642100	OB10G17700	36	24	0
OS11G0642800	OB11G25800	79	86	1
OS11G0643400	OB10G10080	71	20	1
OS11G0643700	OB11G25820	94	41	1
OS11G0643800	OB11G25830	94	94	1
OS11G0644000	OB11G25840	27	48	1
OS11G0644100	OB11G25850	48	70	1
OS11G0644600	OB11G25860	42	68	1
OS11G0644650	OB11G25880	59	20	1
OS11G0644700	OB11G25870	73	67	1
OS11G0644800	OB11G25890	66	72	1
OS11G0644900	OB11G25900	70	71	0
OS11G0645200	OB11G25910	92	87	1
OS11G0645301	OB11G25920	69	70	1
OS11G0645400	OB11G25930	82	84	1
OS11G0645800	OB11G25960	49	44	0
OS11G0646300	OB11G25940	41	60	1
OS11G0647866	OB11G25960	59	37	0
OS11G0648000	OB11G25980	92	92	1
OS11G0648100	OB11G25990	88	32	0
OS11G0648700	OB11G18600	18	49	1
OS11G0648800	OB11G26010	34	53	1
OS11G0649000	OB11G26020	17	32	1
OS11G0649400	OB11G26110	75	77	1
OS11G0649600	OB11G26120	88	91	1
OS11G0649700	OB11G26130	84	83	1
OS11G0649900	OB11G26150	65	76	1
OS11G0650600	OB11G26140	59	33	1
OS11G0650700	OB11G26150	65	76	1
OS11G0652600	OB05G29630	51	42	0
OS11G0652900	OB11G26180	61	61	1
OS11G0653300	OB11G26190	43	49	0
OS11G0654100	OB11G26200	68	68	1
OS11G0654400	OB11G26180	66	84	1
OS11G0655200	OB11G26200	78	42	1
OS11G0655700	OB11G20100	38	70	0
