Gene stable ID	Medicago truncatula str. A17 gene stable ID	% identity	Medicago truncatula str. A17 % identity	Orthology confidence [0 low, 1 high]
OS07G0690400	MTR_1g083750	65	66	1
OS07G0690400	MTR_7g029240	54	55	1
OS07G0690400	MTR_7g112430	67	67	1
OS07G0690900	MTR_2g034950	42	44	1
OS07G0690900	MTR_4g121080	45	47	1
OS07G0691100	MTR_1g083470	43	42	1
OS07G0691100	MTR_1g083490	41	40	1
OS07G0691100	MTR_1g083500	43	42	1
OS07G0691100	MTR_1g083510	42	41	1
OS07G0691100	MTR_2g436040	40	37	1
OS07G0691100	MTR_2g436050	38	38	1
OS07G0691100	MTR_4g005170	42	38	1
OS07G0691100	MTR_4g005180	40	40	1
OS07G0691100	MTR_4g120280	40	39	1
OS07G0691100	MTR_4g120290	40	39	1
OS07G0691100	MTR_7g112590	44	42	1
OS07G0691200	MTR_7g071990	61	61	0
OS07G0691300	MTR_3g072030	40	20	1
OS07G0691300	MTR_5g074500	37	24	1
OS07G0691600	MTR_7g071680	56	59	1
OS07G0691700	MTR_4g013235	18	10	1
OS07G0691700	MTR_7g071440	18	10	1
OS07G0691800	MTR_1g069105	90	90	0
OS07G0691800	MTR_7g099640	90	91	0
OS07G0692200	MTR_4g013270	31	33	1
OS07G0692200	MTR_7g071110	34	33	1
OS07G0692401	MTR_1g099090	9	27	1
OS07G0692401	MTR_3g031200	47	46	1
OS07G0692401	MTR_4g013290	48	45	1
OS07G0692401	MTR_7g070530	48	46	1
OS07G0692401	MTR_8g100030	6	23	1
OS07G0692600	MTR_1g081750	47	20	1
OS07G0692600	MTR_3g071860	47	18	1
OS07G0692600	MTR_5g083300	48	17	1
OS07G0692600	MTR_7g026620	26	19	1
OS07G0692600	MTR_7g026650	47	19	1
OS07G0692800	MTR_3g071540	66	66	0
OS07G0692800	MTR_3g071550	72	72	0
OS07G0692800	MTR_3g071560	71	71	0
OS07G0692900	MTR_5g057095	45	76	1
OS07G0692900	MTR_5g072480	71	67	1
OS07G0693000	MTR_1g084790	40	32	1
OS07G0693000	MTR_3g071480	42	33	1
OS07G0693000	MTR_3g465470	40	37	1
OS07G0693100	MTR_1g011530	4	25	0
OS07G0693100	MTR_2g009330	61	59	0
OS07G0693100	MTR_2g015560	75	75	0
OS07G0693100	MTR_4g017200	75	73	0
OS07G0693100	MTR_5g046610	75	73	0
OS07G0693100	MTR_5g046620	17	61	0
OS07G0693100	MTR_7g069500	72	74	0
OS07G0693100	MTR_7g069540	75	73	0
OS07G0693400	MTR_7g069460	60	42	0
OS07G0693500	MTR_4g016980	73	71	1
OS07G0693500	MTR_7g069080	7	62	1
OS07G0693700	MTR_5g082840	40	40	1
OS07G0693700	MTR_7g068810	42	41	1
OS07G0693800	MTR_4g015630	73	68	0
OS07G0693800	MTR_7g068780	69	64	0
OS07G0693900	MTR_4g015850	49	45	1
OS07G0694300	MTR_1g066380	62	56	1
OS07G0694300	MTR_1g066640	64	58	1
OS07G0694300	MTR_1g066680	61	56	1
OS07G0694300	MTR_1g066710	64	58	1
OS07G0694500	MTR_1g049120	21	13	1
OS07G0694500	MTR_1g066890	22	13	1
OS07G0694500	MTR_1g072780	22	12	1
OS07G0694500	MTR_2g047912	13	11	1
OS07G0694500	MTR_2g104120	22	14	1
OS07G0694500	MTR_2g104980	9	11	1
OS07G0694500	MTR_4g036445	12	10	1
OS07G0694600	MTR_4g061070	62	61	1
OS07G0694700	MTR_4g061140	82	82	0
OS07G0694700	MTR_5g008440	49	63	0
OS07G0694800	MTR_1g049180	56	55	1
OS07G0695100	MTR_1g067110	43	43	1
OS07G0695100	MTR_4g061360	38	35	1
OS07G0695300	MTR_1g067140	72	73	1
OS07G0695300	MTR_7g100500	70	72	1
OS07G0695400	MTR_3g100190	23	29	1
OS07G0695400	MTR_5g032060	27	28	1
OS07G0695400	MTR_5g066340	26	31	1
OS07G0695400	MTR_8g471130	26	31	1
OS07G0695700	MTR_7g060340	47	37	1
OS07G0695800	MTR_1g115340	80	78	0
OS07G0695800	MTR_7g023770	80	79	0
OS07G0695900	MTR_3g116690	17	15	0
OS07G0695900	MTR_3g117790	17	15	0
OS07G0695900	MTR_3g467090	16	10	0
OS08G0100200	MTR_2g098150	48	50	1
OS08G0100200	MTR_4g065640	46	36	1
OS08G0100400	MTR_4g085550	31	17	1
OS08G0100500	MTR_1g037460	27	24	1
OS08G0100500	MTR_4g075060	29	30	1
OS08G0100700	MTR_3g083770	32	6	1
OS08G0100800	MTR_1g035700	27	22	1
OS08G0100800	MTR_4g074120	29	27	1
OS08G0101100	MTR_1g115220	37	36	1
OS08G0101400	MTR_3g111330	45	42	1
OS08G0101500	MTR_1g010210	60	56	1
OS08G0101500	MTR_1g010270	60	60	1
OS08G0101500	MTR_3g108190	58	57	1
OS08G0101500	MTR_3g464210	56	52	1
OS08G0101600	MTR_6g055360	64	13	1
OS08G0101900	MTR_1g058540	36	35	1
OS08G0101900	MTR_1g058560	39	38	1
OS08G0101900	MTR_1g058570	36	35	1
OS08G0101900	MTR_2g086740	36	31	1
OS08G0102000	MTR_1g018030	46	47	1
OS08G0102100	MTR_4g052530	66	63	1
OS08G0102250	MTR_1g058120	46	27	1
OS08G0102250	MTR_7g105730	44	27	1
OS08G0102400	MTR_1g058000	23	27	1
OS08G0102400	MTR_1g111640	27	29	1
OS08G0102400	MTR_7g105780	28	27	1
OS08G0102700	MTR_1g057420	42	46	1
OS08G0102700	MTR_2g086790	40	41	1
OS08G0102700	MTR_4g051880	41	42	1
OS08G0102700	MTR_7g106050	40	43	1
OS08G0102700	MTR_7g106080	22	44	1
OS08G0102800	MTR_3g098490	26	19	0
OS08G0102800	MTR_3g098500	28	20	0
OS08G0102800	MTR_8g096080	27	19	0
OS08G0102800	MTR_8g096100	27	20	0
OS08G0102800	MTR_8g096110	28	20	0
OS08G0102900	MTR_1g028910	24	25	1
OS08G0102900	MTR_3g090350	30	25	1
OS08G0103300	MTR_1g098790	69	72	0
OS08G0103400	MTR_1g098390	52	51	1
OS08G0103400	MTR_6g038020	52	51	1
OS08G0103500	MTR_4g085750	55	55	1
OS08G0103500	MTR_4g085800	40	49	1
OS08G0103500	MTR_5g017090	53	53	1
OS08G0103600	MTR_1g029850	48	56	1
OS08G0103600	MTR_3g088560	47	55	1
OS08G0103900	MTR_1g096430	41	39	1
OS08G0104100	MTR_3g078663	54	59	0
OS08G0104300	MTR_1g096780	50	56	1
OS08G0104400	MTR_2g069650	35	32	1
OS08G0104600	MTR_8g088720	62	58	1
OS08G0104700	MTR_1g097110	36	36	1
OS08G0104800	MTR_2g006850	32	33	1
OS08G0104800	MTR_3g073480	39	38	1
OS08G0104800	MTR_5g060880	37	29	1
OS08G0104800	MTR_5g460870	24	29	1
OS08G0104800	MTR_8g088750	34	34	1
OS08G0104900	MTR_1g030320	80	78	1
OS08G0104900	MTR_3g072380	81	80	1
OS08G0105000	MTR_3g088665	22	15	1
OS08G0105100	MTR_0095s0110	19	57	1
OS08G0105100	MTR_3g096670	46	41	1
OS08G0105100	MTR_8g094150	33	32	1
OS08G0105100	MTR_8g094190	38	33	1
OS08G0106501	MTR_5g044580	31	32	0
OS08G0106501	MTR_7g010890	30	31	0
OS08G0107100	MTR_1g029440	43	44	0
OS08G0107100	MTR_3g088965	34	35	0
OS08G0107100	MTR_3g088975	43	43	0
OS08G0107300	MTR_3g096330	57	36	1
OS08G0107400	MTR_3g096310	58	59	1
OS08G0107400	MTR_5g005320	7	31	1
OS08G0107400	MTR_8g442650	49	68	1
OS08G0107500	MTR_6g085170	62	62	0
OS08G0107600	MTR_3g096240	33	40	1
OS08G0107900	MTR_3g109260	52	62	1
OS08G0108100	MTR_3g095980	26	33	1
OS08G0108200	MTR_8g093540	55	46	1
OS08G0108500	MTR_8g093500	32	36	1
OS08G0108700	MTR_1g028960	36	38	1
OS08G0108700	MTR_1g028970	37	39	1
OS08G0108700	MTR_3g090530	35	37	1
OS08G0109000	MTR_3g097280	51	43	1
OS08G0109000	MTR_8g095280	52	52	1
OS08G0109100	MTR_4g032925	69	67	0
OS08G0109100	MTR_4g032935	51	66	0
OS08G0109200	MTR_8g095220	67	67	1
OS08G0109300	MTR_4g035170	58	55	1
OS08G0109500	MTR_2g005820	31	31	1
OS08G0109900	MTR_4g134630	66	55	1
OS08G0110000	MTR_3g005410	61	70	1
OS08G0110100	MTR_8g016300	58	63	0
OS08G0110100	MTR_8g099150	57	62	0
OS08G0110300	MTR_3g010290	35	35	1
OS08G0110400	MTR_2g005350	54	50	1
OS08G0110500	MTR_3g466220	52	51	1
OS08G0110700	MTR_4g033490	56	57	1
OS08G0110800	MTR_5g008420	34	18	1
OS08G0110800	MTR_7g010340	19	14	1
OS08G0111300	MTR_0190s0020	34	37	1
OS08G0111300	MTR_3g026310	32	34	1
OS08G0111300	MTR_3g088420	33	37	1
OS08G0111300	MTR_4g022290	30	33	1
OS08G0111300	MTR_4g022670	33	36	1
OS08G0111300	MTR_4g022720	35	38	1
OS08G0111300	MTR_4g022760	29	35	1
OS08G0111300	MTR_4g022800	35	38	1
OS08G0111300	MTR_4g022825	33	36	1
OS08G0111300	MTR_4g094825	25	30	1
OS08G0111300	MTR_4g094828	30	32	1
OS08G0111300	MTR_4g094832	29	33	1
OS08G0111300	MTR_4g094835	34	36	1
OS08G0111300	MTR_4g094838	33	36	1
OS08G0111300	MTR_4g094842	35	37	1
OS08G0111300	MTR_6g016815	27	33	1
OS08G0111300	MTR_6g034485	9	34	1
OS08G0111300	MTR_6g034495	11	32	1
OS08G0111300	MTR_7g026830	8	37	1
OS08G0111300	MTR_7g026850	14	36	1
OS08G0111300	MTR_7g026860	33	36	1
OS08G0111300	MTR_8g040760	17	37	1
OS08G0111300	MTR_8g040780	15	29	1
OS08G0111300	MTR_8g041770	33	36	1
OS08G0111300	MTR_8g079710	30	32	1
OS08G0111500	MTR_0190s0020	31	37	1
OS08G0111500	MTR_3g026310	29	35	1
OS08G0111500	MTR_3g088420	30	36	1
OS08G0111500	MTR_4g022290	26	31	1
OS08G0111500	MTR_4g022670	29	35	1
OS08G0111500	MTR_4g022720	31	38	1
OS08G0111500	MTR_4g022760	26	34	1
OS08G0111500	MTR_4g022800	31	37	1
OS08G0111500	MTR_4g022825	30	36	1
OS08G0111500	MTR_4g094825	22	30	1
OS08G0111500	MTR_4g094828	26	31	1
OS08G0111500	MTR_4g094832	27	34	1
OS08G0111500	MTR_4g094835	31	37	1
OS08G0111500	MTR_4g094838	30	37	1
OS08G0111500	MTR_4g094842	32	38	1
OS08G0111500	MTR_6g016815	23	33	1
OS08G0111500	MTR_6g034485	8	34	1
OS08G0111500	MTR_6g034495	10	33	1
OS08G0111500	MTR_7g026830	7	37	1
OS08G0111500	MTR_7g026850	12	36	1
OS08G0111500	MTR_7g026860	30	36	1
OS08G0111500	MTR_8g040760	15	37	1
OS08G0111500	MTR_8g040780	14	29	1
OS08G0111500	MTR_8g041770	30	37	1
OS08G0111500	MTR_8g079710	26	32	1
OS08G0111800	MTR_0190s0020	38	40	1
OS08G0111800	MTR_3g026310	32	33	1
OS08G0111800	MTR_3g088420	34	37	1
OS08G0111800	MTR_4g022290	30	32	1
OS08G0111800	MTR_4g022670	34	36	1
OS08G0111800	MTR_4g022720	34	36	1
OS08G0111800	MTR_4g022760	29	34	1
OS08G0111800	MTR_4g022800	35	37	1
OS08G0111800	MTR_4g022825	34	36	1
OS08G0111800	MTR_4g094825	25	30	1
OS08G0111800	MTR_4g094828	31	32	1
OS08G0111800	MTR_4g094832	33	35	1
OS08G0111800	MTR_4g094835	36	37	1
OS08G0111800	MTR_4g094838	34	36	1
OS08G0111800	MTR_4g094842	35	37	1
OS08G0111800	MTR_6g016815	26	32	1
OS08G0111800	MTR_6g034485	9	33	1
OS08G0111800	MTR_6g034495	13	36	1
OS08G0111800	MTR_7g026830	9	43	1
OS08G0111800	MTR_7g026850	15	38	1
OS08G0111800	MTR_7g026860	34	36	1
OS08G0111800	MTR_8g040760	19	41	1
OS08G0111800	MTR_8g040780	16	30	1
OS08G0111800	MTR_8g041770	36	37	1
OS08G0111800	MTR_8g079710	32	33	1
OS08G0112300	MTR_0190s0020	37	39	1
OS08G0112300	MTR_3g026310	34	35	1
OS08G0112300	MTR_3g088420	35	38	1
OS08G0112300	MTR_4g022290	32	34	1
OS08G0112300	MTR_4g022670	36	38	1
OS08G0112300	MTR_4g022720	37	39	1
OS08G0112300	MTR_4g022760	31	37	1
OS08G0112300	MTR_4g022800	37	40	1
OS08G0112300	MTR_4g022825	35	37	1
OS08G0112300	MTR_4g094825	26	31	1
OS08G0112300	MTR_4g094828	34	36	1
OS08G0112300	MTR_4g094832	34	38	1
OS08G0112300	MTR_4g094835	37	39	1
OS08G0112300	MTR_4g094838	36	39	1
OS08G0112300	MTR_4g094842	38	40	1
OS08G0112300	MTR_6g016815	27	34	1
OS08G0112300	MTR_6g034485	10	37	1
OS08G0112300	MTR_6g034495	13	36	1
OS08G0112300	MTR_7g026830	9	43	1
OS08G0112300	MTR_7g026850	15	39	1
OS08G0112300	MTR_7g026860	35	38	1
OS08G0112300	MTR_8g040760	19	41	1
OS08G0112300	MTR_8g040780	16	30	1
OS08G0112300	MTR_8g041770	37	39	1
OS08G0112300	MTR_8g079710	33	35	1
OS08G0112400	MTR_5g008690	40	35	1
OS08G0112500	MTR_5g008860	43	51	1
OS08G0112600	MTR_4g031650	57	60	1
OS08G0112600	MTR_4g031845	30	33	1
OS08G0112700	MTR_4g036050	52	57	1
OS08G0112800	MTR_4g084320	37	26	1
OS08G0113000	MTR_0155s0040	51	51	0
OS08G0113000	MTR_1g077000	55	54	0
OS08G0113100	MTR_1g076850	71	73	1
OS08G0113200	MTR_8g015930	46	46	1
OS08G0113400	MTR_2g028590	43	39	1
OS08G0113400	MTR_2g028610	45	41	1
OS08G0113800	MTR_5g016080	40	41	1
OS08G0114100	MTR_3g080840	67	65	0
OS08G0114200	MTR_3g080810	60	63	0
OS08G0114300	MTR_7g118095	11	41	0
OS08G0114300	MTR_7g118100	14	52	0
OS08G0115200	MTR_8g024540	54	53	1
OS08G0115800	MTR_8g024480	63	37	0
OS08G0116400	MTR_3g092510	66	53	0
OS08G0116400	MTR_3g092550	66	52	0
OS08G0116500	MTR_2g066750	71	71	1
OS08G0116500	MTR_3g092600	71	71	1
OS08G0116500	MTR_7g118060	57	56	1
OS08G0116500	MTR_8g024350	60	61	1
OS08G0116566	MTR_2g007250	53	5	1
OS08G0116700	MTR_2g007250	44	7	1
OS08G0116800	MTR_4g058720	65	66	0
OS08G0117100	MTR_7g118230	23	21	1
OS08G0117200	MTR_4g024265	56	22	0
OS08G0117200	MTR_4g024550	75	78	0
OS08G0117200	MTR_4g102170	75	78	0
OS08G0117200	MTR_5g011910	75	79	0
OS08G0117300	MTR_4g024265	64	24	0
OS08G0117300	MTR_4g024550	84	84	0
OS08G0117300	MTR_4g102170	84	84	0
OS08G0117300	MTR_5g011910	85	85	0
OS08G0117400	MTR_5g011850	74	74	1
OS08G0117700	MTR_5g011840	46	47	1
OS08G0117700	MTR_6g060230	50	52	1
OS08G0117700	MTR_7g030070	46	49	1
OS08G0117700	MTR_7g038690	48	50	1
OS08G0117900	MTR_4g102250	45	35	1
OS08G0118000	MTR_4g101990	44	49	1
OS08G0118000	MTR_7g074935	41	46	1
OS08G0118000	MTR_8g036160	41	43	1
OS08G0118100	MTR_4g101950	60	60	1
OS08G0118100	MTR_5g011580	57	57	1
OS08G0119000	MTR_6g023350	60	60	1
OS08G0119700	MTR_1g110870	18	15	1
OS08G0119700	MTR_8g104190	18	15	1
OS08G0119800	MTR_2g046810	24	35	0
OS08G0119800	MTR_3g086230	49	51	0
OS08G0119800	MTR_8g089610	49	50	0
OS08G0120000	MTR_0018s0260	46	58	0
OS08G0120000	MTR_1g492610	46	58	0
OS08G0120200	MTR_3g075260	31	29	1
OS08G0120200	MTR_4g104350	33	30	1
OS08G0120500	MTR_4g104360	70	71	1
OS08G0120600	MTR_1g061050	79	80	0
OS08G0120600	MTR_5g069050	74	70	0
OS08G0120600	MTR_5g069055	78	79	0
OS08G0120900	MTR_0182s0060	19	17	1
OS08G0120900	MTR_7g059475	10	17	1
OS08G0120900	MTR_7g059480	20	12	1
OS08G0120900	MTR_7g059510	17	18	1
OS08G0120900	MTR_7g059515	11	24	1
OS08G0120900	MTR_7g059520	8	21	1
OS08G0120900	MTR_7g059525	11	17	1
OS08G0120900	MTR_7g059540	20	19	1
OS08G0120900	MTR_7g059810	19	19	1
OS08G0120900	MTR_7g060020	20	21	1
OS08G0120900	MTR_7g060060	10	22	1
OS08G0120900	MTR_7g060080	8	19	1
OS08G0120900	MTR_7g060115	19	19	1
OS08G0120900	MTR_7g060160	18	20	1
OS08G0120900	MTR_7g060220	18	18	1
OS08G0120900	MTR_7g060260	18	19	1
OS08G0120900	MTR_7g060310	20	19	1
OS08G0120900	MTR_7g060320	20	19	1
OS08G0120900	MTR_7g060330	19	18	1
OS08G0120900	MTR_7g060370	20	19	1
OS08G0120900	MTR_7g060840	20	21	1
OS08G0120900	MTR_7g446270	19	18	1
OS08G0120900	MTR_8g037920	17	18	1
OS08G0120900	MTR_8g037923	19	18	1
OS08G0120900	MTR_8g042070	9	16	1
OS08G0120900	MTR_8g042080	9	23	1
OS08G0120900	MTR_8g042090	4	17	1
OS08G0120900	MTR_8g042170	19	19	1
OS08G0120900	MTR_8g042400	15	20	1
OS08G0121275	MTR_0182s0060	19	5	1
OS08G0121275	MTR_7g059475	14	7	1
OS08G0121275	MTR_7g059480	17	3	1
OS08G0121275	MTR_7g059510	18	5	1
OS08G0121275	MTR_7g059515	7	4	1
OS08G0121275	MTR_7g059520	14	10	1
OS08G0121275	MTR_7g059525	14	6	1
OS08G0121275	MTR_7g059540	14	4	1
OS08G0121275	MTR_7g059810	18	5	1
OS08G0121275	MTR_7g060020	18	5	1
OS08G0121275	MTR_7g060060	6	3	1
OS08G0121275	MTR_7g060080	20	13	1
OS08G0121275	MTR_7g060115	15	4	1
OS08G0121275	MTR_7g060160	14	4	1
OS08G0121275	MTR_7g060220	18	5	1
OS08G0121275	MTR_7g060260	16	5	1
OS08G0121275	MTR_7g060310	16	4	1
OS08G0121275	MTR_7g060320	18	5	1
OS08G0121275	MTR_7g060330	16	4	1
OS08G0121275	MTR_7g060370	18	5	1
OS08G0121275	MTR_7g060840	17	5	1
OS08G0121275	MTR_7g446270	17	4	1
OS08G0121275	MTR_8g037920	15	5	1
OS08G0121275	MTR_8g037923	16	4	1
OS08G0121275	MTR_8g042070	15	7	1
OS08G0121275	MTR_8g042080	0	0	1
OS08G0121275	MTR_8g042090	14	16	1
OS08G0121275	MTR_8g042170	15	4	1
OS08G0121275	MTR_8g042400	15	5	1
OS08G0121400	MTR_4g104210	31	25	1
OS08G0121400	MTR_7g029325	24	15	1
OS08G0121500	MTR_0182s0060	19	10	1
OS08G0121500	MTR_7g059475	9	10	1
OS08G0121500	MTR_7g059480	21	7	1
OS08G0121500	MTR_7g059510	14	9	1
OS08G0121500	MTR_7g059515	18	23	1
OS08G0121500	MTR_7g059520	2	3	1
OS08G0121500	MTR_7g059525	9	9	1
OS08G0121500	MTR_7g059540	20	11	1
OS08G0121500	MTR_7g059810	19	12	1
OS08G0121500	MTR_7g060020	18	11	1
OS08G0121500	MTR_7g060060	13	17	1
OS08G0121500	MTR_7g060080	3	5	1
OS08G0121500	MTR_7g060115	20	12	1
OS08G0121500	MTR_7g060160	18	12	1
OS08G0121500	MTR_7g060220	19	12	1
OS08G0121500	MTR_7g060260	19	12	1
OS08G0121500	MTR_7g060310	20	11	1
OS08G0121500	MTR_7g060320	19	11	1
OS08G0121500	MTR_7g060330	18	10	1
OS08G0121500	MTR_7g060370	18	10	1
OS08G0121500	MTR_7g060840	19	12	1
OS08G0121500	MTR_7g446270	19	11	1
OS08G0121500	MTR_8g037920	15	10	1
OS08G0121500	MTR_8g037923	19	11	1
OS08G0121500	MTR_8g042070	6	6	1
OS08G0121500	MTR_8g042080	14	22	1
OS08G0121500	MTR_8g042090	2	5	1
OS08G0121500	MTR_8g042170	18	11	1
OS08G0121500	MTR_8g042400	12	10	1
OS08G0121800	MTR_4g104210	31	33	1
OS08G0121800	MTR_7g029325	24	20	1
OS08G0121900	MTR_2g028920	42	44	1
OS08G0122000	MTR_3g086010	66	65	0
OS08G0122000	MTR_6g022720	68	67	0
OS08G0123300	MTR_8g095410	19	4	1
OS08G0123400	MTR_4g070030	21	31	1
OS08G0126300	MTR_2g078600	21	48	0
OS08G0126300	MTR_3g085850	85	84	0
OS08G0126300	MTR_4g103920	82	82	0
OS08G0126300	MTR_6g022630	81	85	0
OS08G0126700	MTR_3g056160	30	34	0
OS08G0126700	MTR_5g094700	31	34	0
OS08G0127500	MTR_3g085670	53	60	1
OS08G0127600	MTR_7g115670	42	47	1
OS08G0127700	MTR_1g076120	23	64	1
OS08G0127700	MTR_1g085510	48	66	1
OS08G0127700	MTR_7g096940	80	81	1
OS08G0127900	MTR_1g069920	18	37	1
OS08G0127900	MTR_1g072600	35	32	1
OS08G0127900	MTR_1g072610	35	34	1
OS08G0127900	MTR_1g072630	34	32	1
OS08G0127900	MTR_7g096970	34	33	1
OS08G0127900	MTR_7g096990	34	35	1
OS08G0127900	MTR_7g097000	34	34	1
OS08G0128000	MTR_0018s0170	65	64	0
OS08G0128000	MTR_4g007970	64	64	0
OS08G0128200	MTR_8g080210	40	39	1
OS08G0128300	MTR_8g089630	68	29	0
OS08G0128500	MTR_0147s0070	85	84	0
OS08G0128500	MTR_2g101900	85	85	0
OS08G0129500	MTR_4g099070	36	36	1
OS08G0129600	MTR_1g016290	46	50	1
OS08G0129700	MTR_2g032100	78	77	1
OS08G0129700	MTR_8g089180	79	77	1
OS08G0129900	MTR_2g069750	35	38	1
OS08G0130000	MTR_2g010000	53	53	1
OS08G0130100	MTR_2g047838	50	42	1
OS08G0130100	MTR_8g089310	54	36	1
OS08G0130300	MTR_2g030510	23	25	1
OS08G0130400	MTR_2g030240	47	24	1
OS08G0130500	MTR_1g044130	17	67	1
OS08G0130500	MTR_3g108280	80	79	1
OS08G0130500	MTR_5g082180	79	78	1
OS08G0130500	MTR_7g022400	24	41	1
OS08G0130500	MTR_7g112750	23	35	1
OS08G0130600	MTR_2g048390	49	68	1
OS08G0130900	MTR_2g018770	62	57	1
OS08G0131000	MTR_2g071810	43	37	1
OS08G0131000	MTR_2g072010	35	45	1
OS08G0131100	MTR_7g087520	72	73	1
OS08G0133000	MTR_2g055320	48	50	1
OS08G0133000	MTR_2g058330	53	52	1
OS08G0133700	MTR_2g055320	47	49	1
OS08G0133700	MTR_2g058330	52	52	1
OS08G0135100	MTR_2g070400	67	70	1
OS08G0135300	MTR_4g022660	30	6	1
OS08G0135300	MTR_7g026915	30	6	1
OS08G0135400	MTR_2g063843	58	58	1
OS08G0135400	MTR_2g063857	61	58	1
OS08G0135400	MTR_2g063877	16	44	1
OS08G0135400	MTR_2g063907	55	54	1
OS08G0135400	MTR_6g092020	59	60	1
OS08G0135400	MTR_6g092100	50	66	1
OS08G0135400	MTR_8g447220	60	59	1
OS08G0135600	MTR_1g107580	10	8	1
OS08G0135600	MTR_7g037020	24	12	1
OS08G0135800	MTR_3g095960	18	17	1
OS08G0135800	MTR_8g093480	17	21	1
OS08G0135900	MTR_3g049410	74	75	0
OS08G0135900	MTR_3g051120	73	83	0
OS08G0136100	MTR_5g005600	46	50	0
OS08G0136300	MTR_7g052020	35	38	1
OS08G0136500	MTR_7g052020	33	36	1
OS08G0136700	MTR_7g052020	35	37	1
OS08G0136800	MTR_7g052020	34	37	1
OS08G0137100	MTR_1g028310	73	74	0
OS08G0137200	MTR_5g066400	75	75	1
OS08G0137200	MTR_8g007440	43	69	1
OS08G0137200	MTR_8g464900	72	74	1
OS08G0137250	MTR_1g028310	49	62	0
OS08G0137300	MTR_4g046680	43	44	1
OS08G0138500	MTR_2g082640	48	53	1
OS08G0138500	MTR_2g089000	38	37	1
OS08G0138500	MTR_4g081370	50	53	1
OS08G0138600	MTR_3g012530	45	45	1
OS08G0138700	MTR_2g082430	66	65	1
OS08G0138700	MTR_4g092070	49	50	1
OS08G0139000	MTR_4g081510	48	37	1
OS08G0139000	MTR_4g081520	55	54	1
OS08G0139100	MTR_2g011000	58	60	1
OS08G0141300	MTR_2g081140	66	63	1
OS08G0141300	MTR_2g089995	75	65	1
OS08G0141300	MTR_4g091470	69	61	1
OS08G0141400	MTR_2g011730	60	37	1
OS08G0141400	MTR_4g045993	59	37	1
OS08G0141400	MTR_4g091240	61	38	1
OS08G0143300	MTR_4g077900	45	56	0
OS08G0143300	MTR_5g027480	49	52	0
OS08G0143300	MTR_5g027500	48	50	0
OS08G0143400	MTR_3g055090	49	50	1
OS08G0143400	MTR_8g464450	51	52	1
OS08G0143500	MTR_0072s0020	55	60	1
OS08G0143600	MTR_4g099510	37	38	1
OS08G0143600	MTR_5g013230	38	37	1
OS08G0143700	MTR_1g040460	62	61	1
OS08G0144000	MTR_4g100630	38	45	1
OS08G0144100	MTR_7g074240	46	51	0
OS08G0148267	MTR_4g100760	65	70	1
OS08G0150700	MTR_1g026510	29	29	1
OS08G0150700	MTR_1g078470	21	34	1
OS08G0150700	MTR_1g079130	19	30	1
OS08G0150700	MTR_1g079140	34	33	1
OS08G0150700	MTR_1g079180	31	35	1
OS08G0150700	MTR_1g079200	30	34	1
OS08G0150700	MTR_1g079230	28	31	1
OS08G0150700	MTR_1g079240	16	27	1
OS08G0150700	MTR_1g079250	30	30	1
OS08G0150700	MTR_1g079260	32	35	1
OS08G0150700	MTR_1g079340	27	25	1
OS08G0150700	MTR_1g079350	27	30	1
OS08G0150700	MTR_1g079370	31	35	1
OS08G0150700	MTR_1g079380	32	32	1
OS08G0150700	MTR_1g079400	26	28	1
OS08G0150700	MTR_1g079410	30	32	1
OS08G0150700	MTR_1g079460	31	35	1
OS08G0150700	MTR_1g079850	30	32	1
OS08G0150700	MTR_1g083580	30	32	1
OS08G0150700	MTR_1g100597	31	33	1
OS08G0150700	MTR_1g100613	26	32	1
OS08G0150700	MTR_2g079100	26	29	1
OS08G0150700	MTR_3g006850	27	25	1
OS08G0150700	MTR_3g450990	27	29	1
OS08G0150700	MTR_3g452600	28	31	1
OS08G0150700	MTR_4g023570	25	31	1
OS08G0150700	MTR_7g096310	16	28	1
OS08G0150700	MTR_7g112550	31	32	1
OS08G0150700	MTR_7g112560	26	30	1
OS08G0150800	MTR_1g007325	36	60	0
OS08G0150800	MTR_1g007340	60	49	0
OS08G0150800	MTR_1g053270	67	68	0
OS08G0151300	MTR_5g010020	44	47	0
OS08G0151300	MTR_8g098860	40	44	0
OS08G0151400	MTR_2g104440	92	67	0
OS08G0151400	MTR_5g072530	92	67	0
OS08G0151600	MTR_8g028630	40	29	1
OS08G0151700	MTR_8g028580	30	26	1
OS08G0151800	MTR_8g098910	67	67	1
OS08G0152300	MTR_2g010250	41	38	0
OS08G0152300	MTR_2g010280	40	37	0
OS08G0152300	MTR_2g010290	39	34	0
OS08G0152300	MTR_2g010300	39	37	0
OS08G0152300	MTR_2g010320	42	38	0
OS08G0152300	MTR_2g010330	42	39	0
OS08G0152300	MTR_2g010380	42	38	0
OS08G0152300	MTR_5g026520	39	35	0
OS08G0152300	MTR_5g034900	41	37	0
OS08G0152300	MTR_8g063260	41	37	0
OS08G0152300	MTR_8g063280	40	37	0
OS08G0152300	MTR_8g098565	41	38	0
OS08G0152400	MTR_2g010250	59	15	0
OS08G0152400	MTR_2g010280	54	14	0
OS08G0152400	MTR_2g010290	57	14	0
OS08G0152400	MTR_2g010300	56	15	0
OS08G0152400	MTR_2g010320	60	15	0
OS08G0152400	MTR_2g010330	60	15	0
