Gene stable ID	Physcomitrella patens gene stable ID	% identity	Physcomitrella patens % identity	Orthology confidence [0 low, 1 high]
OS07G0558400	PP1S155_36V6	69	68	1
OS07G0558400	PP1S472_14V6	70	69	1
OS07G0558400	PP1S472_15V6	70	69	1
OS07G0558500	PP1S132_186V6	56	53	0
OS07G0558500	PP1S172_23V6	58	55	0
OS07G0558800	PP1S167_17V6	43	47	1
OS07G0558800	PP1S19_200V6	43	47	1
OS07G0558800	PP1S266_16V6	44	50	1
OS07G0558800	PP1S29_44V6	44	39	1
OS07G0559400	PP1S74_249V6	38	34	1
OS07G0560300	PP1S105_8V6	25	25	1
OS07G0560300	PP1S150_137V6	25	25	1
OS07G0560300	PP1S21_183V6	25	25	1
OS07G0560300	PP1S30_266V6	25	25	1
OS07G0562700	PP1S254_3V6	74	64	1
OS07G0562800	PP1S104_215V6	46	40	1
OS07G0562800	PP1S17_368V6	46	43	1
OS07G0562800	PP1S174_120V6	46	41	1
OS07G0562800	PP1S199_21V6	46	40	1
OS07G0562800	PP1S228_18V6	47	43	1
OS07G0563700	PP1S35_271V6	38	38	0
OS07G0563800	PP1S149_21V6	31	26	0
OS07G0563800	PP1S37_347V6	32	27	0
OS07G0564500	PP1S120_70V6	52	55	1
OS07G0564500	PP1S28_387V6	55	60	1
OS07G0564600	PP1S257_93V6	56	57	0
OS07G0564600	PP1S297_59V6	58	58	0
OS07G0564600	PP1S30_332V6	48	54	0
OS07G0564600	PP1S50_114V6	60	60	0
OS07G0564600	PP1S58_245V6	54	55	0
OS07G0564700	PP1S19_83V6	23	50	1
OS07G0564750	PP1S19_34V6	27	16	1
OS07G0564750	PP1S19_82V6	26	9	1
OS07G0564750	PP1S369_4V6	29	18	1
OS07G0564750	PP1S382_37V6	29	18	1
OS07G0564800	PP1S17_316V6	41	38	1
OS07G0564800	PP1S63_206V6	41	36	1
OS07G0564800	PP1S75_170V6	40	37	1
OS07G0564800	PP1S92_48V6	32	33	1
OS07G0565000	PP1S21_269V6	78	79	1
OS07G0565000	PP1S30_89V6	78	79	1
OS07G0565000	PP1S51_307V6	78	79	1
OS07G0565000	PP1S79_58V6	78	79	1
OS07G0565100	PP1S21_269V6	78	79	1
OS07G0565100	PP1S30_89V6	78	79	1
OS07G0565100	PP1S51_307V6	78	79	1
OS07G0565100	PP1S79_58V6	78	79	1
OS07G0565300	PP1S148_42V6	20	7	1
OS07G0565400	PP1S279_13V6	6	2	1
OS07G0565600	PP1S204_121V6	49	48	1
OS07G0565600	PP1S37_111V6	50	49	1
OS07G0565700	PP1S40_42V6	47	46	1
OS07G0566200	PP1S65_7V6	43	48	1
OS07G0566200	PP1S69_225V6	48	39	1
OS07G0566200	PP1S69_227V6	49	42	1
OS07G0566200	PP1S7_59V6	47	39	1
OS07G0566500	PP1S117_16V6	32	33	1
OS07G0566500	PP1S140_93V6	33	32	1
OS07G0566500	PP1S15_200V6	32	33	1
OS07G0566500	PP1S164_25V6	32	32	1
OS07G0566500	PP1S164_33V6	30	37	1
OS07G0566500	PP1S259_67V6	29	51	1
OS07G0566500	PP1S259_83V6	31	32	1
OS07G0566500	PP1S5_359V6	31	30	1
OS07G0566800	PP1S14_171V6	20	27	1
OS07G0567100	PP1S114_14V6	44	44	0
OS07G0567300	PP1S169_42V6	32	23	1
OS07G0567300	PP1S18_73V6	28	18	1
OS07G0567300	PP1S270_72V6	32	25	1
OS07G0567300	PP1S375_1V6	30	20	1
OS07G0567400	PP1S52_90V6	21	12	1
OS07G0568000	PP1S211_152V6	25	24	1
OS07G0568000	PP1S255_65V6	21	21	1
OS07G0568000	PP1S257_15V6	22	22	1
OS07G0568000	PP1S343_49V6	22	22	1
OS07G0568000	PP1S392_36V6	24	23	1
OS07G0568000	PP1S73_205V6	18	18	1
OS07G0568000	PP1S90_215V6	25	24	1
OS07G0568100	PP1S333_16V6	30	20	0
OS07G0568100	PP1S70_10V6	32	20	0
OS07G0568300	PP1S117_188V6	5	24	1
OS07G0568300	PP1S117_219V6	4	47	1
OS07G0568300	PP1S177_101V6	4	11	1
OS07G0568300	PP1S229_88V6	4	48	1
OS07G0568300	PP1S489_23V6	4	42	1
OS07G0568400	PP1S125_23V6	43	38	1
OS07G0568500	PP1S197_89V6	30	28	1
OS07G0568500	PP1S54_101V6	29	28	1
OS07G0568600	PP1S2_156V6	64	67	1
OS07G0568600	PP1S2_191V6	64	67	1
OS07G0568600	PP1S232_44V6	64	68	1
OS07G0568600	PP1S364_58V6	63	66	1
OS07G0568600	PP1S364_61V6	64	66	1
OS07G0568600	PP1S97_71V6	64	67	1
OS07G0569100	PP1S5_280V6	20	10	1
OS07G0569100	PP1S6_222V6	23	10	1
OS07G0569100	PP1S65_260V6	19	16	1
OS07G0569100	PP1S74_27V6	21	10	1
OS07G0569550	PP1S116_173V6	33	33	1
OS07G0569550	PP1S130_71V6	24	26	1
OS07G0569550	PP1S13_43V6	26	32	1
OS07G0569550	PP1S155_56V6	29	26	1
OS07G0569550	PP1S2_640V6	26	35	1
OS07G0569550	PP1S293_76V6	30	27	1
OS07G0569550	PP1S31_29V6	24	36	1
OS07G0569550	PP1S56_57V6	26	33	1
OS07G0569550	PP1S61_46V6	30	26	1
OS07G0569550	PP1S9_214V6	27	20	1
OS07G0569600	PP1S128_2V6	37	32	1
OS07G0569600	PP1S24_26V6	39	34	1
OS07G0569700	PP1S83_148V6	30	10	1
OS07G0570550	PP1S23_198V6	23	16	1
OS07G0570550	PP1S31_207V6	20	11	1
OS07G0570550	PP1S333_41V6	25	19	1
OS07G0570550	PP1S41_159V6	14	14	1
OS07G0570550	PP1S4_171V6	23	12	1
OS07G0570550	PP1S42_204V6	23	10	1
OS07G0570550	PP1S57_155V6	26	11	1
OS07G0570550	PP1S57_170V6	33	15	1
OS07G0570550	PP1S77_277V6	20	14	1
OS07G0570550	PP1S8_201V6	20	14	1
OS07G0570700	PP1S185_119V6	52	53	1
OS07G0571500	PP1S23_215V6	43	39	1
OS07G0571500	PP1S4_138V6	44	40	1
OS07G0571600	PP1S138_75V6	40	36	1
OS07G0571700	PP1S128_55V6	47	36	1
OS07G0571900	PP1S342_21V6	60	63	0
OS07G0572300	PP1S128_151V6	41	39	1
OS07G0572300	PP1S148_26V6	43	41	1
OS07G0572600	PP1S149_19V6	32	38	1
OS07G0572800	PP1S237_2V6	27	66	1
OS07G0572800	PP1S384_6V6	43	36	1
OS07G0572900	PP1S15_29V6	69	69	0
OS07G0572900	PP1S39_130V6	69	69	0
OS07G0572900	PP1S45_268V6	36	72	0
OS07G0572900	PP1S97_272V6	69	69	0
OS07G0573100	PP1S16_302V6	43	44	1
OS07G0573100	PP1S49_16V6	42	41	1
OS07G0573300	PP1S36_316V6	43	37	0
OS07G0573400	PP1S117_158V6	50	50	1
OS07G0573400	PP1S293_13V6	49	50	1
OS07G0573600	PP1S28_328V6	32	58	1
OS07G0573600	PP1S28_330V6	32	58	1
OS07G0573800	PP1S1_636V6	44	42	1
OS07G0574800	PP1S215_51V6	96	96	1
OS07G0574800	PP1S215_52V6	73	96	1
OS07G0574800	PP1S341_23V6	96	96	1
OS07G0574800	PP1S341_25V6	96	96	1
OS07G0575000	PP1S233_111V6	18	12	1
OS07G0575100	PP1S207_33V6	66	67	1
OS07G0575100	PP1S31_225V6	67	67	1
OS07G0575500	PP1S3_199V6	47	47	1
OS07G0575800	PP1S519_7V6	69	36	1
OS07G0575900	PP1S199_148V6	46	34	1
OS07G0575900	PP1S318_23V6	44	35	1
OS07G0576000	PP1S66_138V6	51	49	1
OS07G0577300	PP1S1_72V6	34	35	1
OS07G0577300	PP1S389_50V6	31	36	1
OS07G0577300	PP1S98_31V6	33	34	1
OS07G0577400	PP1S210_48V6	46	58	0
OS07G0577400	PP1S268_17V6	45	57	0
OS07G0577600	PP1S241_66V6	72	69	0
OS07G0577600	PP1S32_1V6	67	66	0
OS07G0577600	PP1S330_37V6	71	68	0
OS07G0577600	PP1S330_39V6	67	65	0
OS07G0577600	PP1S651_2V6	67	55	0
OS07G0577700	PP1S282_7V6	73	72	1
OS07G0577700	PP1S58_72V6	80	81	1
OS07G0577700	PP1S79_181V6	79	80	1
OS07G0578200	PP1S105_45V6	56	43	0
OS07G0578300	PP1S170_22V6	40	37	1
OS07G0578300	PP1S19_223V6	39	38	1
OS07G0578300	PP1S232_23V6	25	37	1
OS07G0578300	PP1S78_186V6	32	37	1
OS07G0578600	PP1S118_214V6	46	54	1
OS07G0578600	PP1S55_314V6	44	49	1
OS07G0580700	PP1S20_254V6	17	20	1
OS07G0580733	PP1S20_254V6	28	4	1
OS07G0580766	PP1S20_254V6	14	13	1
OS07G0580900	PP1S167_155V6	54	51	1
OS07G0580900	PP1S3_343V6	55	52	1
OS07G0581000	PP1S116_49V6	62	61	1
OS07G0581000	PP1S15_387V6	63	61	1
OS07G0581000	PP1S15_388V6	61	60	1
OS07G0581000	PP1S41_21V6	61	60	1
OS07G0581000	PP1S54_317V6	63	61	1
OS07G0581000	PP1S54_318V6	62	60	1
OS07G0581100	PP1S255_64V6	59	21	1
OS07G0581100	PP1S402_30V6	55	7	1
OS07G0581300	PP1S167_122V6	60	58	1
OS07G0581366	PP1S113_55V6	10	13	1
OS07G0583000	PP1S12_233V6	64	63	1
OS07G0583000	PP1S27_376V6	66	65	1
OS07G0583200	PP1S136_28V6	37	31	1
OS07G0583200	PP1S31_149V6	33	35	1
OS07G0583300	PP1S31_251V6	27	22	1
OS07G0583600	PP1S346_13V6	47	39	1
OS07G0583600	PP1S456_3V6	48	40	1
OS07G0583700	PP1S157_29V6	31	28	1
OS07G0583700	PP1S35_336V6	32	28	1
OS07G0584100	PP1S237_2V6	44	50	1
OS07G0584100	PP1S384_6V6	49	19	1
OS07G0584200	PP1S27_76V6	32	21	0
OS07G0584200	PP1S31_105V6	32	21	0
OS07G0584200	PP1S431_31V6	32	21	0
OS07G0584500	PP1S28_378V6	44	40	1
OS07G0584500	PP1S28_382V6	12	57	1
OS07G0584500	PP1S84_58V6	37	47	1
OS07G0584900	PP1S236_41V6	35	26	1
OS07G0584900	PP1S307_2V6	34	18	1
OS07G0585100	PP1S226_31V6	68	69	1
OS07G0585100	PP1S68_236V6	68	68	1
OS07G0585700	PP1S2_383V6	27	13	1
OS07G0585700	PP1S239_71V6	26	13	1
OS07G0585700	PP1S2_560V6	25	14	1
OS07G0585700	PP1S61_52V6	26	14	1
OS07G0585800	PP1S101_162V6	51	52	1
OS07G0585800	PP1S114_164V6	52	53	1
OS07G0585800	PP1S70_214V6	31	25	1
OS07G0586000	PP1S128_36V6	30	8	1
OS07G0586500	PP1S197_66V6	65	40	1
OS07G0586500	PP1S54_122V6	66	43	1
OS07G0586700	PP1S112_53V6	21	28	1
OS07G0586700	PP1S144_109V6	23	24	1
OS07G0586700	PP1S186_22V6	21	21	1
OS07G0586700	PP1S190_44V6	20	26	1
OS07G0586700	PP1S203_4V6	20	20	1
OS07G0586700	PP1S454_5V6	20	21	1
OS07G0586700	PP1S54_246V6	23	25	1
OS07G0586800	PP1S462_23V6	22	11	1
OS07G0586900	PP1S1_711V6	31	41	1
OS07G0586900	PP1S97_39V6	32	34	1
OS07G0587100	PP1S223_47V6	17	37	1
OS07G0587400	PP1S149_121V6	90	90	0
OS07G0587400	PP1S329_25V6	90	90	0
OS07G0587400	PP1S90_78V6	89	88	0
OS07G0587400	PP1S90_83V6	91	90	0
OS07G0587500	PP1S236_41V6	44	25	1
OS07G0587500	PP1S307_2V6	44	18	1
OS07G0588000	PP1S123_46V6	28	27	0
OS07G0588000	PP1S16_94V6	31	30	0
OS07G0588000	PP1S192_88V6	29	29	0
OS07G0588200	PP1S122_164V6	25	14	1
OS07G0588200	PP1S156_136V6	26	18	1
OS07G0588200	PP1S17_57V6	29	20	1
OS07G0588200	PP1S71_197V6	28	20	1
OS07G0588300	PP1S147_65V6	23	18	1
OS07G0588300	PP1S22_201V6	22	17	1
OS07G0588300	PP1S283_28V6	21	16	1
OS07G0588300	PP1S39_99V6	22	17	1
OS07G0588300	PP1S457_25V6	23	17	1
OS07G0588300	PP1S7_155V6	23	18	1
OS07G0588400	PP1S140_48V6	23	13	1
OS07G0588400	PP1S164_82V6	27	15	1
OS07G0588400	PP1S327_51V6	27	15	1
OS07G0588400	PP1S60_187V6	27	15	1
OS07G0588400	PP1S6_167V6	25	14	1
OS07G0588500	PP1S67_69V6	2	2	1
OS07G0588500	PP1S70_190V6	2	2	1
OS07G0588800	PP1S17_380V6	59	60	1
OS07G0589000	PP1S144_102V6	29	36	1
OS07G0589000	PP1S167_34V6	44	28	1
OS07G0589000	PP1S19_217V6	44	28	1
OS07G0589000	PP1S203_51V6	42	23	1
OS07G0589000	PP1S41_47V6	44	27	1
OS07G0589000	PP1S454_4V6	19	47	1
OS07G0589200	PP1S144_114V6	35	41	1
OS07G0589200	PP1S318_4V6	24	34	1
OS07G0589200	PP1S36_131V6	38	27	1
OS07G0590600	PP1S266_45V6	38	35	1
OS07G0592200	PP1S38_350V6	46	44	1
OS07G0592200	PP1S97_89V6	44	43	1
OS07G0592300	PP1S110_89V6	27	24	1
OS07G0592300	PP1S6_204V6	28	27	1
OS07G0593200	PP1S92_62V6	48	40	1
OS07G0593400	PP1S107_194V6	61	49	1
OS07G0595800	PP1S85_9V6	52	51	1
OS07G0595900	PP1S118_92V6	26	22	1
OS07G0595900	PP1S188_12V6	23	21	1
OS07G0595900	PP1S35_166V6	26	22	1
OS07G0595900	PP1S96_119V6	11	23	1
OS07G0596000	PP1S26_118V6	36	12	1
OS07G0596000	PP1S35_231V6	30	10	1
OS07G0596000	PP1S96_82V6	31	12	1
OS07G0597100	PP1S407_1V6	50	24	1
OS07G0597100	PP1S76_150V6	50	24	1
OS07G0597200	PP1S141_73V6	32	30	1
OS07G0597200	PP1S159_97V6	33	32	1
OS07G0597200	PP1S27_27V6	34	31	1
OS07G0597200	PP1S33_130V6	29	30	1
OS07G0598100	PP1S333_10V6	34	35	1
OS07G0598100	PP1S46_84V6	43	32	1
OS07G0598200	PP1S227_70V6	49	43	1
OS07G0598300	PP1S86_142V6	39	31	1
OS07G0598400	PP1S118_67V6	42	39	0
OS07G0598400	PP1S121_77V6	41	41	0
OS07G0598400	PP1S181_80V6	44	41	0
OS07G0598400	PP1S90_137V6	43	40	0
OS07G0598700	PP1S230_68V6	19	18	1
OS07G0598800	PP1S162_50V6	20	11	1
OS07G0598800	PP1S254_44V6	19	9	1
OS07G0598800	PP1S286_28V6	16	10	1
OS07G0598800	PP1S33_30V6	17	11	1
OS07G0598900	PP1S14_357V6	49	47	1
OS07G0599000	PP1S21_361V6	30	30	1
OS07G0599000	PP1S34_156V6	29	28	1
OS07G0600300	PP1S28_397V6	34	28	1
OS07G0600400	PP1S294_14V6	51	51	1
OS07G0601600	PP1S12_260V6	41	42	1
OS07G0602200	PP1S34_252V6	41	36	1
OS07G0602700	PP1S311_57V6	44	39	0
OS07G0603100	PP1S18_87V6	20	27	0
OS07G0603100	PP1S6_129V6	24	29	0
OS07G0603100	PP1S6_137V6	24	26	0
OS07G0603100	PP1S8_80V6	17	31	0
OS07G0603100	PP1S8_81V6	7	25	0
OS07G0603200	PP1S159_80V6	42	46	0
OS07G0603600	PP1S112_254V6	53	39	1
OS07G0603600	PP1S156_33V6	48	36	1
OS07G0603600	PP1S178_57V6	49	36	1
OS07G0603600	PP1S35_208V6	53	39	1
OS07G0603600	PP1S9_128V6	39	35	1
OS07G0603700	PP1S134_4V6	49	46	1
OS07G0603700	PP1S504_4V6	48	46	1
OS07G0603900	PP1S224_68V6	1	2	1
OS07G0604000	PP1S1_158V6	41	34	1
OS07G0604500	PP1S303_21V6	61	57	0
OS07G0604550	PP1S303_21V6	50	37	0
OS07G0604600	PP1S201_78V6	35	35	1
OS07G0604600	PP1S25_135V6	32	32	1
OS07G0604600	PP1S256_72V6	37	38	1
OS07G0604700	PP1S201_78V6	35	35	1
OS07G0604700	PP1S25_135V6	32	32	1
OS07G0604700	PP1S256_72V6	37	38	1
OS07G0604800	PP1S131_30V6	42	76	1
OS07G0604800	PP1S131_32V6	70	72	1
OS07G0604800	PP1S131_34V6	70	74	1
OS07G0604800	PP1S66_154V6	70	71	1
OS07G0604800	PP1S66_155V6	69	73	1
OS07G0604800	PP1S66_157V6	70	72	1
OS07G0605200	PP1S209_130V6	38	28	1
OS07G0605200	PP1S26_90V6	38	35	1
OS07G0606500	PP1S23_24V6	33	18	0
OS07G0606800	PP1S25_331V6	32	35	1
OS07G0606800	PP1S33_210V6	22	34	1
OS07G0606800	PP1S37_32V6	30	32	1
OS07G0606800	PP1S91_36V6	29	36	1
OS07G0607300	PP1S235_70V6	26	33	1
OS07G0607300	PP1S33_333V6	34	35	1
OS07G0607400	PP1S59_288V6	40	33	1
OS07G0607800	PP1S119_105V6	31	30	1
OS07G0607800	PP1S119_108V6	28	39	1
OS07G0607800	PP1S398_32V6	35	37	1
OS07G0608100	PP1S31_110V6	39	37	1
OS07G0608300	PP1S104_135V6	58	59	1
OS07G0608400	PP1S117_107V6	62	64	0
OS07G0608400	PP1S262_27V6	65	73	0
OS07G0608400	PP1S371_53V6	66	72	0
OS07G0608400	PP1S38_137V6	64	71	0
OS07G0608400	PP1S41_170V6	63	67	0
OS07G0608400	PP1S53_239V6	62	66	0
OS07G0608400	PP1S97_167V6	66	73	0
OS07G0608500	PP1S487_22V6	27	53	1
OS07G0608700	PP1S218_92V6	80	84	1
OS07G0608700	PP1S475_6V6	79	82	1
OS07G0608800	PP1S223_105V6	47	46	1
OS07G0608900	PP1S223_105V6	19	6	1
OS07G0609000	PP1S189_106V6	24	23	1
OS07G0609766	PP1S211_115V6	28	37	1
OS07G0609766	PP1S90_25V6	41	42	1
OS07G0612500	PP1S519_2V6	13	32	0
OS07G0613200	PP1S10_210V6	64	70	1
OS07G0613200	PP1S154_116V6	76	76	1
OS07G0613200	PP1S400_20V6	75	75	1
OS07G0613200	PP1S4_178V6	76	76	1
OS07G0613200	PP1S57_180V6	76	76	1
OS07G0613200	PP1S77_266V6	76	76	1
OS07G0613200	PP1S8_10V6	77	77	1
OS07G0613300	PP1S108_24V6	43	42	0
OS07G0613500	PP1S207_2V6	44	49	1
OS07G0613500	PP1S31_254V6	44	48	1
OS07G0614100	PP1S101_33V6	47	48	1
OS07G0614100	PP1S221_8V6	48	49	1
OS07G0614100	PP1S2_219V6	46	48	1
OS07G0614100	PP1S335_59V6	47	48	1
OS07G0614300	PP1S103_93V6	33	15	1
OS07G0614300	PP1S127_36V6	31	15	1
OS07G0614300	PP1S54_268V6	31	14	1
OS07G0614500	PP1S21_364V6	32	34	1
OS07G0614600	PP1S30_293V6	41	37	1
OS07G0614600	PP1S59_67V6	40	41	1
OS07G0614700	PP1S10_130V6	26	15	1
OS07G0614700	PP1S18_72V6	33	11	1
OS07G0614700	PP1S8_109V6	31	11	1
OS07G0615400	PP1S84_50V6	53	49	1
OS07G0615400	PP1S84_51V6	50	48	1
OS07G0615800	PP1S328_43V6	53	54	1
OS07G0616000	PP1S191_85V6	14	13	1
OS07G0616000	PP1S286_40V6	15	14	1
OS07G0616200	PP1S108_176V6	65	55	1
OS07G0616200	PP1S146_109V6	24	73	1
OS07G0616500	PP1S102_189V6	58	57	1
OS07G0616600	PP1S173_16V6	66	68	0
OS07G0616600	PP1S209_46V6	67	70	0
OS07G0616600	PP1S209_48V6	67	70	0
OS07G0616600	PP1S48_103V6	67	70	0
OS07G0616600	PP1S59_133V6	68	68	0
OS07G0616800	PP1S120_66V6	61	53	1
OS07G0616800	PP1S28_394V6	62	61	1
OS07G0616800	PP1S303_45V6	63	61	1
OS07G0616800	PP1S93_98V6	62	55	1
OS07G0616900	PP1S286_43V6	49	38	1
OS07G0617000	PP1S138_190V6	15	10	1
OS07G0617100	PP1S128_98V6	4	2	1
OS07G0617500	PP1S128_98V6	6	4	1
OS07G0618400	PP1S204_22V6	42	41	1
OS07G0618400	PP1S242_37V6	42	41	1
OS07G0618400	PP1S279_14V6	17	64	1
OS07G0618400	PP1S284_52V6	41	41	1
OS07G0618400	PP1S64_28V6	45	44	1
OS07G0618500	PP1S54_48V6	45	51	0
OS07G0618600	PP1S19_308V6	44	45	0
OS07G0618800	PP1S112_54V6	44	54	0
OS07G0618800	PP1S160_86V6	47	61	0
OS07G0618800	PP1S70_191V6	43	17	0
OS07G0619100	PP1S286_8V6	16	11	1
OS07G0619100	PP1S33_61V6	16	11	1
OS07G0619100	PP1S402_44V6	15	10	1
OS07G0619100	PP1S88_46V6	17	12	1
OS07G0619700	PP1S423_33V6	22	9	1
OS07G0620300	PP1S90_160V6	71	70	1
OS07G0620400	PP1S275_101V6	63	63	1
OS07G0620400	PP1S33_274V6	67	67	1
OS07G0620800	PP1S24_216V6	36	35	1
OS07G0620800	PP1S359_22V6	36	35	1
OS07G0621100	PP1S154_64V6	15	14	1
OS07G0621100	PP1S204_59V6	22	21	1
OS07G0621100	PP1S22_309V6	23	20	1
OS07G0621300	PP1S12_415V6	36	21	1
OS07G0621300	PP1S3_504V6	33	37	1
OS07G0622000	PP1S113_72V6	75	73	1
OS07G0622000	PP1S116_98V6	74	72	1
OS07G0622000	PP1S218_59V6	76	74	1
OS07G0622000	PP1S240_91V6	77	75	1
OS07G0622100	PP1S253_37V6	80	81	1
OS07G0622100	PP1S253_38V6	80	81	1
OS07G0622100	PP1S253_7V6	80	81	1
OS07G0622100	PP1S311_33V6	80	81	1
OS07G0622100	PP1S31_322V6	80	81	1
OS07G0622100	PP1S3195_1V6	39	74	1
OS07G0622200	PP1S2_153V6	64	51	1
OS07G0622200	PP1S22_79V6	64	64	1
OS07G0622200	PP1S249_24V6	65	66	1
OS07G0622200	PP1S36_31V6	65	62	1
OS07G0622200	PP1S38_377V6	64	65	1
OS07G0622200	PP1S389_1V6	64	65	1
OS07G0622200	PP1S76_162V6	64	63	1
OS07G0623000	PP1S58_120V6	47	52	0
OS07G0623100	PP1S112_221V6	24	7	0
OS07G0623100	PP1S188_92V6	30	7	0
OS07G0623100	PP1S35_152V6	23	6	0
OS07G0623200	PP1S20_178V6	33	30	1
OS07G0623400	PP1S77_172V6	53	58	1
OS07G0623600	PP1S100_253V6	41	35	1
OS07G0623600	PP1S449_7V6	40	35	1
OS07G0624700	PP1S199_45V6	65	56	0
OS07G0624700	PP1S373_1V6	58	39	0
OS07G0624700	PP1S426_14V6	51	30	0
OS07G0624700	PP1S45_67V6	54	32	0
OS07G0624700	PP1S61_125V6	55	52	0
OS07G0624700	PP1S83_28V6	68	57	0
OS07G0626200	PP1S271_81V6	15	18	1
OS07G0626200	PP1S89_173V6	16	17	1
OS07G0626300	PP1S263_68V6	33	29	1
OS07G0626400	PP1S60_191V6	49	44	1
OS07G0626500	PP1S20_213V6	34	39	1
OS07G0626500	PP1S324_19V6	35	38	1
OS07G0626600	PP1S13_111V6	77	75	0
OS07G0626600	PP1S158_74V6	25	56	0
OS07G0626800	PP1S336_44V6	51	39	1
OS07G0626900	PP1S28_346V6	48	11	0
OS07G0626900	PP1S7_49V6	45	16	0
OS07G0626900	PP1S98_119V6	47	9	0
OS07G0627000	PP1S117_77V6	51	45	1
OS07G0627000	PP1S44_268V6	54	48	1
OS07G0627000	PP1S8_30V6	52	56	1
OS07G0627300	PP1S65_233V6	10	22	0
OS07G0627700	PP1S222_40V6	66	67	1
OS07G0627800	PP1S26_115V6	88	88	1
OS07G0628400	PP1S197_65V6	22	16	1
OS07G0628600	PP1S107_208V6	50	49	1
OS07G0629300	PP1S358_60V6	36	14	1
OS07G0629300	PP1S59_320V6	39	16	1
OS07G0629900	PP1S358_60V6	30	18	1
OS07G0629900	PP1S59_320V6	33	22	1
OS07G0630400	PP1S358_60V6	36	27	1
OS07G0630400	PP1S59_320V6	40	32	1
OS07G0630900	PP1S36_214V6	44	48	1
OS07G0630900	PP1S36_62V6	45	49	1
OS07G0630900	PP1S65_194V6	44	48	1
OS07G0631000	PP1S117_92V6	26	20	1
OS07G0631000	PP1S327_54V6	24	19	1
OS07G0631100	PP1S61_262V6	64	66	1
OS07G0631100	PP1S75_70V6	65	67	1
OS07G0631900	PP1S260_6V6	39	37	1
OS07G0631900	PP1S91_60V6	40	37	1
OS07G0632600	PP1S98_193V6	31	33	1
OS07G0632700	PP1S314_30V6	46	50	1
OS07G0632700	PP1S78_15V6	46	50	1
OS07G0632800	PP1S180_6V6	51	48	1
OS07G0632800	PP1S2_235V6	30	44	1
OS07G0632800	PP1S375_32V6	52	47	1
OS07G0632800	PP1S402_19V6	54	50	1
OS07G0632800	PP1S93_69V6	54	51	1
OS07G0633200	PP1S169_63V6	44	36	1
OS07G0633400	PP1S91_220V6	26	34	1
OS07G0633500	PP1S197_70V6	46	39	1
OS07G0633600	PP1S43_209V6	42	44	1
OS07G0634200	PP1S157_13V6	61	62	1
OS07G0634200	PP1S274_4V6	62	63	1
OS07G0634200	PP1S348_29V6	62	64	1
OS07G0634200	PP1S8_6V6	62	63	1
OS07G0634300	PP1S306_41V6	28	13	1
OS07G0634400	PP1S164_92V6	45	45	1
OS07G0634400	PP1S279_65V6	20	45	1
OS07G0634900	PP1S211_139V6	21	12	1
OS07G0635900	PP1S203_5V6	59	56	1
OS07G0636000	PP1S251_17V6	61	66	0
OS07G0636000	PP1S251_19V6	61	66	0
OS07G0636200	PP1S197_19V6	49	37	1
OS07G0636400	PP1S40_7V6	30	29	1
OS07G0637000	PP1S205_16V6	44	44	1
OS07G0637000	PP1S211_132V6	43	44	1
OS07G0637100	PP1S65_185V6	34	21	1
OS07G0637150	PP1S65_185V6	43	17	1
OS07G0637200	PP1S107_21V6	14	14	1
OS07G0637200	PP1S1_825V6	15	13	1
OS07G0637200	PP1S4_248V6	13	13	1
OS07G0637200	PP1S57_67V6	14	14	1
OS07G0637300	PP1S213_21V6	65	63	1
OS07G0637300	PP1S318_58V6	65	64	1
OS07G0637400	PP1S105_191V6	56	57	1
OS07G0637400	PP1S149_130V6	11	42	1
OS07G0637400	PP1S211_37V6	32	32	1
OS07G0637400	PP1S59_92V6	41	41	1
OS07G0637400	PP1S90_93V6	38	40	1
OS07G0638100	PP1S283_87V6	40	34	1
OS07G0638300	PP1S12_126V6	60	59	0
OS07G0638400	PP1S12_126V6	58	58	0
OS07G0639600	PP1S387_58V6	54	50	1
OS07G0639600	PP1S8_15V6	58	54	1
OS07G0639800	PP1S222_58V6	83	83	1
OS07G0639800	PP1S403_39V6	82	82	1
OS07G0639900	PP1S223_42V6	52	51	1
OS07G0640000	PP1S121_170V6	51	31	1
OS07G0640100	PP1S147_2V6	56	53	1
OS07G0640100	PP1S7_95V6	55	53	1
OS07G0640200	PP1S190_103V6	53	44	0
OS07G0640200	PP1S459_8V6	60	61	0
OS07G0640401	PP1S36_51V6	46	9	1
OS07G0640401	PP1S48_67V6	37	14	1
OS07G0640900	PP1S207_20V6	40	27	1
OS07G0641000	PP1S22_49V6	45	32	1
OS07G0641600	PP1S1_542V6	43	43	1
OS07G0641700	PP1S155_1V6	64	59	1
OS07G0641700	PP1S287_18V6	65	60	1
OS07G0641700	PP1S8_118V6	59	55	1
OS07G0641700	PP1S8_120V6	58	56	1
OS07G0642300	PP1S117_187V6	36	56	1
OS07G0642300	PP1S426_33V6	30	55	1
OS07G0642400	PP1S73_179V6	43	38	1
OS07G0642600	PP1S317_35V6	24	24	1
OS07G0642800	PP1S14_47V6	37	34	1
OS07G0642800	PP1S225_33V6	39	41	1
OS07G0642800	PP1S242_68V6	39	36	1
OS07G0642800	PP1S50_200V6	40	29	1
OS07G0642800	PP1S92_105V6	40	43	1
OS07G0642900	PP1S13_238V6	48	53	1
OS07G0643000	PP1S25_331V6	35	37	1
OS07G0643000	PP1S33_210V6	24	36	1
