Gene stable ID	Aegilops tauschii gene stable ID	% identity	Aegilops tauschii % identity	Orthology confidence [0 low, 1 high]
OS08G0235183	F775_27719	42	21	1
OS08G0235183	F775_42919	27	24	1
OS08G0235800	F775_43334	39	58	0
OS08G0237000	F775_28186	54	54	1
OS08G0237000	F775_31029	73	75	1
OS08G0237200	F775_30645	94	94	1
OS08G0237800	F775_09542	68	70	1
OS08G0238100	F775_12377	58	64	1
OS08G0238100	F775_15191	59	64	1
OS08G0238200	F775_08025	54	58	1
OS08G0238200	F775_08419	61	62	1
OS08G0238200	F775_52638	67	66	1
OS08G0238500	F775_08025	49	31	1
OS08G0238500	F775_08419	58	35	1
OS08G0238500	F775_52638	65	39	1
OS08G0239000	F775_18843	78	36	1
OS08G0239300	F775_08025	57	58	1
OS08G0239300	F775_08419	60	58	1
OS08G0239300	F775_52638	69	65	1
OS08G0239900	F775_09262	55	61	1
OS08G0239900	F775_10255	58	62	1
OS08G0239900	F775_25864	56	62	1
OS08G0240000	F775_09262	58	62	1
OS08G0240000	F775_10255	62	64	1
OS08G0240000	F775_25864	58	62	1
OS08G0240566	F775_16782	46	62	1
OS08G0240600	F775_12372	19	100	1
OS08G0241300	F775_32167	57	60	1
OS08G0241600	F775_31192	35	92	1
OS08G0241800	F775_07974	78	25	1
OS08G0242400	F775_11947	51	49	0
OS08G0242700	F775_27158	62	53	1
OS08G0242800	F775_07378	56	58	1
OS08G0243100	F775_14473	44	62	1
OS08G0243600	F775_27000	86	77	1
OS08G0243900	F775_32301	63	81	1
OS08G0244400	F775_04163	77	64	1
OS08G0244500	F775_01314	14	56	0
OS08G0244500	F775_13354	49	53	0
OS08G0244500	F775_18502	50	54	0
OS08G0244500	F775_18505	52	52	0
OS08G0244500	F775_19539	50	47	0
OS08G0244500	F775_26275	24	47	0
OS08G0244500	F775_26840	48	50	0
OS08G0245400	F775_08008	36	68	0
OS08G0246100	F775_02559	28	16	0
OS08G0246100	F775_05363	24	15	0
OS08G0247700	F775_15193	60	55	1
OS08G0247700	F775_17985	60	58	1
OS08G0247700	F775_25725	60	58	1
OS08G0248100	F775_15193	61	56	1
OS08G0248100	F775_17985	62	61	1
OS08G0248100	F775_25725	61	60	1
OS08G0248800	F775_08013	28	51	1
OS08G0249100	F775_08354	65	70	1
OS08G0249200	F775_43456	22	40	0
OS08G0249900	F775_09607	70	54	1
OS08G0250200	F775_25135	65	36	1
OS08G0250200	F775_29322	86	86	1
OS08G0250300	F775_11148	57	58	1
OS08G0250700	F775_15491	49	70	1
OS08G0250700	F775_28958	42	83	1
OS08G0250900	F775_05361	75	70	1
OS08G0253800	F775_12066	89	41	1
OS08G0254500	F775_30535	56	56	1
OS08G0256700	F775_01327	18	28	1
OS08G0256700	F775_17549	24	24	1
OS08G0256700	F775_17551	11	23	1
OS08G0258200	F775_06934	53	60	1
OS08G0260000	F775_05233	53	37	1
OS08G0261100	F775_11481	63	36	1
OS08G0262500	F775_14497	47	51	1
OS08G0262500	F775_15954	36	54	1
OS08G0262500	F775_16522	51	52	1
OS08G0262500	F775_17138	45	51	1
OS08G0262500	F775_17321	49	52	1
OS08G0262500	F775_17381	31	55	1
OS08G0262500	F775_17890	46	60	1
OS08G0262500	F775_19052	51	52	1
OS08G0262500	F775_19840	54	52	1
OS08G0262500	F775_20938	54	56	1
OS08G0262500	F775_20939	50	51	1
OS08G0262500	F775_25667	48	52	1
OS08G0262500	F775_25669	49	50	1
OS08G0262500	F775_28938	56	57	1
OS08G0262500	F775_30265	51	58	1
OS08G0263000	F775_14497	40	41	1
OS08G0263000	F775_15954	28	41	1
OS08G0263000	F775_16522	42	42	1
OS08G0263000	F775_17138	39	43	1
OS08G0263000	F775_17321	43	44	1
OS08G0263000	F775_17381	22	38	1
OS08G0263000	F775_17890	35	44	1
OS08G0263000	F775_19052	43	42	1
OS08G0263000	F775_19840	46	43	1
OS08G0263000	F775_20938	45	45	1
OS08G0263000	F775_20939	41	41	1
OS08G0263000	F775_25667	41	43	1
OS08G0263000	F775_25669	44	43	1
OS08G0263000	F775_28938	50	48	1
OS08G0263000	F775_30265	42	45	1
OS08G0264700	F775_14497	39	24	1
OS08G0264700	F775_15954	22	19	1
OS08G0264700	F775_16522	46	27	1
OS08G0264700	F775_17138	35	22	1
OS08G0264700	F775_17321	45	27	1
OS08G0264700	F775_17381	21	21	1
OS08G0264700	F775_17890	31	23	1
OS08G0264700	F775_19052	47	27	1
OS08G0264700	F775_19840	49	27	1
OS08G0264700	F775_20938	44	26	1
OS08G0264700	F775_20939	43	25	1
OS08G0264700	F775_25667	42	26	1
OS08G0264700	F775_25669	45	26	1
OS08G0264700	F775_28938	52	30	1
OS08G0264700	F775_30265	42	27	1
OS08G0265300	F775_12159	58	38	1
OS08G0265500	F775_27056	75	23	1
OS08G0266300	F775_23693	29	43	1
OS08G0266400	F775_25620	31	27	0
OS08G0266600	F775_33273	21	72	0
OS08G0266700	F775_04043	36	40	1
OS08G0266700	F775_22496	39	45	1
OS08G0267000	F775_00255	39	19	1
OS08G0267000	F775_02371	38	28	1
OS08G0267800	F775_00255	41	26	1
OS08G0267800	F775_02371	40	37	1
OS08G0268900	F775_18187	12	3	1
OS08G0269000	F775_01663	47	32	1
OS08G0269500	F775_06192	52	57	1
OS08G0269500	F775_12880	40	46	1
OS08G0269500	F775_26549	44	48	1
OS08G0269500	F775_27397	47	50	1
OS08G0269600	F775_06192	26	31	1
OS08G0269600	F775_12880	22	27	1
OS08G0269600	F775_26549	26	31	1
OS08G0269600	F775_27397	23	27	1
OS08G0269700	F775_06192	49	55	1
OS08G0269700	F775_12880	38	44	1
OS08G0269700	F775_26549	40	46	1
OS08G0269700	F775_27397	41	46	1
OS08G0269800	F775_12879	21	15	1
OS08G0270200	F775_09980	30	72	1
OS08G0270400	F775_07003	80	60	0
OS08G0270400	F775_08520	73	62	0
OS08G0270400	F775_13096	74	50	0
OS08G0270400	F775_15004	78	65	0
OS08G0270400	F775_27535	77	56	0
OS08G0270800	F775_42650	33	56	1
OS08G0270900	F775_17173	31	11	1
OS08G0270900	F775_17596	32	11	1
OS08G0270900	F775_21294	32	9	1
OS08G0272200	F775_04190	55	43	1
OS08G0274700	F775_28508	82	66	1
OS08G0276000	F775_28532	69	10	1
OS08G0276100	F775_00227	60	45	1
OS08G0276400	F775_30617	71	84	0
OS08G0277200	F775_07290	73	74	1
OS08G0277200	F775_15360	73	74	1
OS08G0277300	F775_09262	52	59	1
OS08G0277300	F775_10255	53	58	1
OS08G0277300	F775_25864	50	57	1
OS08G0277900	F775_28894	89	80	1
OS08G0278100	F775_08783	57	56	1
OS08G0278600	F775_15843	80	57	1
OS08G0278966	F775_24363	80	22	1
OS08G0280200	F775_05390	47	40	1
OS08G0280300	F775_12077	60	55	0
OS08G0280600	F775_32621	76	49	1
OS08G0281500	F775_11251	28	26	0
OS08G0281500	F775_16564	25	26	0
OS08G0281500	F775_18417	24	18	0
OS08G0281600	F775_24375	46	28	1
OS08G0282100	F775_11251	20	25	0
OS08G0282100	F775_16564	19	26	0
OS08G0282100	F775_18417	18	18	0
OS08G0282400	F775_26357	88	81	0
OS08G0282500	F775_10616	36	54	1
OS08G0282500	F775_11100	39	54	1
OS08G0282500	F775_17640	50	56	1
OS08G0283000	F775_01519	48	26	1
OS08G0283300	F775_01519	52	49	1
OS08G0283600	F775_01519	52	51	1
OS08G0283900	F775_01519	52	51	1
OS08G0284200	F775_01519	50	38	1
OS08G0284500	F775_01519	52	51	1
OS08G0285100	F775_01569	21	33	1
OS08G0285100	F775_22176	26	31	1
OS08G0285100	F775_22177	20	19	1
OS08G0285100	F775_22265	15	17	1
OS08G0285100	F775_22691	44	36	1
OS08G0285100	F775_43158	23	54	1
OS08G0285200	F775_10616	30	48	1
OS08G0285200	F775_11100	33	49	1
OS08G0285200	F775_17640	44	53	1
OS08G0286100	F775_18919	48	72	1
OS08G0286100	F775_19950	36	75	1
OS08G0286100	F775_42918	34	69	1
OS08G0288200	F775_09958	85	54	1
OS08G0288400	F775_15208	39	82	1
OS08G0288500	F775_27574	69	38	1
OS08G0289266	F775_20694	36	31	1
OS08G0289266	F775_21323	38	45	1
OS08G0289400	F775_14220	59	21	1
OS08G0289400	F775_21344	57	29	1
OS08G0290000	F775_20486	67	66	1
OS08G0290100	F775_28611	53	67	1
OS08G0290200	F775_01501	16	36	1
OS08G0290200	F775_03173	32	38	1
OS08G0290200	F775_04129	18	32	1
OS08G0290200	F775_52212	25	40	1
OS08G0290400	F775_30316	50	49	1
OS08G0290700	F775_09764	63	63	1
OS08G0292000	F775_01938	24	25	0
OS08G0292000	F775_04073	19	27	0
OS08G0295100	F775_31576	41	18	1
OS08G0295300	F775_32279	73	50	0
OS08G0296600	F775_14117	56	63	1
OS08G0296700	F775_25611	49	56	1
OS08G0296900	F775_10951	50	41	0
OS08G0297800	F775_09262	54	56	1
OS08G0297800	F775_10255	54	54	1
OS08G0297800	F775_25864	54	56	1
OS08G0298700	F775_00666	69	67	1
OS08G0298700	F775_08230	54	67	1
OS08G0298700	F775_20045	72	71	1
OS08G0298700	F775_26985	73	74	1
OS08G0298700	F775_30673	75	76	1
OS08G0299000	F775_30704	90	83	0
OS08G0299200	F775_18661	51	60	1
OS08G0299400	F775_18439	80	75	1
OS08G0299600	F775_02193	56	30	0
OS08G0299600	F775_13303	53	25	0
OS08G0299600	F775_22651	54	52	0
OS08G0299600	F775_43276	1	1	0
OS08G0299700	F775_02193	60	47	0
OS08G0299700	F775_13303	49	33	0
OS08G0299700	F775_22651	18	26	0
OS08G0299700	F775_43276	15	33	0
OS08G0300300	F775_21317	78	76	1
OS08G0300700	F775_22603	74	64	1
OS08G0301500	F775_32696	87	87	1
OS08G0304900	F775_30483	61	62	1
OS08G0305300	F775_31931	59	53	0
OS08G0307300	F775_28334	74	38	1
OS08G0308100	F775_29343	73	58	0
OS08G0308300	F775_06675	48	13	1
OS08G0308300	F775_13759	29	9	1
OS08G0308300	F775_13761	49	14	1
OS08G0308300	F775_13762	48	13	1
OS08G0308300	F775_15244	49	14	1
OS08G0308300	F775_15245	49	15	1
OS08G0308300	F775_15976	49	10	1
OS08G0308300	F775_26455	48	17	1
OS08G0308300	F775_26984	47	12	1
OS08G0308300	F775_28013	52	14	1
OS08G0308300	F775_28014	48	13	1
OS08G0308300	F775_28249	48	13	1
OS08G0308300	F775_28846	50	15	1
OS08G0308300	F775_28847	4	3	1
OS08G0308300	F775_31375	48	13	1
OS08G0308700	F775_42610	53	62	1
OS08G0310100	F775_08463	31	92	1
OS08G0318500	F775_07839	17	73	1
OS08G0318500	F775_07840	27	47	1
OS08G0319900	F775_09450	85	86	1
OS08G0320000	F775_27852	69	31	1
OS08G0320100	F775_30039	72	69	1
OS08G0320200	F775_13206	41	72	1
OS08G0320200	F775_13207	42	51	1
OS08G0320300	F775_32949	44	52	1
OS08G0320400	F775_26731	54	39	1
OS08G0320800	F775_08442	67	27	1
OS08G0321000	F775_26198	73	73	1
OS08G0322600	F775_10075	59	79	1
OS08G0322600	F775_11106	55	57	1
OS08G0323000	F775_30674	87	59	1
OS08G0323266	F775_30674	28	3	1
OS08G0323400	F775_31544	63	67	1
OS08G0324300	F775_00306	35	15	1
OS08G0324300	F775_02021	28	15	1
OS08G0324300	F775_03395	32	19	1
OS08G0324300	F775_03755	37	16	1
OS08G0325134	F775_00306	32	20	1
OS08G0325134	F775_02021	27	21	1
OS08G0325134	F775_03395	27	23	1
OS08G0325134	F775_03755	32	21	1
OS08G0326100	F775_30168	79	76	1
OS08G0326300	F775_00032	23	24	0
OS08G0326400	F775_28683	26	46	1
OS08G0326400	F775_31033	92	89	1
OS08G0326400	F775_31558	19	45	1
OS08G0326600	F775_13768	85	59	1
OS08G0326600	F775_17054	79	86	1
OS08G0326700	F775_21236	64	69	1
OS08G0327100	F775_06956	66	65	1
OS08G0327200	F775_08382	66	70	1
OS08G0327200	F775_14946	72	72	1
OS08G0327200	F775_16848	60	69	1
OS08G0327400	F775_29627	88	87	1
OS08G0328600	F775_21965	23	19	1
OS08G0328600	F775_22087	29	22	1
OS08G0328600	F775_22674	28	36	1
OS08G0328600	F775_22695	29	32	1
OS08G0330900	F775_52476	14	10	0
OS08G0331900	F775_16229	82	26	1
OS08G0332700	F775_02526	52	83	1
OS08G0332800	F775_06441	6	2	1
OS08G0332800	F775_06442	70	44	1
OS08G0333000	F775_06441	68	21	1
OS08G0333000	F775_06442	2	1	1
OS08G0334300	F775_10722	46	41	1
OS08G0334900	F775_13302	52	58	0
OS08G0334900	F775_18565	51	57	0
OS08G0335000	F775_15932	92	32	1
OS08G0335500	F775_14714	32	32	0
OS08G0336500	F775_24430	9	29	1
OS08G0337001	F775_01382	37	9	0
OS08G0337700	F775_07999	77	87	1
OS08G0337800	F775_10257	32	32	0
OS08G0337800	F775_10258	33	32	0
OS08G0337800	F775_13082	26	33	0
OS08G0337800	F775_17417	17	26	0
OS08G0337800	F775_21948	35	34	0
OS08G0337800	F775_43279	23	36	0
OS08G0338200	F775_30844	67	66	0
OS08G0338200	F775_52194	74	58	0
OS08G0338500	F775_02133	42	56	1
OS08G0338600	F775_31023	21	36	0
OS08G0340900	F775_10372	70	76	1
OS08G0341700	F775_21797	78	77	0
OS08G0343300	F775_30086	84	81	1
OS08G0343600	F775_16001	62	62	0
OS08G0344100	F775_31503	75	87	1
OS08G0344300	F775_25674	64	70	0
OS08G0344700	F775_16720	37	28	1
OS08G0345400	F775_10815	54	45	1
OS08G0345500	F775_17833	85	89	1
OS08G0345800	F775_30798	79	86	1
OS08G0347500	F775_30938	36	52	1
OS08G0347500	F775_43106	25	60	1
OS08G0356500	F775_10494	46	51	0
OS08G0356500	F775_10495	46	50	0
OS08G0356500	F775_10496	44	48	0
OS08G0356700	F775_10494	41	49	0
OS08G0356700	F775_10495	41	48	0
OS08G0356700	F775_10496	41	48	0
OS08G0356800	F775_10494	43	48	0
OS08G0356800	F775_10495	45	47	0
OS08G0356800	F775_10496	44	47	0
OS08G0357000	F775_30847	65	70	0
OS08G0359000	F775_29001	27	44	1
OS08G0359500	F775_29406	82	52	1
OS08G0359600	F775_26009	74	76	1
OS08G0360000	F775_12530	81	57	1
OS08G0360000	F775_13645	70	88	1
OS08G0360000	F775_15826	71	87	1
OS08G0360100	F775_25179	44	46	1
OS08G0360300	F775_18027	58	66	1
OS08G0360400	F775_43021	15	44	1
OS08G0360700	F775_18554	66	25	1
OS08G0363000	F775_00623	34	41	0
OS08G0363000	F775_03787	14	41	0
OS08G0363000	F775_04248	30	34	0
OS08G0363000	F775_10297	39	33	0
OS08G0363000	F775_11257	32	39	0
OS08G0363000	F775_11461	35	18	0
OS08G0363000	F775_11462	32	39	0
OS08G0363000	F775_11807	33	37	0
OS08G0363000	F775_14615	41	42	0
OS08G0363000	F775_17117	29	38	0
OS08G0363000	F775_19599	35	38	0
OS08G0363000	F775_20097	36	36	0
OS08G0363000	F775_20160	38	43	0
OS08G0363000	F775_21359	24	35	0
OS08G0363900	F775_04897	45	21	1
OS08G0364500	F775_13394	44	36	1
OS08G0364900	F775_30952	37	57	1
OS08G0365500	F775_25692	77	55	1
OS08G0365900	F775_24220	19	68	1
OS08G0365900	F775_24221	11	63	1
OS08G0366100	F775_27830	92	64	0
OS08G0367300	F775_22141	19	28	0
OS08G0367300	F775_22283	21	29	0
OS08G0368000	F775_26859	78	27	1
OS08G0369200	F775_22710	58	85	1
OS08G0369300	F775_24387	75	30	1
OS08G0369400	F775_30643	21	7	1
OS08G0369600	F775_04897	45	22	1
OS08G0369800	F775_21549	0	1	1
OS08G0369800	F775_21550	49	44	1
OS08G0372700	F775_01584	49	23	1
OS08G0372700	F775_06411	53	52	1
OS08G0372700	F775_08835	46	41	1
OS08G0372700	F775_09429	55	53	1
OS08G0372700	F775_12769	48	46	1
OS08G0372700	F775_33066	52	51	1
OS08G0372700	F775_33067	39	45	1
OS08G0372700	F775_33181	52	50	1
OS08G0372700	F775_33215	49	40	1
OS08G0372700	F775_33238	53	53	1
OS08G0372700	F775_33239	54	53	1
OS08G0373000	F775_01584	50	24	1
OS08G0373000	F775_06411	53	52	1
OS08G0373000	F775_08835	46	41	1
OS08G0373000	F775_09429	53	52	1
OS08G0373000	F775_12769	47	45	1
OS08G0373000	F775_33066	51	50	1
OS08G0373000	F775_33067	39	45	1
OS08G0373000	F775_33181	52	51	1
OS08G0373000	F775_33215	49	40	1
OS08G0373000	F775_33238	52	53	1
OS08G0373000	F775_33239	54	54	1
OS08G0374200	F775_26466	54	34	1
OS08G0374400	F775_03202	50	61	1
OS08G0374900	F775_15195	58	61	1
OS08G0374900	F775_20779	61	52	1
OS08G0375800	F775_17803	77	69	1
OS08G0375900	F775_07608	74	78	1
OS08G0376300	F775_09875	65	73	1
OS08G0376500	F775_08142	65	40	0
OS08G0376500	F775_10384	53	31	0
OS08G0376500	F775_15107	63	40	0
OS08G0376500	F775_17826	53	50	0
OS08G0376500	F775_23891	25	23	0
OS08G0376500	F775_26178	64	41	0
OS08G0376550	F775_08142	63	27	0
OS08G0376550	F775_10384	60	25	0
OS08G0376550	F775_15107	62	27	0
OS08G0376550	F775_17826	22	14	0
OS08G0376550	F775_23891	66	41	0
OS08G0376550	F775_26178	69	31	0
OS08G0377500	F775_08576	85	86	1
OS08G0378000	F775_17177	25	32	0
OS08G0378300	F775_10309	64	28	1
OS08G0378300	F775_20173	43	37	1
OS08G0378800	F775_05362	60	49	1
OS08G0378900	F775_29911	70	69	1
OS08G0379000	F775_23743	10	57	1
OS08G0379000	F775_23744	15	73	1
OS08G0379200	F775_09340	0	0	1
OS08G0379200	F775_09341	0	0	1
OS08G0379200	F775_09342	22	9	1
OS08G0379300	F775_02023	63	75	1
OS08G0379400	F775_07275	70	88	1
OS08G0380100	F775_20363	55	78	1
OS08G0382400	F775_28503	83	87	1
OS08G0382800	F775_01933	37	28	1
OS08G0383700	F775_09963	42	34	0
OS08G0383800	F775_04683	60	71	1
OS08G0384000	F775_27487	62	73	1
OS08G0384100	F775_29499	38	34	1
OS08G0384500	F775_20170	26	22	0
OS08G0385000	F775_29045	75	77	1
OS08G0385900	F775_25868	37	42	0
OS08G0386200	F775_25840	46	51	1
OS08G0386800	F775_52071	79	59	1
OS08G0386900	F775_32902	0	0	1
OS08G0386900	F775_32903	71	75	1
OS08G0387200	F775_10698	31	48	1
OS08G0387200	F775_12779	47	46	1
OS08G0387200	F775_19997	68	68	1
OS08G0387400	F775_15682	79	81	1
OS08G0387500	F775_32488	44	86	1
OS08G0388300	F775_10367	36	35	0
OS08G0388900	F775_10075	55	74	1
OS08G0388900	F775_11106	51	52	1
OS08G0389300	F775_10075	71	47	1
OS08G0389300	F775_11106	63	31	1
OS08G0390100	F775_05170	67	43	1
OS08G0390200	F775_21993	14	53	1
OS08G0390700	F775_21993	32	30	1
OS08G0391700	F775_21993	12	46	1
OS08G0392100	F775_21993	15	51	1
OS08G0393600	F775_22178	29	20	1
OS08G0393600	F775_31647	33	51	1
OS08G0393600	F775_33237	37	19	1
OS08G0395300	F775_28631	98	98	1
OS08G0395800	F775_03144	29	38	0
OS08G0395800	F775_17563	37	38	0
OS08G0395800	F775_43305	37	39	0
OS08G0398000	F775_20210	76	79	1
OS08G0398300	F775_11862	59	79	1
OS08G0398300	F775_15443	72	81	1
OS08G0398300	F775_52576	71	76	1
OS08G0398350	F775_15444	71	75	1
OS08G0398400	F775_32345	89	84	0
OS08G0398500	F775_20897	63	79	1
OS08G0398700	F775_27279	81	85	1
OS08G0398800	F775_05444	58	72	1
OS08G0399050	F775_08599	26	45	1
OS08G0399300	F775_05131	40	27	1
OS08G0400000	F775_05131	45	32	1
OS08G0400200	F775_05131	51	46	1
OS08G0401500	F775_13335	77	55	1
OS08G0402100	F775_13750	15	25	1
OS08G0402500	F775_05395	31	34	1
OS08G0402600	F775_33227	73	31	1
OS08G0402800	F775_00772	22	65	0
OS08G0402800	F775_00773	18	66	0
OS08G0402800	F775_00774	21	40	0
OS08G0402800	F775_10651	64	34	0
OS08G0402800	F775_20653	62	67	0
OS08G0403300	F775_27945	73	74	1
OS08G0404000	F775_00214	74	67	1
OS08G0404000	F775_14105	57	67	1
OS08G0404000	F775_14911	78	62	1
OS08G0404000	F775_17506	73	67	1
OS08G0404200	F775_02908	86	86	1
OS08G0404200	F775_29732	85	85	1
OS08G0404300	F775_02908	86	86	1
OS08G0404300	F775_29732	85	85	1
OS08G0404350	F775_00728	2	4	0
OS08G0404350	F775_00729	38	50	0
OS08G0404350	F775_02929	70	11	0
OS08G0404400	F775_42858	9	24	1
OS08G0405700	F775_15810	69	76	1
OS08G0406400	F775_08750	85	40	1
OS08G0407000	F775_02420	63	82	1
OS08G0407200	F775_28518	89	88	1
OS08G0408200	F775_05274	59	59	1
OS08G0409500	F775_20750	12	28	0
OS08G0410500	F775_29225	74	69	1
OS08G0411300	F775_01115	24	41	0
OS08G0412100	F775_15860	48	47	0
OS08G0412100	F775_18692	46	47	0
OS08G0412200	F775_26010	84	84	1
OS08G0412200	F775_31684	84	80	1
OS08G0412600	F775_07146	83	61	1
OS08G0412700	F775_29958	71	72	1
OS08G0413000	F775_17235	42	75	1
OS08G0413100	F775_10357	19	57	0
OS08G0413100	F775_10358	24	45	0
OS08G0413200	F775_10357	19	60	0
OS08G0413200	F775_10358	23	44	0
OS08G0413500	F775_10357	20	59	0
OS08G0413500	F775_10358	22	41	0
OS08G0414000	F775_10357	4	5	0
OS08G0414000	F775_10358	32	25	0
OS08G0414200	F775_08253	61	49	1
OS08G0414600	F775_00557	30	31	1
OS08G0415900	F775_29828	66	25	1
OS08G0416100	F775_28932	70	46	1
OS08G0416400	F775_52445	62	32	1
OS08G0416800	F775_31103	55	73	1
OS08G0416800	F775_42936	47	53	1
OS08G0417000	F775_05639	68	67	1
OS08G0417000	F775_15620	68	65	1
OS08G0417100	F775_05639	66	66	1
OS08G0417100	F775_15620	68	65	1
OS08G0420700	F775_10268	34	70	1
OS08G0420700	F775_10269	36	56	1
OS08G0420700	F775_52345	40	41	1
OS08G0421600	F775_01519	45	34	1
OS08G0421700	F775_03253	38	33	1
OS08G0421800	F775_01532	56	64	0
OS08G0421850	F775_27135	19	60	1
OS08G0422000	F775_02093	62	73	1
OS08G0422200	F775_23474	66	21	1
OS08G0422600	F775_29982	48	63	1
OS08G0423500	F775_16060	12	19	0
OS08G0423600	F775_16060	11	19	0
OS08G0424100	F775_16060	12	16	0
OS08G0424200	F775_28322	95	59	1
OS08G0424500	F775_31015	87	87	1
OS08G0425000	F775_11937	67	81	1
OS08G0425200	F775_27394	68	57	1
OS08G0425700	F775_16509	39	74	0
OS08G0426000	F775_07470	19	29	0
OS08G0427300	F775_19006	34	69	1
OS08G0427300	F775_31112	53	68	1
OS08G0427500	F775_05207	70	64	1
OS08G0427600	F775_23095	43	33	1
OS08G0427700	F775_32000	94	94	1
OS08G0427900	F775_00431	56	44	1
OS08G0428400	F775_25166	27	35	1
OS08G0428800	F775_43958	25	70	1
OS08G0428900	F775_06478	76	76	1
OS08G0430100	F775_11967	72	73	1
OS08G0430100	F775_13812	50	62	1
OS08G0430100	F775_30160	49	41	1
OS08G0430700	F775_29971	65	68	1
OS08G0431300	F775_28726	42	93	1
OS08G0431500	F775_29209	71	96	1
OS08G0432300	F775_01923	29	36	0
OS08G0432500	F775_04137	68	68	1
OS08G0433000	F775_21712	47	10	1
OS08G0433100	F775_31813	44	53	1
OS08G0433200	F775_32742	82	66	1
OS08G0433350	EPlATAG00000010018	63	86	1
OS08G0433400	F775_01825	67	52	0
OS08G0433600	F775_52431	77	77	1
OS08G0434000	F775_21221	64	83	1
OS08G0434100	F775_28832	69	68	1
OS08G0434300	F775_08279	93	83	1
OS08G0434632	F775_09797	92	12	1
OS08G0434632	F775_14200	92	13	1
OS08G0434632	F775_21241	91	12	1
OS08G0435700	F775_01864	52	45	1
OS08G0435800	F775_03389	63	70	1
OS08G0435900	F775_43922	82	61	1
OS08G0436000	F775_30489	80	66	1
OS08G0436100	F775_26811	25	66	1
OS08G0436400	F775_09645	17	65	1
OS08G0436400	F775_12052	33	48	1
OS08G0436400	F775_16532	35	51	1
OS08G0436400	F775_17858	34	48	1
OS08G0436600	F775_52251	27	9	1
OS08G0436700	F775_01324	37	54	1
OS08G0436700	F775_22220	60	64	1
OS08G0436700	F775_23219	63	63	1
OS08G0437300	F775_25655	43	77	0
OS08G0437566	F775_01519	48	47	1
OS08G0438400	F775_01855	16	40	0
OS08G0438400	F775_03176	17	38	0
OS08G0438400	F775_23227	29	27	0
OS08G0438400	F775_42769	28	36	0
OS08G0438600	F775_10931	60	63	1
OS08G0439100	F775_06862	19	83	1
OS08G0439150	F775_30003	87	45	1
OS08G0440100	F775_27025	82	81	1
OS08G0440200	F775_20201	34	17	1
OS08G0440500	F775_27717	24	55	0
OS08G0440800	F775_26401	95	96	1
OS08G0441100	F775_16135	72	51	1
OS08G0441300	F775_21229	16	54	0
OS08G0441400	F775_07557	76	79	1
OS08G0441600	F775_07475	70	66	1
OS08G0442350	F775_11158	44	51	1
OS08G0442700	F775_11783	50	78	1
OS08G0443600	F775_01312	28	45	1
OS08G0443600	F775_02223	34	40	1
OS08G0443600	F775_02810	40	44	1
OS08G0443600	F775_03174	34	37	1
OS08G0443600	F775_03743	39	37	1
OS08G0443600	F775_22016	39	39	1
OS08G0443600	F775_22760	41	38	1
OS08G0443600	F775_42328	33	41	1
OS08G0444100	F775_24363	84	23	1
OS08G0444440	F775_42489	48	58	1
OS08G0445000	F775_00895	38	52	0
OS08G0446200	F775_19412	73	73	1
OS08G0447000	F775_21708	83	68	1
OS08G0447500	F775_10568	52	41	1
OS08G0448000	F775_32463	69	88	1
OS08G0450100	F775_19711	38	67	1
OS08G0450700	F775_17970	23	31	0
OS08G0450700	F775_30474	49	28	0
OS08G0450800	F775_17970	0	0	0
OS08G0450800	F775_30474	55	43	0
OS08G0450900	F775_42466	48	43	1
OS08G0451000	F775_31152	37	80	1
OS08G0451800	F775_04140	63	62	0
OS08G0453700	F775_21135	34	54	1
OS08G0454000	F775_23111	42	45	1
OS08G0454500	F775_07400	48	62	1
OS08G0454500	F775_11095	57	38	1
OS08G0454500	F775_13054	55	42	1
OS08G0455600	F775_12624	92	93	1
OS08G0455800	F775_21318	49	75	1
OS08G0456200	F775_09803	72	73	1
OS08G0456200	F775_15434	58	70	1
OS08G0456200	F775_20945	70	71	1
OS08G0457400	F775_18461	62	57	1
OS08G0458200	F775_27940	50	53	0
OS08G0459100	F775_01908	48	62	1
OS08G0459300	F775_05309	69	70	1
OS08G0459600	F775_29556	74	75	1
OS08G0460000	F775_28523	87	73	1
OS08G0460000	F775_52705	54	55	1
OS08G0460600	F775_22926	2	3	1
OS08G0460600	F775_22927	75	39	1
OS08G0462000	F775_00117	31	16	0
OS08G0462000	F775_01840	25	23	0
OS08G0462000	F775_02710	34	17	0
OS08G0462000	F775_02774	27	24	0
OS08G0462000	F775_03210	24	14	0
OS08G0462000	F775_03440	24	20	0
OS08G0462000	F775_04101	33	16	0
OS08G0462000	F775_04488	33	16	0
OS08G0462000	F775_23419	12	8	0
OS08G0462000	F775_23460	23	13	0
OS08G0463900	F775_26442	42	81	1
OS08G0464000	F775_29970	81	80	1
OS08G0465800	F775_27382	78	79	1
OS08G0465800	F775_29085	79	79	1
OS08G0466200	F775_07374	77	70	1
OS08G0467100	F775_17172	27	82	0
OS08G0467100	F775_17632	29	38	0
OS08G0467400	F775_09940	61	55	1
OS08G0467500	F775_27850	76	66	1
OS08G0468100	F775_10676	57	75	0
OS08G0468100	F775_18735	52	86	0
OS08G0468400	F775_17545	45	65	1
OS08G0468400	F775_31882	46	66	1
OS08G0468700	F775_10676	56	74	0
