Gene stable ID	Sorghum bicolor gene stable ID	% identity	Sorghum bicolor % identity	Orthology confidence [0 low, 1 high]
OS11G0461000	Sb06g018070	57	59	1
OS11G0461200	Sb05g002840	67	45	1
OS11G0461200	Sb05g002850	70	47	1
OS11G0461200	Sb08g003060	68	45	1
OS11G0462100	Sb05g012300	64	65	1
OS11G0463600	Sb05g013170	66	43	1
OS11G0463700	Sb05g013180	60	56	1
OS11G0464600	Sb05g005200	64	34	1
OS11G0465200	Sb06g021610	56	52	1
OS11G0466300	Sb03g031050	83	82	1
OS11G0469900	Sb06g021610	44	18	1
OS11G0470500	Sb01g019010	45	82	0
OS11G0472000	Sb05g013190	86	80	1
OS11G0472500	Sb05g013400	86	84	1
OS11G0472600	Sb05g013410	57	60	1
OS11G0473000	Sb05g013420	95	95	1
OS11G0473100	Sb07g027060	85	85	1
OS11G0473100	Sb10g004870	84	84	1
OS11G0473200	Sb05g013830	2	2	1
OS11G0473832	Sb03g000687	9	24	1
OS11G0473832	Sb03g046840	53	44	1
OS11G0473832	Sb07g019126	9	24	1
OS11G0474500	Sb05g008450	54	53	1
OS11G0475600	Sb10g031000	77	76	1
OS11G0479000	Sb05g017970	61	62	1
OS11G0479000	Sb05g017980	63	64	1
OS11G0479100	Sb05g004450	17	44	0
OS11G0479100	Sb05g004460	17	43	0
OS11G0479100	Sb05g004470	29	46	0
OS11G0479100	Sb05g027620	27	44	0
OS11G0479100	Sb05g027630	16	45	0
OS11G0479232	Sb03g003490	81	34	1
OS11G0481200	Sb05g015590	84	85	1
OS11G0481600	Sb02g024596	43	14	1
OS11G0481600	Sb06g014990	43	12	1
OS11G0481600	Sb06g015010	42	12	1
OS11G0482000	Sb03g009210	80	79	0
OS11G0482100	Sb05g016000	89	47	1
OS11G0482400	Sb05g012100	77	77	1
OS11G0482500	Sb01g000725	8	53	1
OS11G0482500	Sb04g000347	20	48	1
OS11G0483000	Sb10g001876	19	27	0
OS11G0483600	Sb05g010340	62	63	1
OS11G0483900	Sb0019s004720	95	96	1
OS11G0483950	Sb0019s004710	69	68	1
OS11G0484000	Sb0019s004510	87	87	1
OS11G0484300	Sb0019s004400	95	95	1
OS11G0484400	Sb05g016730	88	88	1
OS11G0484500	Sb05g016740	92	92	1
OS11G0484700	Sb03g037210	43	41	1
OS11G0485000	Sb02g010940	45	26	1
OS11G0485000	Sb03g011320	13	11	1
OS11G0485000	Sb05g019205	17	54	1
OS11G0485000	Sb08g005455	1	2	1
OS11G0485000	Sb10g011080	30	30	1
OS11G0485000	Sb10g021340	14	21	1
OS11G0485200	Sb01g050166	34	48	0
OS11G0487100	Sb05g016820	66	62	0
OS11G0488500	Sb05g016810	80	72	1
OS11G0488600	Sb05g016800	71	78	1
OS11G0488900	Sb05g016760	64	69	1
OS11G0489250	Sb05g016750	65	65	1
OS11G0490100	Sb05g016880	67	64	1
OS11G0490200	Sb05g001640	62	64	1
OS11G0490300	Sb05g016910	49	46	1
OS11G0490600	Sb05g017110	63	63	1
OS11G0490800	Sb05g017120	62	36	1
OS11G0490900	Sb05g017130	49	52	1
OS11G0491400	Sb05g017132	25	65	1
OS11G0491400	Sb05g017160	64	72	1
OS11G0491400	Sb05g017170	64	70	1
OS11G0491500	Sb05g017135	32	75	1
OS11G0491500	Sb05g017155	23	53	1
OS11G0492100	Sb05g017240	35	36	1
OS11G0492200	Sb05g017176	12	30	1
OS11G0492200	Sb05g017235	21	50	1
OS11G0492200	Sb06g013770	42	31	1
OS11G0492300	Sb05g017176	7	21	1
OS11G0492300	Sb05g017235	15	46	1
OS11G0492300	Sb06g013770	38	35	1
OS11G0492500	Sb05g017176	20	27	1
OS11G0492500	Sb05g017235	34	43	1
OS11G0492500	Sb06g013770	45	17	1
OS11G0492800	Sb03g045110	43	45	1
OS11G0492900	Sb05g017176	25	16	1
OS11G0492900	Sb05g017235	54	33	1
OS11G0492900	Sb06g013770	53	10	1
OS11G0493100	Sb05g017176	19	13	1
OS11G0493100	Sb05g017235	52	34	1
OS11G0493100	Sb06g013770	52	11	1
OS11G0493700	Sb05g017176	3	8	1
OS11G0493700	Sb05g017235	16	44	1
OS11G0493700	Sb06g013770	40	34	1
OS11G0494100	Sb05g017176	18	21	1
OS11G0494100	Sb05g017235	40	46	1
OS11G0494100	Sb06g013770	52	18	1
OS11G0495400	Sb02g004290	45	54	1
OS11G0495950	Sb05g017260	62	63	1
OS11G0496400	Sb05g017490	70	31	1
OS11G0496500	Sb05g017500	87	87	1
OS11G0496600	Sb05g017510	59	64	1
OS11G0497000	Sb05g017710	83	81	1
OS11G0497350	Sb05g017720	60	56	1
OS11G0498400	Sb05g017930	71	70	1
OS11G0498600	Sb05g017940	84	85	1
OS11G0498600	Sb05g017950	66	74	1
OS11G0499600	Sb05g017960	89	89	1
OS11G0500100	Sb10g013020	41	55	1
OS11G0502700	Sb05g018010	70	58	1
OS11G0503900	Sb03g045670	52	25	1
OS11G0504000	Sb02g010940	44	26	1
OS11G0504000	Sb03g011320	14	12	1
OS11G0504000	Sb05g019205	15	51	1
OS11G0504000	Sb08g005455	1	3	1
OS11G0504000	Sb10g011080	30	31	1
OS11G0504000	Sb10g021340	14	21	1
OS11G0505300	Sb03g045670	49	28	1
OS11G0506800	Sb05g018040	29	36	1
OS11G0506800	Sb05g024730	34	36	1
OS11G0506800	Sb05g024770	32	35	1
OS11G0507200	Sb03g040950	76	85	1
OS11G0507200	Sb05g018060	75	83	1
OS11G0507400	Sb05g018100	74	75	1
OS11G0508600	Sb05g018110	69	72	1
OS11G0512000	Sb05g004580	35	37	1
OS11G0512100	Sb05g004580	30	30	1
OS11G0512200	Sb05g004580	38	22	1
OS11G0512600	Sb05g004580	27	22	1
OS11G0513000	Sb05g018916	13	28	1
OS11G0513500	Sb05g018923	1	2	1
OS11G0513500	Sb05g018933	0	0	1
OS11G0513700	Sb05g018916	13	28	1
OS11G0513900	Sb03g040846	17	54	1
OS11G0514100	Sb05g018376	66	63	0
OS11G0514100	Sb05g018443	66	63	0
OS11G0514100	Sb05g018510	65	65	0
OS11G0514100	Sb05g018540	59	60	0
OS11G0514400	Sb05g018780	63	62	1
OS11G0514400	Sb05g018790	68	62	1
OS11G0514700	Sb05g018800	50	49	1
OS11G0514800	Sb05g018810	84	84	1
OS11G0515000	Sb05g018830	26	47	1
OS11G0515500	Sb05g018860	71	69	1
OS11G0516000	Sb05g018870	89	89	1
OS11G0516000	Sb05g018880	97	97	1
OS11G0516100	Sb05g018900	87	91	1
OS11G0516100	Sb09g002780	86	90	1
OS11G0516400	Sb05g018916	0	0	1
OS11G0518900	Sb05g018936	15	12	0
OS11G0519100	Sb04g012541	40	70	1
OS11G0519100	Sb08g012846	28	66	1
OS11G0519500	Sb05g019056	12	32	1
OS11G0520500	Sb05g019070	61	51	1
OS11G0521000	Sb05g018910	77	74	1
OS11G0521500	Sb05g018990	63	65	1
OS11G0521900	Sb05g019010	66	68	1
OS11G0522000	Sb05g019050	61	90	1
OS11G0522900	Sb05g019090	82	79	1
OS11G0523110	Sb05g019130	74	70	1
OS11G0523700	Sb05g019530	52	53	1
OS11G0523800	Sb05g019540	86	37	1
OS11G0524300	Sb04g021600	85	88	1
OS11G0524300	Sb05g019560	86	89	1
OS11G0524601	Sb05g024100	19	17	1
OS11G0524900	Sb05g024100	22	30	1
OS11G0525200	Sb05g019590	70	68	1
OS11G0525600	Sb05g019600	86	86	0
OS11G0525800	Sb05g019630	86	84	1
OS11G0525900	Sb08g021270	37	34	1
OS11G0526200	Sb05g019766	56	95	0
OS11G0526800	Sb05g019620	51	40	1
OS11G0526800	Sb05g019760	50	40	1
OS11G0528200	Sb05g019770	89	73	1
OS11G0528300	Sb05g019780	76	79	1
OS11G0528400	Sb05g019790	86	84	1
OS11G0528500	Sb05g019800	69	69	1
OS11G0528700	Sb05g019810	79	78	1
OS11G0529036	Sb03g009970	50	18	0
OS11G0529036	Sb08g001230	17	6	0
OS11G0529100	Sb03g009970	26	10	0
OS11G0529100	Sb08g001230	55	19	0
OS11G0529500	Sb05g019870	60	61	1
OS11G0529500	Sb05g019890	61	61	1
OS11G0529500	Sb05g019910	57	59	1
OS11G0529500	Sb05g019930	36	53	1
OS11G0529500	Sb05g019940	58	59	1
OS11G0529500	Sb05g019950	59	58	1
OS11G0529800	Sb05g019870	62	62	1
OS11G0529800	Sb05g019890	65	64	1
OS11G0529800	Sb05g019910	60	59	1
OS11G0529800	Sb05g019930	38	56	1
OS11G0529800	Sb05g019940	61	60	1
OS11G0529800	Sb05g019950	61	58	1
OS11G0530600	Sb05g020150	94	93	1
OS11G0530600	Sb05g020160	93	93	1
OS11G0530600	Sb05g020170	93	93	1
OS11G0530600	Sb05g020180	93	93	1
OS11G0530600	Sb05g020190	93	93	1
OS11G0530600	Sb05g020200	93	93	1
OS11G0530600	Sb05g020210	93	93	1
OS11G0530600	Sb05g020220	92	92	1
OS11G0530600	Sb05g020230	93	93	1
OS11G0531300	Sb05g020255	16	31	1
OS11G0531300	Sb05g020260	36	32	1
OS11G0531700	Sb05g020270	65	64	1
OS11G0533400	Sb05g020290	65	57	1
OS11G0533500	Sb05g020280	47	73	1
OS11G0533500	Sb06g010020	21	70	1
OS11G0533500	Sb06g011641	16	61	1
OS11G0533500	Sb09g001110	66	74	1
OS11G0534100	Sb05g020310	72	69	1
OS11G0534300	Sb05g020320	61	63	1
OS11G0536800	Sb05g020350	74	79	1
OS11G0537300	Sb05g020360	83	83	1
OS11G0537350	Sb05g020370	77	76	1
OS11G0538900	Sb04g006440	90	85	1
OS11G0539200	Sb05g020400	86	83	1
OS11G0539500	Sb07g024270	51	52	0
OS11G0539800	Sb05g020430	85	61	0
OS11G0540600	Sb05g020490	42	41	0
OS11G0540800	Sb05g020490	28	18	0
OS11G0540900	Sb05g020510	26	15	1
OS11G0541200	Sb05g020510	41	14	1
OS11G0541600	Sb05g020490	41	41	0
OS11G0542100	Sb05g020720	43	55	1
OS11G0542100	Sb05g020740	48	48	1
OS11G0542100	Sb05g020760	55	52	1
OS11G0543500	Sb05g020800	71	70	1
OS11G0543800	Sb05g020810	1	0	1
OS11G0544000	Sb05g020820	71	68	1
OS11G0544100	Sb05g020825	41	53	1
OS11G0544100	Sb05g020830	45	68	1
OS11G0544200	Sb05g020840	85	50	1
OS11G0544300	Sb01g045160	78	81	1
OS11G0544500	Sb06g002050	70	68	1
OS11G0544600	Sb05g020850	70	65	1
OS11G0544700	Sb05g020860	83	84	1
OS11G0544800	Sb05g020870	90	90	1
OS11G0545000	Sb03g041335	14	38	0
OS11G0545600	Sb04g011200	63	63	1
OS11G0545650	Sb06g020910	30	36	1
OS11G0545700	Sb04g006030	82	34	1
OS11G0545800	Sb05g020900	85	86	1
OS11G0546000	Sb01g042020	98	98	1
OS11G0546100	Sb05g020916	18	60	0
OS11G0546100	Sb05g020918	22	85	0
OS11G0546200	Sb01g028300	84	84	1
OS11G0546300	Sb05g020920	80	75	1
OS11G0546500	Sb05g020910	64	69	1
OS11G0546500	Sb05g020911	22	57	1
OS11G0546500	Sb05g020913	16	72	1
OS11G0546500	Sb05g020930	63	68	1
OS11G0546600	Sb05g021000	61	60	1
OS11G0546900	Sb05g021020	92	92	1
OS11G0547000	Sb05g021030	86	88	1
OS11G0549537	Sb05g021040	58	45	1
OS11G0549605	Sb05g023236	25	21	1
OS11G0549610	Sb05g023236	27	15	1
OS11G0549620	Sb05g021240	62	60	1
OS11G0549620	Sb05g021320	63	60	1
OS11G0549635	Sb05g021350	73	76	1
OS11G0549650	Sb05g021360	55	60	1
OS11G0549655	Sb05g021370	85	83	1
OS11G0549665	Sb04g030515	67	72	1
OS11G0549665	Sb07g028150	65	68	1
OS11G0549670	Sb0876s002010	22	46	1
OS11G0549686	Sb05g021350	57	48	1
OS11G0549690	Sb05g021360	84	43	1
OS11G0549695	Sb05g021370	84	83	1
OS11G0549700	Sb05g021380	77	73	1
OS11G0549900	Sb05g021410	72	72	1
OS11G0550500	Sb05g018980	49	49	1
OS11G0550800	Sb03g030290	57	59	1
OS11G0550900	Sb05g021450	41	60	1
OS11G0551350	Sb05g021450	78	21	1
OS11G0551800	Sb05g021470	92	92	1
OS11G0552000	Sb05g021590	77	52	1
OS11G0552000	Sb05g021600	77	51	1
OS11G0552000	Sb05g021610	79	54	1
OS11G0552100	Sb02g006590	24	26	1
OS11G0552100	Sb05g021640	28	32	1
OS11G0552500	Sb05g021670	47	46	1
OS11G0552600	Sb05g020940	68	40	1
OS11G0555300	Sb03g036450	53	57	0
OS11G0555300	Sb08g002340	11	44	0
OS11G0555300	Sb08g002345	4	53	0
OS11G0555300	Sb08g002350	52	53	0
OS11G0555300	Sb08g002380	13	43	0
OS11G0555300	Sb08g002390	58	55	0
OS11G0555300	Sb08g002410	57	55	0
OS11G0555300	Sb08g005460	7	39	0
OS11G0555300	Sb08g005463	8	57	0
OS11G0557000	Sb01g042120	44	36	1
OS11G0557300	Sb05g021770	66	64	1
OS11G0557500	Sb05g021790	39	53	1
OS11G0557700	Sb05g021800	70	82	1
OS11G0557900	Sb05g021810	95	96	1
OS11G0558100	Sb01g022418	44	60	1
OS11G0558100	Sb02g007516	51	68	1
OS11G0558100	Sb06g031375	51	68	1
OS11G0558100	Sb10g008165	51	68	1
OS11G0558200	Sb05g021820	47	52	0
OS11G0558300	Sb05g021840	86	85	1
OS11G0558400	Sb10g012050	48	51	0
OS11G0559200	Sb05g016890	5	41	0
OS11G0562100	Sb04g003210	76	80	1
OS11G0562100	Sb04g003300	53	77	1
OS11G0565400	Sb05g022090	39	15	1
OS11G0566800	Sb05g010090	50	58	1
OS11G0567600	Sb10g022695	35	38	1
OS11G0567800	Sb05g018970	42	5	0
OS11G0568300	Sb05g021980	56	55	1
OS11G0568500	Sb05g021970	89	91	1
OS11G0568500	Sb07g003740	87	88	1
OS11G0568600	Sb05g021960	81	72	1
OS11G0568633	Sb08g018490	93	37	1
OS11G0568700	Sb05g021950	31	58	1
OS11G0568800	Sb05g016890	6	42	0
OS11G0569300	Sb04g032380	55	58	0
OS11G0569733	Sb04g032380	55	50	0
OS11G0569800	Sb02g007200	32	33	0
OS11G0569800	Sb03g005820	13	40	0
OS11G0569800	Sb03g005900	23	35	0
OS11G0569800	Sb05g016900	26	37	0
OS11G0569800	Sb09g003200	11	41	0
OS11G0570000	Sb05g016890	9	37	0
OS11G0571900	Sb05g022180	50	50	1
OS11G0572100	Sb02g030910	76	76	1
OS11G0572100	Sb05g022200	72	78	1
OS11G0572100	Sb09g005905	4	52	1
OS11G0572400	Sb05g022210	88	87	0
OS11G0572500	Sb05g022230	80	29	1
OS11G0572700	Sb05g022240	94	74	0
OS11G0572800	Sb05g022250	73	76	1
OS11G0572900	Sb10g027780	50	8	1
OS11G0573200	Sb05g022410	1	1	0
OS11G0573200	Sb05g022420	72	64	0
OS11G0573800	Sb05g022440	16	31	1
OS11G0574200	Sb05g022430	18	7	1
OS11G0574200	Sb05g022450	60	20	1
OS11G0574200	Sb05g022460	59	17	1
OS11G0574500	Sb10g028260	37	29	0
OS11G0574725	Sb10g028260	37	14	0
OS11G0575200	Sb05g022410	42	29	0
OS11G0575200	Sb05g022420	16	10	0
OS11G0575500	Sb03g046290	59	33	1
OS11G0576100	Sb02g037910	46	48	1
OS11G0576400	Sb06g022020	42	51	1
OS11G0577300	Sb10g027780	61	9	1
OS11G0577350	Sb10g027780	63	5	1
OS11G0577800	Sb05g022490	50	52	1
OS11G0578100	Sb05g022430	34	39	1
OS11G0578100	Sb05g022450	45	49	1
OS11G0578100	Sb05g022460	57	54	1
OS11G0578225	Sb07g004805	36	15	1
OS11G0578250	Sb07g004805	34	27	1
OS11G0579200	Sb07g001420	58	13	0
OS11G0579400	Sb07g001420	65	28	0
OS11G0579700	Sb01g045400	21	56	1
OS11G0579700	Sb04g036885	19	62	1
OS11G0579700	Sb05g023770	20	59	1
OS11G0579700	Sb08g003905	25	51	1
OS11G0579700	Sb10g007715	23	49	1
OS11G0579800	Sb05g022540	86	87	1
OS11G0579900	Sb05g022550	40	40	1
OS11G0580000	Sb05g022560	84	61	1
OS11G0580500	Sb03g041335	17	42	0
OS11G0580800	Sb06g014410	56	57	1
OS11G0581700	Sb05g022700	51	39	1
OS11G0581900	Sb05g022690	66	63	1
OS11G0582000	Sb05g022680	46	54	1
OS11G0582100	Sb05g022660	51	47	1
OS11G0582300	Sb05g022650	77	76	1
OS11G0582400	Sb05g022640	43	38	1
OS11G0583200	Sb03g045330	79	84	1
OS11G0583300	Sb01g017490	20	9	1
OS11G0584100	Sb06g029410	48	53	1
OS11G0585700	Sb01g004650	85	83	1
OS11G0585700	Sb05g022750	19	84	1
OS11G0585700	Sb05g022760	16	59	1
OS11G0585700	Sb06g014470	86	74	1
OS11G0585900	Sb05g022780	93	90	1
OS11G0586001	Sb05g022820	51	34	1
OS11G0586100	Sb05g022820	27	11	1
OS11G0586200	Sb01g010000	48	48	0
OS11G0586300	Sb05g022830	67	59	1
OS11G0586825	Sb01g021430	64	64	0
OS11G0586900	Sb05g022850	97	97	1
OS11G0587000	Sb05g022855	65	60	0
OS11G0587100	Sb05g022860	71	70	1
OS11G0587300	Sb05g022870	59	64	1
OS11G0587500	Sb01g000210	75	46	1
OS11G0588300	Sb01g000230	58	72	1
OS11G0588300	Sb05g023450	69	67	1
OS11G0591100	Sb05g022890	98	98	1
OS11G0591200	Sb05g025040	72	59	1
OS11G0591550	Sb05g022900	69	39	1
OS11G0592200	Sb05g022950	75	72	1
OS11G0592200	Sb05g022960	73	70	1
OS11G0592300	Sb05g022970	76	57	1
OS11G0592400	Sb05g022980	73	72	1
OS11G0592600	Sb05g022990	38	45	1
OS11G0592700	Sb05g023000	54	68	0
OS11G0592800	Sb05g023010	82	82	1
OS11G0592900	Sb05g023020	75	71	1
OS11G0593000	Sb05g023030	74	78	1
OS11G0593100	Sb05g022910	47	55	1
OS11G0593500	Sb0229s002010	26	28	1
OS11G0593500	Sb08g009600	33	29	1
OS11G0594000	Sb05g023140	70	69	1
OS11G0594200	Sb09g030800	90	90	1
OS11G0594400	Sb0229s002010	24	27	1
OS11G0594400	Sb08g009600	30	27	1
OS11G0594600	Sb01g009433	69	68	1
OS11G0594600	Sb08g003230	65	58	1
OS11G0595200	Sb05g023220	73	68	1
OS11G0596200	Sb05g023236	25	7	1
OS11G0597400	Sb07g001420	54	49	0
OS11G0598300	Sb07g001420	54	53	0
OS11G0598500	Sb07g001420	56	50	0
OS11G0598700	Sb06g004121	29	60	1
OS11G0598800	Sb05g023236	24	23	1
OS11G0598900	Sb05g023246	35	43	1
OS11G0599200	Sb05g021870	73	74	0
OS11G0599200	Sb05g021880	44	68	0
OS11G0599200	Sb05g023240	76	75	0
OS11G0599200	Sb05g023250	73	76	0
OS11G0599200	Sb10g023110	73	74	0
OS11G0599400	Sb02g036775	63	49	1
OS11G0599400	Sb03g010135	53	47	1
OS11G0599400	Sb04g022060	78	53	1
OS11G0599400	Sb05g010030	72	45	1
OS11G0599400	Sb05g025090	78	53	1
OS11G0599500	Sb05g023460	63	89	1
OS11G0600500	Sb05g023540	42	41	1
OS11G0600700	Sb05g023550	63	58	1
OS11G0600900	Sb02g008440	27	41	1
OS11G0600900	Sb05g023560	78	62	1
OS11G0600900	Sb05g023565	16	76	1
OS11G0601600	Sb05g023610	71	76	1
OS11G0601700	Sb05g023730	59	60	1
OS11G0602200	Sb02g006620	79	77	1
OS11G0602200	Sb06g001340	77	77	1
OS11G0602300	Sb05g023740	81	80	1
OS11G0602400	Sb10g030906	63	49	1
OS11G0602500	Sb08g015270	83	89	0
OS11G0602600	Sb08g015270	94	94	0
OS11G0602800	Sb05g023750	70	67	1
OS11G0602900	Sb05g023760	82	82	1
OS11G0603200	Sb05g023860	89	87	1
OS11G0604600	Sb05g023940	90	93	0
OS11G0604700	Sb05g023950	91	91	1
OS11G0604900	Sb02g004460	6	25	0
OS11G0605100	Sb05g024020	45	41	1
OS11G0605500	Sb05g023970	87	86	1
OS11G0605900	Sb05g026930	18	15	1
OS11G0605900	Sb05g026940	13	5	1
OS11G0605900	Sb05g026965	19	15	1
OS11G0605900	Sb05g026970	13	5	1
OS11G0606200	Sb05g024060	48	34	1
OS11G0606400	Sb05g024020	44	38	1
OS11G0606500	Sb02g004460	6	25	0
OS11G0606800	Sb05g024020	45	40	1
OS11G0606900	Sb02g004460	14	24	0
OS11G0607100	Sb05g024080	75	74	1
OS11G0607200	Sb05g024090	74	73	1
OS11G0608300	Sb08g015230	38	45	0
OS11G0608300	Sb08g015237	34	48	0
OS11G0608300	Sb09g000636	44	47	0
OS11G0608700	Sb08g015230	33	30	0
OS11G0608700	Sb08g015237	39	41	0
OS11G0608700	Sb09g000636	41	33	0
OS11G0609500	Sb08g015230	24	8	0
OS11G0609500	Sb08g015237	40	17	0
OS11G0609500	Sb09g000636	48	15	0
OS11G0609600	Sb05g024160	56	45	1
OS11G0610600	Sb05g024250	31	34	1
OS11G0610700	Sb05g024260	77	77	1
OS11G0610900	Sb05g024270	80	80	1
OS11G0614400	Sb05g024380	75	76	1
OS11G0614400	Sb05g024390	75	77	1
OS11G0614400	Sb05g024430	78	78	1
OS11G0614500	Sb05g024380	75	45	1
OS11G0614500	Sb05g024390	74	45	1
OS11G0614500	Sb05g024430	76	45	1
OS11G0614800	Sb02g026740	16	40	0
OS11G0614900	Sb05g024480	63	47	1
OS11G0615000	Sb05g024490	94	14	1
OS11G0615100	Sb05g024500	55	60	1
OS11G0615200	Sb05g024510	75	72	1
OS11G0615700	Sb01g046910	98	98	1
OS11G0615700	Sb05g024560	98	98	1
OS11G0615800	Sb02g037320	95	93	1
OS11G0615800	Sb05g024565	94	93	1
OS11G0616200	Sb01g018080	69	70	1
OS11G0616200	Sb05g024570	71	72	1
OS11G0616300	Sb05g024580	72	69	1
OS11G0617700	Sb08g003800	40	34	0
OS11G0618500	Sb08g003810	27	12	0
OS11G0618700	Sb08g003810	34	25	0
OS11G0618850	Sb08g003810	30	16	0
OS11G0619500	Sb08g003810	27	24	0
OS11G0619800	Sb05g024650	35	36	1
OS11G0619800	Sb05g024660	39	41	1
OS11G0619800	Sb05g024670	35	39	1
OS11G0619800	Sb05g024680	31	39	1
OS11G0620000	Sb05g024840	80	81	1
OS11G0620000	Sb09g024760	78	79	1
OS11G0620100	Sb05g024850	70	70	1
OS11G0620400	Sb05g024860	70	62	1
OS11G0620500	Sb05g024870	64	64	1
OS11G0621000	Sb05g025060	73	76	0
OS11G0621000	Sb08g001000	61	64	0
OS11G0621300	Sb05g025070	61	55	1
OS11G0621400	Sb05g025080	44	42	1
OS11G0621500	Sb05g025110	86	83	1
OS11G0622600	Sb05g024650	44	45	1
OS11G0622600	Sb05g024660	48	49	1
OS11G0622600	Sb05g024670	48	51	1
OS11G0622600	Sb05g024680	41	51	1
OS11G0622800	Sb10g006270	74	72	1
OS11G0622800	Sb10g006280	81	61	1
OS11G0622800	Sb10g006290	81	81	1
OS11G0622800	Sb10g006300	80	80	1
OS11G0623601	Sb04g006440	48	8	1
OS11G0623800	Sb01g026710	53	53	0
OS11G0623800	Sb05g004430	13	27	0
OS11G0623800	Sb05g026470	59	61	0
OS11G0623800	Sb05g026480	54	56	0
OS11G0625900	Sb05g026010	62	56	1
OS11G0625900	Sb05g026040	61	55	1
OS11G0628000	Sb05g026010	63	62	1
OS11G0628000	Sb05g026040	63	62	1
OS11G0629100	Sb05g025120	30	35	1
OS11G0629200	Sb05g025140	43	95	0
OS11G0629300	Sb05g025160	78	79	1
OS11G0629400	Sb05g025170	66	63	1
OS11G0629500	Sb05g025180	78	79	1
OS11G0629550	Sb05g025190	69	42	0
OS11G0629582	Sb03g046380	26	24	1
OS11G0633500	Sb06g029290	68	46	0
OS11G0633800	Sb05g026160	33	36	0
OS11G0633800	Sb06g017515	24	26	0
OS11G0634200	Sb05g025210	43	47	1
OS11G0634700	Sb05g025230	33	49	1
OS11G0634800	Sb05g025240	67	66	1
OS11G0635300	Sb10g025110	61	64	0
OS11G0635500	Sb10g025110	63	63	0
OS11G0636050	Sb01g015027	26	35	0
OS11G0636050	Sb01g023000	14	31	0
OS11G0636050	Sb01g027750	31	25	0
OS11G0636050	Sb02g007920	27	32	0
OS11G0636050	Sb02g042830	32	28	0
OS11G0636050	Sb03g021307	39	27	0
OS11G0636050	Sb04g010206	28	35	0
OS11G0636050	Sb05g006375	21	25	0
OS11G0636050	Sb05g006550	37	23	0
OS11G0636050	Sb05g008060	13	25	0
OS11G0636050	Sb05g020730	36	31	0
OS11G0636050	Sb07g025910	11	21	0
OS11G0636050	Sb08g017390	24	34	0
OS11G0636050	Sb08g021045	15	40	0
OS11G0636050	Sb09g004160	10	20	0
OS11G0636900	Sb05g025260	69	70	0
OS11G0636900	Sb05g026783	31	72	0
OS11G0636900	Sb05g026786	44	85	0
OS11G0637000	Sb02g009280	44	31	1
OS11G0637000	Sb05g025270	42	33	1
OS11G0637000	Sb05g025280	45	33	1
OS11G0637000	Sb05g025290	44	29	1
OS11G0637000	Sb05g025300	43	31	1
OS11G0637000	Sb05g025370	45	33	1
OS11G0637100	Sb02g009280	60	63	1
OS11G0637100	Sb05g025270	59	71	1
OS11G0637100	Sb05g025280	60	66	1
OS11G0637100	Sb05g025290	62	62	1
OS11G0637100	Sb05g025300	57	62	1
OS11G0637100	Sb05g025370	63	70	1
OS11G0637200	Sb02g009280	72	68	1
OS11G0637200	Sb05g025270	73	77	1
OS11G0637200	Sb05g025280	76	74	1
OS11G0637200	Sb05g025290	74	65	1
OS11G0637200	Sb05g025300	70	67	1
OS11G0637200	Sb05g025370	76	74	1
OS11G0637300	Sb07g005596	48	27	1
OS11G0637501	Sb05g025380	97	97	1
OS11G0637600	Sb05g025390	50	25	1
OS11G0637700	Sb05g025410	62	64	1
OS11G0637800	Sb05g025420	91	91	1
OS11G0638000	Sb05g025430	88	41	1
OS11G0638900	Sb05g025510	86	28	1
OS11G0638900	Sb05g025515	0	0	1
OS11G0639000	Sb05g025520	88	61	1
OS11G0640800	Sb10g022325	8	75	1
OS11G0641300	Sb05g025550	43	41	1
OS11G0641500	Sb05g025570	80	79	0
OS11G0641800	Sb05g025570	77	75	0
OS11G0642100	Sb08g004713	37	23	1
OS11G0642100	Sb09g017900	36	22	1
OS11G0642100	Sb09g017912	35	23	1
OS11G0642100	Sb10g029920	25	20	1
OS11G0642800	Sb05g025630	70	76	1
OS11G0643400	Sb01g027570	57	57	1
OS11G0643400	Sb02g022430	54	60	1
OS11G0643700	Sb05g025620	85	37	1
OS11G0644000	Sb05g025650	47	41	1
OS11G0644100	Sb05g025640	75	77	1
OS11G0644600	Sb08g016770	38	41	0
OS11G0644700	Sb03g010470	58	56	1
OS11G0644700	Sb04g019550	61	58	1
OS11G0644800	Sb05g025660	74	74	1
OS11G0645200	Sb07g024420	84	81	0
OS11G0645400	Sb05g025670	72	73	1
OS11G0645886	Sb05g023580	42	10	1
OS11G0646300	Sb05g026460	30	34	0
OS11G0648000	Sb05g025700	85	85	1
OS11G0648100	Sb05g025710	83	30	1
OS11G0648700	Sb05g025770	32	22	1
OS11G0648700	Sb05g025780	29	27	1
OS11G0649400	Sb05g025790	49	47	1
OS11G0649600	Sb05g025800	56	53	1
OS11G0649600	Sb05g025810	42	43	1
OS11G0649700	Sb04g037620	55	54	1
OS11G0649700	Sb05g019440	57	55	1
OS11G0649801	Sb04g023040	6	12	1
OS11G0649801	Sb04g023060	6	15	1
OS11G0649801	Sb04g023070	6	13	1
OS11G0652900	Sb05g025840	74	59	1
OS11G0653300	Sb03g000725	33	33	0
OS11G0654400	Sb05g025840	74	74	1
OS11G0654800	Sb03g000725	35	33	0
OS11G0655700	Sb05g025870	48	22	0
OS11G0655700	Sb05g025880	46	21	0
