Gene stable ID	Hordeum vulgare gene stable ID	% identity	Hordeum vulgare % identity	Orthology confidence [0 low, 1 high]
OS10G0518300	MLOC_55522	76	74	1
OS10G0518800	MLOC_30711	76	79	1
OS10G0518900	MLOC_30712	61	85	1
OS10G0519300	MLOC_52924	63	68	1
OS10G0519600	MLOC_11806	93	94	1
OS10G0519700	MLOC_11805	84	84	1
OS10G0519800	MLOC_51878	49	53	1
OS10G0520100	MLOC_51878	63	63	1
OS10G0520600	MLOC_4667	43	66	1
OS10G0520700	MLOC_12086	79	80	1
OS10G0520950	MLOC_59796	60	18	1
OS10G0521000	MLOC_11448	56	81	1
OS10G0521100	MLOC_10718	86	83	0
OS10G0521300	MLOC_65189	70	69	1
OS10G0521400	MLOC_8040	73	87	0
OS10G0521600	MLOC_53352	71	35	0
OS10G0521700	MLOC_71014	68	97	1
OS10G0521900	MLOC_69598	67	82	0
OS10G0522000	MLOC_27560	8	18	0
OS10G0522400	MLOC_23021	15	14	1
OS10G0522500	MLOC_26659	77	60	1
OS10G0522601	MLOC_70447	89	81	1
OS10G0522700	MLOC_4203	62	58	1
OS10G0522800	MLOC_4203	59	57	1
OS10G0522900	MLOC_56439	69	69	1
OS10G0523100	MLOC_56439	74	75	1
OS10G0523700	MLOC_23316	74	75	1
OS10G0523900	MLOC_80064	66	64	1
OS10G0524000	MLOC_69003	41	43	1
OS10G0524100	MLOC_50291	76	75	0
OS10G0524400	MLOC_61826	17	85	0
OS10G0524500	MLOC_4378	86	85	1
OS10G0524600	MLOC_64686	86	78	1
OS10G0524700	MLOC_7788	55	50	1
OS10G0525000	MLOC_7788	59	55	1
OS10G0525200	MLOC_7788	52	50	1
OS10G0525400	MLOC_36602	56	57	1
OS10G0525500	MLOC_7071	42	47	0
OS10G0525800	MLOC_36602	63	58	1
OS10G0527800	MLOC_22823	70	68	1
OS10G0527800	MLOC_54592	64	66	1
OS10G0527800	MLOC_59473	66	66	1
OS10G0528100	MLOC_22823	69	68	1
OS10G0528100	MLOC_54592	66	67	1
OS10G0528100	MLOC_59473	66	65	1
OS10G0528200	MLOC_23969	74	74	1
OS10G0528300	MLOC_12564	69	72	1
OS10G0528300	MLOC_61103	67	67	1
OS10G0528300	MLOC_61106	69	69	1
OS10G0528400	MLOC_23969	70	69	1
OS10G0528900	MLOC_23969	65	64	1
OS10G0529300	MLOC_23969	63	65	1
OS10G0529400	MLOC_55188	59	52	1
OS10G0529500	MLOC_55188	65	57	1
OS10G0529700	MLOC_55188	66	57	1
OS10G0529800	MLOC_10413	65	66	1
OS10G0529800	MLOC_17220	61	48	1
OS10G0529800	MLOC_21496	58	46	1
OS10G0530400	MLOC_19475	59	50	0
OS10G0530400	MLOC_23760	59	62	0
OS10G0530400	MLOC_65259	54	55	0
OS10G0530400	MLOC_65260	56	57	0
OS10G0530400	MLOC_70320	61	63	0
OS10G0530900	MLOC_1690	82	64	1
OS10G0531400	MLOC_1690	76	59	1
OS10G0531900	MLOC_66865	54	81	1
OS10G0532000	MLOC_56769	62	58	0
OS10G0532100	MLOC_10199	69	46	1
OS10G0532150	MLOC_10199	79	11	1
OS10G0532200	MLOC_52191	82	83	1
OS10G0532300	MLOC_13301	51	58	1
OS10G0532600	MLOC_17192	68	71	1
OS10G0533000	MLOC_57432	60	83	1
OS10G0533100	MLOC_61940	51	42	1
OS10G0533200	MLOC_43308	37	92	1
OS10G0533500	MLOC_52517	48	90	0
OS10G0533600	MLOC_5653	93	93	1
OS10G0533900	MLOC_62633	85	86	1
OS10G0534100	MLOC_70229	70	83	1
OS10G0534400	MLOC_73101	53	62	1
OS10G0534700	MLOC_12930	84	85	0
OS10G0534900	MLOC_71114	31	50	1
OS10G0535600	MLOC_73684	64	64	1
OS10G0535800	MLOC_36802	86	86	1
OS10G0535900	MLOC_50151	21	76	1
OS10G0536000	MLOC_59199	93	92	1
OS10G0536400	MLOC_72499	44	55	1
OS10G0536500	MLOC_18308	75	73	1
OS10G0536700	MLOC_25875	77	78	1
OS10G0537100	MLOC_74058	55	59	0
OS10G0537300	MLOC_70775	27	29	0
OS10G0537400	MLOC_38814	48	63	1
OS10G0537600	MLOC_16179	63	41	1
OS10G0539400	MLOC_57340	84	85	1
OS10G0539700	MLOC_22037	61	74	1
OS10G0539900	MLOC_53885	90	90	1
OS10G0540100	MLOC_59294	76	76	1
OS10G0540300	MLOC_14450	25	36	1
OS10G0540900	MLOC_14450	17	34	1
OS10G0541000	MLOC_66301	71	68	1
OS10G0541200	MLOC_59728	48	31	1
OS10G0542100	MLOC_37570	67	75	1
OS10G0542200	MLOC_16623	40	80	0
OS10G0542700	MLOC_60380	15	48	0
OS10G0542800	MLOC_54274	93	18	1
OS10G0542900	MLOC_65311	82	85	1
OS10G0542900	MLOC_68184	80	82	1
OS10G0543400	MLOC_65311	68	47	1
OS10G0543400	MLOC_68184	71	48	1
OS10G0543500	MLOC_74422	75	52	1
OS10G0543800	MLOC_64004	74	80	1
OS10G0544500	MLOC_15719	71	76	1
OS10G0544900	MLOC_61942	88	88	1
OS10G0545100	MLOC_4431	64	66	1
OS10G0545200	MLOC_38917	62	86	1
OS10G0545300	MLOC_18120	88	75	1
OS10G0545600	MLOC_51887	64	62	1
OS10G0545700	MLOC_51886	66	70	1
OS10G0545800	MLOC_21099	57	85	0
OS10G0546100	MLOC_50963	62	61	1
OS10G0546200	MLOC_12923	60	41	1
OS10G0546300	MLOC_6553	50	80	1
OS10G0546600	MLOC_56495	35	87	1
OS10G0546900	MLOC_53358	51	69	1
OS10G0547000	MLOC_53357	31	45	0
OS10G0547200	MLOC_66751	50	59	1
OS10G0547900	MLOC_76972	57	77	0
OS10G0548000	MLOC_76972	55	75	0
OS10G0548200	MLOC_38151	48	83	1
OS10G0548200	MLOC_4598	29	78	1
OS10G0548400	MLOC_74584	63	79	1
OS10G0548600	MLOC_72376	66	67	1
OS10G0548800	MLOC_60997	60	87	1
OS10G0548850	MLOC_20351	39	39	1
OS10G0548900	MLOC_52004	76	88	1
OS10G0549500	MLOC_67926	91	61	1
OS10G0549550	MLOC_14861	7	10	1
OS10G0549550	MLOC_37342	11	12	1
OS10G0549550	MLOC_58609	12	10	1
OS10G0549700	MLOC_20899	26	19	0
OS10G0549900	MLOC_30710	25	42	1
OS10G0550000	MLOC_13589	44	61	1
OS10G0550300	MLOC_53172	57	74	1
OS10G0550400	MLOC_53672	44	58	1
OS10G0550500	MLOC_6506	77	40	1
OS10G0550750	MLOC_67457	70	71	1
OS10G0550900	MLOC_67213	78	80	1
OS10G0551200	MLOC_72502	86	55	1
OS10G0551600	MLOC_29897	53	87	1
OS10G0551700	MLOC_72235	45	50	1
OS10G0551800	MLOC_19132	56	60	1
OS10G0551800	MLOC_31262	54	56	1
OS10G0551800	MLOC_47808	49	57	1
OS10G0551800	MLOC_66801	48	53	1
OS10G0551900	MLOC_19132	55	57	1
OS10G0551900	MLOC_31262	54	54	1
OS10G0551900	MLOC_47808	50	56	1
OS10G0551900	MLOC_66801	43	46	1
OS10G0552200	MLOC_19132	54	52	1
OS10G0552200	MLOC_31262	50	46	1
OS10G0552200	MLOC_47808	47	48	1
OS10G0552200	MLOC_66801	53	53	1
OS10G0552400	MLOC_20351	45	48	1
OS10G0552600	MLOC_44938	69	77	1
OS10G0552700	MLOC_44938	69	72	1
OS10G0552800	MLOC_44938	67	74	1
OS10G0552900	MLOC_71540	81	82	1
OS10G0553600	MLOC_35	40	74	1
OS10G0553800	MLOC_75500	47	59	0
OS10G0553800	MLOC_7675	38	65	0
OS10G0553900	MLOC_60423	38	32	0
OS10G0554100	MLOC_73357	89	70	1
OS10G0554200	MLOC_59508	85	85	1
OS10G0554200	MLOC_78260	86	86	1
OS10G0554900	MLOC_57997	57	57	1
OS10G0555100	MLOC_65693	75	85	1
OS10G0555200	MLOC_41330	47	55	1
OS10G0555300	MLOC_33780	30	59	0
OS10G0555600	MLOC_10050	70	72	1
OS10G0555700	MLOC_10050	62	62	1
OS10G0555900	MLOC_70189	81	69	1
OS10G0556100	MLOC_12906	81	83	1
OS10G0556600	MLOC_32593	2	2	1
OS10G0556600	MLOC_65819	78	17	1
OS10G0556700	MLOC_32593	1	1	1
OS10G0556700	MLOC_65819	75	18	1
OS10G0557600	MLOC_39421	48	26	0
OS10G0557800	MLOC_6353	43	54	1
OS10G0557900	MLOC_6354	64	61	1
OS10G0558600	MLOC_37169	77	81	1
OS10G0559600	MLOC_51141	62	13	1
OS10G0559700	MLOC_51141	58	32	1
OS10G0559800	MLOC_52635	77	78	1
OS10G0559900	MLOC_52636	85	85	0
OS10G0560000	MLOC_16631	59	55	0
OS10G0560000	MLOC_65128	60	56	0
OS10G0560400	MLOC_75450	45	46	0
OS10G0560450	MLOC_66486	56	52	1
OS10G0560500	MLOC_10119	64	25	1
OS10G0560900	MLOC_54280	87	85	1
OS10G0561000	MLOC_54282	26	30	1
OS10G0561200	MLOC_4353	80	83	1
OS10G0561300	MLOC_4354	83	83	1
OS10G0561400	MLOC_10528	68	84	1
OS10G0561800	MLOC_54921	52	60	0
OS10G0561900	MLOC_37833	66	81	1
OS10G0562000	MLOC_36637	29	56	1
OS10G0562100	MLOC_10280	64	63	1
OS10G0562200	MLOC_70948	64	69	1
OS10G0562500	MLOC_26105	54	52	0
OS10G0562600	MLOC_55750	49	43	1
OS10G0562700	MLOC_65492	74	89	1
OS10G0563000	MLOC_46045	70	84	1
OS10G0563200	MLOC_5093	88	64	1
OS10G0563300	MLOC_64274	77	91	1
OS10G0563400	MLOC_66421	75	74	1
OS10G0563500	MLOC_74094	32	48	1
OS10G0563550	MLOC_74094	52	12	1
OS10G0563600	MLOC_57759	57	78	0
OS10G0563700	MLOC_43889	89	89	1
OS10G0563900	MLOC_70795	72	63	0
OS10G0564000	MLOC_5191	76	71	1
OS10G0564100	MLOC_55247	81	79	0
OS10G0564200	MLOC_4400	63	77	0
OS10G0564400	MLOC_56839	43	88	1
OS10G0564800	MLOC_11945	56	79	1
OS10G0564900	MLOC_53540	74	74	0
OS10G0565000	MLOC_43439	61	77	1
OS10G0565100	MLOC_75133	51	89	1
OS10G0565200	MLOC_58488	60	19	1
OS10G0565300	MLOC_12713	53	85	0
OS10G0565300	MLOC_14425	0	0	0
OS10G0565500	MLOC_57429	59	63	1
OS10G0565600	MLOC_69544	61	82	1
OS10G0566200	MLOC_14596	76	20	0
OS10G0566400	MLOC_14954	44	63	1
OS10G0566700	MLOC_61007	34	92	1
OS10G0566800	MLOC_7680	72	75	1
OS10G0566900	MLOC_57458	82	82	1
OS10G0566900	MLOC_57765	79	79	1
OS10G0567000	MLOC_57455	74	75	1
OS10G0567100	MLOC_69114	73	72	1
OS10G0567300	MLOC_57456	71	36	0
OS10G0567400	MLOC_69114	78	76	1
OS10G0567500	MLOC_4251	89	88	1
OS10G0567600	MLOC_22551	55	47	1
OS10G0567800	MLOC_59328	90	89	1
OS10G0568000	MLOC_23888	45	43	0
OS10G0568300	MLOC_52680	53	21	0
OS10G0568600	MLOC_6390	49	34	0
OS10G0568900	MLOC_19478	57	25	1
OS10G0569200	MLOC_17692	61	85	1
OS10G0569200	MLOC_56768	86	86	1
OS10G0569200	MLOC_65935	48	58	1
OS10G0569300	MLOC_32877	83	83	1
OS10G0570800	MLOC_7118	42	23	1
OS10G0571100	MLOC_70247	71	50	1
OS10G0571200	MLOC_61818	74	87	1
OS10G0571300	MLOC_62137	95	96	1
OS10G0571600	MLOC_58950	59	47	1
OS10G0572000	MLOC_2498	60	61	1
OS10G0572100	MLOC_2499	85	85	1
OS10G0572300	MLOC_6507	53	71	1
OS10G0572500	MLOC_53285	47	21	0
OS10G0572900	MLOC_54675	92	50	1
OS10G0573000	MLOC_23254	78	77	1
OS10G0573100	MLOC_63894	89	90	1
OS10G0573300	MLOC_11940	41	32	1
OS10G0573400	MLOC_74443	68	80	1
OS10G0573700	MLOC_39495	32	86	0
OS10G0573800	MLOC_18028	40	83	0
OS10G0573900	MLOC_36322	85	85	1
OS10G0574500	MLOC_36347	46	58	1
OS10G0574700	MLOC_60535	48	47	0
OS10G0574800	MLOC_10361	58	80	1
OS10G0575000	MLOC_71611	46	60	1
OS10G0575200	MLOC_36898	38	44	1
OS10G0575200	MLOC_5314	47	89	1
OS10G0575600	MLOC_52077	80	80	1
OS10G0575700	MLOC_72838	62	63	1
OS10G0575800	MLOC_72839	0	0	1
OS10G0575800	MLOC_7371	2	1	1
OS10G0575950	MLOC_75203	44	80	1
OS10G0576000	MLOC_75202	88	34	1
OS10G0576100	MLOC_75204	55	78	1
OS10G0576900	MLOC_53979	66	68	0
OS10G0577000	MLOC_53980	78	79	1
OS10G0577100	MLOC_55639	53	43	1
OS10G0577400	MLOC_65740	57	55	1
OS10G0577500	MLOC_61233	63	63	0
OS10G0577600	MLOC_69611	69	66	1
OS10G0577700	MLOC_44161	82	81	1
OS10G0577800	MLOC_44162	70	69	1
OS10G0577900	MLOC_56005	63	87	1
OS10G0578000	MLOC_56006	85	52	1
OS10G0578500	MLOC_37122	68	69	1
OS10G0578600	MLOC_67889	71	74	1
OS10G0578950	MLOC_18901	60	75	1
OS10G0579100	MLOC_43476	72	85	1
OS10G0579200	MLOC_44120	81	82	1
OS10G0579300	MLOC_71075	71	70	1
OS10G0579500	MLOC_14887	51	32	1
OS10G0579600	MLOC_6323	75	66	1
OS10G0580200	MLOC_63273	97	97	1
OS10G0580400	MLOC_21938	86	86	1
OS10G0580500	MLOC_5335	42	47	1
OS10G0580500	MLOC_59039	46	50	1
OS10G0580800	MLOC_5942	74	73	1
OS10G0580900	MLOC_5941	76	75	1
OS10G0581000	MLOC_64873	19	3	1
OS11G0100200	MLOC_3945	56	66	1
OS11G0100200	MLOC_56864	63	53	1
OS11G0100300	MLOC_3944	50	49	1
OS11G0100600	MLOC_64765	24	49	1
OS11G0100800	MLOC_10722	17	18	0
OS11G0102100	MLOC_7772	42	42	0
OS11G0102200	MLOC_5515	64	82	1
OS11G0102600	MLOC_10688	86	87	1
OS11G0102700	MLOC_10686	66	62	1
OS11G0102800	MLOC_55862	71	17	1
OS11G0102900	MLOC_39231	23	68	1
OS11G0102900	MLOC_48965	32	79	1
OS11G0103000	MLOC_75411	75	55	1
OS11G0103100	MLOC_6871	30	35	1
OS11G0103400	MLOC_34935	48	34	1
OS11G0103700	MLOC_21503	76	71	0
OS11G0104300	MLOC_10219	2	1	1
OS11G0104300	MLOC_34565	4	2	1
OS11G0104400	MLOC_78457	41	77	1
OS11G0104800	MLOC_81823	45	65	0
OS11G0104866	MLOC_55088	80	96	0
OS11G0104866	MLOC_57760	93	30	0
OS11G0104866	MLOC_64329	0	0	0
OS11G0104900	MLOC_55088	0	0	0
OS11G0104900	MLOC_57760	97	37	0
OS11G0104900	MLOC_64329	97	62	0
OS11G0105000	MLOC_60141	70	64	1
OS11G0105000	MLOC_64120	63	64	1
OS11G0105000	MLOC_74162	63	64	1
OS11G0105400	MLOC_17792	86	86	1
OS11G0105750	MLOC_55589	80	76	1
OS11G0105800	MLOC_28495	61	77	1
OS11G0106100	MLOC_72013	45	29	1
OS11G0106200	MLOC_72012	51	81	0
OS11G0106400	MLOC_37095	69	90	1
OS11G0106400	MLOC_80485	90	91	1
OS11G0106700	MLOC_69295	74	54	0
OS11G0106800	MLOC_65713	68	63	1
OS11G0106900	MLOC_5148	62	54	1
OS11G0107000	MLOC_51715	48	73	1
OS11G0107400	MLOC_57653	75	76	1
OS11G0107450	MLOC_57650	88	87	1
OS11G0107500	MLOC_4561	82	86	0
OS11G0107600	MLOC_58302	80	78	1
OS11G0107700	MLOC_70904	65	50	1
OS11G0107700	MLOC_9122	13	27	1
OS11G0109000	MLOC_75827	68	67	1
OS11G0109200	MLOC_47155	6	5	1
OS11G0109500	MLOC_67537	61	53	0
OS11G0109600	MLOC_64029	73	71	1
OS11G0109600	MLOC_64467	82	82	1
OS11G0109700	MLOC_10710	16	59	0
OS11G0109800	MLOC_15454	64	64	1
OS11G0109900	MLOC_15455	44	38	1
OS11G0109933	MLOC_43149	72	53	1
OS11G0110000	MLOC_62624	82	81	1
OS11G0110066	MLOC_64461	79	78	1
OS11G0110100	MLOC_38307	88	57	0
OS11G0111900	MLOC_51992	64	62	1
OS11G0112000	MLOC_69219	50	47	1
OS11G0112300	MLOC_71031	61	55	0
OS11G0112400	MLOC_64966	73	74	0
OS11G0112800	MLOC_17314	46	28	1
OS11G0112800	MLOC_73609	48	29	1
OS11G0112900	MLOC_41502	51	42	1
OS11G0113100	MLOC_75071	74	71	1
OS11G0113200	MLOC_11502	74	79	1
OS11G0113200	MLOC_64003	75	78	1
OS11G0113300	MLOC_36951	78	70	1
OS11G0113300	MLOC_43613	76	77	1
OS11G0113700	MLOC_52019	82	80	1
OS11G0114600	MLOC_14447	49	66	0
OS11G0114700	MLOC_59098	53	59	1
OS11G0114800	MLOC_16447	59	60	1
OS11G0114900	MLOC_3822	66	64	1
OS11G0115100	MLOC_21442	67	69	1
OS11G0115350	MLOC_15917	57	58	1
OS11G0115350	MLOC_19141	63	64	1
OS11G0115350	MLOC_19551	67	66	1
OS11G0115350	MLOC_71436	63	64	1
OS11G0115350	MLOC_79050	58	60	1
OS11G0115350	MLOC_81870	33	62	1
OS11G0115400	MLOC_15917	59	59	1
OS11G0115400	MLOC_19141	63	63	1
OS11G0115400	MLOC_19551	66	64	1
OS11G0115400	MLOC_71436	63	63	1
OS11G0115400	MLOC_79050	59	60	1
OS11G0115400	MLOC_81870	36	67	1
OS11G0116000	MLOC_38476	57	55	1
OS11G0116200	MLOC_18257	33	54	1
OS11G0116300	MLOC_5324	70	69	1
OS11G0116400	MLOC_10208	58	92	1
OS11G0116550	MLOC_12555	82	91	0
OS11G0116550	MLOC_76600	67	88	0
OS11G0116550	MLOC_7749	19	86	0
OS11G0116900	MLOC_34522	73	73	1
OS11G0117600	MLOC_68369	40	18	1
OS11G0118000	MLOC_6666	87	88	1
OS11G0118300	MLOC_4623	63	62	1
OS11G0118500	MLOC_65070	79	80	1
OS11G0118600	MLOC_37944	77	77	1
OS11G0118800	MLOC_16098	65	64	1
OS11G0119100	MLOC_62501	60	24	0
OS11G0119900	MLOC_19453	44	54	1
OS11G0120100	MLOC_19452	63	65	1
OS11G0120200	MLOC_55704	73	72	1
OS11G0120300	MLOC_17044	56	50	1
OS11G0120300	MLOC_77322	52	50	1
OS11G0120725	MLOC_66367	65	50	1
OS11G0121000	MLOC_11555	62	59	1
OS11G0121300	MLOC_10146	47	42	1
OS11G0121400	MLOC_59044	91	91	1
OS11G0121400	MLOC_64193	86	82	1
OS11G0123400	MLOC_57124	85	88	0
OS11G0123500	MLOC_17778	74	86	1
OS11G0123600	MLOC_53715	74	72	1
OS11G0124300	MLOC_79758	35	92	1
OS11G0124500	MLOC_59308	53	47	1
OS11G0124500	MLOC_60077	72	74	1
OS11G0124900	MLOC_4908	76	76	1
OS11G0125500	MLOC_60078	65	57	1
OS11G0125900	MLOC_16300	68	67	1
OS11G0125900	MLOC_55936	67	69	1
OS11G0125900	MLOC_59840	66	64	1
OS11G0126100	MLOC_6089	62	76	0
OS11G0126400	MLOC_16300	68	69	1
OS11G0126400	MLOC_55936	66	70	1
OS11G0126400	MLOC_59840	67	67	1
OS11G0126800	MLOC_16300	70	32	1
OS11G0126800	MLOC_55936	69	32	1
OS11G0126800	MLOC_59840	65	29	1
OS11G0126900	MLOC_4747	75	36	1
OS11G0127000	MLOC_5832	30	22	1
OS11G0127600	MLOC_5832	36	32	1
OS11G0127700	MLOC_11550	72	72	1
OS11G0127800	MLOC_72039	47	54	1
OS11G0127900	MLOC_64103	95	95	0
OS11G0127900	MLOC_64774	94	94	0
OS11G0127900	MLOC_7610	94	94	0
OS11G0128000	MLOC_81178	75	74	1
OS11G0128400	MLOC_17320	63	91	1
OS11G0128400	MLOC_59510	60	97	1
OS11G0128500	MLOC_68511	56	53	0
OS11G0128500	MLOC_72230	54	54	0
OS11G0128600	MLOC_10117	68	66	1
OS11G0128700	MLOC_11293	67	67	1
OS11G0128800	MLOC_25403	82	71	1
OS11G0129000	MLOC_6089	66	76	0
OS11G0129600	MLOC_57851	59	36	1
OS11G0129800	MLOC_53343	37	69	1
OS11G0130200	MLOC_44024	53	64	1
OS11G0130300	MLOC_72621	75	76	1
OS11G0130400	MLOC_66880	67	68	1
OS11G0130400	MLOC_72620	74	73	1
OS11G0130500	MLOC_52347	24	12	0
OS11G0130700	MLOC_37480	39	28	1
OS11G0130800	MLOC_20230	50	26	1
OS11G0130800	MLOC_72486	52	30	1
OS11G0131100	MLOC_7839	43	41	1
OS11G0131200	MLOC_20868	59	62	1
OS11G0131300	MLOC_17642	18	32	0
OS11G0131300	MLOC_62333	30	29	0
OS11G0131300	MLOC_68721	33	33	0
OS11G0131400	MLOC_59158	68	70	1
OS11G0131700	MLOC_59159	79	79	1
OS11G0131900	MLOC_44256	88	87	1
OS11G0132100	MLOC_80635	39	33	1
OS11G0132400	MLOC_36543	80	23	1
OS11G0132600	MLOC_10876	77	76	1
OS11G0132700	MLOC_5580	59	91	1
OS11G0133001	MLOC_16854	73	68	0
OS11G0133100	MLOC_16853	68	71	1
OS11G0133300	MLOC_16853	45	40	1
OS11G0133600	MLOC_44788	83	84	1
OS11G0133700	MLOC_59721	94	15	1
OS11G0133800	MLOC_12145	67	68	1
OS11G0133900	MLOC_12146	40	81	1
OS11G0134300	MLOC_75484	88	95	1
OS11G0134400	MLOC_38855	62	63	1
OS11G0134500	MLOC_16055	39	81	1
OS11G0134700	MLOC_5735	67	68	1
OS11G0134900	MLOC_56629	69	78	0
OS11G0135000	MLOC_66563	82	81	1
OS11G0135300	MLOC_44183	68	80	1
OS11G0135300	MLOC_70963	70	75	1
OS11G0135400	MLOC_7688	91	91	1
OS11G0135900	MLOC_23045	21	86	1
OS11G0135900	MLOC_43329	50	76	1
OS11G0135900	MLOC_68162	38	74	1
OS11G0136400	MLOC_16953	1	3	1
OS11G0136400	MLOC_61659	67	33	1
OS11G0136500	MLOC_73489	45	63	1
OS11G0136600	MLOC_72770	79	78	0
OS11G0136701	MLOC_4964	85	85	1
OS11G0136800	MLOC_64194	79	80	1
OS11G0137000	MLOC_293	80	58	0
OS11G0137100	MLOC_73620	67	65	0
OS11G0137200	MLOC_76926	86	86	1
OS11G0137300	MLOC_38053	15	48	1
OS11G0137300	MLOC_52548	16	82	1
OS11G0137300	MLOC_68195	17	78	1
OS11G0138600	MLOC_10614	67	55	1
OS11G0139100	MLOC_14629	93	93	1
OS11G0139400	MLOC_69842	78	83	1
OS11G0139500	MLOC_36940	65	66	1
OS11G0139900	MLOC_62865	47	40	1
OS11G0140100	MLOC_64988	66	65	1
OS11G0140400	MLOC_20538	77	79	1
OS11G0140600	MLOC_20537	58	85	1
OS11G0140700	MLOC_53116	69	24	0
OS11G0140800	MLOC_5746	35	96	0
OS11G0140900	MLOC_18639	52	47	1
OS11G0141000	MLOC_24542	41	81	1
OS11G0141400	MLOC_65272	63	65	1
OS11G0141500	MLOC_7637	79	72	1
OS11G0141700	MLOC_57243	39	44	0
OS11G0141900	MLOC_61451	86	86	1
OS11G0142500	MLOC_69804	87	88	1
OS11G0143200	MLOC_10658	84	85	1
OS11G0143300	MLOC_34262	72	61	1
OS11G0143500	MLOC_11595	41	90	1
OS11G0144900	MLOC_70608	70	69	0
OS11G0145000	MLOC_11119	75	77	1
OS11G0145000	MLOC_64812	70	68	1
OS11G0145100	MLOC_13282	79	78	1
OS11G0145200	MLOC_16831	52	49	0
OS11G0145200	MLOC_57690	50	49	0
OS11G0145400	MLOC_56666	87	49	0
OS11G0146100	MLOC_11119	60	38	1
OS11G0146100	MLOC_64812	53	32	1
OS11G0146550	MLOC_55601	64	70	1
OS11G0146700	MLOC_5967	62	84	1
OS11G0146800	MLOC_2294	77	92	1
OS11G0147000	MLOC_13017	29	88	1
OS11G0147100	MLOC_33273	83	81	1
OS11G0148000	MLOC_16013	58	49	0
OS11G0148200	MLOC_53170	68	57	1
OS11G0148300	MLOC_20904	68	90	1
OS11G0148400	MLOC_69000	61	59	1
OS11G0148500	MLOC_51587	64	93	0
OS11G0148600	MLOC_57741	80	77	1
OS11G0148700	MLOC_54689	72	38	1
OS11G0148700	MLOC_7439	19	16	1
OS11G0148700	MLOC_81426	50	68	1
OS11G0148800	MLOC_43699	45	43	1
OS11G0149100	MLOC_59699	60	59	1
OS11G0149900	MLOC_72578	69	71	1
OS11G0150100	MLOC_74448	77	73	1
OS11G0150450	MLOC_80962	34	29	1
OS11G0150700	MLOC_69216	81	79	1
OS11G0151400	MLOC_8043	78	79	0
OS11G0151500	MLOC_60742	79	77	1
OS11G0151700	MLOC_46735	17	85	1
OS11G0151700	MLOC_59339	63	83	1
OS11G0151700	MLOC_63657	78	78	1
OS11G0152500	MLOC_35818	94	94	1
OS11G0152700	MLOC_17690	67	57	1
OS11G0153200	MLOC_12952	65	64	1
OS11G0153300	MLOC_8571	29	69	1
OS11G0153500	MLOC_71746	51	60	0
OS11G0153600	MLOC_24369	6	7	0
OS11G0153700	MLOC_5656	67	81	1
OS11G0153900	MLOC_80541	60	87	1
OS11G0154300	MLOC_19253	66	72	1
OS11G0154500	MLOC_60153	41	72	1
OS11G0154900	MLOC_15316	34	64	0
OS11G0154900	MLOC_22590	54	57	0
OS11G0155000	MLOC_10797	80	13	1
OS11G0155100	MLOC_18587	59	66	1
OS11G0155500	MLOC_65454	66	81	1
OS11G0156000	MLOC_11014	68	70	0
OS11G0156000	MLOC_56530	57	58	0
OS11G0156200	MLOC_14045	34	68	1
OS11G0156300	MLOC_42990	42	40	0
OS11G0156300	MLOC_65655	37	37	0
OS11G0156700	MLOC_72933	55	67	1
OS11G0156800	MLOC_80899	55	30	1
OS11G0157100	MLOC_34088	20	25	0
OS11G0157200	MLOC_59040	85	84	0
OS11G0157300	MLOC_53459	47	80	1
OS11G0157400	MLOC_19974	87	87	1
OS11G0157600	MLOC_62596	61	69	1
OS11G0158300	MLOC_77547	79	80	1
OS11G0158400	MLOC_34388	68	81	0
OS11G0158500	MLOC_60274	79	38	0
OS11G0158600	MLOC_68213	57	36	0
OS11G0159000	MLOC_5099	86	40	1
OS11G0159900	MLOC_31460	40	67	0
OS11G0159900	MLOC_60143	57	65	0
OS11G0159900	MLOC_78993	54	69	0
OS11G0159900	MLOC_80155	38	57	0
OS11G0160000	MLOC_31460	42	67	0
OS11G0160000	MLOC_60143	60	65	0
OS11G0160000	MLOC_78993	56	69	0
OS11G0160000	MLOC_80155	39	56	0
OS11G0160100	MLOC_60146	16	14	1
OS11G0160500	MLOC_71198	75	55	1
OS11G0160550	MLOC_59593	68	66	1
OS11G0160700	MLOC_56731	46	47	1
OS11G0160900	MLOC_36533	64	54	1
OS11G0161000	MLOC_36533	56	53	1
OS11G0161100	MLOC_36533	57	52	1
OS11G0161133	MLOC_36533	63	51	1
OS11G0161200	MLOC_5218	56	57	1
OS11G0161200	MLOC_7319	54	55	1
OS11G0162000	MLOC_59247	57	77	1
OS11G0162200	MLOC_34855	83	83	0
OS11G0163100	MLOC_13146	95	77	0
OS11G0163500	MLOC_5226	61	68	1
OS11G0163500	MLOC_66934	60	66	1
OS11G0163800	MLOC_51660	79	81	1
OS11G0164100	MLOC_19206	34	16	1
OS11G0164200	MLOC_30693	30	25	1
OS11G0167200	MLOC_14249	76	67	1
OS11G0167300	MLOC_14248	43	39	1
OS11G0167500	MLOC_16180	78	35	1
OS11G0167600	MLOC_63919	76	74	1
OS11G0167800	MLOC_5645	67	67	0
OS11G0168100	MLOC_56173	87	87	1
OS11G0168200	MLOC_56031	94	94	1
OS11G0168300	MLOC_64996	74	57	1
OS11G0168600	MLOC_64995	0	0	1
OS11G0169100	MLOC_14088	81	81	1
