Gene stable ID	Arabidopsis lyrata gene stable ID	% identity	Arabidopsis lyrata % identity	Orthology confidence [0 low, 1 high]
OS08G0386200	fgenesh2_kg.6__3080__AT4G11070.1	28	29	1
OS08G0386200	fgenesh2_kg.7__1920__AT4G23810.1	24	24	1
OS08G0386300	scaffold_200549.1	55	55	1
OS08G0386700	fgenesh2_kg.8__1223__AT5G53340.1	60	61	1
OS08G0386800	fgenesh2_kg.4__2842__AT2G46320.1	54	61	0
OS08G0386800	scaffold_701474.1	55	55	0
OS08G0386900	fgenesh2_kg.4__2824__AT2G46180.1	55	28	0
OS08G0386900	scaffold_503401.1	52	28	0
OS08G0386900	scaffold_503418.1	10	12	0
OS08G0387200	fgenesh2_kg.4__486__AT2G25737.1	63	61	0
OS08G0387400	fgenesh1_pm.C_scaffold_6002376	54	58	0
OS08G0387400	fgenesh2_kg.7__1945__AT4G23560.1	55	59	0
OS08G0387500	fgenesh2_kg.6__1982__AT5G19540.1	59	56	1
OS08G0388900	fgenesh2_kg.7__1935__AT4G23660.1	52	54	0
OS08G0389300	fgenesh2_kg.7__1935__AT4G23660.1	67	34	0
OS08G0389700	fgenesh2_kg.4__486__AT2G25737.1	67	65	0
OS08G0390000	fgenesh1_pm.C_scaffold_7001172	40	41	1
OS08G0390000	fgenesh2_kg.3__1665__AT3G15340.1	28	30	1
OS08G0390000	fgenesh2_kg.7__3105__AT3G15340.1	28	28	1
OS08G0390100	fgenesh2_kg.4__492__AT2G25800.1	54	37	1
OS08G0390100	scaffold_303837.1	48	34	1
OS08G0395300	fgenesh2_kg.3__3191__AT2G19790.1	87	87	0
OS08G0397900	fgenesh1_pg.C_scaffold_6002647	39	43	1
OS08G0397900	fgenesh2_kg.8__2510__AT5G64780.1	31	38	1
OS08G0398000	Al_scaffold_0008_2678	63	64	1
OS08G0398000	fgenesh2_kg.5__1127__AT3G47730.1	65	64	1
OS08G0398000	fgenesh2_kg.8__2152__AT5G61690.1	62	65	1
OS08G0398300	Al_scaffold_0008_2676	54	56	0
OS08G0398300	fgenesh2_kg.5__1128__AT3G47740.1	55	56	0
OS08G0398300	fgenesh2_kg.5__1129__AT3G47750.1	52	54	0
OS08G0398300	fgenesh2_kg.5__1130__AT3G47770.1	52	56	0
OS08G0398300	fgenesh2_kg.5__1131__AT3G47780.1	59	60	0
OS08G0398300	fgenesh2_kg.5__1132__AT3G47790.1	56	60	0
OS08G0398300	fgenesh2_kg.8__2154__AT5G61700.1	43	53	0
OS08G0398300	fgenesh2_kg.8__2156__AT5G61740.1	51	57	0
OS08G0398350	Al_scaffold_0008_2676	51	46	0
OS08G0398350	fgenesh2_kg.5__1128__AT3G47740.1	48	43	0
OS08G0398350	fgenesh2_kg.5__1129__AT3G47750.1	45	41	0
OS08G0398350	fgenesh2_kg.5__1130__AT3G47770.1	46	44	0
OS08G0398350	fgenesh2_kg.5__1131__AT3G47780.1	50	45	0
OS08G0398350	fgenesh2_kg.5__1132__AT3G47790.1	50	47	0
OS08G0398350	fgenesh2_kg.8__2154__AT5G61700.1	39	42	0
OS08G0398350	fgenesh2_kg.8__2156__AT5G61740.1	46	46	0
OS08G0398700	fgenesh2_kg.7__811__AT4G33090.1	59	59	0
OS08G0398800	fgenesh2_kg.7__1209__AT4G29820.1	51	52	1
OS08G0399050	scaffold_703087.1	18	31	1
OS08G0399300	Al_scaffold_0004_216	14	15	1
OS08G0399300	scaffold_402114.1	13	15	1
OS08G0399600	fgenesh2_kg.6__3084__AT4G11120.1	49	55	1
OS08G0400000	Al_scaffold_0004_216	15	17	1
OS08G0400000	scaffold_402114.1	15	17	1
OS08G0400200	Al_scaffold_0004_216	24	35	1
OS08G0400200	scaffold_402114.1	24	35	1
OS08G0400300	fgenesh2_kg.1__106__AT1G01240.3	26	38	0
OS08G0400300	fgenesh2_kg.4__2875__AT2G46550.1	29	36	0
OS08G0401500	scaffold_202227.1	57	56	1
OS08G0401800	scaffold_301257.1	5	46	0
OS08G0401800	scaffold_401826.1	5	46	0
OS08G0402100	fgenesh2_kg.2__1557__AT1G72980.1	15	31	1
OS08G0402100	fgenesh2_kg.3__1489__AT3G13850.1	17	27	1
OS08G0402600	fgenesh1_pg.C_scaffold_6000992	39	18	1
OS08G0403300	Al_scaffold_0007_178	54	51	1
OS08G0404200	fgenesh2_kg.6__1501__AT5G15220.1	65	61	1
OS08G0404300	fgenesh2_kg.6__1501__AT5G15220.1	65	61	1
OS08G0404350	Al_scaffold_0006_3132	4	1	0
OS08G0404350	Al_scaffold_0006_3204	4	2	0
OS08G0404350	scaffold_603435.1	52	11	0
OS08G0406400	fgenesh1_pm.C_scaffold_1001883	74	34	1
OS08G0406400	scaffold_202766.1	74	35	1
OS08G0406400	scaffold_603197.1	70	34	1
OS08G0407000	scaffold_202765.1	60	59	1
OS08G0407200	fgenesh2_kg.3__1358__AT3G12950.1	58	61	1
OS08G0407200	scaffold_402112.1	65	67	1
OS08G0407200	scaffold_800430.1	61	62	1
OS08G0407200	scaffold_800456.1	66	64	1
OS08G0407600	Al_scaffold_0007_187	23	34	1
OS08G0407600	fgenesh2_kg.1__2403__AT1G22160.1	25	34	1
OS08G0407600	fgenesh2_kg.2__2094__AT1G78020.1	26	32	1
OS08G0407600	fgenesh2_kg.8__2542__AT5G65040.1	17	30	1
OS08G0408200	fgenesh1_pm.C_scaffold_1002827	49	54	1
OS08G0408200	fgenesh1_pm.C_scaffold_2001749	51	51	1
OS08G0408500	fgenesh2_kg.1__2408__AT1G22190.1	36	39	0
OS08G0408500	fgenesh2_kg.1__3660__AT1G36060.1	37	33	0
OS08G0408500	fgenesh2_kg.2__2105__AT1G78080.1	36	29	0
OS08G0408500	fgenesh2_kg.7__195__AT4G39780.1	36	36	0
OS08G0408500	scaffold_400172.1	35	31	0
OS08G0408500	scaffold_803239.1	34	33	0
OS08G0409100	Al_scaffold_0007_184	58	61	0
OS08G0409100	fgenesh1_pg.C_scaffold_6000810	57	57	0
OS08G0409100	fgenesh2_kg.4__145__AT2G22190.1	55	57	0
OS08G0409100	scaffold_104040.1	59	59	0
OS08G0409100	scaffold_803240.1	59	59	0
OS08G0409500	fgenesh2_kg.7__187__AT4G39720.1	17	25	0
OS08G0409500	fgenesh2_kg.8__2558__AT5G65170.1	19	23	0
OS08G0409900	fgenesh1_pm.C_scaffold_2001754	60	63	1
OS08G0409900	scaffold_601033.1	61	64	1
OS08G0410500	fgenesh1_pm.C_scaffold_2001754	55	55	1
OS08G0410500	scaffold_601033.1	54	54	1
OS08G0411200	Al_scaffold_0002_2521	49	50	1
OS08G0411300	fgenesh2_kg.7__202__AT4G39840.1	27	29	1
OS08G0412200	scaffold_600404.1	53	52	1
OS08G0412401	fgenesh2_kg.1__3605__AT1G34780.1	27	24	1
OS08G0412401	scaffold_603115.1	24	22	1
OS08G0412500	fgenesh2_kg.6__2045__AT5G20090.1	77	75	0
OS08G0412600	fgenesh2_kg.3__180__AT3G02460.1	76	61	1
OS08G0412600	fgenesh2_kg.6__1576__AT5G15930.1	75	60	1
OS08G0412700	Al_scaffold_0001_1393	34	19	1
OS08G0412700	fgenesh1_pm.C_scaffold_1001140	35	17	1
OS08G0412700	fgenesh2_kg.1__1460__AT1G13470.1	35	34	1
OS08G0412700	fgenesh2_kg.1__1464__AT1G13480.1	36	35	1
OS08G0412700	fgenesh2_kg.1__1467__AT1G13540.1	35	35	1
OS08G0412700	fgenesh2_kg.2__297__AT1G61600.1	33	30	1
OS08G0412700	scaffold_101509.1	29	36	1
OS08G0412800	Al_scaffold_0001_1393	32	18	1
OS08G0412800	fgenesh1_pm.C_scaffold_1001140	34	17	1
OS08G0412800	fgenesh2_kg.1__1460__AT1G13470.1	34	33	1
OS08G0412800	fgenesh2_kg.1__1464__AT1G13480.1	33	33	1
OS08G0412800	fgenesh2_kg.1__1467__AT1G13540.1	33	33	1
OS08G0412800	fgenesh2_kg.2__297__AT1G61600.1	31	29	1
OS08G0412800	scaffold_101509.1	28	36	1
OS08G0413100	Al_scaffold_0001_1393	35	21	1
OS08G0413100	fgenesh1_pm.C_scaffold_1001140	35	19	1
OS08G0413100	fgenesh2_kg.1__1460__AT1G13470.1	34	36	1
OS08G0413100	fgenesh2_kg.1__1464__AT1G13480.1	36	39	1
OS08G0413100	fgenesh2_kg.1__1467__AT1G13540.1	35	38	1
OS08G0413100	fgenesh2_kg.2__297__AT1G61600.1	37	37	1
OS08G0413100	scaffold_101509.1	28	38	1
OS08G0413200	Al_scaffold_0001_1393	37	23	1
OS08G0413200	fgenesh1_pm.C_scaffold_1001140	34	19	1
OS08G0413200	fgenesh2_kg.1__1460__AT1G13470.1	34	37	1
OS08G0413200	fgenesh2_kg.1__1464__AT1G13480.1	37	40	1
OS08G0413200	fgenesh2_kg.1__1467__AT1G13540.1	36	40	1
OS08G0413200	fgenesh2_kg.2__297__AT1G61600.1	35	36	1
OS08G0413200	scaffold_101509.1	29	40	1
OS08G0413500	Al_scaffold_0001_1393	36	21	1
OS08G0413500	fgenesh1_pm.C_scaffold_1001140	34	18	1
OS08G0413500	fgenesh2_kg.1__1460__AT1G13470.1	34	36	1
OS08G0413500	fgenesh2_kg.1__1464__AT1G13480.1	35	37	1
OS08G0413500	fgenesh2_kg.1__1467__AT1G13540.1	36	38	1
OS08G0413500	fgenesh2_kg.2__297__AT1G61600.1	36	36	1
OS08G0413500	scaffold_101509.1	28	37	1
OS08G0414000	Al_scaffold_0001_1393	31	8	1
OS08G0414000	fgenesh1_pm.C_scaffold_1001140	30	7	1
OS08G0414000	fgenesh2_kg.1__1460__AT1G13470.1	28	12	1
OS08G0414000	fgenesh2_kg.1__1464__AT1G13480.1	33	14	1
OS08G0414000	fgenesh2_kg.1__1467__AT1G13540.1	31	14	1
OS08G0414000	fgenesh2_kg.2__297__AT1G61600.1	30	12	1
OS08G0414000	scaffold_101509.1	20	11	1
OS08G0414200	fgenesh2_kg.2__945__AT1G67180.1	35	40	1
OS08G0414600	fgenesh2_kg.1__2605__AT1G23890.2	39	27	1
OS08G0415600	fgenesh2_kg.1__1125__AT1G10560.1	31	32	1
OS08G0415600	fgenesh2_kg.2__430__AT1G60190.1	32	33	1
OS08G0416000	fgenesh2_kg.3__78__AT3G01470.1	29	37	1
OS08G0416100	fgenesh1_pm.C_scaffold_2001653	56	57	1
OS08G0416400	scaffold_200598.1	38	21	1
OS08G0416900	fgenesh2_kg.6__2291__AT5G23040.1	50	51	0
OS08G0417000	Al_scaffold_0001_1614	30	29	1
OS08G0417000	Al_scaffold_0002_2763	30	29	1
OS08G0417000	Al_scaffold_0003_1625	23	29	1
OS08G0417000	fgenesh2_kg.6__3391__AT4G03060.1	17	21	1
OS08G0417100	Al_scaffold_0001_1614	28	28	1
OS08G0417100	Al_scaffold_0002_2763	31	30	1
OS08G0417100	Al_scaffold_0003_1625	23	29	1
OS08G0417100	fgenesh2_kg.6__3391__AT4G03060.1	18	21	1
OS08G0420600	Al_scaffold_0001_1039	69	68	0
OS08G0420600	fgenesh2_kg.8__2290__AT5G62890.1	76	76	0
OS08G0420600	fgenesh2_kg.8__871__AT5G49990.1	72	73	0
OS08G0420600	scaffold_200614.1	75	75	0
OS08G0420700	Al_scaffold_0363_1	21	34	1
OS08G0420700	fgenesh2_kg.1__1122__AT1G10530.1	29	33	1
OS08G0420700	fgenesh2_kg.2__439__AT1G60010.1	31	34	1
OS08G0420700	fgenesh2_kg.8__2291__AT5G62900.1	35	41	1
OS08G0420700	scaffold_801412.1	33	40	1
OS08G0421800	fgenesh1_pm.C_scaffold_1003660	44	47	1
OS08G0421800	fgenesh1_pm.C_scaffold_3000482	45	48	1
OS08G0421800	fgenesh2_kg.1__933__AT1G09000.1	45	46	1
OS08G0421850	fgenesh1_pg.C_scaffold_3003149	15	29	1
OS08G0421850	fgenesh2_kg.5__1137__AT3G47820.1	26	30	1
OS08G0421850	fgenesh2_kg.8__2251__AT5G62560.1	28	29	1
OS08G0421850	fgenesh2_kg.8__2561__AT5G65200.1	27	29	1
OS08G0421850	scaffold_701416.1	15	24	1
OS08G0421850	scaffold_703995.1	26	28	1
OS08G0421900	fgenesh1_pm.C_scaffold_6002608	69	65	0
OS08G0421900	fgenesh1_pm.C_scaffold_7001632	68	58	0
OS08G0422000	fgenesh2_kg.4__1248__AT2G32640.2	37	60	1
OS08G0422200	scaffold_303239.1	46	18	1
OS08G0422300	fgenesh1_pm.C_scaffold_1002967	62	63	0
OS08G0422600	fgenesh2_kg.8__2499__AT5G64680.1	18	29	1
OS08G0423500	fgenesh1_pg.C_scaffold_1000662	41	41	0
OS08G0423500	fgenesh1_pm.C_scaffold_4000628	41	46	0
OS08G0423500	fgenesh1_pm.C_scaffold_7001727	32	38	0
OS08G0423500	fgenesh1_pm.C_scaffold_7001728	38	39	0
OS08G0423500	fgenesh1_pm.C_scaffold_8001287	32	29	0
OS08G0423500	fgenesh2_kg.1__816__AT1G08065.1	39	39	0
OS08G0423500	fgenesh2_kg.6__332__AT5G04180.1	36	36	0
OS08G0423600	fgenesh1_pg.C_scaffold_1000662	37	41	0
OS08G0423600	fgenesh1_pm.C_scaffold_4000628	38	47	0
OS08G0423600	fgenesh1_pm.C_scaffold_7001727	29	38	0
OS08G0423600	fgenesh1_pm.C_scaffold_7001728	34	39	0
OS08G0423600	fgenesh1_pm.C_scaffold_8001287	29	30	0
OS08G0423600	fgenesh2_kg.1__816__AT1G08065.1	35	39	0
OS08G0423600	fgenesh2_kg.6__332__AT5G04180.1	33	37	0
OS08G0424100	fgenesh1_pg.C_scaffold_1000662	40	34	0
OS08G0424100	fgenesh1_pm.C_scaffold_4000628	40	38	0
OS08G0424100	fgenesh1_pm.C_scaffold_7001727	40	40	0
OS08G0424100	fgenesh1_pm.C_scaffold_7001728	38	34	0
OS08G0424100	fgenesh1_pm.C_scaffold_8001287	29	23	0
OS08G0424100	fgenesh2_kg.1__816__AT1G08065.1	43	36	0
OS08G0424100	fgenesh2_kg.6__332__AT5G04180.1	37	32	0
OS08G0424200	fgenesh1_pm.C_scaffold_7000568	75	37	1
OS08G0424500	scaffold_202433.1	75	75	0
OS08G0424500	scaffold_501758.1	75	75	0
OS08G0425000	Al_scaffold_0004_449	15	70	1
OS08G0425000	fgenesh1_pg.C_scaffold_6002130	15	58	1
OS08G0425000	fgenesh2_kg.2__1270__AT1G70160.1	65	68	1
OS08G0425000	scaffold_202080.1	13	71	1
OS08G0425100	fgenesh2_kg.1__1094__AT1G10290.1	66	55	1
OS08G0425100	fgenesh2_kg.2__482__AT1G59610.1	66	55	1
OS08G0425200	Al_scaffold_0006_3505	49	53	1
OS08G0425300	Al_scaffold_0120_2	59	59	1
OS08G0425300	fgenesh2_kg.4__1301__AT2G32990.1	59	59	1
OS08G0425500	fgenesh2_kg.5__100__AT2G01900.1	42	41	1
OS08G0425700	fgenesh1_pm.C_scaffold_2000851	50	51	0
OS08G0426000	fgenesh2_kg.8__1077__AT5G51940.1	17	35	1
OS08G0426000	scaffold_303241.1	16	35	1
OS08G0426866	Al_scaffold_0006_1565	23	26	1
OS08G0427300	fgenesh2_kg.1__1757__AT1G16020.1	59	56	1
OS08G0427300	scaffold_202965.1	58	58	1
OS08G0427500	fgenesh1_pm.C_scaffold_6001325	44	44	1
OS08G0427600	fgenesh1_pg.C_scaffold_7003354	38	27	1
OS08G0427600	fgenesh2_kg.3__1969__AT3G17840.1	40	28	1
OS08G0427600	scaffold_104464.1	41	28	1
OS08G0427600	scaffold_300236.1	39	28	1
OS08G0427700	fgenesh2_kg.1__4177__AT1G51060.1	87	89	1
OS08G0427700	fgenesh2_kg.7__1508__AT4G27230.1	87	89	1
OS08G0427700	scaffold_302470.1	87	88	1
OS08G0427700	scaffold_802001.1	89	92	1
OS08G0427900	fgenesh2_kg.2__861__AT1G66260.1	38	37	1
OS08G0427900	fgenesh2_kg.7__3183__AT5G37720.2	41	42	1
OS08G0428100	scaffold_500074.1	25	25	1
OS08G0428400	fgenesh2_kg.3__1971__AT3G17860.1	22	28	1
OS08G0428800	Al_scaffold_0005_66	44	39	1
OS08G0428800	scaffold_101674.1	48	43	1
OS08G0428900	Al_scaffold_0002_1783	45	45	1
OS08G0430200	fgenesh1_pm.C_scaffold_6001276	12	35	1
OS08G0430200	fgenesh2_kg.3__189__AT3G02540.1	56	55	1
OS08G0430200	fgenesh2_kg.7__3562__AT5G38470.1	56	61	1
OS08G0430500	Al_scaffold_0006_1511	84	81	0
OS08G0430500	fgenesh2_kg.3__187__AT3G02520.1	87	84	0
OS08G0430500	fgenesh2_kg.7__3560__AT5G38480.1	84	83	0
OS08G0430700	fgenesh2_kg.6__1588__AT5G16040.1	76	76	1
OS08G0430700	scaffold_300195.1	74	74	1
OS08G0431100	fgenesh2_kg.2__1112__AT1G68580.2	31	33	1
OS08G0431200	fgenesh1_pm.C_scaffold_3000422	32	19	1
OS08G0431300	scaffold_500466.1	66	65	1
OS08G0431500	scaffold_702846.1	61	79	0
OS08G0431900	fgenesh2_kg.5__2158__AT3G57230.1	61	43	1
OS08G0432500	scaffold_201713.1	64	65	0
OS08G0432800	fgenesh2_kg.2__1138__AT1G68810.1	38	36	1
OS08G0432800	fgenesh2_kg.5__324__AT3G25710.1	37	38	1
OS08G0433000	fgenesh2_kg.7__616__AT4G34710.1	63	8	1
OS08G0433000	scaffold_304290.1	62	8	1
OS08G0433100	fgenesh1_pg.C_scaffold_1002360	68	60	1
OS08G0433100	fgenesh2_kg.2__1121__AT1G68650.1	71	63	1
OS08G0433200	Al_scaffold_0337_1	28	79	1
OS08G0433200	fgenesh2_kg.1__2520__AT1G23110.3	65	66	1
OS08G0433200	fgenesh2_kg.2__1355__AT1G70900.1	64	66	1
OS08G0433600	fgenesh1_pm.C_scaffold_2001416	37	38	1
OS08G0433600	scaffold_102089.1	43	42	1
OS08G0434000	fgenesh2_kg.5__1109__AT3G47530.1	51	51	1
OS08G0434100	fgenesh1_pg.C_scaffold_5000185	53	53	0
OS08G0434100	fgenesh1_pm.C_scaffold_1001201	52	53	0
OS08G0434100	fgenesh2_kg.1__1537__AT1G14210.1	39	36	0
OS08G0434100	fgenesh2_kg.1__2672__AT1G26820.1	52	54	0
OS08G0434300	scaffold_501683.1	81	71	1
OS08G0435800	Al_scaffold_0005_814	51	53	0
OS08G0435900	fgenesh2_kg.5__1104__AT3G47470.1	76	74	0
OS08G0436000	scaffold_300118.1	60	69	1
OS08G0436100	Al_scaffold_0001_1470	40	43	1
OS08G0436100	fgenesh2_kg.1__1540__AT1G14240.2	39	43	1
OS08G0436100	scaffold_500267.1	43	42	1
OS08G0436200	fgenesh2_kg.1__1546__AT1G14260.1	46	50	1
OS08G0436200	fgenesh2_kg.5__202__AT2G02960.4	52	52	1
OS08G0436400	scaffold_701780.1	19	31	1
OS08G0436400	scaffold_703210.1	25	39	1
OS08G0436600	fgenesh2_kg.1__1549__AT1G14270.1	19	7	1
OS08G0436700	Al_scaffold_0007_3733	36	42	0
OS08G0436700	fgenesh1_pg.C_scaffold_1002274	40	37	0
OS08G0436800	fgenesh2_kg.1__2670__AT1G26880.1	87	86	0
OS08G0436800	fgenesh2_kg.5__651__AT3G28900.1	83	80	0
OS08G0436800	scaffold_201821.1	86	85	0
OS08G0438400	fgenesh2_kg.5__654__AT3G28920.1	31	35	1
OS08G0438400	fgenesh2_kg.6__1497__AT5G15210.1	30	38	1
OS08G0438400	fgenesh2_kg.7__3447__AT5G39760.1	32	33	1
OS08G0438400	scaffold_201819.1	28	40	1
OS08G0438600	fgenesh2_kg.2__1734__AT1G74680.1	40	50	1
OS08G0439100	fgenesh1_pm.C_scaffold_7002399	60	60	1
OS08G0439600	fgenesh2_kg.4__438__AT2G25200.1	24	27	1
OS08G0439600	scaffold_601114.1	28	30	1
OS08G0439900	scaffold_701007.1	32	32	1
OS08G0440000	fgenesh2_kg.1__1741__AT1G15880.1	71	70	1
OS08G0440100	scaffold_802395.1	69	66	1
OS08G0440200	Al_scaffold_0003_2826	48	13	1
OS08G0440300	scaffold_10300006.1	54	62	1
OS08G0440300	scaffold_401757.1	57	60	1
OS08G0440800	fgenesh2_kg.4__343__AT2G24270.1	87	88	0
OS08G0440900	fgenesh2_kg.7__1086__AT4G30950.1	78	32	0
OS08G0441400	fgenesh2_kg.8__1721__AT5G58005.1	59	62	1
OS08G0441500	fgenesh2_kg.1__1748__AT1G15950.1	65	69	1
OS08G0441600	Al_scaffold_0006_997	48	51	1
OS08G0442000	fgenesh1_pm.C_scaffold_4000271	29	20	1
OS08G0442000	fgenesh2_kg.7__1114__AT4G30710.2	32	21	1
OS08G0442350	fgenesh2_kg.4__330__AT2G24140.1	11	20	1
OS08G0442350	fgenesh2_kg.8__1695__AT5G57830.1	17	22	1
OS08G0442400	fgenesh2_kg.1__1760__AT1G16060.1	40	50	0
OS08G0442400	fgenesh2_kg.2__2276__AT1G79700.2	41	56	0
OS08G0442700	Al_scaffold_0007_1050	60	62	1
OS08G0442700	scaffold_400384.1	59	62	1
OS08G0443800	fgenesh1_pm.C_scaffold_7000900	49	50	0
OS08G0443800	fgenesh2_kg.4__303__AT2G23810.1	51	52	0
OS08G0443800	scaffold_701460.1	50	52	0
OS08G0444100	fgenesh2_kg.3__2548__AT3G23325.1	92	92	1
OS08G0444100	fgenesh2_kg.7__2904__AT4G14342.1	93	93	1
OS08G0445000	fgenesh2_kg.3__3469__AT2G18650.1	31	38	0
OS08G0445000	scaffold_701180.1	36	37	0
OS08G0445700	Al_scaffold_0003_3857	52	50	0
OS08G0446200	Al_scaffold_0002_2000	47	47	1
OS08G0446200	fgenesh2_kg.1__1941__AT1G17750.1	44	46	1
OS08G0446400	fgenesh2_kg.2__1567__AT1G73066.1	47	32	1
OS08G0447000	fgenesh2_kg.1__1940__AT1G17745.1	66	67	1
OS08G0447200	fgenesh2_kg.8__2598__AT5G65490.1	49	50	1
OS08G0447300	fgenesh2_kg.7__1676__AT4G25770.1	53	54	1
OS08G0447500	fgenesh2_kg.1__454__AT4G20720.1	11	11	1
OS08G0448000	Al_scaffold_0003_2273	62	62	0
OS08G0448000	fgenesh2_kg.3__2344__AT3G21230.1	59	56	0
OS08G0448000	scaffold_104938.1	63	61	0
OS08G0448100	scaffold_802328.1	29	37	1
OS08G0450100	Al_scaffold_0007_755	46	49	1
OS08G0450100	scaffold_501129.1	48	50	1
OS08G0450200	fgenesh1_pg.C_scaffold_7000670	39	43	1
OS08G0450200	fgenesh1_pm.C_scaffold_4000491	39	42	1
OS08G0450700	scaffold_801743.1	3	13	0
OS08G0450800	scaffold_801743.1	5	27	0
OS08G0451000	scaffold_202277.1	72	71	0
OS08G0451200	scaffold_105234.1	21	32	1
OS08G0451400	fgenesh2_kg.5__785__AT3G43240.1	54	55	0
OS08G0451500	fgenesh2_kg.5__785__AT3G43240.1	26	6	0
OS08G0451700	fgenesh2_kg.5__785__AT3G43240.1	44	27	0
OS08G0451800	fgenesh2_kg.3__1543__AT3G14250.1	36	37	1
OS08G0452100	fgenesh2_kg.3__1542__AT3G14240.1	57	65	1
OS08G0452500	fgenesh2_kg.1__1892__AT1G17345.1	34	35	1
OS08G0452500	fgenesh2_kg.6__2121__AT5G20820.1	35	39	1
OS08G0452500	scaffold_202168.1	35	39	1
OS08G0453700	fgenesh1_pm.C_scaffold_1001641	42	42	1
OS08G0455800	fgenesh1_pm.C_scaffold_1001632	58	59	1
OS08G0455900	scaffold_602164.1	38	46	1
OS08G0457400	Al_scaffold_0002_1946	45	48	1
OS08G0457400	fgenesh1_pg.C_scaffold_7002720	46	49	1
OS08G0457400	fgenesh2_kg.4__548__AT2G26290.1	46	52	1
OS08G0457400	scaffold_303359.1	49	50	1
OS08G0457600	scaffold_105260.1	58	58	1
OS08G0457600	scaffold_301633.1	57	58	1
OS08G0458200	Al_scaffold_0005_1106	25	26	0
OS08G0458200	scaffold_602232.1	29	26	0
OS08G0459100	Al_scaffold_0006_2054	19	31	1
OS08G0459100	fgenesh1_pm.C_scaffold_3002361	28	33	1
OS08G0459100	scaffold_101049.1	15	32	1
OS08G0459600	fgenesh2_kg.3__2917__AT2G06050.1	70	71	1
OS08G0459700	fgenesh2_kg.2__1523__AT1G72610.1	45	47	1
OS08G0459700	scaffold_602161.1	44	45	1
OS08G0460000	fgenesh2_kg.2__1523__AT1G72610.1	56	58	1
OS08G0460000	scaffold_602161.1	58	58	1
OS08G0460600	fgenesh2_kg.6__2168__AT5G21482.1	44	8	1
OS08G0462700	fgenesh2_kg.6__2092__AT5G20540.1	52	53	1
OS08G0462800	scaffold_105310.1	18	44	0
OS08G0462800	scaffold_105311.1	14	35	0
OS08G0462800	scaffold_105312.1	49	49	0
OS08G0462800	scaffold_105313.1	46	47	0
OS08G0462800	scaffold_602081.1	45	52	0
OS08G0462900	fgenesh2_kg.1__4039__AT1G49470.1	44	45	1
OS08G0463500	fgenesh2_kg.5__2251__AT3G58070.1	26	31	1
OS08G0463500	fgenesh2_kg.6__609__AT5G06650.1	19	31	1
OS08G0463500	scaffold_403039.1	26	31	1
OS08G0463900	fgenesh2_kg.4__1508__AT2G34860.1	50	50	1
OS08G0464000	fgenesh2_kg.3__1258__AT3G12050.1	62	61	1
OS08G0465800	scaffold_302097.1	73	74	1
OS08G0467100	Al_scaffold_0001_2743	37	51	0
OS08G0467100	fgenesh2_kg.2__1036__AT1G68130.1	37	47	0
OS08G0467100	fgenesh2_kg.5__108__AT2G01940.1	38	46	0
OS08G0467300	scaffold_101646.1	27	31	1
OS08G0467300	scaffold_102981.1	34	35	1
OS08G0467300	scaffold_201634.1	31	33	1
OS08G0467300	scaffold_500111.1	25	32	1
OS08G0467400	fgenesh1_pg.C_scaffold_2001143	47	59	1
OS08G0467500	fgenesh2_kg.8__950__AT5G50720.1	50	49	1
OS08G0467500	scaffold_701832.1	49	40	1
OS08G0467600	Al_scaffold_0003_3985	7	14	1
OS08G0467600	Al_scaffold_0005_1062	4	31	1
OS08G0467600	Al_scaffold_0005_856	8	16	1
OS08G0467600	Al_scaffold_0007_3014	8	18	1
OS08G0467600	fgenesh2_kg.2__286__AT1G61730.1	13	19	1
OS08G0467600	fgenesh2_kg.2__874__AT1G66420.1	8	18	1
OS08G0467600	scaffold_101250.1	5	17	1
OS08G0467600	scaffold_105291.1	7	11	1
OS08G0467600	scaffold_105412.1	8	14	1
OS08G0467600	scaffold_105437.1	8	14	1
OS08G0467600	scaffold_303870.1	9	18	1
OS08G0467600	scaffold_304421.1	7	22	1
OS08G0467600	scaffold_701803.1	10	15	1
OS08G0467600	scaffold_703950.1	7	11	1
OS08G0468100	scaffold_104075.1	67	67	0
OS08G0468100	scaffold_202739.1	66	66	0
OS08G0468400	fgenesh2_kg.5__1859__AT3G54630.1	32	32	0
OS08G0468700	scaffold_104075.1	66	67	0
OS08G0468700	scaffold_202739.1	65	65	0
OS08G0469200	fgenesh1_pm.C_scaffold_1002843	37	24	1
OS08G0469400	Al_scaffold_0003_1091	40	24	1
OS08G0469400	fgenesh2_kg.1__1010__AT1G09580.1	48	31	1
OS08G0469400	scaffold_102456.1	50	31	1
OS08G0469400	scaffold_105679.1	45	29	1
OS08G0469500	fgenesh2_kg.1__1167__AT1G10780.1	51	47	1
OS08G0469700	Al_scaffold_0003_3480	15	17	1
OS08G0469700	fgenesh1_pg.C_scaffold_1001997	61	50	1
OS08G0469700	fgenesh1_pg.C_scaffold_2002024	37	23	1
OS08G0469700	fgenesh2_kg.1__2382__AT1G21920.1	64	43	1
OS08G0469700	scaffold_104082.1	59	41	1
OS08G0471000	fgenesh2_kg.1__3816__AT1G46264.1	37	40	1
OS08G0471800	fgenesh2_kg.1__3800__AT1G45207.2	30	33	1
OS08G0471800	scaffold_700378.1	23	32	1
OS08G0471900	fgenesh2_kg.6__2240__AT5G22480.1	63	64	1
