Gene stable ID	Trifolium pratense gene stable ID	% identity	Trifolium pratense % identity	Orthology confidence [0 low, 1 high]
OS11G0276000	Tp57577_TGAC_v2_gene15746	55.7714	62.9677	0
OS11G0276000	Tp57577_TGAC_v2_gene27771	13.3714	66.1017	0
OS11G0276300	Tp57577_TGAC_v2_gene30666	14.2857	51.9608	1
OS11G0276300	Tp57577_TGAC_v2_gene30673	57.1429	55.0649	1
OS11G0276300	Tp57577_TGAC_v2_gene30683	29.6496	57.8947	1
OS11G0278300	Tp57577_TGAC_v2_gene19670	5.35714	14.3713	1
OS11G0278300	Tp57577_TGAC_v2_gene19677	10.4911	18.8755	1
OS11G0278300	Tp57577_TGAC_v2_gene21903	4.01786	22.5	1
OS11G0278300	Tp57577_TGAC_v2_gene27234	11.6071	19.1176	1
OS11G0278300	Tp57577_TGAC_v2_gene27239	18.3036	16.4659	1
OS11G0278300	Tp57577_TGAC_v2_gene30312	5.80357	25.2427	1
OS11G0278300	Tp57577_TGAC_v2_gene31279	12.2768	19.0311	1
OS11G0278300	Tp57577_TGAC_v2_gene31281	6.25	6.54206	1
OS11G0278300	Tp57577_TGAC_v2_gene31282	5.13393	19.4915	1
OS11G0278300	Tp57577_TGAC_v2_gene31284	5.58036	4.4964	1
OS11G0278300	Tp57577_TGAC_v2_gene39586	5.35714	14.6341	1
OS11G0278300	Tp57577_TGAC_v2_gene4364	13.3929	17.4927	1
OS11G0278300	Tp57577_TGAC_v2_gene4427	20.0893	15.9574	1
OS11G0278300	Tp57577_TGAC_v2_gene4436	17.1875	11.6314	1
OS11G0278300	Tp57577_TGAC_v2_gene7736	11.6071	18.4397	1
OS11G0278300	Tp57577_TGAC_v2_gene7764	7.58929	15.814	1
OS11G0282800	Tp57577_TGAC_v2_gene12563	33.3333	31.4062	0
OS11G0282800	Tp57577_TGAC_v2_gene1664	32.8358	33.1658	0
OS11G0282800	Tp57577_TGAC_v2_gene26070	33.9967	33.9404	0
OS11G0282800	Tp57577_TGAC_v2_gene34903	32.3383	30.8057	0
OS11G0283500	Tp57577_TGAC_v2_gene12563	33.1046	30.1562	0
OS11G0283500	Tp57577_TGAC_v2_gene1664	30.3602	29.6482	0
OS11G0283500	Tp57577_TGAC_v2_gene26070	35.506	34.2715	0
OS11G0283500	Tp57577_TGAC_v2_gene34903	30.7033	28.278	0
OS11G0284032	Tp57577_TGAC_v2_gene12563	28.0172	10.1562	0
OS11G0284032	Tp57577_TGAC_v2_gene1664	24.569	9.54774	0
OS11G0284032	Tp57577_TGAC_v2_gene26070	33.1897	12.7483	0
OS11G0284032	Tp57577_TGAC_v2_gene34903	25.431	9.32069	0
OS11G0284300	Tp57577_TGAC_v2_gene12563	31.746	15.625	0
OS11G0284300	Tp57577_TGAC_v2_gene1664	31.4286	16.5829	0
OS11G0284300	Tp57577_TGAC_v2_gene26070	34.2857	17.8808	0
OS11G0284300	Tp57577_TGAC_v2_gene34903	31.1111	15.4818	0
OS11G0284600	Tp57577_TGAC_v2_gene10282	2.91545	7.8125	1
OS11G0284600	Tp57577_TGAC_v2_gene15762	15.4519	21.2851	1
OS11G0284600	Tp57577_TGAC_v2_gene15767	20.4082	16.9492	1
OS11G0284600	Tp57577_TGAC_v2_gene18191	13.9942	16.3823	1
OS11G0284600	Tp57577_TGAC_v2_gene18446	18.3673	18.4211	1
OS11G0284600	Tp57577_TGAC_v2_gene21682	20.4082	17.4129	1
OS11G0284600	Tp57577_TGAC_v2_gene2374	20.1166	17.9688	1
OS11G0284600	Tp57577_TGAC_v2_gene24050	12.2449	20.2899	1
OS11G0284600	Tp57577_TGAC_v2_gene25339	18.0758	21.9858	1
OS11G0284600	Tp57577_TGAC_v2_gene30639	23.0321	18.9904	1
OS11G0284600	Tp57577_TGAC_v2_gene30644	7.58017	11.9816	1
OS11G0284600	Tp57577_TGAC_v2_gene30651	12.2449	24.1379	1
OS11G0284600	Tp57577_TGAC_v2_gene31157	12.5364	22.8723	1
OS11G0284600	Tp57577_TGAC_v2_gene31539	11.0787	14.1791	1
OS11G0284600	Tp57577_TGAC_v2_gene31717	20.9913	18.3206	1
OS11G0284600	Tp57577_TGAC_v2_gene3232	13.1195	17.2414	1
OS11G0284600	Tp57577_TGAC_v2_gene32695	19.8251	19.9413	1
OS11G0284600	Tp57577_TGAC_v2_gene32708	21.2828	24.0132	1
OS11G0284600	Tp57577_TGAC_v2_gene32715	20.6997	20.2279	1
OS11G0284600	Tp57577_TGAC_v2_gene34566	13.7026	14.8265	1
OS11G0284600	Tp57577_TGAC_v2_gene35186	14.2857	27.2222	1
OS11G0284600	Tp57577_TGAC_v2_gene35988	15.7434	24	1
OS11G0284600	Tp57577_TGAC_v2_gene37605	20.6997	16.7453	1
OS11G0284600	Tp57577_TGAC_v2_gene39146	20.9913	18.3206	1
OS11G0284600	Tp57577_TGAC_v2_gene39235	12.5364	18.1435	1
OS11G0284600	Tp57577_TGAC_v2_gene39682	14.2857	18.2156	1
OS11G0284600	Tp57577_TGAC_v2_gene40569	2.62391	8.10811	1
OS11G0284900	Tp57577_TGAC_v2_gene19249	72.2222	52	1
OS11G0289700	Tp57577_TGAC_v2_gene6665	43.8017	42.3154	1
OS11G0291000	Tp57577_TGAC_v2_gene31684	48.7678	38.6037	1
OS11G0291000	Tp57577_TGAC_v2_gene35205	50.454	49.9358	1
OS11G0291500	Tp57577_TGAC_v2_gene31684	43.662	6.3655	1
OS11G0291500	Tp57577_TGAC_v2_gene35205	47.1831	8.60077	1
OS11G0292050	Tp57577_TGAC_v2_gene37977	38.6364	2.41993	0
OS11G0292050	Tp57577_TGAC_v2_gene9837	38.6364	2.47813	0
OS11G0293300	Tp57577_TGAC_v2_gene10413	41.5301	31.2115	1
OS11G0294600	Tp57577_TGAC_v2_gene12876	43.9306	36.1905	1
OS11G0294800	Tp57577_TGAC_v2_gene20571	42.7835	20.5955	1
OS11G0294800	Tp57577_TGAC_v2_gene32619	38.6598	15.4639	1
OS11G0294800	Tp57577_TGAC_v2_gene32632	36.5979	31.0044	1
OS11G0295000	Tp57577_TGAC_v2_gene26850	42.8571	19.5	1
OS11G0296900	Tp57577_TGAC_v2_gene27847	54.2105	26.2755	1
OS11G0296900	Tp57577_TGAC_v2_gene40018	11.0526	38.1818	1
OS11G0297300	Tp57577_TGAC_v2_gene31684	49.1656	39.3224	1
OS11G0297300	Tp57577_TGAC_v2_gene35205	51.4763	51.4763	1
OS11G0297800	Tp57577_TGAC_v2_gene31684	48.7212	39.117	1
OS11G0297800	Tp57577_TGAC_v2_gene35205	51.5345	51.733	1
OS11G0297900	Tp57577_TGAC_v2_gene22393	71.0526	71.5232	1
OS11G0298000	Tp57577_TGAC_v2_gene18097	42.6501	48.5849	1
OS11G0298400	Tp57577_TGAC_v2_gene21677	43.6943	43.75	1
OS11G0298400	Tp57577_TGAC_v2_gene33901	58.8535	58.1132	1
OS11G0298400	Tp57577_TGAC_v2_gene38192	9.04459	52.9851	1
OS11G0299300	Tp57577_TGAC_v2_gene9713	49.1304	45.1098	1
OS11G0300400	Tp57577_TGAC_v2_gene28449	30.4348	5.4902	1
OS11G0300600	Tp57577_TGAC_v2_gene355	1.43627	3.50877	0
OS11G0300600	Tp57577_TGAC_v2_gene6632	47.7558	38.2734	0
OS11G0300700	Tp57577_TGAC_v2_gene355	50	35.9649	0
OS11G0300700	Tp57577_TGAC_v2_gene6632	45.7317	10.7914	0
OS11G0302500	Tp57577_TGAC_v2_gene26132	48.2517	21.7666	1
OS11G0302700	Tp57577_TGAC_v2_gene13421	62.7907	63.8298	1
OS11G0302700	Tp57577_TGAC_v2_gene9470	62.5581	64.6635	1
OS11G0303050	Tp57577_TGAC_v2_gene26144	55.8824	24.2347	1
OS11G0303050	Tp57577_TGAC_v2_gene30011	61.1765	21.8947	1
OS11G0303050	Tp57577_TGAC_v2_gene36997	1.17647	1.90476	1
OS11G0303400	Tp57577_TGAC_v2_gene28417	44.3478	24.4019	1
OS11G0303500	Tp57577_TGAC_v2_gene18567	13.8122	12.1065	1
OS11G0303500	Tp57577_TGAC_v2_gene30257	14.3646	11.954	1
OS11G0303500	Tp57577_TGAC_v2_gene35697	14.779	10.5627	1
OS11G0303600	Tp57577_TGAC_v2_gene11995	24.8663	28.2675	1
OS11G0303600	Tp57577_TGAC_v2_gene14925	28.3422	28.4182	1
OS11G0303600	Tp57577_TGAC_v2_gene14928	34.492	37.9412	1
OS11G0303600	Tp57577_TGAC_v2_gene14932	28.0749	19.3015	1
OS11G0303600	Tp57577_TGAC_v2_gene14941	19.5187	31.8777	1
OS11G0303600	Tp57577_TGAC_v2_gene19927	25.4011	34.296	1
OS11G0303600	Tp57577_TGAC_v2_gene27350	36.0963	37.3961	1
OS11G0303600	Tp57577_TGAC_v2_gene34142	36.3636	36.6577	1
OS11G0303600	Tp57577_TGAC_v2_gene35920	36.0963	21.4626	1
OS11G0303600	Tp57577_TGAC_v2_gene35923	25.6684	34.5324	1
OS11G0303600	Tp57577_TGAC_v2_gene35924	23.7968	32.8413	1
OS11G0304050	Tp57577_TGAC_v2_gene11995	23.6702	27.0517	1
OS11G0304050	Tp57577_TGAC_v2_gene14925	27.1277	27.3458	1
OS11G0304050	Tp57577_TGAC_v2_gene14928	34.0426	37.6471	1
OS11G0304050	Tp57577_TGAC_v2_gene14932	27.9255	19.3015	1
OS11G0304050	Tp57577_TGAC_v2_gene14941	20.2128	33.1878	1
OS11G0304050	Tp57577_TGAC_v2_gene19927	24.2021	32.852	1
OS11G0304050	Tp57577_TGAC_v2_gene27350	35.9043	37.3961	1
OS11G0304050	Tp57577_TGAC_v2_gene34142	36.7021	37.1968	1
OS11G0304050	Tp57577_TGAC_v2_gene35920	34.8404	20.8267	1
OS11G0304050	Tp57577_TGAC_v2_gene35923	24.4681	33.0935	1
OS11G0304050	Tp57577_TGAC_v2_gene35924	23.1383	32.1033	1
OS11G0305400	Tp57577_TGAC_v2_gene11995	25.2717	28.2675	1
OS11G0305400	Tp57577_TGAC_v2_gene14925	27.1739	26.8097	1
OS11G0305400	Tp57577_TGAC_v2_gene14928	34.7826	37.6471	1
OS11G0305400	Tp57577_TGAC_v2_gene14932	26.9022	18.1985	1
OS11G0305400	Tp57577_TGAC_v2_gene14941	18.75	30.131	1
OS11G0305400	Tp57577_TGAC_v2_gene19927	25.5435	33.935	1
OS11G0305400	Tp57577_TGAC_v2_gene27350	36.9565	37.6731	1
OS11G0305400	Tp57577_TGAC_v2_gene34142	35.3261	35.0404	1
OS11G0305400	Tp57577_TGAC_v2_gene35920	37.2283	21.7806	1
OS11G0305400	Tp57577_TGAC_v2_gene35923	25.8152	34.1727	1
OS11G0305400	Tp57577_TGAC_v2_gene35924	24.1848	32.8413	1
OS11G0306300	Tp57577_TGAC_v2_gene11995	26.3006	27.6596	1
OS11G0306300	Tp57577_TGAC_v2_gene14925	28.9017	26.8097	1
OS11G0306300	Tp57577_TGAC_v2_gene14928	36.4162	37.0588	1
OS11G0306300	Tp57577_TGAC_v2_gene14932	28.6127	18.1985	1
OS11G0306300	Tp57577_TGAC_v2_gene14941	21.0983	31.8777	1
OS11G0306300	Tp57577_TGAC_v2_gene19927	26.5896	33.213	1
OS11G0306300	Tp57577_TGAC_v2_gene27350	34.6821	33.241	1
OS11G0306300	Tp57577_TGAC_v2_gene34142	34.104	31.8059	1
OS11G0306300	Tp57577_TGAC_v2_gene35920	35.2601	19.3959	1
OS11G0306300	Tp57577_TGAC_v2_gene35923	27.1676	33.813	1
OS11G0306300	Tp57577_TGAC_v2_gene35924	26.3006	33.5793	1
OS11G0306400	Tp57577_TGAC_v2_gene11995	22.8261	25.5319	1
OS11G0306400	Tp57577_TGAC_v2_gene14925	25.8152	25.4692	1
OS11G0306400	Tp57577_TGAC_v2_gene14928	32.0652	34.7059	1
OS11G0306400	Tp57577_TGAC_v2_gene14932	24.4565	16.5441	1
OS11G0306400	Tp57577_TGAC_v2_gene14941	17.663	28.3843	1
OS11G0306400	Tp57577_TGAC_v2_gene19927	22.8261	30.3249	1
OS11G0306400	Tp57577_TGAC_v2_gene27350	35.0543	35.7341	1
OS11G0306400	Tp57577_TGAC_v2_gene34142	31.7935	31.5364	1
OS11G0306400	Tp57577_TGAC_v2_gene35920	33.4239	19.5548	1
OS11G0306400	Tp57577_TGAC_v2_gene35923	22.8261	30.2158	1
OS11G0306400	Tp57577_TGAC_v2_gene35924	22.0109	29.8893	1
OS11G0307300	Tp57577_TGAC_v2_gene11995	22.5543	25.228	1
OS11G0307300	Tp57577_TGAC_v2_gene14925	25.8152	25.4692	1
OS11G0307300	Tp57577_TGAC_v2_gene14928	32.337	35	1
OS11G0307300	Tp57577_TGAC_v2_gene14932	23.913	16.1765	1
OS11G0307300	Tp57577_TGAC_v2_gene14941	16.3043	26.2009	1
OS11G0307300	Tp57577_TGAC_v2_gene19927	23.0978	30.6859	1
OS11G0307300	Tp57577_TGAC_v2_gene27350	33.6957	34.349	1
OS11G0307300	Tp57577_TGAC_v2_gene34142	33.1522	32.8841	1
OS11G0307300	Tp57577_TGAC_v2_gene35920	33.1522	19.3959	1
OS11G0307300	Tp57577_TGAC_v2_gene35923	22.8261	30.2158	1
OS11G0307300	Tp57577_TGAC_v2_gene35924	22.0109	29.8893	1
OS11G0308800	Tp57577_TGAC_v2_gene26143	48.7889	37.2523	1
OS11G0308800	Tp57577_TGAC_v2_gene38281	50.346	36.5578	1
OS11G0308800	Tp57577_TGAC_v2_gene7532	48.2699	36.0931	1
OS11G0309000	Tp57577_TGAC_v2_gene8373	26.1307	55.7143	1
OS11G0309000	Tp57577_TGAC_v2_gene8380	35.1759	62.6866	1
OS11G0310800	Tp57577_TGAC_v2_gene17102	69.6328	70.7317	1
OS11G0311300	Tp57577_TGAC_v2_gene24500	55.8824	56.6225	1
OS11G0311550	Tp57577_TGAC_v2_gene3364	74.3902	76.25	0
OS11G0312220	Tp57577_TGAC_v2_gene10955	78.1893	91.7874	1
OS11G0312340	Tp57577_TGAC_v2_gene19440	62.2642	21.7105	1
OS11G0312400	Tp57577_TGAC_v2_gene10955	78.1893	91.7874	1
OS11G0334938	Tp57577_TGAC_v2_gene14829	14.6939	45.5696	0
OS11G0334938	Tp57577_TGAC_v2_gene14835	24.0816	27.4419	0
OS11G0334938	Tp57577_TGAC_v2_gene17742	13.0612	23.7037	0
OS11G0334938	Tp57577_TGAC_v2_gene24943	18.7755	28.3951	0
OS11G0334938	Tp57577_TGAC_v2_gene35119	15.9184	16.5254	0
OS11G0334938	Tp57577_TGAC_v2_gene9469	13.4694	22.9167	0
OS11G0346016	Tp57577_TGAC_v2_gene37569	30.4833	14.9909	1
OS11G0351555	Tp57577_TGAC_v2_gene33682	33.0808	57.4561	0
OS11G0351555	Tp57577_TGAC_v2_gene33690	58.8384	59.7436	0
OS11G0351555	Tp57577_TGAC_v2_gene33716	58.5859	59.4872	0
OS11G0351555	Tp57577_TGAC_v2_gene33727	27.0202	37.9433	0
OS11G0351555	Tp57577_TGAC_v2_gene3748	38.8889	56	0
OS11G0351555	Tp57577_TGAC_v2_gene3803	50.7576	53.4574	0
OS11G0351555	Tp57577_TGAC_v2_gene40535	12.3737	52.6882	0
OS11G0357094	Tp57577_TGAC_v2_gene6304	36.7127	37.8764	1
OS11G0362633	Tp57577_TGAC_v2_gene16719	19.8473	37.1429	0
OS11G0368172	Tp57577_TGAC_v2_gene16719	39.3939	55.7143	0
OS11G0379251	Tp57577_TGAC_v2_gene37569	41.1765	28.1536	1
OS11G0384789	Tp57577_TGAC_v2_gene20945	66.7897	69.6154	1
OS11G0384789	Tp57577_TGAC_v2_gene23887	77.4908	77.7778	1
OS11G0406945	Tp57577_TGAC_v2_gene1579	47.1616	36.3636	1
OS11G0406945	Tp57577_TGAC_v2_gene1582	45.4148	35.3741	1
OS11G0406945	Tp57577_TGAC_v2_gene1597	47.1616	33.8558	1
OS11G0414000	Tp57577_TGAC_v2_gene18384	34.7087	52.1898	1
OS11G0414000	Tp57577_TGAC_v2_gene31806	67.4757	72.7749	1
OS11G0416900	Tp57577_TGAC_v2_gene1955	56.8574	54.8161	1
OS11G0416900	Tp57577_TGAC_v2_gene35219	57.9473	59.2386	1
OS11G0416900	Tp57577_TGAC_v2_gene6145	60.3996	61.8605	1
OS11G0416900	Tp57577_TGAC_v2_gene9358	36.2398	53.7012	1
OS11G0416900	Tp57577_TGAC_v2_gene9360	21.5259	58.8089	1
OS11G0417400	Tp57577_TGAC_v2_gene31798	50.463	44.3089	1
OS11G0423800	Tp57577_TGAC_v2_gene16346	39.8601	20.8791	1
OS11G0425100	Tp57577_TGAC_v2_gene11780	18.0952	10.4396	0
OS11G0425100	Tp57577_TGAC_v2_gene11788	21.4286	10.0897	0
OS11G0425100	Tp57577_TGAC_v2_gene6784	23.8095	13.9665	0
OS11G0425600	Tp57577_TGAC_v2_gene14533	55.7143	34.5133	0
OS11G0425800	Tp57577_TGAC_v2_gene17003	80	27.1845	1
OS11G0425800	Tp57577_TGAC_v2_gene26404	80	27.1845	1
OS11G0425800	Tp57577_TGAC_v2_gene27428	18.5714	18.0556	1
OS11G0428700	Tp57577_TGAC_v2_gene31673	46.5649	29.6117	1
OS11G0428700	Tp57577_TGAC_v2_gene35048	46.5649	25.523	1
OS11G0428700	Tp57577_TGAC_v2_gene9894	46.5649	30.9645	1
OS11G0430000	Tp57577_TGAC_v2_gene10582	10.0193	19.4757	0
OS11G0430000	Tp57577_TGAC_v2_gene11833	30.8285	32.2581	0
OS11G0430000	Tp57577_TGAC_v2_gene11892	12.1387	27.7533	0
OS11G0430000	Tp57577_TGAC_v2_gene11894	11.7534	32.2751	0
OS11G0430000	Tp57577_TGAC_v2_gene26022	30.4432	42.0213	0
OS11G0430000	Tp57577_TGAC_v2_gene26047	27.1676	38.5246	0
OS11G0430000	Tp57577_TGAC_v2_gene26062	15.7996	41.206	0
OS11G0430000	Tp57577_TGAC_v2_gene26221	22.158	51.1111	0
OS11G0430000	Tp57577_TGAC_v2_gene26260	28.5164	28.6267	0
OS11G0430000	Tp57577_TGAC_v2_gene26800	13.1021	29.1845	0
OS11G0430000	Tp57577_TGAC_v2_gene26812	13.6802	29.8319	0
OS11G0430000	Tp57577_TGAC_v2_gene35589	15.2216	41.7989	0
OS11G0430000	Tp57577_TGAC_v2_gene4000	7.32177	39.1753	0
OS11G0430000	Tp57577_TGAC_v2_gene5558	7.70713	36.6972	0
OS11G0430000	Tp57577_TGAC_v2_gene5584	23.8921	33.6957	0
OS11G0430000	Tp57577_TGAC_v2_gene5590	23.6994	39.2971	0
OS11G0430000	Tp57577_TGAC_v2_gene5609	22.5434	19.4352	0
OS11G0430000	Tp57577_TGAC_v2_gene5614	23.1214	40.8163	0
OS11G0430000	Tp57577_TGAC_v2_gene5636	21.58	25.6293	0
OS11G0430000	Tp57577_TGAC_v2_gene897	32.5626	39.2111	0
OS11G0431100	Tp57577_TGAC_v2_gene10582	15.0198	14.2322	0
OS11G0431100	Tp57577_TGAC_v2_gene11833	33.9921	17.3387	0
OS11G0431100	Tp57577_TGAC_v2_gene11892	23.3202	25.9912	0
OS11G0431100	Tp57577_TGAC_v2_gene11894	3.55731	4.7619	0
OS11G0431100	Tp57577_TGAC_v2_gene26022	21.7391	14.6277	0
OS11G0431100	Tp57577_TGAC_v2_gene26047	22.1344	15.3005	0
OS11G0431100	Tp57577_TGAC_v2_gene26062	0.395257	0.502513	0
OS11G0431100	Tp57577_TGAC_v2_gene26221	16.996	19.1111	0
OS11G0431100	Tp57577_TGAC_v2_gene26260	24.9012	12.1857	0
OS11G0431100	Tp57577_TGAC_v2_gene26800	1.58103	1.71674	0
OS11G0431100	Tp57577_TGAC_v2_gene26812	1.97628	2.10084	0
OS11G0431100	Tp57577_TGAC_v2_gene35589	0.790514	1.0582	0
OS11G0431100	Tp57577_TGAC_v2_gene4000	15.0198	39.1753	0
OS11G0431100	Tp57577_TGAC_v2_gene5558	14.6245	33.945	0
OS11G0431100	Tp57577_TGAC_v2_gene5584	17.3913	11.9565	0
OS11G0431100	Tp57577_TGAC_v2_gene5590	17.3913	14.0575	0
OS11G0431100	Tp57577_TGAC_v2_gene5609	15.8103	6.64452	0
OS11G0431100	Tp57577_TGAC_v2_gene5614	16.6008	14.2857	0
OS11G0431100	Tp57577_TGAC_v2_gene5636	9.48617	5.49199	0
OS11G0431100	Tp57577_TGAC_v2_gene897	37.5494	22.0418	0
OS11G0431400	Tp57577_TGAC_v2_gene10582	14.4444	9.73783	0
OS11G0431400	Tp57577_TGAC_v2_gene11833	36.6667	13.3065	0
OS11G0431400	Tp57577_TGAC_v2_gene11892	26.6667	21.1454	0
OS11G0431400	Tp57577_TGAC_v2_gene11894	1.11111	1.0582	0
OS11G0431400	Tp57577_TGAC_v2_gene26022	18.3333	8.7766	0
OS11G0431400	Tp57577_TGAC_v2_gene26047	19.4444	9.56284	0
OS11G0431400	Tp57577_TGAC_v2_gene26062	3.33333	3.01508	0
OS11G0431400	Tp57577_TGAC_v2_gene26221	17.7778	14.2222	0
OS11G0431400	Tp57577_TGAC_v2_gene26260	26.1111	9.09091	0
OS11G0431400	Tp57577_TGAC_v2_gene26800	2.22222	1.71674	0
OS11G0431400	Tp57577_TGAC_v2_gene26812	3.33333	2.52101	0
OS11G0431400	Tp57577_TGAC_v2_gene35589	2.77778	2.6455	0
OS11G0431400	Tp57577_TGAC_v2_gene4000	13.8889	25.7732	0
OS11G0431400	Tp57577_TGAC_v2_gene5558	13.3333	22.0183	0
OS11G0431400	Tp57577_TGAC_v2_gene5584	16.6667	8.15217	0
OS11G0431400	Tp57577_TGAC_v2_gene5590	15.5556	8.94569	0
OS11G0431400	Tp57577_TGAC_v2_gene5609	15	4.48505	0
OS11G0431400	Tp57577_TGAC_v2_gene5614	16.1111	9.86395	0
OS11G0431400	Tp57577_TGAC_v2_gene5636	11.6667	4.80549	0
OS11G0431400	Tp57577_TGAC_v2_gene897	38.8889	16.2413	0
OS11G0431700	Tp57577_TGAC_v2_gene10582	12.2137	17.9775	0
OS11G0431700	Tp57577_TGAC_v2_gene11833	33.3333	26.4113	0
OS11G0431700	Tp57577_TGAC_v2_gene11892	15.2672	26.4317	0
OS11G0431700	Tp57577_TGAC_v2_gene11894	9.41476	19.5767	0
OS11G0431700	Tp57577_TGAC_v2_gene26022	26.972	28.1915	0
OS11G0431700	Tp57577_TGAC_v2_gene26047	23.6641	25.4098	0
OS11G0431700	Tp57577_TGAC_v2_gene26062	8.90585	17.5879	0
OS11G0431700	Tp57577_TGAC_v2_gene26221	16.7939	29.3333	0
OS11G0431700	Tp57577_TGAC_v2_gene26260	26.4631	20.1161	0
OS11G0431700	Tp57577_TGAC_v2_gene26800	8.39695	14.1631	0
OS11G0431700	Tp57577_TGAC_v2_gene26812	8.6514	14.2857	0
OS11G0431700	Tp57577_TGAC_v2_gene35589	9.16031	19.0476	0
OS11G0431700	Tp57577_TGAC_v2_gene4000	10.4326	42.268	0
OS11G0431700	Tp57577_TGAC_v2_gene5558	10.1781	36.6972	0
OS11G0431700	Tp57577_TGAC_v2_gene5584	21.1196	22.5543	0
OS11G0431700	Tp57577_TGAC_v2_gene5590	20.6107	25.8786	0
OS11G0431700	Tp57577_TGAC_v2_gene5609	20.1018	13.1229	0
OS11G0431700	Tp57577_TGAC_v2_gene5614	20.3562	27.2109	0
OS11G0431700	Tp57577_TGAC_v2_gene5636	16.0305	14.4165	0
OS11G0431700	Tp57577_TGAC_v2_gene897	37.9135	34.5708	0
OS11G0432400	Tp57577_TGAC_v2_gene24401	79.6116	81.7276	1
OS11G0432600	Tp57577_TGAC_v2_gene25994	38.3481	41.4013	1
OS11G0432600	Tp57577_TGAC_v2_gene6191	41.2979	36.9393	1
OS11G0432900	Tp57577_TGAC_v2_gene10582	10.4384	18.7266	0
OS11G0432900	Tp57577_TGAC_v2_gene11833	33.8205	32.6613	0
OS11G0432900	Tp57577_TGAC_v2_gene11892	12.3173	25.9912	0
OS11G0432900	Tp57577_TGAC_v2_gene11894	13.1524	33.3333	0
OS11G0432900	Tp57577_TGAC_v2_gene26022	33.1942	42.2872	0
OS11G0432900	Tp57577_TGAC_v2_gene26047	30.2714	39.6175	0
OS11G0432900	Tp57577_TGAC_v2_gene26062	19.4154	46.7337	0
OS11G0432900	Tp57577_TGAC_v2_gene26221	23.7996	50.6667	0
OS11G0432900	Tp57577_TGAC_v2_gene26260	31.7328	29.4004	0
OS11G0432900	Tp57577_TGAC_v2_gene26800	14.8225	30.4721	0
OS11G0432900	Tp57577_TGAC_v2_gene26812	15.0313	30.2521	0
OS11G0432900	Tp57577_TGAC_v2_gene35589	17.119	43.3862	0
OS11G0432900	Tp57577_TGAC_v2_gene4000	7.72443	38.1443	0
OS11G0432900	Tp57577_TGAC_v2_gene5558	7.09812	31.1927	0
OS11G0432900	Tp57577_TGAC_v2_gene5584	25.6785	33.4239	0
OS11G0432900	Tp57577_TGAC_v2_gene5590	25.8873	39.6166	0
OS11G0432900	Tp57577_TGAC_v2_gene5609	24.6347	19.6013	0
OS11G0432900	Tp57577_TGAC_v2_gene5614	25.261	41.1565	0
OS11G0432900	Tp57577_TGAC_v2_gene5636	24.0084	26.3158	0
OS11G0432900	Tp57577_TGAC_v2_gene897	35.2818	39.2111	0
OS11G0433101	Tp57577_TGAC_v2_gene28101	27.492	46.594	1
OS11G0433101	Tp57577_TGAC_v2_gene29776	47.91	47.5279	1
OS11G0433200	Tp57577_TGAC_v2_gene15618	59.7802	50.6518	1
OS11G0433200	Tp57577_TGAC_v2_gene8890	56.4835	34.7767	1
OS11G0433500	Tp57577_TGAC_v2_gene18083	77.208	35.4248	1
OS11G0433600	Tp57577_TGAC_v2_gene19387	43.3265	32.362	1
OS11G0433600	Tp57577_TGAC_v2_gene27732	41.8891	33.279	1
OS11G0433800	Tp57577_TGAC_v2_gene14058	24.0088	37.2014	1
OS11G0433800	Tp57577_TGAC_v2_gene40762	15.6388	43.0303	1
OS11G0433800	Tp57577_TGAC_v2_gene8742	37.2247	41.9355	1
OS11G0433900	Tp57577_TGAC_v2_gene26251	85.5072	85.5072	0
OS11G0433900	Tp57577_TGAC_v2_gene39345	36.2319	58.1395	0
OS11G0435100	Tp57577_TGAC_v2_gene22857	27.5676	7.07351	1
OS11G0435100	Tp57577_TGAC_v2_gene22859	27.5676	7.07351	1
OS11G0435100	Tp57577_TGAC_v2_gene22861	9.18919	5.48387	1
OS11G0435100	Tp57577_TGAC_v2_gene32085	26.4865	6.91114	1
OS11G0437600	Tp57577_TGAC_v2_gene16456	29.085	29.4702	1
OS11G0441500	Tp57577_TGAC_v2_gene31966	32.6923	34.9315	0
OS11G0441500	Tp57577_TGAC_v2_gene33701	39.3162	39.1489	0
OS11G0441500	Tp57577_TGAC_v2_gene33703	38.6752	38.8412	0
OS11G0441900	Tp57577_TGAC_v2_gene20571	49.0765	46.1538	1
OS11G0441900	Tp57577_TGAC_v2_gene32619	43.5356	34.0206	1
OS11G0441900	Tp57577_TGAC_v2_gene32632	26.3852	43.6681	1
OS11G0444000	Tp57577_TGAC_v2_gene31966	34.141	35.3881	0
OS11G0444000	Tp57577_TGAC_v2_gene33701	39.8678	38.5106	0
OS11G0444000	Tp57577_TGAC_v2_gene33703	39.8678	38.8412	0
OS11G0444700	Tp57577_TGAC_v2_gene31057	32.1429	32.5792	1
OS11G0444700	Tp57577_TGAC_v2_gene37442	27.2321	31.1224	1
OS11G0444900	Tp57577_TGAC_v2_gene31057	32.8704	32.1267	1
OS11G0444900	Tp57577_TGAC_v2_gene37442	28.7037	31.6327	1
OS11G0445300	Tp57577_TGAC_v2_gene20613	54.2197	54.5349	1
OS11G0446000	Tp57577_TGAC_v2_gene39821	26.8939	26.3941	1
