Gene stable ID	Glycine max gene stable ID	% identity	Glycine max % identity	Orthology confidence [0 low, 1 high]
OS11G0493100	GLYMA13G25750	42	7	1
OS11G0493100	GLYMA13G25780	45	7	1
OS11G0493100	GLYMA13G25920	43	6	1
OS11G0493100	GLYMA13G25950	42	7	1
OS11G0493100	GLYMA13G25970	44	4	1
OS11G0493100	GLYMA13G26000	44	6	1
OS11G0493100	GLYMA13G26141	42	6	1
OS11G0493100	GLYMA13G26230	43	7	1
OS11G0493100	GLYMA13G26250	32	5	1
OS11G0493100	GLYMA13G26310	43	7	1
OS11G0493100	GLYMA13G26380	43	7	1
OS11G0493100	GLYMA13G26530	44	7	1
OS11G0493100	GLYMA15G35920	44	7	1
OS11G0493100	GLYMA15G36930	44	6	1
OS11G0493100	GLYMA15G36940	38	6	1
OS11G0493100	GLYMA15G36990	44	7	1
OS11G0493100	GLYMA15G37050	35	7	1
OS11G0493100	GLYMA15G37080	41	9	1
OS11G0493100	GLYMA15G37140	40	6	1
OS11G0493100	GLYMA15G37290	45	7	1
OS11G0493100	GLYMA15G37310	44	6	1
OS11G0493100	GLYMA15G37320	42	7	1
OS11G0493100	GLYMA15G37340	32	8	1
OS11G0493100	GLYMA15G37390	42	7	1
OS11G0493100	GLYMA16G08650	39	6	1
OS11G0493700	GLYMA01G31860	28	18	1
OS11G0493700	GLYMA0303S00200	23	18	1
OS11G0493700	GLYMA03G04030	31	20	1
OS11G0493700	GLYMA03G04040	16	24	1
OS11G0493700	GLYMA03G04080	31	19	1
OS11G0493700	GLYMA03G04100	30	20	1
OS11G0493700	GLYMA03G04121	19	18	1
OS11G0493700	GLYMA03G04140	31	19	1
OS11G0493700	GLYMA03G04180	27	19	1
OS11G0493700	GLYMA03G04200	30	20	1
OS11G0493700	GLYMA03G04260	31	20	1
OS11G0493700	GLYMA03G04300	31	19	1
OS11G0493700	GLYMA03G04530	31	20	1
OS11G0493700	GLYMA03G04560	30	19	1
OS11G0493700	GLYMA03G04590	31	20	1
OS11G0493700	GLYMA03G04610	30	23	1
OS11G0493700	GLYMA03G04780	31	19	1
OS11G0493700	GLYMA03G04810	32	19	1
OS11G0493700	GLYMA03G05260	15	15	1
OS11G0493700	GLYMA03G05290	24	17	1
OS11G0493700	GLYMA03G05351	30	19	1
OS11G0493700	GLYMA03G05370	30	19	1
OS11G0493700	GLYMA03G05400	26	17	1
OS11G0493700	GLYMA03G05420	30	19	1
OS11G0493700	GLYMA03G05550	30	19	1
OS11G0493700	GLYMA03G05640	27	18	1
OS11G0493700	GLYMA03G05671	30	19	1
OS11G0493700	GLYMA03G14904	30	19	1
OS11G0493700	GLYMA05G08621	17	23	1
OS11G0493700	GLYMA06G39725	28	18	1
OS11G0493700	GLYMA06G47650	21	16	1
OS11G0493700	GLYMA0765S00200	18	15	1
OS11G0493700	GLYMA13G25420	29	18	1
OS11G0493700	GLYMA13G25440	26	19	1
OS11G0493700	GLYMA13G25750	28	19	1
OS11G0493700	GLYMA13G25780	29	19	1
OS11G0493700	GLYMA13G25920	27	17	1
OS11G0493700	GLYMA13G25950	26	17	1
OS11G0493700	GLYMA13G25970	28	10	1
OS11G0493700	GLYMA13G26000	28	17	1
OS11G0493700	GLYMA13G26141	28	18	1
OS11G0493700	GLYMA13G26230	29	19	1
OS11G0493700	GLYMA13G26250	26	18	1
OS11G0493700	GLYMA13G26310	28	18	1
OS11G0493700	GLYMA13G26380	28	18	1
OS11G0493700	GLYMA13G26530	28	18	1
OS11G0493700	GLYMA15G35920	29	18	1
OS11G0493700	GLYMA15G36930	28	17	1
OS11G0493700	GLYMA15G36940	27	17	1
OS11G0493700	GLYMA15G36990	28	19	1
OS11G0493700	GLYMA15G37050	22	17	1
OS11G0493700	GLYMA15G37080	24	21	1
OS11G0493700	GLYMA15G37140	26	18	1
OS11G0493700	GLYMA15G37290	28	18	1
OS11G0493700	GLYMA15G37310	28	15	1
OS11G0493700	GLYMA15G37320	26	19	1
OS11G0493700	GLYMA15G37340	19	20	1
OS11G0493700	GLYMA15G37390	26	18	1
OS11G0493700	GLYMA16G08650	30	20	1
OS11G0494100	GLYMA01G31860	38	10	1
OS11G0494100	GLYMA0303S00200	24	8	1
OS11G0494100	GLYMA03G04030	38	10	1
OS11G0494100	GLYMA03G04040	38	24	1
OS11G0494100	GLYMA03G04080	37	10	1
OS11G0494100	GLYMA03G04100	36	10	1
OS11G0494100	GLYMA03G04121	36	15	1
OS11G0494100	GLYMA03G04140	38	10	1
OS11G0494100	GLYMA03G04180	36	11	1
OS11G0494100	GLYMA03G04200	37	10	1
OS11G0494100	GLYMA03G04260	38	10	1
OS11G0494100	GLYMA03G04300	38	10	1
OS11G0494100	GLYMA03G04530	39	10	1
OS11G0494100	GLYMA03G04560	39	10	1
OS11G0494100	GLYMA03G04590	37	10	1
OS11G0494100	GLYMA03G04610	34	11	1
OS11G0494100	GLYMA03G04780	38	10	1
OS11G0494100	GLYMA03G04810	38	10	1
OS11G0494100	GLYMA03G05260	30	13	1
OS11G0494100	GLYMA03G05290	19	6	1
OS11G0494100	GLYMA03G05351	36	10	1
OS11G0494100	GLYMA03G05370	36	10	1
OS11G0494100	GLYMA03G05400	28	8	1
OS11G0494100	GLYMA03G05420	36	10	1
OS11G0494100	GLYMA03G05550	38	10	1
OS11G0494100	GLYMA03G05640	37	10	1
OS11G0494100	GLYMA03G05671	38	10	1
OS11G0494100	GLYMA03G14904	37	10	1
OS11G0494100	GLYMA05G08621	34	19	1
OS11G0494100	GLYMA06G39725	38	10	1
OS11G0494100	GLYMA06G47650	27	9	1
OS11G0494100	GLYMA0765S00200	17	6	1
OS11G0494100	GLYMA13G25420	37	10	1
OS11G0494100	GLYMA13G25440	38	12	1
OS11G0494100	GLYMA13G25750	37	10	1
OS11G0494100	GLYMA13G25780	38	10	1
OS11G0494100	GLYMA13G25920	38	10	1
OS11G0494100	GLYMA13G25950	33	9	1
OS11G0494100	GLYMA13G25970	38	6	1
OS11G0494100	GLYMA13G26000	38	10	1
OS11G0494100	GLYMA13G26141	39	10	1
OS11G0494100	GLYMA13G26230	40	11	1
OS11G0494100	GLYMA13G26250	32	9	1
OS11G0494100	GLYMA13G26310	37	10	1
OS11G0494100	GLYMA13G26380	38	10	1
OS11G0494100	GLYMA13G26530	37	10	1
OS11G0494100	GLYMA15G35920	38	10	1
OS11G0494100	GLYMA15G36930	38	10	1
OS11G0494100	GLYMA15G36940	30	8	1
OS11G0494100	GLYMA15G36990	38	11	1
OS11G0494100	GLYMA15G37050	28	9	1
OS11G0494100	GLYMA15G37080	34	13	1
OS11G0494100	GLYMA15G37140	38	11	1
OS11G0494100	GLYMA15G37290	39	11	1
OS11G0494100	GLYMA15G37310	38	9	1
OS11G0494100	GLYMA15G37320	38	11	1
OS11G0494100	GLYMA15G37340	30	13	1
OS11G0494100	GLYMA15G37390	37	10	1
OS11G0494100	GLYMA16G08650	40	11	1
OS11G0496400	GLYMA04G37370	48	17	1
OS11G0496400	GLYMA05G38140	49	18	1
OS11G0496400	GLYMA06G17720	23	13	1
OS11G0496400	GLYMA08G01470	48	18	1
OS11G0496500	GLYMA05G28100	72	72	1
OS11G0496500	GLYMA07G06290	77	76	1
OS11G0496500	GLYMA11G36920	65	65	1
OS11G0496500	GLYMA16G02930	77	76	1
OS11G0496500	GLYMA16G05970	71	71	1
OS11G0496500	GLYMA19G26174	72	72	1
OS11G0497000	GLYMA05G38190	61	60	1
OS11G0497000	GLYMA08G01440	51	60	1
OS11G0497350	GLYMA07G39370	31	36	1
OS11G0497350	GLYMA09G01040	23	38	1
OS11G0497350	GLYMA15G11880	37	32	1
OS11G0498400	GLYMA16G06040	47	56	1
OS11G0498600	GLYMA02G26643	24	46	1
OS11G0498600	GLYMA04G37440	53	56	1
OS11G0498600	GLYMA05G38231	30	55	1
OS11G0498600	GLYMA06G17610	55	58	1
OS11G0498600	GLYMA08G01400	39	50	1
OS11G0498600	GLYMA14G10980	31	39	1
OS11G0499600	GLYMA05G38251	24	42	0
OS11G0499600	GLYMA05G38260	36	40	0
OS11G0499600	GLYMA08G01390	40	37	0
OS11G0506700	GLYMA10G36140	31	6	0
OS11G0506700	GLYMA20G31480	31	6	0
OS11G0507200	GLYMA04G37470	59	59	0
OS11G0507200	GLYMA06G17590	59	58	0
OS11G0507200	GLYMA16G05770	60	63	0
OS11G0507200	GLYMA19G26660	59	63	0
OS11G0507400	GLYMA02G07210	50	54	1
OS11G0507400	GLYMA16G05700	53	56	1
OS11G0507400	GLYMA16G26160	52	52	1
OS11G0507400	GLYMA19G26840	42	57	1
OS11G0514800	GLYMA16G05550	52	54	1
OS11G0514800	GLYMA19G27230	51	51	1
OS11G0515000	GLYMA04G37650	33	28	1
OS11G0515000	GLYMA06G17440	32	28	1
OS11G0515500	GLYMA02G07240	60	59	1
OS11G0515500	GLYMA16G05500	58	58	1
OS11G0515500	GLYMA16G26200	58	57	1
OS11G0515500	GLYMA19G27280	59	58	1
OS11G0516000	GLYMA02G07250	84	84	1
OS11G0516000	GLYMA16G26210	84	83	1
OS11G0516100	GLYMA10G05820	68	70	1
OS11G0516100	GLYMA13G20190	66	69	1
OS11G0516100	GLYMA13G21750	66	69	1
OS11G0517350	GLYMA07G35391	29	25	0
OS11G0517350	GLYMA14G17011	32	17	0
OS11G0520500	GLYMA04G37710	33	40	1
OS11G0520500	GLYMA06G17390	33	40	1
OS11G0520500	GLYMA10G44630	29	37	1
OS11G0520500	GLYMA20G39460	29	39	1
OS11G0521900	GLYMA08G28920	39	38	1
OS11G0521900	GLYMA18G51840	39	38	1
OS11G0522000	GLYMA02G07290	53	52	1
OS11G0522000	GLYMA16G26260	54	53	1
OS11G0522900	GLYMA04G37720	67	67	1
OS11G0522900	GLYMA06G17380	67	68	1
OS11G0522900	GLYMA08G01170	67	68	1
OS11G0522900	GLYMA08G28910	69	70	1
OS11G0522900	GLYMA18G51830	69	70	1
OS11G0523110	GLYMA16G05400	52	52	1
OS11G0523110	GLYMA19G27466	35	45	1
OS11G0523700	GLYMA04G37750	35	39	0
OS11G0523700	GLYMA05G38530	32	35	0
OS11G0523700	GLYMA06G17330	36	41	0
OS11G0523700	GLYMA16G05390	32	37	0
OS11G0523700	GLYMA16G26291	28	53	0
OS11G0523700	GLYMA19G27483	31	38	0
OS11G0523800	GLYMA04G37760	74	32	1
OS11G0523800	GLYMA05G38540	77	33	1
OS11G0523800	GLYMA06G17320	73	32	1
OS11G0523800	GLYMA08G01100	76	33	1
OS11G0524300	GLYMA04G37950	67	69	1
OS11G0524300	GLYMA06G17120	67	69	1
OS11G0525200	GLYMA03G26820	70	71	1
OS11G0525200	GLYMA07G14460	74	74	1
OS11G0525600	GLYMA04G37790	66	67	0
OS11G0525600	GLYMA06G17270	66	66	0
OS11G0525600	GLYMA16G05230	11	43	0
OS11G0525600	GLYMA16G05240	67	66	0
OS11G0525600	GLYMA19G27650	4	63	0
OS11G0525600	GLYMA19G27660	65	65	0
OS11G0525700	GLYMA04G37830	13	19	1
OS11G0525800	GLYMA08G28810	59	66	0
OS11G0525800	GLYMA18G51670	72	72	0
OS11G0526200	GLYMA02G07350	59	44	1
OS11G0526200	GLYMA16G26340	61	60	1
OS11G0528200	GLYMA08G47830	62	19	1
OS11G0528200	GLYMA18G53650	61	19	1
OS11G0528300	GLYMA04G11776	20	40	1
OS11G0528300	GLYMA04G37970	49	52	1
OS11G0528300	GLYMA06G17091	51	52	1
OS11G0528300	GLYMA08G00980	50	53	1
OS11G0528400	GLYMA02G07370	64	65	1
OS11G0528400	GLYMA12G10561	7	37	1
OS11G0528400	GLYMA16G05180	68	70	1
OS11G0528400	GLYMA16G26360	64	65	1
OS11G0528400	GLYMA19G27800	69	70	1
OS11G0528500	GLYMA04G37940	56	52	0
OS11G0528500	GLYMA05G33390	54	40	0
OS11G0528500	GLYMA06G17130	44	47	0
OS11G0528500	GLYMA08G00990	57	55	0
OS11G0529900	GLYMA09G08751	6	28	1
OS11G0530600	GLYMA19G27930	81	82	1
OS11G0531700	GLYMA02G07450	41	39	1
OS11G0531700	GLYMA16G05080	38	41	1
OS11G0531700	GLYMA16G26440	34	40	1
OS11G0533400	GLYMA01G44660	32	37	1
OS11G0533400	GLYMA05G33340	34	35	1
OS11G0533500	GLYMA04G36700	50	48	1
OS11G0533500	GLYMA13G26170	50	48	1
OS11G0533500	GLYMA15G36890	50	48	1
OS11G0534100	GLYMA16G05030	25	24	1
OS11G0534100	GLYMA19G28160	30	29	1
OS11G0536800	GLYMA05G33310	60	65	1
OS11G0536800	GLYMA08G00900	42	61	1
OS11G0537300	GLYMA08G47850	51	57	0
OS11G0537300	GLYMA18G53640	51	57	0
OS11G0537350	GLYMA04G39040	30	33	1
OS11G0537350	GLYMA06G15930	39	38	1
OS11G0537350	GLYMA08G24320	40	42	1
OS11G0537350	GLYMA15G35130	40	38	1
OS11G0538900	GLYMA08G16770	67	70	0
OS11G0538900	GLYMA15G42301	67	71	0
OS11G0539200	GLYMA02G07610	73	74	1
OS11G0539200	GLYMA16G04950	72	72	1
OS11G0539200	GLYMA16G04960	70	70	1
OS11G0539200	GLYMA16G26630	58	80	1
OS11G0539200	GLYMA19G28200	54	74	1
OS11G0539200	GLYMA19G28220	72	72	1
OS11G0539600	GLYMA08G40893	19	21	1
OS11G0539700	GLYMA08G40893	16	13	1
OS11G0539800	GLYMA01G38410	72	50	0
OS11G0539800	GLYMA11G06900	72	50	0
OS11G0539800	GLYMA11G06911	20	25	0
OS11G0540100	GLYMA01G38410	67	65	0
OS11G0540100	GLYMA11G06900	67	66	0
OS11G0540100	GLYMA11G06911	28	48	0
OS11G0540600	GLYMA02G43880	37	36	1
OS11G0540800	GLYMA02G43880	27	18	1
OS11G0541600	GLYMA02G43880	34	35	1
OS11G0542100	GLYMA07G34920	22	22	0
OS11G0542100	GLYMA08G18150	20	26	0
OS11G0542100	GLYMA09G02330	22	23	0
OS11G0542100	GLYMA15G13230	24	25	0
OS11G0542100	GLYMA15G40810	22	21	0
OS11G0542100	GLYMA20G02760	21	22	0
OS11G0543500	GLYMA08G47880	55	53	1
OS11G0543500	GLYMA18G53630	55	54	1
OS11G0543800	GLYMA16G04880	58	4	0
OS11G0543800	GLYMA19G28325	53	4	0
OS11G0544000	GLYMA09G24110	39	39	1
OS11G0544000	GLYMA16G29600	40	36	1
OS11G0544100	GLYMA03G39740	30	31	1
OS11G0544100	GLYMA19G42320	32	32	1
OS11G0544200	GLYMA04G38390	54	40	1
OS11G0544200	GLYMA06G16660	53	41	1
OS11G0544200	GLYMA08G19850	64	34	1
OS11G0544200	GLYMA15G05170	63	38	1
OS11G0544300	GLYMA05G28230	31	41	1
OS11G0544300	GLYMA08G11190	49	53	1
OS11G0544500	GLYMA10G25490	59	58	1
OS11G0544600	GLYMA04G42951	42	40	1
OS11G0544600	GLYMA06G11800	41	40	1
OS11G0544700	GLYMA02G44500	44	41	0
OS11G0544700	GLYMA06G04161	21	78	0
OS11G0544700	GLYMA06G46850	47	41	0
OS11G0544700	GLYMA13G25860	46	41	0
OS11G0544700	GLYMA14G04321	44	42	0
OS11G0544700	GLYMA15G36170	47	40	0
OS11G0544700	GLYMA19G41280	21	81	0
OS11G0544800	GLYMA05G34500	71	72	1
OS11G0544800	GLYMA08G05190	71	72	1
OS11G0544800	GLYMA20G08306	11	58	1
OS11G0545600	GLYMA04G04530	39	39	1
OS11G0545600	GLYMA05G21320	50	52	1
OS11G0545600	GLYMA06G04620	39	40	1
OS11G0545600	GLYMA17G18240	50	51	1
OS11G0545700	GLYMA02G43450	55	22	1
OS11G0545700	GLYMA14G05530	54	22	1
OS11G0545800	GLYMA04G38420	55	56	1
OS11G0545800	GLYMA06G16620	44	58	1
OS11G0546000	GLYMA01G35730	32	54	0
OS11G0546100	GLYMA11G16270	24	36	0
OS11G0546200	GLYMA14G39153	68	67	1
OS11G0546300	GLYMA08G19720	65	61	0
OS11G0546300	GLYMA15G05300	64	61	0
OS11G0546500	GLYMA01G40270	44	47	0
OS11G0546500	GLYMA05G22680	43	49	0
OS11G0546500	GLYMA11G05020	44	47	0
OS11G0546900	GLYMA08G47900	76	77	0
OS11G0546900	GLYMA18G53610	78	81	0
OS11G0547000	GLYMA05G34530	71	73	1
OS11G0547000	GLYMA08G05130	71	69	1
OS11G0548600	GLYMA05G26420	30	20	1
OS11G0549537	GLYMA02G09510	43	33	1
OS11G0549537	GLYMA07G27300	44	35	1
OS11G0549615	GLYMA04G15850	39	63	1
OS11G0549615	GLYMA05G26920	44	42	1
OS11G0549615	GLYMA05G26930	54	47	1
OS11G0549615	GLYMA05G33630	57	51	1
OS11G0549615	GLYMA05G33640	58	52	1
OS11G0549615	GLYMA08G06081	6	19	1
OS11G0549615	GLYMA08G06090	58	52	1
OS11G0549615	GLYMA08G09880	53	48	1
OS11G0549615	GLYMA08G09900	56	49	1
OS11G0549615	GLYMA08G09910	52	46	1
OS11G0549615	GLYMA20G01470	53	48	1
OS11G0549620	GLYMA04G15850	28	51	1
OS11G0549620	GLYMA05G26920	40	43	1
OS11G0549620	GLYMA05G26930	51	50	1
OS11G0549620	GLYMA05G33630	48	48	1
OS11G0549620	GLYMA05G33640	50	50	1
OS11G0549620	GLYMA08G06081	11	36	1
OS11G0549620	GLYMA08G06090	49	49	1
OS11G0549620	GLYMA08G09880	48	49	1
OS11G0549620	GLYMA08G09900	48	48	1
OS11G0549620	GLYMA08G09910	51	50	1
OS11G0549620	GLYMA20G01470	52	52	1
OS11G0549635	GLYMA02G40830	48	47	1
OS11G0549650	GLYMA05G26480	36	40	1
OS11G0549650	GLYMA08G09410	36	40	1
OS11G0549655	GLYMA02G06330	64	65	1
OS11G0549655	GLYMA14G08091	39	49	1
OS11G0549655	GLYMA16G25380	65	67	1
OS11G0549655	GLYMA17G36930	61	63	1
OS11G0549686	GLYMA02G40830	40	32	1
OS11G0549690	GLYMA05G26480	54	28	1
OS11G0549690	GLYMA08G09410	55	29	1
OS11G0549695	GLYMA02G06330	61	63	1
OS11G0549695	GLYMA14G08091	36	47	1
OS11G0549695	GLYMA16G25380	63	65	1
OS11G0549695	GLYMA17G36930	59	62	1
OS11G0549700	GLYMA07G30380	66	59	1
OS11G0549700	GLYMA08G06860	65	57	1
OS11G0549900	GLYMA01G29220	15	41	0
OS11G0549900	GLYMA10G40120	43	40	0
OS11G0549900	GLYMA20G27290	42	39	0
OS11G0550800	GLYMA06G09420	39	51	1
OS11G0550900	GLYMA02G16116	9	43	1
OS11G0550900	GLYMA02G16123	11	34	1
OS11G0550900	GLYMA10G03680	22	38	1
OS11G0551350	GLYMA02G16116	1	1	1
OS11G0551350	GLYMA02G16123	37	21	1
OS11G0551350	GLYMA10G03680	38	12	1
OS11G0551800	GLYMA04G41160	85	85	1
OS11G0551800	GLYMA06G13680	84	84	1
OS11G0551800	GLYMA07G05920	69	62	1
OS11G0551800	GLYMA10G31650	77	77	1
OS11G0551800	GLYMA14G25830	81	81	1
OS11G0551800	GLYMA14G38750	64	72	1
OS11G0551800	GLYMA16G08940	47	47	1
OS11G0551800	GLYMA16G23630	53	61	1
OS11G0551800	GLYMA20G35950	74	74	1
OS11G0551900	GLYMA08G34360	37	32	1
OS11G0552000	GLYMA06G35585	52	36	0
OS11G0552000	GLYMA06G35630	49	34	0
OS11G0552000	GLYMA12G26170	49	34	0
OS11G0552000	GLYMA12G33350	50	32	0
OS11G0552000	GLYMA13G37071	40	29	0
OS11G0552000	GLYMA13G37080	47	32	0
OS11G0552600	GLYMA14G10050	38	17	1
OS11G0552600	GLYMA17G35140	37	16	1
OS11G0557500	GLYMA01G38550	35	37	1
OS11G0557500	GLYMA02G06700	36	38	1
OS11G0557500	GLYMA11G06750	36	38	1
OS11G0557700	GLYMA11G12910	56	61	1
OS11G0557700	GLYMA12G05040	21	54	1
OS11G0557900	GLYMA03G26690	77	79	1
OS11G0557900	GLYMA07G14260	78	79	1
OS11G0558200	GLYMA03G00890	41	38	1
OS11G0558200	GLYMA19G29750	42	40	1
OS11G0558300	GLYMA05G12833	9	65	1
OS11G0558300	GLYMA07G13635	27	73	1
OS11G0558300	GLYMA07G20860	67	67	1
OS11G0558300	GLYMA11G13050	67	67	1
OS11G0558300	GLYMA12G05140	67	67	1
OS11G0558300	GLYMA12G22220	11	53	1
OS11G0558300	GLYMA20G01060	67	67	1
OS11G0559200	GLYMA16G17104	11	35	0
OS11G0562100	GLYMA01G00430	57	57	0
OS11G0562100	GLYMA08G47450	9	55	0
OS11G0565400	GLYMA03G26160	32	9	0
OS11G0568300	GLYMA01G38860	40	43	1
OS11G0568300	GLYMA02G15460	32	44	1
OS11G0568300	GLYMA07G33031	13	42	1
OS11G0568300	GLYMA11G06370	40	43	1
OS11G0568500	GLYMA05G13110	71	67	1
OS11G0568500	GLYMA06G47340	71	72	1
OS11G0568500	GLYMA13G18530	72	68	1
OS11G0568600	GLYMA01G43640	52	51	1
OS11G0568600	GLYMA11G01830	53	49	1
OS11G0568633	GLYMA03G34000	57	23	1
OS11G0568633	GLYMA10G06470	62	25	1
OS11G0568633	GLYMA13G20670	64	25	1
OS11G0568633	GLYMA19G36750	62	23	1
OS11G0568700	GLYMA02G34940	38	31	1
OS11G0568700	GLYMA03G36221	34	30	1
OS11G0568700	GLYMA10G10450	38	31	1
OS11G0568700	GLYMA19G38867	35	31	1
OS11G0568800	GLYMA16G17104	13	37	0
OS11G0569300	GLYMA01G20885	25	35	1
OS11G0569300	GLYMA01G35561	25	34	1
OS11G0569300	GLYMA03G23780	36	37	1
OS11G0569300	GLYMA07G17910	39	41	1
OS11G0569300	GLYMA07G19180	35	37	1
OS11G0569300	GLYMA09G05550	35	35	1
OS11G0569300	GLYMA09G35011	36	37	1
OS11G0569300	GLYMA09G35090	35	36	1
OS11G0569300	GLYMA09G35140	35	37	1
OS11G0569300	GLYMA13G34310	36	38	1
OS11G0569300	GLYMA14G06570	41	43	1
OS11G0569300	GLYMA14G06580	41	44	1
OS11G0569300	GLYMA18G42770	39	41	1
OS11G0569500	GLYMA15G24620	40	40	1
OS11G0569600	GLYMA15G24620	38	41	1
OS11G0569733	GLYMA01G20885	26	31	1
OS11G0569733	GLYMA01G35561	31	36	1
OS11G0569733	GLYMA03G23780	38	34	1
OS11G0569733	GLYMA07G17910	40	36	1
OS11G0569733	GLYMA07G19180	37	33	1
OS11G0569733	GLYMA09G05550	38	33	1
OS11G0569733	GLYMA09G35011	39	34	1
OS11G0569733	GLYMA09G35090	37	32	1
OS11G0569733	GLYMA09G35140	39	35	1
OS11G0569733	GLYMA13G34310	38	34	1
OS11G0569733	GLYMA14G06570	41	37	1
OS11G0569733	GLYMA14G06580	42	37	1
OS11G0569733	GLYMA18G42770	42	38	1
OS11G0569800	GLYMA01G35551	12	44	0
OS11G0569800	GLYMA04G14695	23	41	0
OS11G0570000	GLYMA16G17104	23	37	0
OS11G0571900	GLYMA02G34870	28	27	1
OS11G0571900	GLYMA03G36250	23	29	1
OS11G0571900	GLYMA10G10530	28	27	1
OS11G0571900	GLYMA19G38900	27	26	1
OS11G0572100	GLYMA06G46540	56	61	1
OS11G0572100	GLYMA12G10230	57	61	1
OS11G0572100	GLYMA12G31821	6	62	1
OS11G0572301	GLYMA12G34690	20	18	1
OS11G0572301	GLYMA12G36510	19	17	1
OS11G0572301	GLYMA14G34035	8	18	1
OS11G0572301	GLYMA18G51533	18	13	1
OS11G0572301	GLYMA18G51546	17	19	1
OS11G0572301	GLYMA18G51715	18	13	1
OS11G0572301	GLYMA18G51741	19	13	1
OS11G0572301	GLYMA18G51765	18	13	1
OS11G0572301	GLYMA20G23301	15	20	1
OS11G0572400	GLYMA16G05340	75	74	1
OS11G0572400	GLYMA19G27546	75	75	1
OS11G0572500	GLYMA02G34840	46	18	1
OS11G0572500	GLYMA03G36270	49	19	1
OS11G0572500	GLYMA10G10560	45	17	1
OS11G0572500	GLYMA12G31700	52	24	1
OS11G0572500	GLYMA13G38720	53	20	1
OS11G0572500	GLYMA19G38930	48	18	1
OS11G0572500	GLYMA20G17900	1	3	1
OS11G0572700	GLYMA02G34060	82	58	1
OS11G0572700	GLYMA10G10990	82	58	1
OS11G0572800	GLYMA03G36360	48	56	0
OS11G0572800	GLYMA19G39010	54	55	0
OS11G0572900	GLYMA20G34020	45	7	1
OS11G0573000	GLYMA02G43930	93	24	1
OS11G0573000	GLYMA13G16040	0	0	1
OS11G0573000	GLYMA13G16072	8	13	1
OS11G0573000	GLYMA13G16170	74	51	1
OS11G0573000	GLYMA14G04890	93	24	1
OS11G0573000	GLYMA20G11300	63	49	1
OS11G0573000	GLYMA20G11330	31	12	1
OS11G0573200	GLYMA13G15790	37	16	1
OS11G0573200	GLYMA20G11270	40	17	1
OS11G0573800	GLYMA03G40230	22	19	1
OS11G0573800	GLYMA07G38210	23	22	1
OS11G0573800	GLYMA13G28561	23	21	1
OS11G0573800	GLYMA15G10560	23	22	1
OS11G0573800	GLYMA17G02520	23	21	1
OS11G0573800	GLYMA19G42816	21	19	1
OS11G0573800	GLYMA20G37410	18	23	1
OS11G0574200	GLYMA03G40230	30	9	1
OS11G0574200	GLYMA07G38210	32	11	1
OS11G0574200	GLYMA13G28561	33	11	1
OS11G0574200	GLYMA15G10560	33	11	1
OS11G0574200	GLYMA17G02520	31	10	1
OS11G0574200	GLYMA19G42816	28	9	1
OS11G0574200	GLYMA20G37410	20	9	1
OS11G0575200	GLYMA13G15790	44	13	1
OS11G0575200	GLYMA20G11270	44	13	1
OS11G0575500	GLYMA02G12620	27	18	0
OS11G0575600	GLYMA09G09520	4	37	0
OS11G0575900	GLYMA02G27191	21	6	1
OS11G0575900	GLYMA03G36370	37	9	1
OS11G0575900	GLYMA10G11040	34	8	1
OS11G0575900	GLYMA19G39020	36	9	1
OS11G0577300	GLYMA20G34020	49	7	1
OS11G0577350	GLYMA20G34020	56	4	1
OS11G0578100	GLYMA03G40230	29	29	1
OS11G0578100	GLYMA07G38210	32	35	1
OS11G0578100	GLYMA13G28561	30	32	1
OS11G0578100	GLYMA15G10560	30	33	1
OS11G0578100	GLYMA17G02520	31	32	1
OS11G0578100	GLYMA19G42816	29	29	1
OS11G0578100	GLYMA20G37410	21	31	1
OS11G0579800	GLYMA16G04570	78	78	1
OS11G0579800	GLYMA19G28740	77	74	1
OS11G0579900	GLYMA06G04731	17	25	0
OS11G0579900	GLYMA10G40600	14	30	0
OS11G0580000	GLYMA02G07871	51	39	0
OS11G0580000	GLYMA16G04610	50	40	0
OS11G0580000	GLYMA16G26890	52	39	0
OS11G0580000	GLYMA19G28690	51	41	0
OS11G0580800	GLYMA10G37690	40	42	1
OS11G0580800	GLYMA20G30120	38	40	1
OS11G0581700	GLYMA10G38980	41	37	1
OS11G0581700	GLYMA20G28830	40	35	1
OS11G0581900	GLYMA10G41900	38	41	1
OS11G0581900	GLYMA20G25140	38	40	1
OS11G0582000	GLYMA02G00730	31	33	1
OS11G0582000	GLYMA10G00620	30	29	1
OS11G0582000	GLYMA10G30340	31	34	1
OS11G0582000	GLYMA10G39010	29	31	1
OS11G0582000	GLYMA20G36700	30	34	1
OS11G0582100	GLYMA10G39020	23	28	1
OS11G0582100	GLYMA20G28810	23	28	1
OS11G0583200	GLYMA10G39290	57	58	1
OS11G0585700	GLYMA09G00980	68	63	1
OS11G0585700	GLYMA15G11830	68	61	1
OS11G0585900	GLYMA02G16310	68	66	1
OS11G0585900	GLYMA03G31370	67	65	1
OS11G0585900	GLYMA10G03520	67	65	1
OS11G0585900	GLYMA19G34200	67	65	1
OS11G0586001	GLYMA02G16295	39	18	0
OS11G0586100	GLYMA02G16295	58	16	0
OS11G0586300	GLYMA02G00430	44	40	1
OS11G0586900	GLYMA10G32200	84	84	0
OS11G0586900	GLYMA10G32222	60	79	0
