Gene stable ID	Solanum tuberosum gene stable ID	% identity	Solanum tuberosum % identity	Orthology confidence [0 low, 1 high]
OS08G0111800	PGSC0003DMG400025841	36	36	1
OS08G0111800	PGSC0003DMG400025842	36	35	1
OS08G0111800	PGSC0003DMG400025843	36	35	1
OS08G0111800	PGSC0003DMG400029285	23	37	1
OS08G0111800	PGSC0003DMG400042914	13	29	1
OS08G0112300	PGSC0003DMG400004029	40	41	1
OS08G0112300	PGSC0003DMG400015505	19	32	1
OS08G0112300	PGSC0003DMG400018934	33	40	1
OS08G0112300	PGSC0003DMG400025841	36	36	1
OS08G0112300	PGSC0003DMG400025842	35	35	1
OS08G0112300	PGSC0003DMG400025843	35	35	1
OS08G0112300	PGSC0003DMG400029285	23	37	1
OS08G0112300	PGSC0003DMG400042914	11	26	1
OS08G0112400	PGSC0003DMG400006056	42	38	1
OS08G0112400	PGSC0003DMG400032270	41	40	1
OS08G0112500	PGSC0003DMG400027803	46	54	1
OS08G0112500	PGSC0003DMG400033129	45	52	1
OS08G0112500	PGSC0003DMG401024882	49	50	1
OS08G0112600	PGSC0003DMG400005175	56	58	1
OS08G0112700	PGSC0003DMG401018787	34	66	1
OS08G0112800	PGSC0003DMG400002990	45	43	1
OS08G0112800	PGSC0003DMG400005906	44	43	1
OS08G0113000	PGSC0003DMG400030430	55	55	0
OS08G0113200	PGSC0003DMG400020717	21	45	1
OS08G0113400	PGSC0003DMG400018221	13	46	1
OS08G0113800	PGSC0003DMG400024940	34	40	1
OS08G0114100	PGSC0003DMG402005859	66	63	0
OS08G0114200	PGSC0003DMG400012235	62	65	0
OS08G0114300	PGSC0003DMG400008498	43	55	0
OS08G0114300	PGSC0003DMG400019733	19	59	0
OS08G0114300	PGSC0003DMG400024003	51	51	0
OS08G0115200	PGSC0003DMG400011269	34	55	1
OS08G0115200	PGSC0003DMG400012115	47	51	1
OS08G0115200	PGSC0003DMG400014723	33	34	1
OS08G0115800	PGSC0003DMG400005807	59	43	0
OS08G0115800	PGSC0003DMG400011268	59	48	0
OS08G0115800	PGSC0003DMG400012113	59	40	0
OS08G0116400	PGSC0003DMG400008767	35	26	0
OS08G0116500	PGSC0003DMG400000687	51	50	1
OS08G0116500	PGSC0003DMG400015998	68	68	1
OS08G0116500	PGSC0003DMG400023752	68	67	1
OS08G0116500	PGSC0003DMG400032190	72	73	1
OS08G0116500	PGSC0003DMG400036392	52	51	1
OS08G0116800	PGSC0003DMG400020831	63	64	0
OS08G0117000	PGSC0003DMG400028602	35	48	1
OS08G0117200	PGSC0003DMG400006991	78	82	0
OS08G0117200	PGSC0003DMG400009588	78	81	0
OS08G0117200	PGSC0003DMG400023013	78	81	0
OS08G0117200	PGSC0003DMG400027383	78	81	0
OS08G0117200	PGSC0003DMG401025960	78	81	0
OS08G0117300	PGSC0003DMG400006991	88	88	0
OS08G0117300	PGSC0003DMG400009588	87	87	0
OS08G0117300	PGSC0003DMG400023013	87	87	0
OS08G0117300	PGSC0003DMG400027383	87	87	0
OS08G0117300	PGSC0003DMG401025960	87	87	0
OS08G0117400	PGSC0003DMG400027382	72	73	1
OS08G0117700	PGSC0003DMG400003958	45	46	1
OS08G0117700	PGSC0003DMG400023004	52	54	1
OS08G0117700	PGSC0003DMG400026004	49	50	1
OS08G0117900	PGSC0003DMG400003933	44	39	1
OS08G0118000	PGSC0003DMG400003925	43	50	1
OS08G0118000	PGSC0003DMG400012512	43	49	1
OS08G0118000	PGSC0003DMG400012760	40	44	1
OS08G0118100	PGSC0003DMG400003924	60	60	1
OS08G0118100	PGSC0003DMG400012513	58	58	1
OS08G0118900	PGSC0003DMG400013379	45	48	1
OS08G0119000	PGSC0003DMG400020222	65	64	1
OS08G0119700	PGSC0003DMG400005633	17	15	1
OS08G0119700	PGSC0003DMG400007749	15	9	1
OS08G0119700	PGSC0003DMG400014566	18	15	1
OS08G0119800	PGSC0003DMG400007201	50	52	0
OS08G0120000	PGSC0003DMG400012624	48	61	0
OS08G0120000	PGSC0003DMG400024973	27	85	0
OS08G0120200	PGSC0003DMG400015161	33	27	1
OS08G0120600	PGSC0003DMG400002675	78	78	0
OS08G0120600	PGSC0003DMG400028261	79	80	0
OS08G0120900	PGSC0003DMG400008157	21	18	1
OS08G0120900	PGSC0003DMG400008173	18	17	1
OS08G0120900	PGSC0003DMG400010632	17	17	1
OS08G0120900	PGSC0003DMG400010633	5	13	1
OS08G0120900	PGSC0003DMG400012704	20	20	1
OS08G0120900	PGSC0003DMG400012705	4	14	1
OS08G0120900	PGSC0003DMG400012706	21	9	1
OS08G0120900	PGSC0003DMG400015725	2	10	1
OS08G0120900	PGSC0003DMG400021698	17	18	1
OS08G0120900	PGSC0003DMG400023134	8	17	1
OS08G0120900	PGSC0003DMG400037036	16	17	1
OS08G0121275	PGSC0003DMG400008157	18	4	1
OS08G0121275	PGSC0003DMG400008173	17	4	1
OS08G0121275	PGSC0003DMG400010632	17	5	1
OS08G0121275	PGSC0003DMG400010633	16	11	1
OS08G0121275	PGSC0003DMG400012704	24	7	1
OS08G0121275	PGSC0003DMG400012705	14	15	1
OS08G0121275	PGSC0003DMG400012706	20	2	1
OS08G0121275	PGSC0003DMG400015725	10	11	1
OS08G0121275	PGSC0003DMG400021698	16	5	1
OS08G0121275	PGSC0003DMG400023134	3	2	1
OS08G0121275	PGSC0003DMG400037036	17	5	1
OS08G0121400	PGSC0003DMG400006976	34	22	1
OS08G0121400	PGSC0003DMG400015257	29	14	1
OS08G0121500	PGSC0003DMG400008157	24	13	1
OS08G0121500	PGSC0003DMG400008173	20	12	1
OS08G0121500	PGSC0003DMG400010632	22	13	1
OS08G0121500	PGSC0003DMG400010633	2	3	1
OS08G0121500	PGSC0003DMG400012704	21	13	1
OS08G0121500	PGSC0003DMG400012705	1	3	1
OS08G0121500	PGSC0003DMG400012706	22	5	1
OS08G0121500	PGSC0003DMG400015725	1	3	1
OS08G0121500	PGSC0003DMG400021698	19	12	1
OS08G0121500	PGSC0003DMG400023134	12	15	1
OS08G0121500	PGSC0003DMG400037036	18	11	1
OS08G0121800	PGSC0003DMG400006976	34	30	1
OS08G0121800	PGSC0003DMG400015257	28	18	1
OS08G0121900	PGSC0003DMG400020271	44	47	1
OS08G0122000	PGSC0003DMG400006970	71	69	0
OS08G0122000	PGSC0003DMG400013380	25	61	0
OS08G0122000	PGSC0003DMG400017455	67	69	0
OS08G0122000	PGSC0003DMG400020228	68	68	0
OS08G0126000	PGSC0003DMG400035351	2	4	1
OS08G0126000	PGSC0003DMG400041063	2	10	1
OS08G0126100	PGSC0003DMG400035351	4	8	1
OS08G0126100	PGSC0003DMG400041063	4	18	1
OS08G0126300	PGSC0003DMG400004130	82	82	0
OS08G0126300	PGSC0003DMG400015253	83	83	0
OS08G0126300	PGSC0003DMG400017433	85	85	0
OS08G0126300	PGSC0003DMG400017434	37	71	0
OS08G0126300	PGSC0003DMG400026978	85	85	0
OS08G0126700	PGSC0003DMG400022185	32	34	1
OS08G0127500	PGSC0003DMG400002445	53	42	1
OS08G0127500	PGSC0003DMG400017444	58	59	1
OS08G0127600	PGSC0003DMG400011501	46	56	1
OS08G0127700	PGSC0003DMG400010324	82	82	1
OS08G0127700	PGSC0003DMG400020072	82	82	1
OS08G0127900	PGSC0003DMG400010320	30	43	1
OS08G0127900	PGSC0003DMG400013452	31	38	1
OS08G0127900	PGSC0003DMG400017169	37	38	1
OS08G0128000	PGSC0003DMG400020264	65	64	0
OS08G0128000	PGSC0003DMG400026726	10	69	0
OS08G0128000	PGSC0003DMG401009190	48	74	0
OS08G0128200	PGSC0003DMG400015191	35	38	1
OS08G0128200	PGSC0003DMG402021084	41	44	1
OS08G0128300	PGSC0003DMG400010772	67	28	0
OS08G0128500	PGSC0003DMG400002541	85	84	0
OS08G0128500	PGSC0003DMG400016534	79	69	0
OS08G0129200	PGSC0003DMG400001590	38	52	0
OS08G0129200	PGSC0003DMG400001591	61	56	0
OS08G0129200	PGSC0003DMG400003568	52	39	0
OS08G0129200	PGSC0003DMG400023206	54	52	0
OS08G0129200	PGSC0003DMG400046044	56	37	0
OS08G0129600	PGSC0003DMG400021139	45	48	1
OS08G0129700	PGSC0003DMG400015927	74	78	1
OS08G0129700	PGSC0003DMG400031399	77	79	1
OS08G0129700	PGSC0003DMG401021138	80	77	1
OS08G0129900	PGSC0003DMG400022130	32	35	1
OS08G0130000	PGSC0003DMG400004399	50	52	1
OS08G0130000	PGSC0003DMG402029578	54	55	1
OS08G0130100	PGSC0003DMG400021196	51	43	1
OS08G0130300	PGSC0003DMG400030307	25	27	1
OS08G0130400	PGSC0003DMG400021188	44	25	1
OS08G0130500	PGSC0003DMG400029622	65	74	1
OS08G0130500	PGSC0003DMG400030442	73	73	1
OS08G0130600	PGSC0003DMG400003168	63	64	1
OS08G0130900	PGSC0003DMG401021097	61	59	1
OS08G0131000	PGSC0003DMG400007783	44	41	1
OS08G0131100	PGSC0003DMG400018876	72	68	1
OS08G0133000	PGSC0003DMG400024609	51	55	1
OS08G0133700	PGSC0003DMG400024609	51	55	1
OS08G0135100	PGSC0003DMG400021291	68	70	1
OS08G0135100	PGSC0003DMG400027634	41	69	1
OS08G0135300	PGSC0003DMG400009670	26	29	1
OS08G0135400	PGSC0003DMG400015742	61	51	1
OS08G0135600	PGSC0003DMG400016459	31	15	1
OS08G0135800	PGSC0003DMG400024801	20	23	1
OS08G0135900	PGSC0003DMG400001048	75	77	0
OS08G0135900	PGSC0003DMG401014396	74	85	0
OS08G0136100	PGSC0003DMG400002076	64	69	0
OS08G0136100	PGSC0003DMG400011256	64	72	0
OS08G0136100	PGSC0003DMG400024068	65	74	0
OS08G0136300	PGSC0003DMG400041220	35	36	1
OS08G0136500	PGSC0003DMG400041220	34	35	1
OS08G0136700	PGSC0003DMG400041220	34	35	1
OS08G0136800	PGSC0003DMG400041220	33	35	1
OS08G0137100	PGSC0003DMG401019226	74	75	0
OS08G0137200	PGSC0003DMG400021766	74	75	1
OS08G0137250	PGSC0003DMG401019226	53	66	0
OS08G0137300	PGSC0003DMG402026202	41	42	1
OS08G0138500	PGSC0003DMG400014432	42	46	1
OS08G0138500	PGSC0003DMG400019263	45	49	1
OS08G0138500	PGSC0003DMG400021717	45	50	1
OS08G0138500	PGSC0003DMG400026168	46	48	1
OS08G0138600	PGSC0003DMG400016037	48	48	1
OS08G0138700	PGSC0003DMG400019267	66	67	1
OS08G0139000	PGSC0003DMG400019271	56	50	1
OS08G0139000	PGSC0003DMG400021811	42	40	1
OS08G0139100	PGSC0003DMG400021708	54	55	0
OS08G0139200	PGSC0003DMG400006244	64	85	0
OS08G0139200	PGSC0003DMG400006245	64	85	0
OS08G0139200	PGSC0003DMG400013879	83	83	0
OS08G0139200	PGSC0003DMG400025021	86	86	0
OS08G0139200	PGSC0003DMG400030352	68	69	0
OS08G0140300	PGSC0003DMG400005443	17	49	1
OS08G0140300	PGSC0003DMG400005444	28	54	1
OS08G0140300	PGSC0003DMG400018357	43	54	1
OS08G0140300	PGSC0003DMG400018358	44	53	1
OS08G0140300	PGSC0003DMG400018359	48	52	1
OS08G0140300	PGSC0003DMG400035067	12	46	1
OS08G0140500	PGSC0003DMG400005443	16	49	1
OS08G0140500	PGSC0003DMG400005444	28	55	1
OS08G0140500	PGSC0003DMG400018357	43	54	1
OS08G0140500	PGSC0003DMG400018358	44	54	1
OS08G0140500	PGSC0003DMG400018359	47	52	1
OS08G0140500	PGSC0003DMG400035067	11	46	1
OS08G0141300	PGSC0003DMG400018374	67	58	1
OS08G0141300	PGSC0003DMG400019024	63	65	1
OS08G0141300	PGSC0003DMG400019246	66	59	1
OS08G0141300	PGSC0003DMG400022352	74	65	1
OS08G0141400	PGSC0003DMG400022405	63	38	1
OS08G0143300	PGSC0003DMG401009291	49	50	0
OS08G0143400	PGSC0003DMG400019290	54	54	1
OS08G0143500	PGSC0003DMG400018363	58	60	1
OS08G0143600	PGSC0003DMG400020487	38	41	1
OS08G0143600	PGSC0003DMG400024160	38	42	1
OS08G0143600	PGSC0003DMG400026257	38	41	1
OS08G0143700	PGSC0003DMG400010748	59	57	1
OS08G0143700	PGSC0003DMG400026888	59	57	1
OS08G0144000	PGSC0003DMG400026241	39	43	1
OS08G0144100	PGSC0003DMG400027692	49	48	0
OS08G0148267	PGSC0003DMG400004822	63	68	1
OS08G0150700	PGSC0003DMG400005548	32	30	1
OS08G0150700	PGSC0003DMG400010681	31	31	1
OS08G0150700	PGSC0003DMG400011993	35	36	1
OS08G0150700	PGSC0003DMG400013115	13	24	1
OS08G0150700	PGSC0003DMG400013116	14	25	1
OS08G0150700	PGSC0003DMG400016861	31	35	1
OS08G0150700	PGSC0003DMG400016863	30	35	1
OS08G0150700	PGSC0003DMG400021065	32	30	1
OS08G0150700	PGSC0003DMG400023354	36	35	1
OS08G0150700	PGSC0003DMG400023964	30	27	1
OS08G0150700	PGSC0003DMG400023965	28	29	1
OS08G0150700	PGSC0003DMG400024770	30	31	1
OS08G0150700	PGSC0003DMG400024771	29	31	1
OS08G0150700	PGSC0003DMG400033643	30	34	1
OS08G0150700	PGSC0003DMG400045820	29	34	1
OS08G0150700	PGSC0003DMG400047193	19	25	1
OS08G0150700	PGSC0003DMG403029631	22	28	1
OS08G0150800	PGSC0003DMG400025166	68	68	0
OS08G0151400	PGSC0003DMG400010156	89	61	0
OS08G0151400	PGSC0003DMG400025548	92	67	0
OS08G0151400	PGSC0003DMG400027050	92	67	0
OS08G0151600	PGSC0003DMG400000192	15	31	1
OS08G0151600	PGSC0003DMG400019387	43	36	1
OS08G0151700	PGSC0003DMG400000194	32	30	1
OS08G0151700	PGSC0003DMG400033881	25	29	1
OS08G0151800	PGSC0003DMG400012322	66	67	1
OS08G0152300	PGSC0003DMG400000534	40	38	0
OS08G0152300	PGSC0003DMG400000564	44	40	0
OS08G0152300	PGSC0003DMG400000565	34	49	0
OS08G0152300	PGSC0003DMG400003140	15	41	0
OS08G0152300	PGSC0003DMG400003141	16	48	0
OS08G0152300	PGSC0003DMG400005925	43	40	0
OS08G0152300	PGSC0003DMG400005926	43	39	0
OS08G0152300	PGSC0003DMG400027741	30	41	0
OS08G0152300	PGSC0003DMG400027756	7	51	0
OS08G0152300	PGSC0003DMG400036058	10	30	0
OS08G0152300	PGSC0003DMG401003142	46	42	0
OS08G0152400	PGSC0003DMG400000534	56	15	0
OS08G0152400	PGSC0003DMG400000564	61	15	0
OS08G0152400	PGSC0003DMG400000565	61	24	0
OS08G0152400	PGSC0003DMG400003140	36	28	0
OS08G0152400	PGSC0003DMG400003141	5	5	0
OS08G0152400	PGSC0003DMG400005925	55	14	0
OS08G0152400	PGSC0003DMG400005926	57	14	0
OS08G0152400	PGSC0003DMG400027741	53	20	0
OS08G0152400	PGSC0003DMG400027756	32	61	0
OS08G0152400	PGSC0003DMG400036058	0	0	0
OS08G0152400	PGSC0003DMG401003142	61	15	0
OS08G0152500	PGSC0003DMG400007420	35	35	1
OS08G0152500	PGSC0003DMG400044193	25	34	1
OS08G0152500	PGSC0003DMG402023369	25	34	1
OS08G0152600	PGSC0003DMG400016339	53	60	0
OS08G0152800	PGSC0003DMG400000544	65	63	1
OS08G0153600	PGSC0003DMG400026256	44	50	1
OS08G0153900	PGSC0003DMG400000549	48	56	1
OS08G0153900	PGSC0003DMG400000550	48	57	1
OS08G0154000	PGSC0003DMG401026272	55	59	1
OS08G0154225	PGSC0003DMG400004585	66	35	0
OS08G0154300	PGSC0003DMG400004791	65	65	1
OS08G0154600	PGSC0003DMG400001083	54	55	1
OS08G0154700	PGSC0003DMG400003836	91	91	1
OS08G0154700	PGSC0003DMG400020045	80	88	1
OS08G0154900	PGSC0003DMG400004746	58	58	1
OS08G0155000	PGSC0003DMG400000394	43	75	1
OS08G0155000	PGSC0003DMG400016389	79	71	1
OS08G0155100	PGSC0003DMG401025971	59	59	1
OS08G0155400	PGSC0003DMG400004795	68	60	1
OS08G0155400	PGSC0003DMG400012479	65	58	1
OS08G0155400	PGSC0003DMG400013815	61	54	1
OS08G0156600	PGSC0003DMG400014824	63	62	1
OS08G0156600	PGSC0003DMG400021591	61	61	1
OS08G0156700	PGSC0003DMG400026015	62	57	1
OS08G0156700	PGSC0003DMG401012477	55	63	1
OS08G0156800	PGSC0003DMG400001421	89	88	0
OS08G0156800	PGSC0003DMG400031258	89	88	0
OS08G0156800	PGSC0003DMG400033080	71	79	0
OS08G0156900	PGSC0003DMG400012184	26	47	1
OS08G0157000	PGSC0003DMG400012188	74	77	1
OS08G0157000	PGSC0003DMG400021649	75	79	1
OS08G0157000	PGSC0003DMG401000057	76	81	1
OS08G0157400	PGSC0003DMG400035772	24	29	1
OS08G0157600	PGSC0003DMG400011294	8	84	0
OS08G0157700	PGSC0003DMG400005856	33	32	1
OS08G0157700	PGSC0003DMG400005857	32	29	1
OS08G0157700	PGSC0003DMG400012222	33	24	1
OS08G0157900	PGSC0003DMG400000555	22	26	1
OS08G0157900	PGSC0003DMG402027023	22	26	1
OS08G0158400	PGSC0003DMG400003732	44	52	0
OS08G0158500	PGSC0003DMG400000577	58	51	0
OS08G0158500	PGSC0003DMG400026924	51	63	0
OS08G0158800	PGSC0003DMG400031348	24	12	0
OS08G0158900	PGSC0003DMG402017205	26	58	1
OS08G0158900	PGSC0003DMG403017205	20	46	1
OS08G0159000	PGSC0003DMG400024213	37	38	1
OS08G0159100	PGSC0003DMG400024218	51	43	1
OS08G0159500	PGSC0003DMG400017509	61	74	0
OS08G0159800	PGSC0003DMG400026471	52	55	1
OS08G0159800	PGSC0003DMG400026937	53	54	1
OS08G0159900	PGSC0003DMG400004585	64	60	0
OS08G0160000	PGSC0003DMG400022705	73	73	1
OS08G0160000	PGSC0003DMG400027389	69	68	1
OS08G0160300	PGSC0003DMG400014803	27	36	1
OS08G0160300	PGSC0003DMG400016767	35	30	1
OS08G0160300	PGSC0003DMG400018472	36	34	1
OS08G0161100	PGSC0003DMG400000577	38	20	0
OS08G0161100	PGSC0003DMG400026924	29	21	0
OS08G0161500	PGSC0003DMG402002397	65	64	1
OS08G0161900	PGSC0003DMG400033618	61	64	1
OS08G0162033	PGSC0003DMG400026415	71	70	0
OS08G0162200	PGSC0003DMG400024999	46	43	1
OS08G0162400	PGSC0003DMG400006310	18	19	1
OS08G0162400	PGSC0003DMG400011419	22	24	1
OS08G0162400	PGSC0003DMG400015643	16	18	1
OS08G0162500	PGSC0003DMG400029288	34	30	1
OS08G0162600	PGSC0003DMG400000569	68	64	0
OS08G0162800	PGSC0003DMG400030867	82	83	1
OS08G0163100	PGSC0003DMG400010002	32	34	1
OS08G0163200	PGSC0003DMG400029294	80	38	1
OS08G0163200	PGSC0003DMG400030865	80	52	1
OS08G0163300	PGSC0003DMG400019109	26	29	1
OS08G0163300	PGSC0003DMG400029616	26	33	1
OS08G0163400	PGSC0003DMG400026491	46	31	1
OS08G0163400	PGSC0003DMG400027038	54	45	1
OS08G0163500	PGSC0003DMG400025198	47	48	1
OS08G0163500	PGSC0003DMG400031119	49	50	1
OS08G0163600	PGSC0003DMG400001950	21	32	1
OS08G0163600	PGSC0003DMG400029286	19	29	1
OS08G0165800	PGSC0003DMG401020557	33	28	1
OS08G0167000	PGSC0003DMG400001967	52	61	1
OS08G0167000	PGSC0003DMG400018479	52	59	1
OS08G0167249	PGSC0003DMG400007835	35	38	1
OS08G0167249	PGSC0003DMG400026100	37	32	1
OS08G0167249	PGSC0003DMG400028501	34	32	1
OS08G0167249	PGSC0003DMG400030726	40	34	1
OS08G0167249	PGSC0003DMG400030747	19	34	1
OS08G0167249	PGSC0003DMG400046334	35	30	1
OS08G0167400	PGSC0003DMG400014132	6	33	1
OS08G0167400	PGSC0003DMG400028525	35	27	1
OS08G0167500	PGSC0003DMG400030692	58	59	1
OS08G0168700	PGSC0003DMG401030805	6	7	1
OS08G0169600	PGSC0003DMG400017292	48	17	1
OS08G0170900	PGSC0003DMG400001321	72	72	1
OS08G0170900	PGSC0003DMG400006555	72	72	1
OS08G0171000	PGSC0003DMG400000598	52	55	1
OS08G0171333	PGSC0003DMG400001319	21	16	1
OS08G0171333	PGSC0003DMG400006934	20	20	1
OS08G0171333	PGSC0003DMG400022074	21	16	1
OS08G0171600	PGSC0003DMG400015258	32	60	1
OS08G0171600	PGSC0003DMG400030880	61	22	1
OS08G0171800	PGSC0003DMG400012952	33	43	1
OS08G0171800	PGSC0003DMG401030099	19	50	1
OS08G0172200	PGSC0003DMG401028329	56	56	0
OS08G0172200	PGSC0003DMG402022110	56	56	0
OS08G0173700	PGSC0003DMG400021969	45	49	1
OS08G0174500	PGSC0003DMG400044580	34	51	0
OS08G0174700	PGSC0003DMG400012594	67	81	1
OS08G0174700	PGSC0003DMG400017690	68	81	1
OS08G0174900	PGSC0003DMG401000006	58	61	1
OS08G0175200	PGSC0003DMG400027555	40	42	1
OS08G0175300	PGSC0003DMG402013919	55	51	1
OS08G0175600	PGSC0003DMG402013919	44	22	1
OS08G0176100	PGSC0003DMG400027542	34	55	1
OS08G0176100	PGSC0003DMG401016958	57	58	1
OS08G0176200	PGSC0003DMG400012594	75	57	1
OS08G0176200	PGSC0003DMG400017690	75	57	1
OS08G0176900	PGSC0003DMG400006345	36	35	1
OS08G0176900	PGSC0003DMG400012792	36	39	1
OS08G0176900	PGSC0003DMG400016951	38	41	1
OS08G0176900	PGSC0003DMG400027562	40	43	1
OS08G0177300	PGSC0003DMG400017665	5	7	0
OS08G0177500	PGSC0003DMG400018362	15	10	1
OS08G0177500	PGSC0003DMG400046623	17	11	1
OS08G0177600	PGSC0003DMG400002669	24	42	0
OS08G0177700	PGSC0003DMG400002694	76	83	0
OS08G0177800	PGSC0003DMG400001921	44	42	0
OS08G0177800	PGSC0003DMG400015576	40	49	0
OS08G0177800	PGSC0003DMG402016404	39	45	0
OS08G0178100	PGSC0003DMG400025399	13	59	1
OS08G0178200	PGSC0003DMG400005039	64	63	1
OS08G0178200	PGSC0003DMG400022402	64	63	1
OS08G0178200	PGSC0003DMG400025054	57	57	1
OS08G0178200	PGSC0003DMG400025073	57	58	1
OS08G0178200	PGSC0003DMG400044308	59	58	1
OS08G0178300	PGSC0003DMG400022576	51	49	0
OS08G0178500	PGSC0003DMG400018375	32	35	1
OS08G0178500	PGSC0003DMG400018377	32	35	1
OS08G0178500	PGSC0003DMG400018378	28	27	1
OS08G0178500	PGSC0003DMG400018379	31	34	1
OS08G0178500	PGSC0003DMG400018395	18	21	1
OS08G0178500	PGSC0003DMG400018396	31	32	1
OS08G0178500	PGSC0003DMG400018397	30	33	1
OS08G0178500	PGSC0003DMG400018398	26	27	1
OS08G0178500	PGSC0003DMG400018399	28	27	1
OS08G0178500	PGSC0003DMG400018400	28	29	1
OS08G0178500	PGSC0003DMG400019028	26	26	1
OS08G0178500	PGSC0003DMG400019245	36	33	1
OS08G0178700	PGSC0003DMG400015138	44	62	1
OS08G0178700	PGSC0003DMG400019023	59	63	1
OS08G0178700	PGSC0003DMG400021660	18	73	1
OS08G0178700	PGSC0003DMG401018380	26	70	1
OS08G0178700	PGSC0003DMG402018380	38	66	1
OS08G0178800	PGSC0003DMG400013753	26	35	0
OS08G0178800	PGSC0003DMG400026181	26	28	0
OS08G0179400	PGSC0003DMG400013875	15	12	1
OS08G0179900	PGSC0003DMG400019273	26	16	1
OS08G0180000	PGSC0003DMG400023083	44	70	1
OS08G0180400	PGSC0003DMG400030879	49	19	1
OS08G0183900	PGSC0003DMG401018219	25	18	0
OS08G0187500	PGSC0003DMG400012999	17	16	1
OS08G0187500	PGSC0003DMG400014079	4	8	1
OS08G0187500	PGSC0003DMG400019030	23	13	1
OS08G0187700	PGSC0003DMG400029413	33	33	1
OS08G0187800	PGSC0003DMG400001041	70	68	1
OS08G0187800	PGSC0003DMG400005269	71	69	1
OS08G0187800	PGSC0003DMG400005602	33	88	1
OS08G0187800	PGSC0003DMG400025495	68	65	1
OS08G0187900	PGSC0003DMG400004435	37	37	1
OS08G0187900	PGSC0003DMG400022225	44	38	1
OS08G0188000	PGSC0003DMG400022323	61	60	1
OS08G0190100	PGSC0003DMG400020725	69	51	1
OS08G0190200	PGSC0003DMG400005081	53	58	0
OS08G0190200	PGSC0003DMG400011290	54	60	0
OS08G0190200	PGSC0003DMG400016485	53	56	0
OS08G0190200	PGSC0003DMG400022220	53	58	0
OS08G0190700	PGSC0003DMG400016454	28	26	0
OS08G0190700	PGSC0003DMG400022320	36	31	0
OS08G0190700	PGSC0003DMG400027878	36	31	0
OS08G0190800	PGSC0003DMG400002083	41	34	0
OS08G0191000	PGSC0003DMG400030639	65	65	0
OS08G0191200	PGSC0003DMG400024886	67	68	1
OS08G0191433	PGSC0003DMG400016481	2	56	0
OS08G0191700	PGSC0003DMG400016448	76	75	0
OS08G0191800	PGSC0003DMG400025166	55	50	0
OS08G0191900	PGSC0003DMG400015924	60	64	1
OS08G0192200	PGSC0003DMG400005104	33	12	1
OS08G0192400	PGSC0003DMG400025437	58	55	1
OS08G0192800	PGSC0003DMG400030660	33	27	1
OS08G0192900	PGSC0003DMG400001191	41	37	0
OS08G0193700	PGSC0003DMG400018490	29	30	1
OS08G0195800	PGSC0003DMG400005867	23	27	1
OS08G0195800	PGSC0003DMG400005868	28	31	1
OS08G0195800	PGSC0003DMG400020507	23	29	1
OS08G0195800	PGSC0003DMG400021099	27	27	1
OS08G0195800	PGSC0003DMG400040510	27	31	1
OS08G0195800	PGSC0003DMG402006305	24	28	1
OS08G0195900	PGSC0003DMG400005867	16	17	1
OS08G0195900	PGSC0003DMG400005868	17	17	1
OS08G0195900	PGSC0003DMG400020507	17	18	1
OS08G0195900	PGSC0003DMG400021099	22	19	1
OS08G0195900	PGSC0003DMG400040510	18	18	1
OS08G0195900	PGSC0003DMG402006305	17	17	1
OS08G0196200	PGSC0003DMG400005867	25	23	1
OS08G0196200	PGSC0003DMG400005868	28	25	1
OS08G0196200	PGSC0003DMG400020507	24	24	1
OS08G0196200	PGSC0003DMG400021099	28	23	1
OS08G0196200	PGSC0003DMG400040510	30	27	1
OS08G0196200	PGSC0003DMG402006305	26	24	1
OS08G0196700	PGSC0003DMG400011806	40	38	1
OS08G0196700	PGSC0003DMG401021124	41	38	1
OS08G0197700	PGSC0003DMG400024707	59	68	1
OS08G0199300	PGSC0003DMG402022236	38	36	0
OS08G0200500	PGSC0003DMG400011274	59	56	1
OS08G0200500	PGSC0003DMG400012392	56	54	1
OS08G0204632	PGSC0003DMG400000729	40	68	0
OS08G0204632	PGSC0003DMG400026137	40	72	0
OS08G0205200	PGSC0003DMG400016369	66	38	1
OS08G0205300	PGSC0003DMG400017176	41	42	1
OS08G0205400	PGSC0003DMG400019472	72	55	0
OS08G0205400	PGSC0003DMG400023492	72	72	0
OS08G0205900	PGSC0003DMG400011754	72	72	0
OS08G0205900	PGSC0003DMG400024275	73	72	0
OS08G0205900	PGSC0003DMG400024281	43	71	0
OS08G0205900	PGSC0003DMG400025228	66	73	0
OS08G0206600	PGSC0003DMG400020817	73	73	1
OS08G0206900	PGSC0003DMG400010448	76	78	0
OS08G0206950	PGSC0003DMG400011746	36	70	1
OS08G0206950	PGSC0003DMG400030191	28	68	1
OS08G0207000	PGSC0003DMG400005192	89	31	0
OS08G0207000	PGSC0003DMG401005911	89	27	0
OS08G0207000	PGSC0003DMG402005911	89	31	0
OS08G0207000	PGSC0003DMG403005911	89	49	0
OS08G0207500	PGSC0003DMG400011747	30	54	0
OS08G0207500	PGSC0003DMG400013108	45	54	0
OS08G0207500	PGSC0003DMG400013109	46	54	0
OS08G0207500	PGSC0003DMG400014935	13	39	0
OS08G0207500	PGSC0003DMG400014936	48	54	0
OS08G0207500	PGSC0003DMG400017732	44	50	0
OS08G0207500	PGSC0003DMG400024409	14	41	0
