Gene stable ID	Theobroma cacao gene stable ID	% identity	Theobroma cacao % identity	Orthology confidence [0 low, 1 high]
OS09G0514500	TCM_020129	27	18	1
OS09G0514600	TCM_002657	56	54	1
OS09G0514900	TCM_004994	51	50	0
OS09G0515100	TCM_020130	64	63	1
OS09G0515200	TCM_026771	68	71	1
OS09G0515300	TCM_020016	42	21	1
OS09G0515400	TCM_019901	36	33	1
OS09G0515500	TCM_006917	64	63	0
OS09G0515500	TCM_023392	21	55	0
OS09G0515800	TCM_019943	70	69	1
OS09G0516200	TCM_019998	55	51	1
OS09G0516300	TCM_019995	37	34	1
OS09G0516500	TCM_019994	38	37	1
OS09G0516600	TCM_019986	61	63	1
OS09G0516700	TCM_019984	46	29	1
OS09G0516800	TCM_041525	32	52	0
OS09G0516900	TCM_019867	62	65	1
OS09G0517000	TCM_019839	35	33	1
OS09G0517700	TCM_002582	62	71	1
OS09G0517700	TCM_019828	59	56	1
OS09G0518500	TCM_021545	62	57	1
OS09G0518600	TCM_039765	28	25	1
OS09G0518700	TCM_021539	35	52	1
OS09G0518900	TCM_005062	41	45	0
OS09G0519100	TCM_005064	34	18	1
OS09G0519100	TCM_015640	33	18	1
OS09G0520100	TCM_025629	40	42	1
OS09G0520100	TCM_025631	37	31	1
OS09G0520100	TCM_025632	40	29	1
OS09G0520200	TCM_034161	71	73	0
OS09G0520300	TCM_021116	39	40	1
OS09G0520400	TCM_002540	6	8	0
OS09G0520600	TCM_046747	64	62	1
OS09G0520700	TCM_015015	60	39	1
OS09G0520800	TCM_015021	59	59	1
OS09G0521100	TCM_015022	44	38	1
OS09G0521300	TCM_005447	28	30	1
OS09G0521300	TCM_015054	26	28	1
OS09G0521300	TCM_016161	27	26	1
OS09G0521400	TCM_015055	76	78	0
OS09G0521400	TCM_016163	78	80	0
OS09G0521500	TCM_005443	77	78	1
OS09G0521900	TCM_005432	49	51	1
OS09G0522100	TCM_016175	35	36	1
OS09G0522200	TCM_016175	37	37	1
OS09G0524300	TCM_015091	47	46	1
OS09G0524300	TCM_016180	48	50	1
OS09G0524800	TCM_015093	48	45	1
OS09G0524800	TCM_027108	38	42	1
OS09G0525200	TCM_016182	48	47	1
OS09G0525300	TCM_005420	57	51	1
OS09G0525300	TCM_015102	56	56	1
OS09G0525300	TCM_016185	57	50	1
OS09G0525400	TCM_015103	28	20	1
OS09G0525600	TCM_005416	32	33	0
OS09G0525600	TCM_016187	45	43	0
OS09G0525700	TCM_016189	45	28	0
OS09G0526600	TCM_015119	35	49	0
OS09G0526600	TCM_016198	34	49	0
OS09G0526700	TCM_016202	64	68	0
OS09G0526800	TCM_005106	63	66	1
OS09G0527600	TCM_005090	62	44	1
OS09G0527900	TCM_000244	59	67	1
OS09G0527900	TCM_006783	68	55	1
OS09G0528000	TCM_000241	48	42	1
OS09G0528000	TCM_006781	45	40	1
OS09G0528000	TCM_034158	48	39	1
OS09G0528100	TCM_006777	67	63	1
OS09G0528200	TCM_005074	32	24	1
OS09G0528200	TCM_015645	26	27	1
OS09G0528300	TCM_015646	68	68	1
OS09G0528700	TCM_005079	58	60	1
OS09G0528700	TCM_015648	56	58	1
OS09G0528800	TCM_015482	53	52	1
OS09G0528800	TCM_015653	51	49	1
OS09G0529100	TCM_015483	69	57	1
OS09G0529350	TCM_015662	51	31	1
OS09G0529700	TCM_030951	79	80	0
OS09G0529900	TCM_015664	51	51	1
OS09G0530000	TCM_015473	70	67	1
OS09G0530200	TCM_006787	65	67	1
OS09G0530500	TCM_000253	43	13	1
OS09G0530500	TCM_006789	43	11	1
OS09G0530800	TCM_006796	53	12	1
OS09G0530900	TCM_000269	35	34	1
OS09G0531100	TCM_006810	62	59	1
OS09G0531200	TCM_006805	26	22	1
OS09G0531200	TCM_035029	26	20	1
OS09G0531600	TCM_000274	40	37	0
OS09G0531600	TCM_006816	27	40	0
OS09G0531600	TCM_034142	37	39	0
OS09G0531701	TCM_015036	62	57	1
OS09G0531800	TCM_005461	84	59	1
OS09G0531900	TCM_005461	71	73	1
OS09G0532000	TCM_016145	58	58	0
OS09G0532200	TCM_005033	36	35	1
OS09G0532400	TCM_005034	33	34	1
OS09G0532400	TCM_015513	32	29	1
OS09G0532500	TCM_005036	33	29	1
OS09G0532700	TCM_014959	48	48	1
OS09G0532800	TCM_005036	38	33	1
OS09G0532900	TCM_014956	46	48	1
OS09G0532900	TCM_016054	47	47	1
OS09G0533200	TCM_010376	45	42	1
OS09G0533300	TCM_004998	64	62	1
OS09G0533300	TCM_004999	62	61	1
OS09G0533400	TCM_015805	78	26	1
OS09G0533600	TCM_005787	62	58	1
OS09G0533600	TCM_015814	57	59	1
OS09G0533900	TCM_000221	65	65	1
OS09G0533900	TCM_034208	64	63	1
OS09G0534000	TCM_029621	37	33	1
OS09G0534200	TCM_034225	80	80	1
OS09G0534600	TCM_030579	25	15	0
OS09G0534800	TCM_024589	88	88	1
OS09G0534800	TCM_040769	87	87	1
OS09G0535000	TCM_006694	69	53	1
OS09G0535100	TCM_007711	47	39	0
OS09G0535300	TCM_006691	88	87	1
OS09G0535500	TCM_000202	18	19	1
OS09G0535900	TCM_006664	65	69	1
OS09G0536000	TCM_000203	48	48	1
OS09G0536200	TCM_000200	69	67	1
OS09G0536200	TCM_006660	67	64	1
OS09G0536300	TCM_000197	57	49	0
OS09G0536300	TCM_006655	58	46	0
OS09G0536300	TCM_034243	58	37	0
OS09G0536400	TCM_000193	56	55	1
OS09G0536400	TCM_006654	54	41	1
OS09G0536700	TCM_000191	60	61	0
OS09G0536700	TCM_006652	65	65	0
OS09G0537600	TCM_006651	67	64	1
OS09G0537600	TCM_006729	50	56	1
OS09G0538200	TCM_000176	90	90	1
OS09G0538200	TCM_006639	91	91	1
OS09G0538400	TCM_006638	65	65	0
OS09G0538500	TCM_000173	56	60	0
OS09G0538700	TCM_000170	54	57	1
OS09G0538800	TCM_006636	69	67	0
OS09G0538800	TCM_034253	72	72	0
OS09G0539100	TCM_000167	71	70	1
OS09G0539200	TCM_006632	53	28	1
OS09G0539400	TCM_006631	45	47	1
OS09G0539500	TCM_000157	70	79	0
OS09G0539500	TCM_006613	68	76	0
OS09G0539500	TCM_025121	47	69	0
OS09G0539500	TCM_029015	61	70	0
OS09G0539800	TCM_021122	67	35	1
OS09G0539800	TCM_025957	65	29	1
OS09G0539800	TCM_025966	64	34	1
OS09G0540300	TCM_022472	28	23	1
OS09G0540300	TCM_039778	27	23	1
OS09G0540300	TCM_041494	26	20	1
OS09G0540400	TCM_000160	44	41	1
OS09G0540400	TCM_034267	48	48	1
OS09G0540500	TCM_022075	52	51	1
OS09G0540600	TCM_006624	55	56	1
OS09G0541000	TCM_000148	66	67	1
OS09G0541500	TCM_006598	84	84	1
OS09G0541700	TCM_000147	66	60	0
OS09G0541900	TCM_006597	79	80	1
OS09G0541900	TCM_034280	82	82	1
OS09G0542000	TCM_034281	67	72	0
OS09G0542100	TCM_000144	45	42	1
OS09G0542200	TCM_034282	43	22	1
OS09G0542500	TCM_000136	49	36	1
OS09G0542500	TCM_006578	51	39	1
OS09G0542600	TCM_000134	34	31	1
OS09G0542600	TCM_034288	25	24	1
OS09G0542700	TCM_036687	45	48	1
OS09G0542800	TCM_034298	44	45	0
OS09G0542900	TCM_034301	32	33	1
OS09G0543400	TCM_026390	33	27	0
OS09G0543400	TCM_026391	43	32	0
OS09G0543400	TCM_028129	38	50	0
OS09G0543400	TCM_034309	49	47	0
OS09G0543400	TCM_034310	55	57	0
OS09G0544400	TCM_001949	3	38	0
OS09G0544400	TCM_001952	3	37	0
OS09G0544400	TCM_017618	3	36	0
OS09G0544800	TCM_006534	65	64	1
OS09G0544800	TCM_034329	56	55	1
OS09G0544900	TCM_034332	63	64	1
OS09G0545000	TCM_005854	27	28	1
OS09G0545000	TCM_041736	20	24	1
OS09G0545300	TCM_006512	33	31	1
OS09G0545300	TCM_006513	31	37	1
OS09G0545300	TCM_006514	31	18	1
OS09G0545300	TCM_006515	30	32	1
OS09G0545300	TCM_006517	31	21	1
OS09G0545300	TCM_006518	36	41	1
OS09G0545300	TCM_006519	33	16	1
OS09G0545300	TCM_006521	32	37	1
OS09G0545300	TCM_006522	30	34	1
OS09G0545300	TCM_006523	32	37	1
OS09G0547200	TCM_000107	41	44	1
OS09G0547300	TCM_006485	36	40	1
OS09G0547300	TCM_034359	26	35	1
OS09G0547500	TCM_006501	62	62	1
OS09G0547500	TCM_034351	59	61	1
OS09G0548200	TCM_046713	29	34	1
OS09G0548300	TCM_000089	49	52	1
OS09G0548300	TCM_046712	51	50	1
OS09G0548400	TCM_006471	51	51	0
OS09G0548400	TCM_006472	19	41	0
OS09G0548400	TCM_006473	51	51	0
OS09G0548400	TCM_006474	27	41	0
OS09G0548400	TCM_038236	52	52	0
OS09G0548400	TCM_046235	23	51	0
OS09G0548400	TCM_046237	22	33	0
OS09G0548400	TCM_046238	39	47	0
OS09G0548600	TCM_005801	45	42	1
OS09G0548600	TCM_015795	46	47	1
OS09G0548600	TCM_029535	38	35	1
OS09G0548600	TCM_029537	37	41	1
OS09G0548600	TCM_029538	34	34	1
OS09G0548600	TCM_029539	36	33	1
OS09G0548600	TCM_029540	42	36	1
OS09G0548600	TCM_029556	24	30	1
OS09G0548600	TCM_032229	36	31	1
OS09G0548700	TCM_006471	51	51	0
OS09G0548700	TCM_006472	19	41	0
OS09G0548700	TCM_006473	50	50	0
OS09G0548700	TCM_006474	29	46	0
OS09G0548700	TCM_038236	49	49	0
OS09G0548700	TCM_046235	23	51	0
OS09G0548700	TCM_046237	23	34	0
OS09G0548700	TCM_046238	37	46	0
OS09G0549300	TCM_006471	50	50	0
OS09G0549300	TCM_006472	17	36	0
OS09G0549300	TCM_006473	48	49	0
OS09G0549300	TCM_006474	27	42	0
OS09G0549300	TCM_038236	47	47	0
OS09G0549300	TCM_046235	21	47	0
OS09G0549300	TCM_046237	21	31	0
OS09G0549300	TCM_046238	36	45	0
OS09G0549400	TCM_006456	20	28	1
OS09G0549450	TCM_006453	44	39	1
OS09G0549450	TCM_034391	45	40	1
OS09G0549500	TCM_043293	53	56	1
OS09G0549500	TCM_043295	52	56	1
OS09G0549700	TCM_042139	65	62	1
OS09G0550000	TCM_007561	38	26	1
OS09G0550000	TCM_034401	35	28	1
OS09G0550000	TCM_034402	35	28	1
OS09G0551300	TCM_030602	45	50	1
OS09G0551600	TCM_000068	61	54	1
OS09G0551600	TCM_034406	54	47	1
OS09G0551800	TCM_034410	39	39	1
OS09G0551900	TCM_000060	51	12	1
OS09G0552300	TCM_000057	68	65	1
OS09G0552500	TCM_006913	22	29	1
OS09G0552600	TCM_006913	23	31	1
OS09G0552800	TCM_044911	50	78	1
OS09G0552900	TCM_001465	51	46	1
OS09G0553300	TCM_024914	49	31	1
OS09G0553600	TCM_010844	65	69	1
OS09G0553700	TCM_040334	44	24	0
OS09G0553800	TCM_005946	63	31	1
OS09G0553900	TCM_024527	50	52	1
OS09G0554000	TCM_000031	54	30	1
OS09G0554000	TCM_007578	63	37	1
OS09G0554200	TCM_000034	35	38	1
OS09G0554200	TCM_034434	36	38	1
OS09G0554300	TCM_000039	56	57	1
OS09G0555100	TCM_000039	55	55	1
OS09G0555200	TCM_016168	39	8	0
OS09G0555300	TCM_034417	41	41	0
OS09G0555500	TCM_017615	59	44	0
OS09G0555600	TCM_011154	33	31	1
OS09G0555700	TCM_011145	40	35	1
OS09G0555700	TCM_011146	41	37	1
OS09G0555800	TCM_017664	63	56	0
OS09G0556000	TCM_042048	77	77	1
OS09G0556200	TCM_036959	59	56	1
OS09G0556200	TCM_038203	54	52	1
OS09G0556400	TCM_038191	72	45	1
OS09G0556500	TCM_019993	64	63	1
OS09G0556700	TCM_036949	56	14	1
OS09G0556800	TCM_038261	39	37	1
OS09G0557400	TCM_036929	34	33	1
OS09G0557500	TCM_037061	57	61	1
OS09G0557700	TCM_032005	61	61	1
OS09G0557800	TCM_036903	74	55	1
OS09G0557800	TCM_037051	74	55	1
OS09G0557900	TCM_046826	52	51	0
OS09G0558100	TCM_037030	61	58	1
OS09G0558200	TCM_045048	33	32	0
OS09G0558300	TCM_036840	56	55	0
OS09G0558300	TCM_038600	56	54	0
OS09G0559800	TCM_027633	62	61	1
OS09G0559800	TCM_039804	53	53	1
OS09G0559900	TCM_027671	55	41	1
OS09G0560000	TCM_038768	37	37	1
OS09G0560100	TCM_027727	43	43	1
OS09G0560300	TCM_005394	83	83	1
OS09G0560400	TCM_010106	44	41	1
OS09G0560450	TCM_002072	59	57	1
OS09G0560500	TCM_023087	46	67	0
OS09G0560700	TCM_038258	61	62	1
OS09G0560800	TCM_038258	57	57	1
OS09G0560850	TCM_002061	20	39	0
OS09G0560850	TCM_020349	23	42	0
OS09G0560900	TCM_005999	55	51	0
OS09G0563200	TCM_006029	73	72	1
OS09G0563250	TCM_002028	52	50	1
OS09G0563300	TCM_006055	61	30	1
OS09G0563700	TCM_025890	15	18	0
OS09G0563700	TCM_029398	19	14	0
OS09G0565200	TCM_014513	52	51	0
OS09G0565400	TCM_010623	51	44	1
OS09G0565450	TCM_016967	53	8	1
OS09G0565500	TCM_016967	38	13	1
OS09G0565600	TCM_022431	72	72	1
OS09G0565700	TCM_041506	71	67	1
OS09G0566050	TCM_041506	71	68	1
OS09G0566100	TCM_022448	30	29	1
OS09G0566550	TCM_022441	59	52	1
OS09G0566550	TCM_043844	47	46	1
OS09G0567300	TCM_022506	81	81	1
OS09G0567300	TCM_031321	75	58	1
OS09G0567366	TCM_041465	62	49	0
OS09G0567400	TCM_022509	48	48	1
OS09G0567400	TCM_041473	34	33	1
OS09G0567700	TCM_041451	70	67	1
OS09G0567800	TCM_022526	29	10	0
OS09G0567900	TCM_022528	66	65	1
OS09G0568000	TCM_043919	50	47	1
OS09G0568200	TCM_041398	56	48	1
OS09G0568600	TCM_030994	55	56	0
OS09G0568600	TCM_030995	29	27	0
OS09G0568600	TCM_031043	20	37	0
OS09G0568600	TCM_039645	56	57	0
OS09G0568600	TCM_039646	48	46	0
OS09G0568600	TCM_041375	39	55	0
OS09G0568600	TCM_041376	53	39	0
OS09G0568600	TCM_041377	53	55	0
OS09G0568700	TCM_030994	57	58	0
OS09G0568700	TCM_030995	30	27	0
OS09G0568700	TCM_031043	20	38	0
OS09G0568700	TCM_039645	57	59	0
OS09G0568700	TCM_039646	51	49	0
OS09G0568700	TCM_041375	42	59	0
OS09G0568700	TCM_041376	54	39	0
OS09G0568700	TCM_041377	58	60	0
OS09G0568800	TCM_006855	85	85	0
OS09G0568800	TCM_041388	86	86	0
OS09G0568900	TCM_041383	43	30	1
OS09G0569200	TCM_005334	68	63	1
OS09G0569200	TCM_005336	66	50	1
OS09G0569300	TCM_005337	55	33	1
OS09G0569300	TCM_015194	60	36	1
OS09G0569400	TCM_015191	72	72	1
OS09G0569450	TCM_029436	49	49	1
OS09G0569800	TCM_005322	30	32	1
OS09G0569800	TCM_015199	32	34	1
OS09G0569800	TCM_046696	32	37	1
OS09G0569800	TCM_046697	39	37	1
OS09G0570000	TCM_005322	49	22	1
OS09G0570000	TCM_015199	55	25	1
OS09G0570000	TCM_046696	52	25	1
OS09G0570000	TCM_046697	61	25	1
OS09G0570100	TCM_005322	0	0	1
OS09G0570100	TCM_015199	0	0	1
OS09G0570100	TCM_046696	1	0	1
OS09G0570100	TCM_046697	1	0	1
OS09G0570200	TCM_015200	39	30	1
OS09G0570300	TCM_015204	63	50	1
OS09G0570300	TCM_015206	64	50	1
OS09G0570300	TCM_016274	66	65	1
OS09G0570400	TCM_005315	66	65	1
OS09G0570500	TCM_041566	39	21	0
OS09G0570500	TCM_043382	48	25	0
OS09G0570600	TCM_001625	41	22	1
OS09G0570800	TCM_022352	47	40	0
OS09G0570850	TCM_041564	25	47	0
OS09G0570900	TCM_022280	58	59	1
OS09G0570900	TCM_043322	50	49	1
OS09G0571000	TCM_042162	24	20	1
OS09G0571100	TCM_022342	46	47	1
OS09G0571200	TCM_015225	42	44	1
OS09G0571400	TCM_026248	79	82	0
OS09G0571500	TCM_004102	53	45	1
OS09G0571700	TCM_004062	51	46	0
OS09G0571700	TCM_020869	51	49	0
OS09G0572000	TCM_026233	35	37	1
OS09G0572000	TCM_026234	35	26	1
OS09G0572100	TCM_042102	34	30	1
OS09G0572100	TCM_043206	37	32	1
OS09G0572400	TCM_042138	91	87	1
OS09G0572600	TCM_030193	54	58	1
OS09G0572600	TCM_030963	56	62	1
OS09G0572800	TCM_029702	34	33	1
OS09G0572800	TCM_031770	33	34	1
OS09G0572900	TCM_015794	77	78	0
OS09G0572900	TCM_046942	77	78	0
OS09G0573100	TCM_015755	58	57	1
OS09G0573150	TCM_015705	35	26	1
OS09G0573200	TCM_025691	48	47	1
OS10G0100300	TCM_007275	39	43	0
OS10G0100500	TCM_041850	44	42	1
OS10G0101000	TCM_011264	52	53	1
OS10G0102400	TCM_000830	37	28	0
OS10G0102400	TCM_034668	43	32	0
OS10G0102900	TCM_034665	56	53	0
OS10G0103800	TCM_007270	61	65	1
OS10G0103800	TCM_034615	64	65	1
OS10G0104300	TCM_000894	20	20	1
OS10G0104300	TCM_000895	23	20	1
OS10G0104300	TCM_006357	21	17	1
OS10G0104500	TCM_005844	78	79	1
OS10G0104700	TCM_004932	33	36	0
OS10G0104700	TCM_021500	37	41	0
OS10G0104700	TCM_021501	31	35	0
OS10G0104700	TCM_026838	38	39	0
OS10G0104700	TCM_038182	35	34	0
OS10G0104800	TCM_000409	52	50	1
OS10G0104800	TCM_006903	45	41	1
OS10G0104900	TCM_006177	61	30	1
OS10G0104900	TCM_040279	66	29	1
OS10G0105400	TCM_024953	51	33	1
OS10G0105850	TCM_037940	28	20	0
OS10G0105900	TCM_037940	21	15	0
OS10G0106600	TCM_037940	27	27	0
OS10G0107000	TCM_024936	46	47	1
OS10G0107000	TCM_040312	47	46	1
OS10G0107000	TCM_040320	43	45	1
OS10G0107000	TCM_040327	43	46	1
OS10G0109300	TCM_024936	54	55	1
OS10G0109300	TCM_040312	54	53	1
OS10G0109300	TCM_040320	50	52	1
OS10G0109300	TCM_040327	47	50	1
OS10G0109600	TCM_040331	58	57	1
OS10G0109700	TCM_011173	41	41	1
OS10G0109900	TCM_011173	50	49	1
OS10G0112600	TCM_011184	48	73	1
OS10G0112600	TCM_011187	80	79	1
OS10G0112600	TCM_016787	72	75	1
OS10G0113000	TCM_010149	50	49	0
OS10G0113000	TCM_010152	51	50	0
OS10G0113000	TCM_010537	48	47	0
OS10G0113000	TCM_011185	17	43	0
OS10G0113000	TCM_011188	43	46	0
OS10G0113000	TCM_011190	48	47	0
OS10G0113000	TCM_011191	46	39	0
OS10G0113100	TCM_010149	49	48	0
OS10G0113100	TCM_010152	50	49	0
OS10G0113100	TCM_010537	48	47	0
OS10G0113100	TCM_011185	17	44	0
OS10G0113100	TCM_011188	44	47	0
OS10G0113100	TCM_011190	48	47	0
OS10G0113100	TCM_011191	46	39	0
OS10G0114400	TCM_011192	64	63	1
OS10G0114500	TCM_011212	40	48	1
OS10G0115200	TCM_011212	40	48	1
OS10G0115500	TCM_011212	35	43	1
OS10G0115550	TCM_020319	63	37	1
OS10G0115550	TCM_020320	59	32	1
OS10G0115600	TCM_000407	56	55	1
OS10G0116000	TCM_014940	31	29	0
OS10G0116300	TCM_002257	44	33	1
OS10G0116300	TCM_002258	44	32	1
OS10G0116800	TCM_011228	55	54	1
OS10G0116800	TCM_011231	50	50	1
OS10G0116800	TCM_011232	54	51	1
OS10G0116800	TCM_013027	52	52	1
OS10G0116800	TCM_013063	55	55	1
OS10G0116900	TCM_011235	35	31	1
OS10G0117000	TCM_011239	51	20	0
OS10G0117800	TCM_013017	62	31	1
OS10G0118800	TCM_011241	32	29	1
OS10G0118900	TCM_034949	66	9	1
OS10G0119300	TCM_016751	79	28	1
OS10G0122000	TCM_000968	27	37	1
OS10G0122000	TCM_000970	35	32	1
OS10G0122000	TCM_034529	34	36	1
OS10G0122000	TCM_037607	34	31	1
OS10G0122000	TCM_037611	31	35	1
OS10G0122000	TCM_037612	33	35	1
OS10G0122000	TCM_037614	35	34	1
OS10G0122000	TCM_037615	9	42	1
OS10G0122600	TCM_000307	59	53	1
OS10G0122600	TCM_006842	57	56	1
OS10G0124000	TCM_038062	83	82	1
OS10G0126100	TCM_001656	32	32	1
OS10G0126100	TCM_012889	28	34	1
OS10G0127700	TCM_012361	61	61	1
OS10G0130000	TCM_030266	18	28	0
OS10G0130000	TCM_030838	17	29	0
OS10G0133500	TCM_037940	24	25	0
OS10G0135200	TCM_001264	67	66	0
OS10G0135600	TCM_047045	63	62	1
OS10G0139700	TCM_025582	13	46	0
OS10G0140200	TCM_000183	67	67	1
OS10G0140300	TCM_000160	37	33	1
OS10G0140300	TCM_034267	36	35	1
OS10G0141400	TCM_000185	48	38	0
OS10G0141400	TCM_006649	49	40	0
OS10G0141900	TCM_036201	60	58	1
OS10G0142100	TCM_005300	44	36	1
OS10G0142100	TCM_016290	44	32	1
OS10G0142900	TCM_015848	34	3	0
OS10G0146200	TCM_000193	47	55	1
OS10G0146200	TCM_006654	47	42	1
OS10G0147250	TCM_005788	36	34	1
OS10G0147900	TCM_000200	52	53	1
OS10G0147900	TCM_006660	51	50	1
OS10G0148100	TCM_006689	25	13	1
OS10G0148700	TCM_006689	23	13	1
OS10G0148800	TCM_021071	34	28	1
OS10G0149000	TCM_006689	25	10	1
OS10G0149100	TCM_006689	24	7	1
OS10G0149200	TCM_006689	24	10	1
OS10G0149400	TCM_006689	25	10	1
OS10G0149800	TCM_006689	27	10	1
OS10G0150000	TCM_006689	25	6	1
OS10G0150200	TCM_026782	56	54	1
OS10G0150300	TCM_006689	31	12	1
OS10G0150400	TCM_006689	26	11	1
OS10G0150600	TCM_006689	27	12	1
OS10G0150700	TCM_006689	27	12	1
OS10G0150800	TCM_006689	25	11	1
OS10G0151800	TCM_005051	50	44	1
OS10G0154000	TCM_041361	81	84	1
OS10G0154566	TCM_006688	35	3	0
OS10G0154600	TCM_006688	37	12	0
OS10G0154700	TCM_041474	39	10	0
OS10G0155400	TCM_006681	47	33	0
OS10G0155400	TCM_006683	48	19	0
OS10G0155400	TCM_025833	47	31	0
OS10G0155500	TCM_012789	71	76	1
OS10G0155700	TCM_015496	45	38	0
OS10G0159800	TCM_015619	68	70	1
OS10G0160000	TCM_015615	53	53	1
OS10G0160100	TCM_015614	46	47	1
OS10G0161400	TCM_000726	17	30	1
OS10G0161400	TCM_001586	32	31	1
OS10G0161400	TCM_011164	35	24	1
OS10G0161400	TCM_024631	34	31	1
OS10G0161400	TCM_025523	37	34	1
OS10G0161400	TCM_025524	22	34	1
OS10G0161400	TCM_025526	37	35	1
OS10G0161400	TCM_025527	37	34	1
OS10G0161400	TCM_025530	18	26	1
OS10G0161400	TCM_025532	35	31	1
OS10G0161400	TCM_025533	31	32	1
OS10G0161400	TCM_025535	35	31	1
OS10G0161400	TCM_025536	34	32	1
OS10G0161400	TCM_025537	25	33	1
OS10G0161400	TCM_025538	27	17	1
OS10G0161400	TCM_025539	34	31	1
OS10G0161400	TCM_025544	26	32	1
OS10G0161400	TCM_025545	36	33	1
OS10G0161400	TCM_025955	34	32	1
OS10G0161400	TCM_025958	15	26	1
OS10G0161400	TCM_025959	25	28	1
OS10G0161400	TCM_025960	33	32	1
OS10G0161400	TCM_025965	18	27	1
OS10G0161400	TCM_031018	31	20	1
OS10G0161400	TCM_031028	15	28	1
OS10G0161400	TCM_031031	29	18	1
OS10G0161400	TCM_031036	29	18	1
OS10G0161400	TCM_031038	28	22	1
OS10G0161400	TCM_031055	32	24	1
OS10G0161400	TCM_031060	31	20	1
OS10G0161400	TCM_031062	29	23	1
OS10G0162400	TCM_034198	43	35	1
OS10G0162400	TCM_046674	39	32	1
OS10G0162834	TCM_039420	69	72	1
OS10G0162854	TCM_025696	34	23	1
OS10G0163100	TCM_004075	50	54	1
OS10G0163290	TCM_001058	22	10	0
OS10G0163290	TCM_001062	63	23	0
OS10G0163290	TCM_007432	57	16	0
OS10G0163340	TCM_022455	82	78	0
OS10G0163370	TCM_034671	39	40	1
OS10G0165000	TCM_009590	39	40	0
OS10G0165000	TCM_012380	38	35	0
OS10G0167300	TCM_014984	90	90	0
OS10G0167500	TCM_014981	19	9	1
OS10G0167600	TCM_016083	56	41	1
OS10G0169800	TCM_016070	59	56	1
OS10G0169900	TCM_022284	42	46	1
OS10G0169900	TCM_022288	46	45	1
OS10G0169900	TCM_042155	44	41	1
OS10G0169900	TCM_043319	47	46	1
OS10G0169900	TCM_043326	44	45	1
OS10G0170000	TCM_014974	26	50	1
OS10G0170000	TCM_047012	54	52	1
OS10G0170200	TCM_014967	78	83	0
OS10G0170300	TCM_032677	53	53	1
OS10G0173800	TCM_000325	29	28	1
OS10G0177200	TCM_006708	56	29	1
OS10G0177400	TCM_034210	36	42	1
OS10G0179200	TCM_016188	48	38	1
OS10G0181200	TCM_006720	48	40	0
OS10G0181600	TCM_001688	63	61	1
OS10G0181700	TCM_046676	50	48	1
OS10G0182000	TCM_007751	66	65	1
OS10G0182300	TCM_005038	53	2	0
OS10G0183900	TCM_004803	65	68	1
OS10G0184300	TCM_006818	84	11	0
OS10G0184300	TCM_034141	83	11	0
OS10G0185400	TCM_010984	30	26	1
OS10G0186200	TCM_010984	20	18	1
OS10G0187500	TCM_005470	54	24	1
OS10G0187500	TCM_015032	56	24	1
OS10G0188100	TCM_030350	64	61	0
OS10G0188300	TCM_005467	62	32	1
OS10G0188400	TCM_015047	64	21	1
OS10G0188900	TCM_034568	43	27	1
OS10G0189100	TCM_015041	78	74	1
OS10G0189600	TCM_027778	69	68	1
OS10G0190000	TCM_000453	77	69	0
OS10G0190000	TCM_007289	83	83	0
OS10G0190800	TCM_036207	57	54	1
OS10G0191600	TCM_028738	40	21	1
OS10G0191900	TCM_019356	12	16	0
OS10G0194200	TCM_015570	71	70	1
OS10G0194200	TCM_015572	21	59	1
OS10G0194300	TCM_006759	13	13	0
OS10G0194300	TCM_030958	14	15	0
OS10G0194300	TCM_030959	6	18	0
OS10G0194300	TCM_030961	12	14	0
OS10G0194300	TCM_030962	13	17	0
OS10G0195000	TCM_007278	52	49	1
OS10G0195600	TCM_037940	25	26	0
OS10G0196100	TCM_023882	67	30	0
OS10G0197700	TCM_015539	33	35	1
OS10G0198600	TCM_029259	39	36	1
OS10G0198900	TCM_015539	39	36	1
OS10G0199500	TCM_015539	37	22	1
OS10G0200700	TCM_005005	40	42	1
OS10G0202200	TCM_030385	13	3	1
OS10G0203000	TCM_005006	61	54	1
OS10G0203000	TCM_015537	61	65	1
OS10G0203000	TCM_018409	23	57	1
OS10G0204100	TCM_022135	53	61	1
OS10G0204400	TCM_000904	80	78	0
OS10G0204400	TCM_034583	80	77	0
OS10G0205200	TCM_034585	77	82	1
OS10G0205300	TCM_034589	48	43	1
OS10G0205700	TCM_018994	25	30	1
OS10G0205700	TCM_018997	33	28	1
OS10G0206500	TCM_030436	33	33	1
OS10G0206800	TCM_024749	58	60	1
OS10G0206800	TCM_040698	63	65	1
OS10G0207500	TCM_014700	34	33	0
OS10G0207500	TCM_030412	33	31	0
OS10G0208500	TCM_004293	40	38	0
OS10G0208600	TCM_030436	36	37	1
OS10G0209700	TCM_030430	52	48	1
OS10G0210500	TCM_021996	49	45	1
OS10G0210500	TCM_035089	52	50	1
OS10G0210500	TCM_035090	52	49	1
OS10G0210500	TCM_035093	51	49	1
OS10G0210500	TCM_042830	49	47	1
OS10G0210500	TCM_042833	51	47	1
OS10G0210500	TCM_042834	44	44	1
OS10G0213700	TCM_000413	52	52	1
OS10G0214400	TCM_001614	48	33	1
OS10G0214400	TCM_006388	59	35	1
OS10G0315400	TCM_004437	43	19	1
