Gene stable ID	Musa acuminata gene stable ID	% identity	Musa acuminata % identity	Orthology confidence [0 low, 1 high]
OS09G0542600	GSMUA_Achr11G01160_001	35	31	1
OS09G0542700	GSMUA_Achr3G00600_001	43	41	1
OS09G0542800	GSMUA_Achr1G14880_001	54	55	1
OS09G0542900	GSMUA_Achr1G14910_001	35	37	1
OS09G0542900	GSMUA_Achr8G34060_001	37	40	1
OS09G0543100	GSMUA_Achr1G07360_001	60	70	0
OS09G0543100	GSMUA_Achr1G14920_001	65	70	0
OS09G0543100	GSMUA_Achr9G21110_001	49	66	0
OS09G0543100	GSMUA_Achr9G21120_001	20	69	0
OS09G0543100	GSMUA_AchrUn_randomG07260_001	74	73	0
OS09G0543900	GSMUA_Achr8G03170_001	44	51	1
OS09G0543900	GSMUA_Achr8G03180_001	44	47	1
OS09G0543900	GSMUA_Achr8G03190_001	40	51	1
OS09G0543900	GSMUA_Achr8G03200_001	38	48	1
OS09G0543900	GSMUA_Achr8G03210_001	39	48	1
OS09G0543900	GSMUA_Achr8G15170_001	45	51	1
OS09G0544000	GSMUA_Achr8G03170_001	42	51	1
OS09G0544000	GSMUA_Achr8G03180_001	42	46	1
OS09G0544000	GSMUA_Achr8G03190_001	38	50	1
OS09G0544000	GSMUA_Achr8G03200_001	36	47	1
OS09G0544000	GSMUA_Achr8G03210_001	37	47	1
OS09G0544000	GSMUA_Achr8G15170_001	43	51	1
OS09G0544300	GSMUA_Achr1G14940_001	45	59	1
OS09G0544300	GSMUA_Achr1G26270_001	29	77	1
OS09G0544300	GSMUA_Achr4G04890_001	56	61	1
OS09G0544300	GSMUA_Achr7G03940_001	52	70	1
OS09G0544400	GSMUA_Achr3G26860_001	5	42	1
OS09G0544400	GSMUA_Achr7G03960_001	6	39	1
OS09G0544700	GSMUA_Achr3G14100_001	41	42	1
OS09G0544800	GSMUA_Achr10G07330_001	60	65	1
OS09G0544800	GSMUA_Achr1G18140_001	64	65	1
OS09G0544800	GSMUA_Achr2G03580_001	52	58	1
OS09G0544800	GSMUA_Achr3G14650_001	68	68	1
OS09G0544900	GSMUA_Achr11G07210_001	61	60	1
OS09G0545300	GSMUA_Achr11G07220_001	33	38	1
OS09G0545300	GSMUA_Achr2G03590_001	38	45	1
OS09G0545300	GSMUA_Achr7G04010_001	32	9	1
OS09G0547200	GSMUA_Achr3G26880_001	43	48	1
OS09G0547300	GSMUA_Achr1G18120_001	42	56	1
OS09G0547300	GSMUA_Achr3G14690_001	44	57	1
OS09G0547300	GSMUA_Achr7G04020_001	40	52	1
OS09G0547500	GSMUA_Achr1G07310_001	65	67	1
OS09G0547500	GSMUA_Achr2G03620_001	65	68	1
OS09G0547500	GSMUA_Achr7G04070_001	64	68	1
OS09G0547500	GSMUA_AchrUn_randomG07220_001	64	59	1
OS09G0547500	GSMUA_AchrUn_randomG17750_001	64	72	1
OS09G0548200	GSMUA_Achr3G00550_001	51	56	1
OS09G0548300	GSMUA_AchrUn_randomG07160_001	25	65	1
OS09G0548300	GSMUA_AchrUn_randomG07170_001	32	67	1
OS09G0548400	GSMUA_Achr3G14750_001	54	56	1
OS09G0548600	GSMUA_Achr10G14730_001	42	48	1
OS09G0549400	GSMUA_Achr3G00520_001	23	34	1
OS09G0549400	GSMUA_Achr3G26950_001	23	34	1
OS09G0549400	GSMUA_Achr9G23980_001	23	34	1
OS09G0549450	GSMUA_Achr1G18080_001	45	51	1
OS09G0549450	GSMUA_Achr3G14760_001	48	52	1
OS09G0549500	GSMUA_AchrUn_randomG04260_001	43	48	1
OS09G0549700	GSMUA_Achr1G19760_001	82	76	1
OS09G0550000	GSMUA_Achr11G01360_001	40	35	1
OS09G0550000	GSMUA_Achr8G13380_001	9	43	1
OS09G0550600	GSMUA_Achr11G08570_001	24	45	1
OS09G0550600	GSMUA_Achr8G07420_001	25	49	1
OS09G0550600	GSMUA_Achr8G07430_001	37	43	1
OS09G0550600	GSMUA_AchrUn_randomG20740_001	25	46	1
OS09G0550600	GSMUA_AchrUn_randomG20750_001	31	44	1
OS09G0551000	GSMUA_Achr11G08570_001	19	34	1
OS09G0551000	GSMUA_Achr8G07420_001	19	36	1
OS09G0551000	GSMUA_Achr8G07430_001	33	37	1
OS09G0551000	GSMUA_AchrUn_randomG20740_001	19	35	1
OS09G0551000	GSMUA_AchrUn_randomG20750_001	27	37	1
OS09G0551201	GSMUA_Achr11G08570_001	21	31	1
OS09G0551201	GSMUA_Achr8G07420_001	22	33	1
OS09G0551201	GSMUA_Achr8G07430_001	42	38	1
OS09G0551201	GSMUA_AchrUn_randomG20740_001	25	35	1
OS09G0551201	GSMUA_AchrUn_randomG20750_001	37	39	1
OS09G0551251	GSMUA_Achr11G08570_001	27	48	1
OS09G0551251	GSMUA_Achr8G07420_001	28	52	1
OS09G0551251	GSMUA_Achr8G07430_001	40	46	1
OS09G0551251	GSMUA_AchrUn_randomG20740_001	27	48	1
OS09G0551251	GSMUA_AchrUn_randomG20750_001	34	46	1
OS09G0551300	GSMUA_Achr7G20140_001	49	58	1
OS09G0551400	GSMUA_Achr11G08570_001	25	47	1
OS09G0551400	GSMUA_Achr8G07420_001	26	50	1
OS09G0551400	GSMUA_Achr8G07430_001	39	46	1
OS09G0551400	GSMUA_AchrUn_randomG20740_001	26	49	1
OS09G0551400	GSMUA_AchrUn_randomG20750_001	33	47	1
OS09G0551500	GSMUA_Achr11G08570_001	26	47	1
OS09G0551500	GSMUA_Achr8G07420_001	26	49	1
OS09G0551500	GSMUA_Achr8G07430_001	39	45	1
OS09G0551500	GSMUA_AchrUn_randomG20740_001	27	48	1
OS09G0551500	GSMUA_AchrUn_randomG20750_001	33	45	1
OS09G0551600	GSMUA_Achr10G07270_001	62	51	1
OS09G0551600	GSMUA_Achr11G07320_001	59	49	1
OS09G0551600	GSMUA_Achr2G03630_001	58	48	1
OS09G0551600	GSMUA_Achr9G21200_001	60	49	1
OS09G0551600	GSMUA_AchrUn_randomG22010_001	58	52	1
OS09G0551800	GSMUA_Achr11G07330_001	25	32	1
OS09G0551800	GSMUA_Achr11G07340_001	15	59	1
OS09G0551900	GSMUA_Achr11G07350_001	41	10	1
OS09G0551900	GSMUA_Achr11G07360_001	18	55	1
OS09G0552300	GSMUA_Achr4G11760_001	66	75	1
OS09G0552500	GSMUA_Achr4G04730_001	41	40	1
OS09G0552600	GSMUA_Achr4G04730_001	42	42	1
OS09G0552800	GSMUA_Achr3G13880_001	52	80	1
OS09G0553300	GSMUA_Achr10G07230_001	47	43	1
OS09G0553300	GSMUA_Achr11G07380_001	52	43	1
OS09G0553600	GSMUA_Achr4G11740_001	70	83	1
OS09G0553700	GSMUA_Achr10G07240_001	31	33	0
OS09G0553700	GSMUA_Achr11G07370_001	40	36	0
OS09G0553700	GSMUA_Achr1G07220_001	34	16	0
OS09G0553700	GSMUA_Achr3G27040_001	45	38	0
OS09G0553800	GSMUA_Achr9G23920_001	68	38	1
OS09G0553900	GSMUA_Achr11G07410_001	45	58	1
OS09G0553900	GSMUA_Achr1G02110_001	37	49	1
OS09G0553900	GSMUA_Achr5G11690_001	34	45	1
OS09G0554000	GSMUA_Achr1G07210_001	74	43	1
OS09G0554200	GSMUA_Achr11G22360_001	40	42	1
OS09G0554200	GSMUA_Achr5G11710_001	32	45	1
OS09G0554200	GSMUA_Achr5G15880_001	37	43	1
OS09G0554200	GSMUA_Achr8G13550_001	42	45	1
OS09G0554300	GSMUA_Achr10G07200_001	59	61	1
OS09G0554300	GSMUA_Achr10G07210_001	63	66	1
OS09G0554300	GSMUA_Achr2G03670_001	61	65	1
OS09G0554300	GSMUA_Achr9G21210_001	62	63	1
OS09G0555100	GSMUA_Achr10G07200_001	56	57	1
OS09G0555100	GSMUA_Achr10G07210_001	61	63	1
OS09G0555100	GSMUA_Achr2G03670_001	59	62	1
OS09G0555100	GSMUA_Achr9G21210_001	61	61	1
OS09G0555150	GSMUA_Achr4G14500_001	32	43	1
OS09G0555150	GSMUA_Achr8G04290_001	34	43	1
OS09G0555200	GSMUA_Achr8G12010_001	48	9	0
OS09G0555300	GSMUA_Achr3G27060_001	38	43	1
OS09G0555300	GSMUA_Achr9G23880_001	39	43	1
OS09G0555450	GSMUA_Achr9G21230_001	33	59	1
OS09G0555500	GSMUA_Achr11G07450_001	58	53	0
OS09G0555500	GSMUA_AchrUn_randomG09240_001	61	58	0
OS09G0555600	GSMUA_Achr2G03680_001	43	28	1
OS09G0555700	GSMUA_Achr11G01480_001	39	39	1
OS09G0555700	GSMUA_Achr11G16890_001	36	37	1
OS09G0555700	GSMUA_AchrUn_randomG02370_001	36	53	1
OS09G0555800	GSMUA_Achr11G22540_001	50	65	0
OS09G0555800	GSMUA_Achr5G18870_001	55	67	0
OS09G0555800	GSMUA_Achr7G04120_001	63	68	0
OS09G0556000	GSMUA_Achr4G20310_001	67	81	1
OS09G0556200	GSMUA_Achr3G00890_001	60	61	1
OS09G0556200	GSMUA_Achr4G04120_001	44	59	1
OS09G0556200	GSMUA_Achr4G20360_001	64	65	1
OS09G0556200	GSMUA_Achr7G05370_001	59	63	1
OS09G0556200	GSMUA_Achr9G22500_001	56	56	1
OS09G0556400	GSMUA_Achr1G09940_001	5	8	0
OS09G0556400	GSMUA_Achr1G09950_001	71	67	0
OS09G0556500	GSMUA_Achr1G26010_001	62	72	1
OS09G0556700	GSMUA_Achr7G17070_001	59	15	1
OS09G0556800	GSMUA_Achr4G20390_001	27	46	1
OS09G0556800	GSMUA_Achr7G05150_001	42	48	1
OS09G0557400	GSMUA_Achr10G06030_001	50	53	1
OS09G0557500	GSMUA_Achr1G26440_001	43	61	1
OS09G0557700	GSMUA_Achr11G08270_001	63	67	1
OS09G0557700	GSMUA_Achr2G05080_001	63	68	1
OS09G0557900	GSMUA_Achr7G05270_001	51	50	1
OS09G0558100	GSMUA_Achr4G04270_001	72	71	1
OS09G0558100	GSMUA_Achr4G12770_001	69	68	1
OS09G0558200	GSMUA_Achr4G05890_001	37	40	1
OS09G0558200	GSMUA_Achr9G22780_001	37	36	1
OS09G0558300	GSMUA_Achr3G04950_001	58	60	0
OS09G0558300	GSMUA_Achr5G04750_001	57	60	0
OS09G0558900	GSMUA_Achr11G08140_001	75	78	1
OS09G0558900	GSMUA_Achr1G23470_001	75	76	1
OS09G0558900	GSMUA_Achr2G04920_001	73	75	1
OS09G0558900	GSMUA_Achr7G05040_001	73	74	1
OS09G0558900	GSMUA_AchrUn_randomG04600_001	76	77	1
OS09G0559900	GSMUA_Achr1G15590_001	59	60	1
OS09G0559900	GSMUA_Achr4G20720_001	28	67	1
OS09G0559900	GSMUA_Achr4G20730_001	33	50	1
OS09G0559900	GSMUA_Achr7G04910_001	57	50	1
OS09G0560000	GSMUA_Achr4G12500_001	29	41	1
OS09G0560000	GSMUA_Achr9G23120_001	40	40	1
OS09G0560100	GSMUA_Achr3G27780_001	50	50	1
OS09G0560300	GSMUA_Achr8G03520_001	66	89	1
OS09G0560300	GSMUA_Achr9G25090_001	86	82	1
OS09G0560400	GSMUA_Achr11G13730_001	50	39	1
OS09G0560400	GSMUA_Achr2G02470_001	52	45	1
OS09G0560400	GSMUA_Achr8G06880_001	47	44	1
OS09G0560450	GSMUA_Achr8G06920_001	56	75	1
OS09G0560500	GSMUA_Achr6G20190_001	53	38	1
OS09G0560500	GSMUA_Achr9G28670_001	47	77	1
OS09G0560500	GSMUA_Achr9G30870_001	48	75	1
OS09G0560500	GSMUA_Achr9G30880_001	49	77	1
OS09G0560700	GSMUA_Achr1G25810_001	44	61	1
OS09G0560700	GSMUA_Achr1G25820_001	23	52	1
OS09G0560700	GSMUA_Achr8G33550_001	62	63	1
OS09G0560800	GSMUA_Achr1G25810_001	43	58	1
OS09G0560800	GSMUA_Achr1G25820_001	21	45	1
OS09G0560800	GSMUA_Achr8G33550_001	59	59	1
OS09G0560850	GSMUA_Achr8G33530_001	19	55	1
OS09G0560900	GSMUA_Achr11G13680_001	25	84	1
OS09G0563200	GSMUA_Achr11G18160_001	72	73	1
OS09G0563200	GSMUA_Achr4G33190_001	65	69	1
OS09G0563200	GSMUA_Achr5G00220_001	73	76	1
OS09G0563200	GSMUA_Achr8G33490_001	69	70	1
OS09G0563250	GSMUA_Achr11G18130_001	48	59	1
OS09G0563250	GSMUA_Achr7G03550_001	52	64	1
OS09G0563250	GSMUA_Achr8G33480_001	56	69	1
OS09G0563300	GSMUA_Achr10G20970_001	66	15	1
OS09G0565200	GSMUA_Achr11G15070_001	57	64	1
OS09G0565200	GSMUA_Achr5G25530_001	60	68	1
OS09G0565200	GSMUA_AchrUn_randomG20160_001	59	65	1
OS09G0565300	GSMUA_Achr7G20180_001	40	21	1
OS09G0565400	GSMUA_AchrUn_randomG00790_001	55	54	1
OS09G0565450	GSMUA_Achr4G16200_001	61	30	1
OS09G0565450	GSMUA_Achr4G16210_001	1	1	1
OS09G0565450	GSMUA_Achr4G16220_001	1	1	1
OS09G0565450	GSMUA_Achr4G16230_001	0	0	1
OS09G0565500	GSMUA_Achr4G16200_001	0	0	1
OS09G0565500	GSMUA_Achr4G16210_001	1	1	1
OS09G0565500	GSMUA_Achr4G16220_001	23	44	1
OS09G0565500	GSMUA_Achr4G16230_001	28	47	1
OS09G0565600	GSMUA_Achr3G22830_001	76	74	1
OS09G0566100	GSMUA_Achr10G10200_001	30	36	1
OS09G0566100	GSMUA_Achr11G26100_001	33	34	1
OS09G0566100	GSMUA_Achr3G22800_001	33	30	1
OS09G0566550	GSMUA_Achr11G14590_001	56	54	1
OS09G0566550	GSMUA_Achr11G14710_001	55	52	1
OS09G0566550	GSMUA_Achr8G07600_001	61	54	1
OS09G0567300	GSMUA_Achr1G17030_001	83	83	1
OS09G0567300	GSMUA_Achr2G20300_001	84	84	1
OS09G0567366	GSMUA_Achr10G04770_001	73	88	0
OS09G0567366	GSMUA_Achr11G18990_001	33	69	0
OS09G0567400	GSMUA_Achr10G10270_001	58	58	1
OS09G0567400	GSMUA_Achr11G26130_001	62	62	1
OS09G0567400	GSMUA_Achr8G07680_001	66	66	1
OS09G0567700	GSMUA_Achr3G32390_001	7	52	1
OS09G0567700	GSMUA_Achr7G03320_001	69	53	1
OS09G0567700	GSMUA_Achr8G33050_001	70	76	1
OS09G0567800	GSMUA_Achr3G32400_001	39	13	1
OS09G0567800	GSMUA_Achr8G33040_001	36	13	1
OS09G0567800	GSMUA_AchrUn_randomG12300_001	34	11	1
OS09G0567900	GSMUA_Achr11G14580_001	64	68	1
OS09G0567900	GSMUA_Achr3G22740_001	66	66	1
OS09G0567900	GSMUA_Achr8G07700_001	68	72	1
OS09G0568000	GSMUA_Achr11G18960_001	54	55	1
OS09G0568000	GSMUA_Achr6G19370_001	56	54	1
OS09G0568200	GSMUA_Achr8G07750_001	57	56	1
OS09G0568600	GSMUA_Achr4G01070_001	54	56	0
OS09G0568700	GSMUA_Achr4G01070_001	55	58	0
OS09G0568800	GSMUA_Achr10G15690_001	91	49	0
OS09G0568800	GSMUA_Achr2G20370_001	90	75	0
OS09G0568800	GSMUA_Achr3G03000_001	90	65	0
OS09G0568800	GSMUA_Achr7G03310_001	92	59	0
OS09G0568800	GSMUA_AchrUn_randomG12390_001	91	90	0
OS09G0568900	GSMUA_Achr11G18900_001	66	47	1
OS09G0568900	GSMUA_Achr5G00960_001	65	48	1
OS09G0569200	GSMUA_Achr1G17440_001	66	50	1
OS09G0569200	GSMUA_Achr3G27320_001	53	72	1
OS09G0569300	GSMUA_Achr4G04410_001	19	50	1
OS09G0569400	GSMUA_Achr1G15280_001	76	76	1
OS09G0569450	GSMUA_Achr2G03970_001	63	34	1
OS09G0570200	GSMUA_Achr1G03120_001	26	23	1
OS09G0570200	GSMUA_AchrUn_randomG07510_001	40	28	1
OS09G0570300	GSMUA_AchrUn_randomG07530_001	74	75	1
OS09G0570400	GSMUA_Achr1G06770_001	69	66	1
OS09G0570500	GSMUA_Achr11G07570_001	46	29	1
OS09G0570500	GSMUA_Achr1G17370_001	45	29	1
OS09G0570500	GSMUA_Achr2G03990_001	41	26	1
OS09G0570500	GSMUA_AchrUn_randomG07540_001	49	29	1
OS09G0570800	GSMUA_Achr4G04450_001	39	45	0
OS09G0570800	GSMUA_Achr9G23620_001	50	49	0
OS09G0570800	GSMUA_AchrUn_randomG07550_001	49	48	0
OS09G0570850	GSMUA_AchrUn_randomG19680_001	43	31	1
OS09G0570900	GSMUA_Achr5G10700_001	62	63	1
OS09G0570900	GSMUA_AchrUn_randomG02620_001	64	66	1
OS09G0571000	GSMUA_Achr11G02260_001	22	22	1
OS09G0571000	GSMUA_Achr8G12890_001	24	23	1
OS09G0571100	GSMUA_Achr2G04020_001	48	44	1
OS09G0571200	GSMUA_Achr10G06710_001	47	62	1
OS09G0571200	GSMUA_Achr11G07600_001	13	57	1
OS09G0571500	GSMUA_Achr1G06570_001	56	54	1
OS09G0571700	GSMUA_Achr1G15350_001	50	55	0
OS09G0571700	GSMUA_Achr4G05510_001	39	55	0
OS09G0571700	GSMUA_Achr4G12070_001	48	50	0
OS09G0572000	GSMUA_Achr4G05520_001	34	50	1
OS09G0572000	GSMUA_Achr4G12060_001	37	43	1
OS09G0572100	GSMUA_Achr10G06660_001	42	40	1
OS09G0572100	GSMUA_Achr11G07650_001	41	39	1
OS09G0572100	GSMUA_Achr11G22030_001	36	37	1
OS09G0572100	GSMUA_AchrUn_randomG08750_001	49	45	1
OS09G0572200	GSMUA_Achr7G03920_001	54	45	1
OS09G0572400	GSMUA_Achr10G06650_001	75	75	1
OS09G0572400	GSMUA_Achr2G04190_001	75	86	1
OS09G0572400	GSMUA_AchrUn_randomG10780_001	75	85	1
OS09G0572500	GSMUA_Achr9G26970_001	19	54	1
OS09G0572600	GSMUA_Achr11G25810_001	57	57	1
OS09G0572600	GSMUA_Achr3G23170_001	59	60	1
OS09G0572600	GSMUA_Achr5G26460_001	56	30	1
OS09G0572700	GSMUA_Achr8G01500_001	35	24	1
OS09G0572800	GSMUA_Achr10G12160_001	47	49	1
OS09G0572800	GSMUA_Achr4G17330_001	43	44	1
OS09G0572800	GSMUA_Achr5G23590_001	44	46	1
OS09G0572800	GSMUA_Achr6G03130_001	44	46	1
OS09G0572800	GSMUA_Achr7G01790_001	43	44	1
OS09G0572900	GSMUA_AchrUn_randomG04030_001	78	77	1
OS09G0573000	GSMUA_AchrUn_randomG11770_001	23	51	0
OS09G0573100	GSMUA_Achr7G17470_001	49	62	1
OS09G0573200	GSMUA_AchrUn_randomG07910_001	54	51	1
OS10G0100300	GSMUA_Achr8G04880_001	41	40	0
OS10G0100500	GSMUA_Achr10G22750_001	48	44	1
OS10G0100700	GSMUA_Achr1G25530_001	70	86	0
OS10G0100700	GSMUA_Achr8G31880_001	76	86	0
OS10G0100700	GSMUA_AchrUn_randomG00210_001	68	73	0
OS10G0100700	GSMUA_AchrUn_randomG22200_001	70	85	0
OS10G0101000	GSMUA_Achr10G17930_001	50	63	1
OS10G0101100	GSMUA_Achr11G01090_001	52	43	1
OS10G0101100	GSMUA_Achr11G22550_001	53	51	1
OS10G0101200	GSMUA_Achr11G01090_001	49	42	1
OS10G0101200	GSMUA_Achr11G22550_001	53	53	1
OS10G0102400	GSMUA_Achr8G02900_001	46	37	1
OS10G0102400	GSMUA_Achr8G04960_001	40	35	1
OS10G0102900	GSMUA_AchrUn_randomG15480_001	61	66	1
OS10G0103800	GSMUA_Achr3G15200_001	69	69	1
OS10G0103800	GSMUA_Achr3G26190_001	68	68	1
OS10G0104300	GSMUA_Achr4G03170_001	23	22	1
OS10G0104300	GSMUA_Achr4G14580_001	23	23	1
OS10G0104500	GSMUA_Achr3G29050_001	80	81	1
OS10G0104800	GSMUA_Achr4G03200_001	41	34	1
OS10G0104800	GSMUA_Achr4G10790_001	38	34	1
OS10G0104800	GSMUA_Achr7G26790_001	31	40	1
OS10G0104900	GSMUA_Achr2G21720_001	67	31	1
OS10G0105400	GSMUA_Achr1G22010_001	53	37	1
OS10G0105400	GSMUA_AchrUn_randomG17590_001	37	31	1
OS10G0105400	GSMUA_AchrUn_randomG17600_001	18	55	1
OS10G0107000	GSMUA_Achr10G25880_001	46	45	1
OS10G0107000	GSMUA_Achr6G11440_001	46	52	1
OS10G0107000	GSMUA_Achr7G11330_001	48	49	1
OS10G0107000	GSMUA_AchrUn_randomG08120_001	46	51	1
OS10G0109300	GSMUA_Achr10G25880_001	52	51	1
OS10G0109300	GSMUA_Achr6G11440_001	48	54	1
OS10G0109300	GSMUA_Achr7G11330_001	54	55	1
OS10G0109300	GSMUA_AchrUn_randomG08120_001	52	57	1
OS10G0109600	GSMUA_Achr1G22040_001	53	57	1
OS10G0109600	GSMUA_Achr2G21710_001	54	59	1
OS10G0109600	GSMUA_Achr6G11430_001	50	58	1
OS10G0112600	GSMUA_Achr10G17760_001	79	79	1
OS10G0112600	GSMUA_Achr2G06720_001	79	77	1
OS10G0112600	GSMUA_Achr6G06000_001	45	79	1
OS10G0112600	GSMUA_Achr6G06020_001	8	42	1
OS10G0112600	GSMUA_Achr6G11420_001	77	76	1
OS10G0112600	GSMUA_Achr9G29080_001	80	79	1
OS10G0112600	GSMUA_AchrUn_randomG21250_001	79	78	1
OS10G0113000	GSMUA_Achr11G09430_001	59	59	1
OS10G0113000	GSMUA_Achr8G16620_001	51	22	1
OS10G0113000	GSMUA_Achr8G16660_001	49	14	1
OS10G0113100	GSMUA_Achr11G09430_001	58	59	1
OS10G0113100	GSMUA_Achr8G16620_001	49	21	1
OS10G0113100	GSMUA_Achr8G16660_001	48	14	1
OS10G0113375	GSMUA_Achr1G22070_001	24	5	1
OS10G0113375	GSMUA_Achr1G22080_001	24	14	1
OS10G0113375	GSMUA_Achr1G22090_001	25	12	1
OS10G0113900	GSMUA_Achr1G22070_001	34	16	1
OS10G0113900	GSMUA_Achr1G22080_001	36	46	1
OS10G0113900	GSMUA_Achr1G22090_001	36	37	1
OS10G0114300	GSMUA_Achr1G22070_001	34	17	1
OS10G0114300	GSMUA_Achr1G22080_001	35	47	1
OS10G0114300	GSMUA_Achr1G22090_001	36	39	1
OS10G0114400	GSMUA_Achr2G15100_001	47	68	1
OS10G0114500	GSMUA_Achr10G25890_001	38	58	1
OS10G0114500	GSMUA_Achr11G09440_001	42	53	1
OS10G0114500	GSMUA_Achr2G15130_001	36	59	1
OS10G0114500	GSMUA_Achr2G21670_001	38	59	1
OS10G0114500	GSMUA_Achr5G24630_001	37	56	1
OS10G0114500	GSMUA_Achr6G11410_001	42	52	1
OS10G0114500	GSMUA_Achr9G15780_001	30	46	1
OS10G0115200	GSMUA_Achr10G25890_001	38	58	1
OS10G0115200	GSMUA_Achr11G09440_001	42	53	1
OS10G0115200	GSMUA_Achr2G15130_001	36	59	1
OS10G0115200	GSMUA_Achr2G21670_001	38	59	1
OS10G0115200	GSMUA_Achr5G24630_001	37	56	1
OS10G0115200	GSMUA_Achr6G11410_001	42	52	1
OS10G0115200	GSMUA_Achr9G15780_001	30	46	1
OS10G0115500	GSMUA_Achr10G25890_001	35	53	1
OS10G0115500	GSMUA_Achr11G09440_001	38	49	1
OS10G0115500	GSMUA_Achr2G15130_001	35	58	1
OS10G0115500	GSMUA_Achr2G21670_001	36	56	1
OS10G0115500	GSMUA_Achr5G24630_001	36	54	1
OS10G0115500	GSMUA_Achr6G11410_001	39	49	1
OS10G0115500	GSMUA_Achr9G15780_001	29	44	1
OS10G0115550	GSMUA_Achr11G11450_001	62	60	1
OS10G0115600	GSMUA_Achr10G28670_001	51	61	1
OS10G0115600	GSMUA_Achr7G08090_001	52	59	1
OS10G0116000	GSMUA_Achr1G01720_001	39	40	1
OS10G0116300	GSMUA_Achr3G03930_001	62	45	1
OS10G0116300	GSMUA_Achr9G12620_001	59	43	1
OS10G0116800	GSMUA_Achr10G25950_001	60	62	1
OS10G0116800	GSMUA_Achr7G11290_001	59	61	1
OS10G0116800	GSMUA_Achr8G30780_001	62	64	1
OS10G0116800	GSMUA_AchrUn_randomG15170_001	61	61	1
OS10G0116900	GSMUA_Achr10G17830_001	36	26	1
OS10G0116900	GSMUA_Achr3G02050_001	36	32	1
OS10G0116900	GSMUA_Achr6G11390_001	34	31	1
OS10G0117000	GSMUA_Achr10G17840_001	53	21	1
OS10G0117000	GSMUA_Achr3G02040_001	51	20	1
OS10G0117000	GSMUA_Achr6G11380_001	54	21	1
OS10G0117000	GSMUA_Achr7G12410_001	53	21	1
OS10G0117000	GSMUA_Achr8G22920_001	51	20	1
OS10G0117000	GSMUA_Achr8G30840_001	54	21	1
OS10G0117000	GSMUA_Achr9G15830_001	54	21	1
OS10G0117800	GSMUA_Achr1G22130_001	65	35	1
OS10G0118900	GSMUA_Achr4G03040_001	65	11	1
OS10G0118900	GSMUA_Achr7G27310_001	72	11	1
OS10G0120300	GSMUA_Achr4G29350_001	28	34	1
OS10G0120300	GSMUA_AchrUn_randomG09160_001	30	32	1
OS10G0122000	GSMUA_Achr8G25350_001	29	46	1
OS10G0122600	GSMUA_Achr2G14280_001	64	56	1
OS10G0122600	GSMUA_Achr5G23630_001	66	64	1
OS10G0122600	GSMUA_Achr6G03210_001	63	62	1
OS10G0123900	GSMUA_Achr8G18010_001	29	31	1
OS10G0123900	GSMUA_AchrUn_randomG28400_001	29	31	1
OS10G0124000	GSMUA_Achr1G27120_001	84	56	0
OS10G0124000	GSMUA_Achr8G05140_001	83	62	0
OS10G0124100	GSMUA_Achr5G18910_001	23	23	1
OS10G0124100	GSMUA_Achr8G12990_001	18	31	1
OS10G0124200	GSMUA_Achr8G18010_001	29	33	1
OS10G0124200	GSMUA_AchrUn_randomG28400_001	27	32	1
OS10G0127700	GSMUA_Achr2G22670_001	65	66	1
OS10G0127700	GSMUA_Achr7G12000_001	62	63	1
OS10G0128300	GSMUA_Achr8G18010_001	29	33	1
OS10G0128300	GSMUA_AchrUn_randomG28400_001	29	33	1
OS10G0128700	GSMUA_Achr8G20750_001	28	19	1
OS10G0128900	GSMUA_Achr8G20750_001	28	52	1
OS10G0129200	GSMUA_Achr8G03490_001	24	25	1
OS10G0129200	GSMUA_Achr8G03500_001	24	25	1
OS10G0130000	GSMUA_Achr10G15320_001	19	35	0
OS10G0130000	GSMUA_Achr11G12410_001	19	34	0
OS10G0130000	GSMUA_Achr3G18900_001	15	32	0
OS10G0130000	GSMUA_Achr3G28860_001	19	31	0
OS10G0130000	GSMUA_Achr4G13360_001	18	33	0
OS10G0130000	GSMUA_Achr6G07590_001	18	27	0
OS10G0130000	GSMUA_Achr6G07600_001	18	32	0
OS10G0130000	GSMUA_Achr6G13600_001	19	33	0
OS10G0130000	GSMUA_Achr6G17050_001	18	32	0
OS10G0131800	GSMUA_Achr3G10770_001	21	23	1
OS10G0135200	GSMUA_Achr10G28230_001	69	70	0
OS10G0135200	GSMUA_Achr2G16850_001	68	69	0
OS10G0135200	GSMUA_Achr6G00810_001	66	67	0
OS10G0135600	GSMUA_AchrUn_randomG16810_001	71	76	1
OS10G0136100	GSMUA_Achr8G30710_001	38	32	1
OS10G0139700	GSMUA_AchrUn_randomG05100_001	38	49	0
OS10G0140200	GSMUA_AchrUn_randomG14260_001	69	69	1
OS10G0140300	GSMUA_Achr4G25720_001	46	44	1
OS10G0141400	GSMUA_Achr11G01110_001	48	33	0
OS10G0141400	GSMUA_Achr2G11290_001	44	36	0
OS10G0141400	GSMUA_Achr4G25580_001	48	39	0
OS10G0141900	GSMUA_Achr11G12660_001	67	66	1
OS10G0142100	GSMUA_Achr9G20390_001	32	18	1
OS10G0142900	GSMUA_Achr11G00270_001	41	7	0
OS10G0142900	GSMUA_Achr11G00290_001	2	2	0
OS10G0142900	GSMUA_Achr11G00300_001	0	0	0
OS10G0146200	GSMUA_Achr5G11270_001	48	56	1
