Gene stable ID	Chlamydomonas reinhardtii gene stable ID	% identity	Chlamydomonas reinhardtii % identity	Orthology confidence [0 low, 1 high]
OS08G0104700	CHLREDRAFT_195580	19	24	1
OS08G0107400	CHLREDRAFT_183096	27	30	1
OS08G0107400	CHLREDRAFT_195551	35	31	1
OS08G0107400	CHLREDRAFT_97318	31	37	1
OS08G0107500	CHLREDRAFT_102075	32	47	1
OS08G0107600	CHLREDRAFT_146944	16	17	1
OS08G0107900	CHLREDRAFT_184322	52	62	1
OS08G0109100	CHLREDRAFT_102339	19	45	1
OS08G0109200	CHLREDRAFT_140895	21	22	1
OS08G0109300	CHLREDRAFT_194134	44	48	1
OS08G0109900	CHLREDRAFT_186844	32	28	1
OS08G0110100	CHLREDRAFT_122263	32	39	1
OS08G0110800	CHLREDRAFT_182403	12	10	1
OS08G0113100	CHLREDRAFT_187832	33	26	1
OS08G0113200	CHLREDRAFT_173284	25	31	1
OS08G0113300	CHLREDRAFT_120414	28	21	1
OS08G0114100	CHLREDRAFT_205884	44	39	1
OS08G0116400	CHLREDRAFT_144221	46	30	1
OS08G0116500	CHLREDRAFT_82172	62	64	1
OS08G0116566	CHLREDRAFT_176049	16	2	1
OS08G0116700	CHLREDRAFT_176049	10	2	1
OS08G0117000	CHLREDRAFT_106906	24	40	1
OS08G0117200	CHLREDRAFT_169450	72	75	0
OS08G0117300	CHLREDRAFT_169450	79	79	0
OS08G0117400	CHLREDRAFT_138215	36	37	0
OS08G0118100	CHLREDRAFT_186726	32	19	1
OS08G0118100	CHLREDRAFT_189688	31	23	1
OS08G0118900	CHLREDRAFT_118113	19	25	1
OS08G0119000	CHLREDRAFT_100963	17	39	1
OS08G0119100	CHLREDRAFT_206091	15	25	1
OS08G0119200	CHLREDRAFT_206091	11	9	1
OS08G0119300	CHLREDRAFT_206091	7	6	1
OS08G0119800	CHLREDRAFT_182560	25	20	1
OS08G0119800	CHLREDRAFT_205530	24	14	1
OS08G0120000	CHLREDRAFT_142231	37	44	1
OS08G0120500	CHLREDRAFT_192147	34	34	1
OS08G0122000	CHLREDRAFT_127638	55	57	1
OS08G0127500	CHLREDRAFT_182181	41	38	1
OS08G0127700	CHLREDRAFT_172647	50	54	1
OS08G0128300	CHLREDRAFT_118745	44	18	1
OS08G0128500	CHLREDRAFT_126163	68	68	1
OS08G0129200	CHLREDRAFT_126810	37	29	1
OS08G0129700	CHLREDRAFT_205940	50	51	1
OS08G0130100	CHLREDRAFT_205637	37	31	1
OS08G0130400	CHLREDRAFT_146546	31	20	1
OS08G0130500	CHLREDRAFT_164097	54	54	1
OS08G0135100	CHLREDRAFT_135100	37	37	1
OS08G0135100	CHLREDRAFT_186850	37	38	1
OS08G0135100	CHLREDRAFT_192150	35	36	1
OS08G0135900	CHLREDRAFT_9823	64	67	1
OS08G0137200	CHLREDRAFT_112378	47	45	1
OS08G0139200	CHLREDRAFT_182581	61	62	0
OS08G0139200	CHLREDRAFT_182582	60	61	0
OS08G0139200	CHLREDRAFT_187688	55	40	0
OS08G0139200	CHLREDRAFT_8673	49	37	0
OS08G0140300	CHLREDRAFT_116869	39	43	1
OS08G0140500	CHLREDRAFT_116869	39	43	1
OS08G0141400	CHLREDRAFT_133334	38	22	1
OS08G0143400	CHLREDRAFT_167818	18	33	1
OS08G0143600	CHLREDRAFT_148864	16	16	1
OS08G0150800	CHLREDRAFT_104512	58	67	0
OS08G0151400	CHLREDRAFT_137523	73	54	1
OS08G0151900	CHLREDRAFT_145108	18	15	1
OS08G0151900	CHLREDRAFT_190851	20	15	1
OS08G0152000	CHLREDRAFT_145108	14	17	1
OS08G0152000	CHLREDRAFT_190851	21	22	1
OS08G0152100	CHLREDRAFT_145108	21	18	1
OS08G0152100	CHLREDRAFT_190851	27	19	1
OS08G0152600	CHLREDRAFT_195087	10	8	1
OS08G0152800	CHLREDRAFT_191353	30	34	1
OS08G0154000	CHLREDRAFT_127564	39	43	1
OS08G0154225	CHLREDRAFT_118630	42	35	1
OS08G0154250	CHLREDRAFT_146556	22	13	1
OS08G0154300	CHLREDRAFT_196431	33	33	1
OS08G0154600	CHLREDRAFT_114171	36	57	1
OS08G0154700	CHLREDRAFT_188349	81	81	1
OS08G0154900	CHLREDRAFT_131777	19	32	0
OS08G0155000	CHLREDRAFT_127225	58	59	1
OS08G0155100	CHLREDRAFT_183897	29	27	1
OS08G0156600	CHLREDRAFT_144519	50	49	1
OS08G0156700	CHLREDRAFT_183897	31	29	1
OS08G0156800	CHLREDRAFT_195595	54	55	1
OS08G0156900	CHLREDRAFT_172293	24	5	1
OS08G0157000	CHLREDRAFT_193901	56	57	1
OS08G0157100	CHLREDRAFT_192669	25	22	1
OS08G0157600	CHLREDRAFT_112628	9	77	1
OS08G0157600	CHLREDRAFT_123164	8	56	1
OS08G0158500	CHLREDRAFT_83258	46	47	1
OS08G0158900	CHLREDRAFT_173731	17	43	1
OS08G0159000	CHLREDRAFT_107210	24	10	1
OS08G0159500	CHLREDRAFT_205637	34	35	1
OS08G0159900	CHLREDRAFT_118630	38	57	1
OS08G0160000	CHLREDRAFT_154336	28	32	1
OS08G0161100	CHLREDRAFT_83258	30	18	1
OS08G0161500	CHLREDRAFT_106548	25	49	1
OS08G0161700	CHLREDRAFT_188142	38	29	1
OS08G0161750	CHLREDRAFT_166432	22	13	1
OS08G0162000	CHLREDRAFT_136718	52	23	1
OS08G0162000	CHLREDRAFT_193679	55	25	1
OS08G0162033	CHLREDRAFT_185004	41	30	1
OS08G0162400	CHLREDRAFT_100664	10	47	1
OS08G0162600	CHLREDRAFT_183051	39	44	1
OS08G0162800	CHLREDRAFT_133008	49	50	0
OS08G0163200	CHLREDRAFT_133976	61	38	1
OS08G0163300	CHLREDRAFT_185774	19	21	1
OS08G0165800	CHLREDRAFT_141422	25	20	0
OS08G0167000	CHLREDRAFT_180799	32	42	1
OS08G0169700	CHLREDRAFT_180384	10	31	1
OS08G0169800	CHLREDRAFT_119122	34	45	1
OS08G0170900	CHLREDRAFT_127081	60	61	1
OS08G0171000	CHLREDRAFT_154373	31	23	1
OS08G0171600	CHLREDRAFT_186432	36	10	0
OS08G0172200	CHLREDRAFT_141656	31	35	1
OS08G0173700	CHLREDRAFT_105836	18	59	1
OS08G0173700	CHLREDRAFT_167010	24	21	1
OS08G0173700	CHLREDRAFT_190235	27	14	1
OS08G0175300	CHLREDRAFT_175585	12	25	1
OS08G0175300	CHLREDRAFT_175586	12	47	1
OS08G0175600	CHLREDRAFT_175585	19	22	1
OS08G0175600	CHLREDRAFT_175586	0	1	1
OS08G0176100	CHLREDRAFT_116788	36	56	1
OS08G0176800	CHLREDRAFT_138990	53	52	1
OS08G0177600	CHLREDRAFT_123286	16	54	1
OS08G0177700	CHLREDRAFT_55095	61	61	1
OS08G0178100	CHLREDRAFT_195538	28	27	1
OS08G0178300	CHLREDRAFT_175630	13	39	1
OS08G0180100	CHLREDRAFT_153371	20	11	1
OS08G0187800	CHLREDRAFT_153782	38	37	0
OS08G0187900	CHLREDRAFT_205761	39	35	1
OS08G0190800	CHLREDRAFT_106665	45	57	1
OS08G0190800	CHLREDRAFT_193635	56	56	1
OS08G0191000	CHLREDRAFT_191597	22	18	1
OS08G0191200	CHLREDRAFT_149690	18	53	1
OS08G0191200	CHLREDRAFT_175039	46	57	1
OS08G0191433	CHLREDRAFT_191662	19	34	1
OS08G0191433	CHLREDRAFT_205618	16	45	1
OS08G0191600	CHLREDRAFT_59275	80	72	0
OS08G0191700	CHLREDRAFT_115316	27	26	0
OS08G0191800	CHLREDRAFT_104512	50	52	0
OS08G0192400	CHLREDRAFT_184873	21	23	1
OS08G0197700	CHLREDRAFT_133650	59	68	1
OS08G0197700	CHLREDRAFT_133859	59	69	1
OS08G0198700	CHLREDRAFT_127775	43	8	0
OS08G0199300	CHLREDRAFT_126528	69	69	1
OS08G0199400	CHLREDRAFT_205753	39	40	1
OS08G0200100	CHLREDRAFT_205753	44	44	1
OS08G0200300	CHLREDRAFT_98021	33	36	1
OS08G0203900	CHLREDRAFT_144907	30	29	1
OS08G0203900	CHLREDRAFT_149680	24	30	1
OS08G0203900	CHLREDRAFT_193755	32	32	1
OS08G0205400	CHLREDRAFT_163414	43	50	1
OS08G0206600	CHLREDRAFT_116979	34	48	1
OS08G0206900	CHLREDRAFT_101274	26	44	1
OS08G0207000	CHLREDRAFT_180130	69	24	1
OS08G0224300	CHLREDRAFT_142309	19	25	1
OS08G0224700	CHLREDRAFT_192526	54	52	1
OS08G0224800	CHLREDRAFT_136865	47	45	1
OS08G0225000	CHLREDRAFT_102512	44	61	1
OS08G0237200	CHLREDRAFT_130417	66	66	1
OS08G0239000	CHLREDRAFT_184200	40	36	1
OS08G0241600	CHLREDRAFT_183481	33	39	1
OS08G0242700	CHLREDRAFT_194028	25	18	1
OS08G0243500	CHLREDRAFT_116375	44	48	1
OS08G0243600	CHLREDRAFT_120305	47	50	1
OS08G0244400	CHLREDRAFT_168563	17	12	1
OS08G0245400	CHLREDRAFT_108892	40	40	1
OS08G0246400	CHLREDRAFT_77031	37	38	1
OS08G0248800	CHLREDRAFT_31	51	68	1
OS08G0248900	CHLREDRAFT_190294	74	74	1
OS08G0249000	CHLREDRAFT_149159	17	3	1
OS08G0249000	CHLREDRAFT_159133	18	8	1
OS08G0250200	CHLREDRAFT_133544	35	32	1
OS08G0250300	CHLREDRAFT_195600	47	50	0
OS08G0250700	CHLREDRAFT_183659	50	48	1
OS08G0254300	CHLREDRAFT_171950	22	21	1
OS08G0254500	CHLREDRAFT_145516	40	50	1
OS08G0258200	CHLREDRAFT_95267	10	33	1
OS08G0260000	CHLREDRAFT_166320	26	5	1
OS08G0265500	CHLREDRAFT_116326	10	5	1
OS08G0266300	CHLREDRAFT_182934	48	50	1
OS08G0266400	CHLREDRAFT_120925	14	11	1
OS08G0266400	CHLREDRAFT_178343	11	8	1
OS08G0266400	CHLREDRAFT_181684	10	16	1
OS08G0266400	CHLREDRAFT_193881	12	6	1
OS08G0266700	CHLREDRAFT_175413	9	21	1
OS08G0274700	CHLREDRAFT_97782	31	30	1
OS08G0276000	CHLREDRAFT_127873	57	10	1
OS08G0277900	CHLREDRAFT_189016	35	33	1
OS08G0278900	CHLREDRAFT_135067	45	44	1
OS08G0278966	CHLREDRAFT_137182	68	62	1
OS08G0280100	CHLREDRAFT_149106	28	33	1
OS08G0280200	CHLREDRAFT_144027	16	6	0
OS08G0282400	CHLREDRAFT_23974	44	42	1
OS08G0282500	CHLREDRAFT_186782	23	18	1
OS08G0285200	CHLREDRAFT_186782	19	15	1
OS08G0288200	CHLREDRAFT_194134	19	36	1
OS08G0288400	CHLREDRAFT_195666	42	41	1
OS08G0289266	CHLREDRAFT_109464	32	49	1
OS08G0289266	CHLREDRAFT_110525	30	57	1
OS08G0289266	CHLREDRAFT_98148	23	52	1
OS08G0292600	CHLREDRAFT_37663	33	31	1
OS08G0295300	CHLREDRAFT_167047	47	51	1
OS08G0299000	CHLREDRAFT_182241	52	54	1
OS08G0299200	CHLREDRAFT_164328	40	42	1
OS08G0299400	CHLREDRAFT_113664	35	38	1
OS08G0301500	CHLREDRAFT_105328	7	52	1
OS08G0304900	CHLREDRAFT_165863	31	43	1
OS08G0305300	CHLREDRAFT_177188	8	32	1
OS08G0307300	CHLREDRAFT_57076	47	34	1
OS08G0307400	CHLREDRAFT_196943	39	29	1
OS08G0308100	CHLREDRAFT_79571	52	52	1
OS08G0309300	CHLREDRAFT_190919	49	58	1
OS08G0310100	CHLREDRAFT_192847	31	26	1
OS08G0310500	CHLREDRAFT_183448	15	6	1
OS08G0313200	CHLREDRAFT_185012	36	43	1
OS08G0314800	CHLREDRAFT_116226	43	45	0
OS08G0318500	CHLREDRAFT_195727	21	19	1
OS08G0320000	CHLREDRAFT_104512	57	29	0
OS08G0320100	CHLREDRAFT_105806	19	21	0
OS08G0320100	CHLREDRAFT_108674	11	57	0
OS08G0322600	CHLREDRAFT_104114	39	57	1
OS08G0323000	CHLREDRAFT_7632	30	18	1
OS08G0323266	CHLREDRAFT_7632	15	2	1
OS08G0323400	CHLREDRAFT_182463	30	38	1
OS08G0326100	CHLREDRAFT_173312	19	30	1
OS08G0326400	CHLREDRAFT_195599	64	63	1
OS08G0326600	CHLREDRAFT_126329	60	61	1
OS08G0327400	CHLREDRAFT_122688	53	68	1
OS08G0332700	CHLREDRAFT_193435	30	30	1
OS08G0338700	CHLREDRAFT_132633	32	38	1
OS08G0338900	CHLREDRAFT_147409	2	1	1
OS08G0342400	CHLREDRAFT_196925	49	50	1
OS08G0344300	CHLREDRAFT_111398	59	67	1
OS08G0344600	CHLREDRAFT_182319	49	50	1
OS08G0344600	CHLREDRAFT_191135	51	52	1
OS08G0345400	CHLREDRAFT_82483	30	33	1
OS08G0345800	CHLREDRAFT_136037	56	56	1
OS08G0346500	CHLREDRAFT_196473	33	13	1
OS08G0347500	CHLREDRAFT_183033	26	37	1
OS08G0359000	CHLREDRAFT_194448	41	40	1
OS08G0359100	CHLREDRAFT_108112	9	16	1
OS08G0359200	CHLREDRAFT_108112	9	15	1
OS08G0359500	CHLREDRAFT_205624	34	33	0
OS08G0361000	CHLREDRAFT_186244	17	5	1
OS08G0363800	CHLREDRAFT_101285	30	33	0
OS08G0363900	CHLREDRAFT_105644	12	45	1
OS08G0364900	CHLREDRAFT_149072	28	39	0
OS08G0365900	CHLREDRAFT_176590	14	34	1
OS08G0365900	CHLREDRAFT_177717	25	32	1
OS08G0366000	CHLREDRAFT_80312	24	49	1
OS08G0366100	CHLREDRAFT_76570	58	60	0
OS08G0366200	CHLREDRAFT_136452	24	40	1
OS08G0368000	CHLREDRAFT_195439	68	24	1
OS08G0369300	CHLREDRAFT_24114	55	28	1
OS08G0369600	CHLREDRAFT_105644	12	47	1
OS08G0369700	CHLREDRAFT_101285	23	45	0
OS08G0374100	CHLREDRAFT_692	46	61	1
OS08G0378900	CHLREDRAFT_195890	26	27	1
OS08G0379000	CHLREDRAFT_193637	11	28	1
OS08G0382400	CHLREDRAFT_196558	47	48	1
OS08G0383700	CHLREDRAFT_135809	12	22	1
OS08G0384500	CHLREDRAFT_181729	8	42	1
OS08G0386300	CHLREDRAFT_161646	38	33	1
OS08G0386800	CHLREDRAFT_196379	25	30	1
OS08G0387200	CHLREDRAFT_151478	17	9	1
OS08G0388900	CHLREDRAFT_104114	38	55	1
OS08G0389300	CHLREDRAFT_104114	49	35	1
OS08G0389700	CHLREDRAFT_151478	19	9	1
OS08G0390000	CHLREDRAFT_190448	12	13	1
OS08G0395300	CHLREDRAFT_195457	70	69	1
OS08G0398000	CHLREDRAFT_121110	40	45	1
OS08G0398300	CHLREDRAFT_129367	35	46	1
OS08G0398300	CHLREDRAFT_81156	22	47	1
OS08G0398350	CHLREDRAFT_129367	36	42	1
OS08G0398350	CHLREDRAFT_81156	24	45	1
OS08G0398400	CHLREDRAFT_139332	57	53	1
OS08G0398800	CHLREDRAFT_77351	33	37	1
OS08G0399600	CHLREDRAFT_169416	24	32	1
OS08G0401500	CHLREDRAFT_140509	21	20	0
OS08G0402600	CHLREDRAFT_146894	18	16	1
OS08G0404200	CHLREDRAFT_101404	28	46	1
OS08G0404300	CHLREDRAFT_101404	28	46	1
OS08G0404350	CHLREDRAFT_133193	35	7	1
OS08G0405700	CHLREDRAFT_163414	12	36	1
OS08G0406500	CHLREDRAFT_175298	11	11	1
OS08G0406600	CHLREDRAFT_175298	12	12	1
OS08G0407000	CHLREDRAFT_121098	43	51	1
OS08G0408200	CHLREDRAFT_118469	28	32	1
OS08G0409900	CHLREDRAFT_144824	31	31	1
OS08G0409900	CHLREDRAFT_169959	18	19	1
OS08G0410500	CHLREDRAFT_144824	32	30	1
OS08G0410500	CHLREDRAFT_169959	17	17	1
OS08G0411200	CHLREDRAFT_137785	35	45	0
OS08G0412200	CHLREDRAFT_184744	35	41	1
OS08G0412500	CHLREDRAFT_182136	66	61	1
OS08G0412600	CHLREDRAFT_184348	1	0	1
OS08G0413000	CHLREDRAFT_134171	57	63	1
OS08G0416100	CHLREDRAFT_123188	28	49	1
OS08G0416400	CHLREDRAFT_118118	9	48	1
OS08G0416400	CHLREDRAFT_118177	0	0	1
OS08G0416900	CHLREDRAFT_205937	25	24	1
OS08G0420600	CHLREDRAFT_121791	37	39	1
OS08G0421800	CHLREDRAFT_98709	20	52	1
OS08G0421900	CHLREDRAFT_193681	38	42	1
OS08G0422000	CHLREDRAFT_142230	38	44	1
OS08G0422000	CHLREDRAFT_170954	32	31	1
OS08G0424200	CHLREDRAFT_24506	59	35	1
OS08G0424500	CHLREDRAFT_24394	61	61	1
OS08G0425100	CHLREDRAFT_195428	8	8	1
OS08G0425200	CHLREDRAFT_162607	27	25	1
OS08G0426000	CHLREDRAFT_107215	12	43	1
OS08G0427700	CHLREDRAFT_100147	74	76	1
OS08G0427700	CHLREDRAFT_100223	74	76	1
OS08G0427700	CHLREDRAFT_107113	73	76	1
OS08G0427700	CHLREDRAFT_109409	71	79	1
OS08G0427700	CHLREDRAFT_112398	77	78	1
OS08G0427700	CHLREDRAFT_112753	77	78	1
OS08G0427700	CHLREDRAFT_115469	74	77	1
OS08G0427700	CHLREDRAFT_117095	77	78	1
OS08G0427700	CHLREDRAFT_167193	77	78	1
OS08G0427700	CHLREDRAFT_167223	77	78	1
OS08G0427700	CHLREDRAFT_169653	74	76	1
OS08G0427700	CHLREDRAFT_187	73	76	1
OS08G0427700	CHLREDRAFT_246	73	76	1
OS08G0427700	CHLREDRAFT_248	73	76	1
OS08G0427700	CHLREDRAFT_333	77	78	1
OS08G0427700	CHLREDRAFT_645	73	76	1
OS08G0427700	CHLREDRAFT_647	73	76	1
OS08G0427700	CHLREDRAFT_655	73	76	1
OS08G0427700	CHLREDRAFT_702	77	78	1
OS08G0427700	CHLREDRAFT_793	73	76	1
OS08G0427700	CHLREDRAFT_800	73	76	1
OS08G0427700	CHLREDRAFT_82	74	76	1
OS08G0427700	CHLREDRAFT_834	74	76	1
OS08G0427700	CHLREDRAFT_872	73	76	1
OS08G0427700	CHLREDRAFT_97737	74	76	1
OS08G0427700	CHLREDRAFT_97953	74	76	1
OS08G0427700	CHLREDRAFT_98017	74	76	1
OS08G0427700	CHLREDRAFT_98019	77	78	1
OS08G0427700	CHLREDRAFT_99930	74	76	1
OS08G0427900	CHLREDRAFT_168261	15	31	1
OS08G0428900	CHLREDRAFT_195580	22	28	1
OS08G0430200	CHLREDRAFT_80907	30	33	1
OS08G0430600	CHLREDRAFT_122918	33	47	1
OS08G0431300	CHLREDRAFT_196500	50	57	1
OS08G0432500	CHLREDRAFT_170547	39	43	1
OS08G0433100	CHLREDRAFT_194510	47	38	1
OS08G0433200	CHLREDRAFT_143909	26	19	1
OS08G0433200	CHLREDRAFT_150291	23	12	1
OS08G0433300	CHLREDRAFT_142077	38	28	1
OS08G0433350	DAA00952	55	73	1
OS08G0433600	CHLREDRAFT_195687	27	23	1
OS08G0434100	CHLREDRAFT_115231	32	32	1
OS08G0434300	CHLREDRAFT_137163	58	58	1
OS08G0434632	CHLREDRAFT_167152	33	6	1
OS08G0435800	CHLREDRAFT_116449	40	52	1
OS08G0435900	CHLREDRAFT_168073	46	43	1
OS08G0436100	CHLREDRAFT_170567	30	20	1
OS08G0436200	CHLREDRAFT_95634	16	36	1
OS08G0436400	CHLREDRAFT_195486	25	35	1
OS08G0436600	CHLREDRAFT_144841	1	1	1
OS08G0436800	CHLREDRAFT_195595	54	55	1
OS08G0439100	CHLREDRAFT_195087	9	16	1
OS08G0439900	CHLREDRAFT_113438	16	29	1
OS08G0439900	CHLREDRAFT_183418	23	21	1
OS08G0440000	CHLREDRAFT_195463	36	30	1
OS08G0440300	CHLREDRAFT_184772	52	50	1
OS08G0440500	CHLREDRAFT_135067	48	48	1
OS08G0440800	CHLREDRAFT_102889	71	71	1
OS08G0440900	CHLREDRAFT_174831	32	15	0
OS08G0440900	CHLREDRAFT_56668	55	24	0
OS08G0441600	CHLREDRAFT_196317	36	29	1
OS08G0442300	CHLREDRAFT_195064	41	39	1
OS08G0444100	CHLREDRAFT_137182	68	62	1
OS08G0447000	CHLREDRAFT_78757	52	55	1
OS08G0447300	CHLREDRAFT_145708	8	7	0
OS08G0447300	CHLREDRAFT_169573	5	6	0
OS08G0447900	CHLREDRAFT_115172	16	46	0
OS08G0450700	CHLREDRAFT_195580	21	10	1
OS08G0450800	CHLREDRAFT_195580	24	16	1
OS08G0450900	CHLREDRAFT_112237	23	46	1
OS08G0451000	CHLREDRAFT_195654	43	42	1
OS08G0451400	CHLREDRAFT_186244	25	27	1
OS08G0451500	CHLREDRAFT_186244	12	3	1
OS08G0451700	CHLREDRAFT_186244	20	13	1
OS08G0455600	CHLREDRAFT_160030	75	76	1
OS08G0457600	CHLREDRAFT_138526	18	17	1
OS08G0459100	CHLREDRAFT_180209	14	29	1
OS08G0459600	CHLREDRAFT_121264	43	49	1
OS08G0459600	CHLREDRAFT_132041	46	41	1
OS08G0463900	CHLREDRAFT_160591	35	33	1
OS08G0464000	CHLREDRAFT_190619	32	41	1
OS08G0466200	CHLREDRAFT_121784	15	40	1
OS08G0466200	CHLREDRAFT_121823	36	35	1
OS08G0466200	CHLREDRAFT_121889	11	39	1
OS08G0466200	CHLREDRAFT_123407	31	38	1
OS08G0467500	CHLREDRAFT_143837	35	22	1
OS08G0468100	CHLREDRAFT_184661	47	49	0
OS08G0468400	CHLREDRAFT_141966	20	20	1
OS08G0468700	CHLREDRAFT_184661	47	48	0
OS08G0469200	CHLREDRAFT_150322	26	14	1
OS08G0469200	CHLREDRAFT_74202	18	12	1
OS08G0469400	CHLREDRAFT_195664	34	22	1
OS08G0469700	CHLREDRAFT_105117	26	42	1
OS08G0470200	CHLREDRAFT_206201	27	24	1
OS08G0470700	CHLREDRAFT_206201	29	26	1
OS08G0471000	CHLREDRAFT_122706	17	61	1
OS08G0472600	CHLREDRAFT_191875	18	23	1
OS08G0473600	CHLREDRAFT_118171	47	50	1
OS08G0473600	CHLREDRAFT_173725	40	44	1
OS08G0473900	CHLREDRAFT_118171	42	49	1
OS08G0473900	CHLREDRAFT_173725	35	41	1
OS08G0474000	CHLREDRAFT_205920	30	10	0
OS08G0474600	CHLREDRAFT_31124	29	29	1
OS08G0474700	CHLREDRAFT_133099	52	52	1
OS08G0476300	CHLREDRAFT_163989	27	26	1
OS08G0476400	CHLREDRAFT_8761	28	33	1
OS08G0478100	CHLREDRAFT_182552	39	35	1
OS08G0480100	CHLREDRAFT_195482	49	44	1
OS08G0480800	CHLREDRAFT_185967	70	71	1
OS08G0480800	CHLREDRAFT_187228	57	61	1
OS08G0481800	CHLREDRAFT_205915	51	22	1
OS08G0481950	CHLREDRAFT_102099	33	46	0
OS08G0482100	CHLREDRAFT_147086	13	13	1
OS08G0484400	CHLREDRAFT_114222	23	48	1
OS08G0484500	CHLREDRAFT_192517	55	56	1
OS08G0484600	CHLREDRAFT_106184	45	72	0
OS08G0485300	CHLREDRAFT_185829	28	15	1
OS08G0485900	CHLREDRAFT_117550	38	52	1
OS08G0485900	CHLREDRAFT_131686	48	49	1
OS08G0486100	CHLREDRAFT_205938	49	9	1
OS08G0487800	CHLREDRAFT_154398	47	46	1
OS08G0487900	CHLREDRAFT_106548	23	48	1
OS08G0489800	CHLREDRAFT_111968	22	54	1
OS08G0491400	CHLREDRAFT_190576	20	22	1
OS08G0492100	CHLREDRAFT_105806	13	18	0
OS08G0492100	CHLREDRAFT_108674	7	47	0
OS08G0494300	CHLREDRAFT_119111	40	59	1
OS08G0495800	CHLREDRAFT_205571	34	29	1
OS08G0496000	CHLREDRAFT_111563	35	49	1
OS08G0496900	CHLREDRAFT_195666	40	38	1
OS08G0497600	CHLREDRAFT_118469	31	34	1
OS08G0499200	CHLREDRAFT_189974	18	14	1
OS08G0499700	CHLREDRAFT_194011	10	9	1
OS08G0500000	CHLREDRAFT_106208	41	43	1
OS08G0500100	CHLREDRAFT_195550	40	35	1
OS08G0500200	CHLREDRAFT_157230	10	32	1
OS08G0500700	CHLREDRAFT_138117	76	75	1
OS08G0500800	CHLREDRAFT_189298	19	11	1
OS08G0500900	CHLREDRAFT_117678	44	60	1
OS08G0501132	CHLREDRAFT_117678	47	41	1
OS08G0502700	CHLREDRAFT_194609	55	49	1
OS08G0503200	CHLREDRAFT_100701	10	22	1
OS08G0503200	CHLREDRAFT_115518	9	21	1
OS08G0503200	CHLREDRAFT_123120	8	20	1
OS08G0503200	CHLREDRAFT_145556	8	20	1
OS08G0503700	CHLREDRAFT_196076	22	15	0
OS08G0504500	CHLREDRAFT_205649	31	30	1
OS08G0504800	CHLREDRAFT_183965	28	16	1
OS08G0505200	CHLREDRAFT_93782	9	23	1
OS08G0505300	CHLREDRAFT_78109	58	33	1
OS08G0506500	CHLREDRAFT_111338	23	37	1
OS08G0508500	CHLREDRAFT_121559	21	50	1
OS08G0508800	CHLREDRAFT_144677	30	26	1
OS08G0509100	CHLREDRAFT_144677	30	26	1
OS08G0509600	CHLREDRAFT_101247	10	53	1
OS08G0509600	CHLREDRAFT_101657	9	46	1
OS08G0509600	CHLREDRAFT_105679	9	50	1
OS08G0509600	CHLREDRAFT_115124	10	59	1
OS08G0509600	CHLREDRAFT_186869	18	6	1
OS08G0509600	CHLREDRAFT_195928	21	7	1
OS08G0509600	CHLREDRAFT_96716	9	54	1
OS08G0510300	CHLREDRAFT_121784	15	43	1
OS08G0510300	CHLREDRAFT_121823	32	34	1
OS08G0510300	CHLREDRAFT_121889	11	42	1
OS08G0510300	CHLREDRAFT_123407	30	38	1
OS08G0510900	CHLREDRAFT_151737	12	31	1
OS08G0511700	CHLREDRAFT_142042	17	20	1
OS08G0511900	CHLREDRAFT_142102	16	8	0
OS08G0511900	CHLREDRAFT_144604	15	9	0
OS08G0512300	CHLREDRAFT_190175	56	53	1
OS08G0512500	CHLREDRAFT_205923	29	28	1
OS08G0513000	CHLREDRAFT_113957	16	15	0
OS08G0513100	CHLREDRAFT_148487	42	25	1
OS08G0513700	CHLREDRAFT_171833	1	3	1
OS08G0515700	CHLREDRAFT_151335	15	15	0
OS08G0517200	CHLREDRAFT_116583	35	48	0
OS08G0517200	CHLREDRAFT_118223	39	22	0
OS08G0517200	CHLREDRAFT_128099	44	23	0
OS08G0517200	CHLREDRAFT_179136	27	16	0
OS08G0517200	CHLREDRAFT_189266	39	17	0
OS08G0517200	CHLREDRAFT_196702	45	20	0
OS08G0517300	CHLREDRAFT_187979	17	26	1
OS08G0517500	CHLREDRAFT_205875	39	39	1
OS08G0517600	CHLREDRAFT_104798	32	44	1
OS08G0517600	CHLREDRAFT_162535	29	30	1
OS08G0517600	CHLREDRAFT_187588	32	24	1
OS08G0517600	CHLREDRAFT_206246	32	24	1
OS08G0519800	CHLREDRAFT_123505	18	59	1
OS08G0520900	CHLREDRAFT_496	50	43	0
OS08G0521800	CHLREDRAFT_142225	25	24	1
OS08G0522400	CHLREDRAFT_205910	35	37	1
OS08G0522600	CHLREDRAFT_187190	31	21	1
OS08G0524000	CHLREDRAFT_195198	32	35	1
OS08G0524100	CHLREDRAFT_147252	21	19	1
OS08G0524600	CHLREDRAFT_191758	74	23	1
OS08G0525600	CHLREDRAFT_34008	32	33	1
OS08G0526300	CHLREDRAFT_183448	38	37	1
OS08G0526700	CHLREDRAFT_146539	23	11	1
OS08G0529100	CHLREDRAFT_133001	44	40	1
OS08G0529800	CHLREDRAFT_122836	31	35	1
OS08G0530000	CHLREDRAFT_170716	47	57	1
OS08G0530000	CHLREDRAFT_77471	48	59	1
OS08G0530200	CHLREDRAFT_77517	70	64	1
OS08G0530400	CHLREDRAFT_59800	45	29	0
OS08G0531000	CHLREDRAFT_193786	29	26	1
