Gene stable ID	Cyanidioschyzon merolae gene stable ID	% identity	Cyanidioschyzon merolae % identity	Orthology confidence [0 low, 1 high]
OS04G0110300	CMM233C	16	14	1
OS04G0111200	CMS096C	66	30	1
OS04G0111225	CMS096C	27	11	1
OS04G0112200	CMT067C	19	10	1
OS04G0116600	CMK172C	24	24	1
OS04G0116800	CMD118C	32	25	1
OS04G0118400	CMS428C	67	67	1
OS04G0118500	CMH210C	40	11	1
OS04G0118900	CMO009C	25	20	1
OS04G0119400	CMV153C	48	64	1
OS04G0129500	CMQ471C	31	22	1
OS04G0136200	CMI002C	39	38	1
OS04G0136200	CMS002C	39	38	1
OS04G0136200	CMT003C	39	38	1
OS04G0137500	CMQ237C	44	45	1
OS04G0151900	CMH078C	22	19	1
OS04G0164900	CMP300C	25	8	1
OS04G0165400	CMK186C	31	16	1
OS04G0165600	CMR326C	34	28	0
OS04G0165600	CMR333C	33	27	0
OS04G0166600	CMG099C	27	12	1
OS04G0167875	CMS179C	16	4	1
OS04G0167900	CMS179C	20	12	1
OS04G0174200	CMK054C	10	2	1
OS04G0174900	CMF176C	28	25	0
OS04G0177400	CMS352C	27	21	1
OS04G0182800	CMS315C	56	52	1
OS04G0186800	CMM113C	26	20	0
OS04G0186800	CMN019C	26	21	0
OS04G0186800	CMT284C	21	17	0
OS04G0186800	CMT333C	21	17	0
OS04G0194500	CMI079C	10	12	0
OS04G0195000	CMR212C	17	17	1
OS04G0224900	CML209C	54	26	1
OS04G0225001	CML209C	47	8	1
OS04G0229100	CMQ301C	45	45	1
OS04G0234600	CMI196C	41	43	1
OS04G0244400	CMH214C	42	39	1
OS04G0244400	CMM110C	42	39	1
OS04G0244500	CMS100C	36	34	1
OS04G0245000	CMF060C	8	7	0
OS04G0249600	CMQ465C	26	20	1
OS04G0252200	CMS297C	14	2	1
OS04G0254000	CME179C	24	26	1
OS04G0266900	CMO121C	49	47	1
OS04G0266900	CMO128C	42	50	1
OS04G0269600	CMI002C	18	10	1
OS04G0269600	CMS002C	18	10	1
OS04G0269600	CMT003C	18	10	1
OS04G0269700	CMN032C	15	8	1
OS04G0269700	CMS019C	15	8	1
OS04G0270100	CMC147C	40	40	1
OS04G0270100	CML259C	40	40	1
OS04G0271000	CMM136C	27	23	0
OS04G0271200	CMR006C	35	26	1
OS04G0276200	CMR410C	12	3	1
OS04G0278900	CMK105C	44	34	1
OS04G0284600	CMP294C	40	29	1
OS04G0290800	CMI082C	24	20	1
OS04G0303900	CMD077C	28	18	0
OS04G0303900	CMI042C	29	11	0
OS04G0303950	CMT315C	20	15	1
OS04G0304200	CMT328C	23	38	1
OS04G0306400	CMO291C	41	38	0
OS04G0319600	CMB123C	27	21	1
OS04G0320100	CMJ076C	52	33	1
OS04G0321500	CMP308C	35	31	1
OS04G0321500	CMV035C	31	43	1
OS04G0321600	CMS358C	36	31	1
OS04G0345800	CMQ369C	25	34	0
OS04G0346100	CMT197C	70	71	1
OS04G0349500	CMT159C	65	69	1
OS04G0376000	CMC053C	54	51	0
OS04G0376300	CMS393C	63	33	1
OS04G0376500	CMS354C	30	20	1
OS04G0376700	CMR190C	52	52	1
OS04G0377932	CMA124C	14	5	1
OS04G0381000	CME019C	34	36	1
OS04G0381100	CMR370C	34	32	1
OS04G0382100	CMT195C	27	15	1
OS04G0385700	CMI292C	20	22	1
OS04G0386600	CMO317C	35	37	1
OS04G0388900	CMP138C	45	44	1
OS04G0389800	CMV122C	37	43	1
OS04G0390000	CMF068C	49	47	0
OS04G0390700	CMK247C	22	23	1
OS04G0390800	CMK247C	23	23	1
OS04G0394100	CMI096C	17	7	1
OS04G0394100	CMR112C	18	10	1
OS04G0394200	CMJ055C	47	43	1
OS04G0397000	CMT294C	32	31	1
OS04G0397100	CMV107C	66	32	0
OS04G0398300	CMC037C	42	19	1
OS04G0399000	CMT197C	31	71	1
OS04G0401800	CMT487C	24	17	0
OS04G0402100	CMI213C	41	33	0
OS04G0402200	CMT115C	12	11	0
OS04G0403701	CMH032C	21	14	1
OS04G0404800	CMK098C	48	47	1
OS04G0406600	CML204C	31	39	1
OS04G0409200	CMH144C	34	13	1
OS04G0409600	CMS068C	42	19	1
OS04G0412900	CMQ380C	17	11	1
OS04G0413600	CMH046C	74	75	1
OS04G0414700	CMP086C	32	29	1
OS04G0415200	CMT630C	15	14	1
OS04G0416000	CMS389C	30	25	1
OS04G0416100	CMT067C	29	10	1
OS04G0417800	CMA125C	25	15	0
OS04G0422000	CMK306C	23	22	1
OS04G0429800	CMG156C	48	49	1
OS04G0430100	CMJ285C	40	41	1
OS04G0430800	CMV012C	23	39	1
OS04G0431100	CMT423C	23	18	1
OS04G0431200	CMC028C	17	7	1
OS04G0433900	CMR472C	5	13	1
OS04G0434800	CMM158C	37	35	1
OS04G0434900	CMT368C	17	11	1
OS04G0435700	CMH019C	30	30	1
OS04G0436300	CMC180C	24	13	0
OS04G0438500	CMK175C	37	39	1
OS04G0439300	CMJ244C	33	5	1
OS04G0439400	CMJ244C	39	4	1
OS04G0443500	CMP230C	41	31	0
OS04G0443900	CMV086C	39	44	1
OS04G0444600	CMS045C	46	47	1
OS04G0444800	CMG089C	14	12	1
OS04G0444800	CMR353C	15	12	1
OS04G0445700	CMM286C	54	51	1
OS04G0445800	CMT394C	42	44	1
OS04G0447400	CMF072C	45	47	1
OS04G0447800	CMF072C	45	49	1
OS04G0448600	CMJ221C	35	29	0
OS04G0448800	CMP084C	24	19	0
OS04G0448800	CMT361C	33	31	0
OS04G0452000	CMK117C	29	16	1
OS04G0452100	CMM076C	31	5	1
OS04G0452100	CMQ453C	27	5	1
OS04G0455900	CMH158C	31	19	1
OS04G0457500	CMM265C	23	24	0
OS04G0457500	CMQ101C	39	31	0
OS04G0459500	CMJ042C	56	56	1
OS04G0459800	CMP140C	33	29	1
OS04G0459900	CML090C	31	26	1
OS04G0460500	CMN213C	31	38	1
OS04G0461100	CMV085C	18	36	1
OS04G0462300	CMB039C	27	24	1
OS04G0462900	CMJ078C	51	53	1
OS04G0463400	CMT466C	44	37	1
OS04G0463500	CMV076C	22	34	1
OS04G0464500	CMS005C	32	31	1
OS04G0466600	CML290C	49	47	1
OS04G0467700	CMJ081C	33	21	1
OS04G0467700	CMT240C	26	20	1
OS04G0469500	CMI162C	41	42	1
OS04G0469500	CMM196C	41	36	1
OS04G0470100	CMS346C	57	55	0
OS04G0473150	CMV047C	87	33	1
OS04G0473400	CMQ078C	44	42	1
OS04G0476100	CMI002C	40	32	1
OS04G0476100	CMS002C	40	33	1
OS04G0476100	CMT003C	40	33	1
OS04G0479200	CMT412C	45	41	1
OS04G0480300	CML061C	23	12	1
OS04G0480300	CMM233C	23	12	1
OS04G0481300	CMH206C	33	32	1
OS04G0481300	CMQ415C	32	32	1
OS04G0481400	CMI267C	38	14	1
OS04G0482000	CMS061C	48	32	0
OS04G0482100	CMS061C	44	30	0
OS04G0482700	CMA132C	34	33	1
OS04G0483500	CMK172C	24	23	1
OS04G0484800	CMC102C	20	19	0
OS04G0484900	CMM094C	64	63	1
OS04G0485000	CMG170C	35	24	0
OS04G0485100	CMF150C	46	30	1
OS04G0485300	CMI224C	38	33	1
OS04G0485300	CMI225C	10	51	1
OS04G0485400	CMC136C	35	38	0
OS04G0486500	CMS347C	39	35	1
OS04G0486800	CMH155C	17	18	1
OS04G0487300	CMR232C	51	41	1
OS04G0488000	CMN139C	17	37	0
OS04G0488000	CMQ195C	21	28	0
OS04G0488600	CMT591C	24	20	1
OS04G0488700	CMT328C	26	25	1
OS04G0490000	CMB025C	24	7	1
OS04G0490100	CMB025C	26	14	1
OS04G0490800	CMR421C	50	48	1
OS04G0492300	CMG179C	43	31	0
OS04G0492400	CMS075C	14	17	1
OS04G0492500	CMN123C	4	1	1
OS04G0492600	CMN123C	2	0	1
OS04G0496000	CMR042C	35	17	0
OS04G0496150	CMR042C	23	13	0
OS04G0496800	CMN072C	28	23	1
OS04G0497400	CMI238C	29	27	1
OS04G0497600	CMR137C	22	18	1
OS04G0498200	CMR404C	47	46	1
OS04G0498600	CMO012C	29	26	1
OS04G0498800	CMK293C	25	20	1
OS04G0499100	CMN318C	26	23	1
OS04G0499200	CMR260C	26	28	1
OS04G0499300	CMS073C	15	18	1
OS04G0500200	CMT080C	14	5	1
OS04G0501000	CMK273C	57	59	1
OS04G0501100	CMI180C	23	10	1
OS04G0501100	CMI181C	23	8	1
OS04G0501100	CMM153C	23	11	1
OS04G0501100	CMM287C	20	8	1
OS04G0501100	CMM288C	26	14	1
OS04G0502300	CMO287C	54	54	1
OS04G0503500	CMR435C	24	6	1
OS04G0503700	CMS117C	23	25	1
OS04G0504600	CMO317C	30	41	1
OS04G0504800	CMJ286C	46	30	0
OS04G0504800	CMJ288C	34	33	0
OS04G0507100	CME159C	20	18	1
OS04G0507800	CMS227C	38	9	1
OS04G0507900	CMQ102C	24	25	1
OS04G0508200	CMT216C	54	53	0
OS04G0508300	CMF017C	42	42	1
OS04G0508900	CMT290C	32	29	1
OS04G0509100	CMP157C	13	13	1
OS04G0509600	CMK126C	24	33	1
OS04G0509600	CMT526C	38	34	1
OS04G0511600	CMT443C	8	14	1
OS04G0512400	CMK157C	11	7	1
OS04G0512400	CMR172C	9	7	1
OS04G0515300	CMH065C	40	39	1
OS04G0516300	CMS386C	9	14	1
OS04G0517300	CMQ317C	28	19	1
OS04G0518000	CMK016C	49	42	1
OS04G0520000	CMT376C	33	34	1
OS04G0524136	CMI298C	29	14	1
OS04G0524400	CMT191C	28	23	1
OS04G0525600	CMQ045C	45	52	0
OS04G0527700	CMJ294C	28	25	1
OS04G0529400	CMA125C	24	9	0
OS04G0529600	CMT602C	27	23	1
OS04G0530500	CME171C	21	18	1
OS04G0530600	CMV012C	28	50	1
OS04G0532500	CMD012C	17	24	1
OS04G0533000	CML140C	58	62	1
OS04G0538000	CMR299C	36	37	1
OS04G0538100	CMK150C	61	31	1
OS04G0538166	CMK150C	74	14	1
OS04G0540600	CMO345C	35	33	1
OS04G0543900	CMM119C	40	36	0
OS04G0544200	CMH039C	36	19	1
OS04G0545100	CML334C	21	18	1
OS04G0546400	CMQ026C	21	10	1
OS04G0549300	CMN195C	25	31	1
OS04G0549600	CML030C	44	43	0
OS04G0550400	CMT222C	9	7	1
OS04G0550500	CMV160C	39	47	1
OS04G0550600	CMS362C	25	25	1
OS04G0551800	CMT207C	61	58	1
OS04G0552300	CMH039C	26	14	1
OS04G0553000	CMV212C	24	35	1
OS04G0553800	CMK020C	24	17	1
OS04G0554000	CMQ148C	16	13	1
OS04G0555700	CMN147C	37	33	1
OS04G0556000	CMP215C	31	22	0
OS04G0557000	CMF057C	17	13	1
OS04G0559400	CMO144C	34	30	1
OS04G0560500	CMP289C	34	34	1
OS04G0563100	CMS448C	24	27	1
OS04G0563700	CMI227C	28	33	1
OS04G0565500	CMG103C	28	18	1
OS04G0566700	CMO311C	16	7	1
OS04G0567700	CMQ020C	37	37	1
OS04G0568400	CMA125C	24	14	0
OS04G0568900	CMM012C	20	17	1
OS04G0569000	CMF110C	52	52	1
OS04G0573100	CMP087C	22	20	0
OS04G0574800	CME179C	27	27	1
OS04G0576300	CMM044C	65	31	0
OS04G0577000	CMK008C	32	30	1
OS04G0578600	CMG089C	18	9	1
OS04G0578600	CMR353C	17	8	1
OS04G0578700	CMR181C	14	16	1
OS04G0580400	CMK193C	40	32	0
OS04G0581300	CMB148C	34	35	1
OS04G0581600	CMT471C	41	18	1
OS04G0583900	CMS371C	16	13	1
OS04G0584300	CMH032C	22	3	1
OS04G0588200	CMK133C	27	21	1
OS04G0588350	CMQ424C	38	38	0
OS04G0589600	CMT168C	41	38	0
OS04G0592700	CMP042C	18	13	0
OS04G0596400	CML160C	41	40	1
OS04G0596500	CMB091C	22	24	0
OS04G0596900	CMF117C	52	47	1
OS04G0598200	CMS284C	67	68	1
OS04G0599700	CML113C	39	36	0
OS04G0599800	CMA138C	39	38	1
OS04G0599900	CMJ133C	14	14	1
OS04G0600100	CMH048C	28	15	1
OS04G0600200	CMI072C	38	33	1
OS04G0600300	CMI072C	38	33	1
OS04G0602800	CMH056C	24	33	1
OS04G0602900	CMH202C	13	5	0
OS04G0603000	CMD040C	28	20	1
OS04G0605200	CMP293C	33	36	1
OS04G0605500	CMQ379C	34	31	0
OS04G0606400	CMF045C	32	28	1
OS04G0606900	CMO211C	23	26	1
OS04G0607500	CMK019C	20	14	1
OS04G0607583	CMK019C	14	5	1
OS04G0607600	CMK019C	20	12	1
OS04G0608500	CMQ283C	36	10	1
OS04G0609600	CMK117C	29	18	1
OS04G0610800	CMO136C	65	50	1
OS04G0611500	CMO246C	29	19	1
OS04G0613300	CMS418C	21	16	1
OS04G0613400	CMJ164C	59	70	1
OS04G0613500	CMO287C	44	22	1
OS04G0613600	CMO287C	53	54	1
OS04G0617600	CML252C	19	16	0
OS04G0617800	CMP234C	50	48	1
OS04G0618200	CMA041C	34	38	1
OS04G0619500	CMP099C	20	24	1
OS04G0620066	CMN251C	40	9	1
OS04G0623300	CMO104C	31	21	1
OS04G0623500	CMQ436C	59	55	1
OS04G0623600	CMQ436C	29	7	1
OS04G0623800	CMG086C	44	38	1
OS04G0624600	CMM317C	14	10	1
OS04G0627200	CMW029C	23	27	1
OS04G0627900	CMT321C	21	46	1
OS04G0628900	CMH039C	22	15	1
OS04G0629300	CMI119C	22	23	1
OS04G0629700	CMR497C	33	31	1
OS04G0630000	CMO190C	26	19	1
OS04G0630100	CMN284C	24	21	1
OS04G0630300	CMN284C	24	23	1
OS04G0630400	CMN284C	26	25	1
OS04G0630600	CMN284C	20	20	1
OS04G0630800	CMN284C	26	25	1
OS04G0630900	CMN284C	27	19	1
OS04G0631000	CMN284C	27	25	1
OS04G0635800	CMT358C	35	39	0
OS04G0635900	CMB035C	27	26	1
OS04G0636300	CMB059C	40	14	1
OS04G0637400	CMO270C	44	26	1
OS04G0640600	CMT093C	23	15	1
OS04G0641000	CMH117C	29	31	0
OS04G0642100	CMJ156C	37	27	1
OS04G0643100	CMD007C	50	43	1
OS04G0643200	CMM318C	43	36	1
OS04G0644675	CMC110C	8	6	1
OS04G0644800	CMQ133C	17	3	0
OS04G0645600	CMB075C	25	28	1
OS04G0646100	CMG014C	38	13	0
OS04G0647800	CMJ173C	48	45	1
OS04G0648500	CMK309C	24	18	1
OS04G0650700	CMI015C	35	25	1
OS04G0650800	CMC149C	41	40	1
OS04G0652900	CMN038C	21	28	0
OS04G0653200	CMQ284C	26	20	0
OS04G0657100	CMM269C	35	37	1
OS04G0658000	CMD040C	28	20	1
OS04G0659100	CMI233C	49	57	1
OS04G0659900	CMO175C	31	19	1
OS04G0660500	CMS384C	25	22	1
OS04G0661300	CMM192C	26	26	1
OS04G0661600	CMS449C	4	7	1
OS04G0661900	CMT431C	40	21	1
OS04G0662100	CMC010C	11	8	1
OS04G0662700	CMF055C	23	30	0
OS04G0662800	CMI054C	20	21	0
OS04G0663800	CMH210C	51	9	1
OS04G0665400	CMS361C	37	36	1
OS04G0665400	CMT493C	36	24	1
OS04G0665500	CMM087C	13	13	1
OS04G0667500	CMQ026C	35	14	1
OS04G0667800	CMD152C	78	79	0
OS04G0668700	CMM224C	24	18	1
OS04G0668800	CME180C	38	32	1
OS04G0668900	CMI243C	30	22	1
OS04G0668900	CMI244C	35	27	1
OS04G0669500	CMF176C	24	23	0
OS04G0669600	CMF176C	17	15	0
OS04G0669700	CMF176C	27	10	0
OS04G0670400	CMT549C	23	23	1
OS04G0670700	CMR252C	32	7	1
OS04G0671100	CMN150C	37	15	1
OS04G0671100	CMT384C	27	5	1
OS04G0671200	CMO104C	32	22	1
OS04G0671300	CMO104C	30	21	1
OS04G0671700	CMB034C	30	17	1
OS04G0673400	CMI300C	38	33	1
OS04G0674200	CMO189C	30	31	1
OS04G0674400	CMP004C	23	22	1
OS04G0675500	CMO226C	53	52	1
OS04G0676100	CMQ093C	34	36	1
OS04G0676300	CMC027C	41	45	1
OS04G0677800	CMB091C	20	22	0
OS04G0678300	CMA125C	26	19	0
OS04G0678700	CMD190C	33	36	1
OS04G0678700	CMG217C	36	34	1
OS04G0678700	CMN338C	36	34	1
OS04G0680000	CMM160C	30	20	1
OS04G0680550	CMJ139C	36	29	0
OS04G0680700	CML164C	21	10	1
OS04G0682050	CMP004C	23	22	1
OS04G0682300	CMT314C	56	53	1
OS04G0682800	CMS232C	23	28	1
OS04G0684500	CML043C	13	17	1
OS04G0684800	CMP178C	42	41	1
OS04G0684900	CMO135C	28	29	0
OS04G0685100	CMS476C	22	28	1
OS04G0686650	CMS469C	28	15	1
OS04G0687100	CMR255C	26	17	1
OS04G0691700	CMR472C	13	9	1
OS04G0692000	CMK248C	24	22	1
OS04G0692100	CMA036C	25	24	1
OS04G0693050	CMJ212C	56	48	1
OS05G0100500	CMQ125C	26	6	0
OS05G0102900	CML153C	28	25	1
OS05G0103200	CMR272C	44	44	0
OS05G0104650	CMQ365C	49	48	0
OS05G0104800	CMP265C	23	20	1
OS05G0105100	CMD062C	67	66	1
OS05G0105200	CMF181C	45	25	0
OS05G0105300	CMG030C	21	6	1
OS05G0106100	CMQ323C	66	67	1
OS05G0107600	CMC011C	16	24	0
OS05G0107700	CMR478C	34	14	1
OS05G0108000	CMF022C	18	24	1
OS05G0108800	CMP154C	42	35	0
OS05G0110300	CMM310C	21	22	1
OS05G0110500	CMM329C	32	19	1
OS05G0111100	CMR213C	40	35	1
OS05G0111800	CMH032C	15	12	1
OS05G0113400	CMN147C	36	32	1
OS05G0114000	CMR255C	28	18	1
OS05G0115700	CML085C	39	31	0
OS05G0116100	CMQ168C	27	12	0
OS05G0117500	CMJ277C	29	24	1
OS05G0117798	CMC157C	27	31	1
OS05G0119000	CMS400C	31	32	1
OS05G0120000	CMI088C	29	30	1
OS05G0120200	CMI088C	27	29	1
OS05G0121200	CMM279C	34	34	1
OS05G0121500	CMX011C	27	21	1
OS05G0121900	CMK248C	23	20	1
OS05G0125500	CMT072C	55	35	1
OS05G0126300	CMS147C	2	2	1
OS05G0128400	CMF058C	29	28	1
OS05G0129100	CMQ064C	36	24	1
OS05G0131500	CMG212C	12	7	1
OS05G0132100	CME186C	36	37	1
OS05G0135700	CMN227C	64	64	1
OS05G0141800	CMO012C	31	26	1
OS05G0143400	CMR406C	25	23	1
OS05G0143500	CMQ039C	31	34	1
OS05G0144100	CMR161C	34	14	0
OS05G0144300	CMM316C	34	27	0
OS05G0144400	CME079C	16	42	0
OS05G0144800	CMP065C	53	51	1
OS05G0147400	CME197C	52	52	0
OS05G0147400	CMG005C	53	52	0
OS05G0147500	CMM292C	38	38	1
OS05G0150000	CMS406C	47	42	0
OS05G0150300	CMQ363C	42	44	1
OS05G0150800	CMR167C	58	41	1
OS05G0150900	CMJ047C	27	43	1
OS05G0151000	CMR224C	49	50	1
OS05G0155000	CMR380C	40	25	1
OS05G0155100	CMB018C	56	56	0
OS05G0155300	CMJ205C	47	42	1
OS05G0155400	CME102C	22	12	1
OS05G0156300	CMK015C	27	10	0
OS05G0156500	CMT613C	34	11	0
OS05G0156600	CMN304C	55	49	0
OS05G0156700	CMQ234C	57	24	1
OS05G0156900	CMO102C	23	24	1
OS05G0157100	CMD026C	27	28	1
OS05G0157300	CMM201C	33	25	1
OS05G0159100	CMR413C	28	24	1
OS05G0160100	CML222C	30	25	1
OS05G0160200	CMC045C	48	58	0
OS05G0160200	CMK296C	49	57	0
OS05G0161200	CMK147C	23	27	1
OS05G0161200	CMN082C	19	12	1
OS05G0161500	CMK147C	21	25	1
OS05G0161500	CMN082C	16	9	1
OS05G0161800	CMK147C	20	25	1
OS05G0161800	CMN082C	16	10	1
OS05G0162800	CMK043C	28	12	1
OS05G0163000	CMN173C	9	46	0
OS05G0163000	CMN177C	41	35	0
OS05G0163250	CMH168C	18	4	0
OS05G0164100	CMN085C	30	26	0
OS05G0164800	CMS155C	24	24	1
OS05G0168300	CMF057C	28	22	1
OS05G0168500	CMQ473C	36	37	1
OS05G0168700	CMH238C	27	28	1
OS05G0168700	CMK065C	25	26	1
OS05G0168700	CMS488C	29	28	1
OS05G0169100	CMJ109C	68	69	1
OS05G0170800	CMQ330C	22	22	1
OS05G0170950	CMN328C	54	12	1
OS05G0171300	CMM235C	27	25	1
OS05G0173700	CMH264C	66	7	0
OS05G0176000	CMN074C	61	53	1
OS05G0176800	CMI004C	18	15	0
OS05G0176800	CMR009C	22	21	0
OS05G0176800	CMT006C	18	14	0
OS05G0178400	CMF150C	44	28	1
OS05G0179000	CMM012C	18	21	1
OS05G0181000	CMS343C	29	27	1
OS05G0182201	CME008C	30	39	1
OS05G0182500	CMK253C	66	40	1
OS05G0182600	CMS034C	25	27	0
OS05G0182800	CMS289C	39	34	0
OS05G0187000	CMK289C	51	49	1
OS05G0187800	CMI159C	25	23	1
OS05G0188500	CMO331C	13	15	1
OS05G0188800	CMO189C	31	32	1
OS05G0194600	CMD081C	56	60	1
OS05G0196800	CME100C	20	22	0
OS05G0196800	CMQ199C	22	21	0
OS05G0198400	CMS155C	28	28	1
OS05G0200500	CMF099C	36	28	1
OS05G0203400	CMJ313C	24	22	0
OS05G0203400	CMJ314C	7	8	0
OS05G0203400	CML007C	24	22	0
OS05G0203400	CMM017C	24	22	0
OS05G0203400	CMN006C	24	22	0
OS05G0204900	CMP075C	50	36	1
OS05G0205100	CMN179C	25	19	1
OS05G0207300	CML196C	60	60	1
OS05G0207900	CMR366C	7	12	1
OS05G0208000	CMC159C	40	38	0
OS05G0209400	CMS480C	23	12	1
OS05G0211100	CMS319C	38	34	1
OS05G0212200	CMR435C	17	5	1
OS05G0215600	CMS418C	21	17	1
OS05G0219800	CMR423C	26	23	0
OS05G0221400	CMJ167C	42	13	0
OS05G0224700	CMD026C	22	26	1
OS05G0227700	CMH059C	31	22	1
OS05G0230900	CMP124C	26	19	0
OS05G0235300	CMR018C	40	21	1
OS05G0235701	CMK058C	34	9	1
OS05G0235800	CMJ261C	42	40	1
OS05G0237100	CMI203C	25	10	1
OS05G0237100	CMI205C	9	13	1
OS05G0241100	CMQ336C	50	15	1
OS05G0241200	CMK114C	32	30	1
OS05G0241200	CMO269C	33	32	1
OS05G0243100	CMH224C	26	14	1
OS05G0243200	CMH224C	16	12	1
OS05G0243300	CMH224C	33	28	1
OS05G0251500	CMR096C	61	60	1
OS05G0256000	CMC064C	51	51	1
OS05G0267800	CMH189C	15	12	1
OS05G0267800	CMT608C	24	20	1
OS05G0269500	CMK076C	19	19	1
OS05G0270800	CMT058C	30	29	1
OS05G0274900	CMJ110C	76	76	1
OS05G0275700	CMD105C	25	27	1
OS05G0277300	CMQ300C	34	28	1
OS05G0279300	CMQ041C	28	9	1
OS05G0279400	CMT374C	12	11	1
OS05G0295100	CMH057C	24	22	0
OS05G0295700	CMR095C	24	6	1
OS05G0295800	CMP124C	2	1	0
OS05G0297900	CMS130C	42	32	0
OS05G0301700	CMP152C	54	60	1
OS05G0302700	CMN084C	38	44	0
OS05G0303000	CMV163C	64	49	1
OS05G0304400	CML223C	46	44	1
OS05G0305100	CMA019C	28	17	1
OS05G0310750	CMP017C	40	8	1
OS05G0310800	CMO202C	36	32	1
OS05G0311000	CMO202C	37	32	1
OS05G0314100	CMN302C	36	11	1
OS05G0317200	CMG147C	18	20	0
OS05G0317200	CML197C	20	19	0
OS05G0323800	CML057C	38	24	1
OS05G0323900	CMR158C	46	40	1
OS05G0327100	CMR410C	35	3	1
OS05G0331200	CMQ432C	31	31	1
OS05G0333100	CML025C	25	5	1
OS05G0333500	CMR298C	43	41	1
OS05G0334000	CMR298C	43	41	1
OS05G0334400	CMR298C	43	41	1
OS05G0334750	CML025C	25	7	1
OS05G0346300	CMA122C	47	45	1
OS05G0346500	CMS460C	18	20	0
OS05G0349200	CMI114C	57	29	1
OS05G0349700	CMT220C	56	52	1
OS05G0350500	CMM200C	40	36	0
OS05G0350600	CMH178C	36	30	1
OS05G0350900	CMJ282C	19	8	1
OS05G0350900	CMQ253C	11	5	1
OS05G0353400	CMO056C	33	32	1
OS05G0354300	CMR081C	28	9	0
OS05G0355500	CME046C	62	51	1
OS05G0357100	CMD071C	9	4	1
OS05G0357200	CMK164C	38	32	1
OS05G0357800	CMR130C	29	31	1
OS05G0357800	CMS008C	29	27	1
OS05G0358200	CMO313C	24	7	1
OS05G0358400	CMI126C	22	25	1
OS05G0358500	CMG203C	29	15	0
OS05G0361200	CMS035C	15	22	0
OS05G0361900	CMR073C	43	39	0
OS05G0362100	CMR380C	40	16	1
OS05G0364500	CMT623C	11	8	1
OS05G0367400	CMH016C	28	30	1
OS05G0367800	CMT579C	56	54	0
OS05G0368300	CMH218C	62	64	1
OS05G0371200	CMC013C	60	56	0
OS05G0373700	CMT271C	40	35	1
OS05G0373900	CMM111C	55	53	0
OS05G0375600	CME148C	18	8	1
OS05G0376000	CMR392C	20	15	0
OS05G0376200	CMK293C	30	16	1
OS05G0376400	CMN318C	26	12	1
OS05G0377000	CMS372C	49	49	1
OS05G0381500	CMI152C	21	13	1
OS05G0387200	CMR012C	38	35	1
OS05G0388025	CMR030C	20	11	1
OS05G0388400	CMP315C	9	5	1
OS05G0388500	CMV103C	33	54	1
OS05G0388600	CMM247C	28	25	1
OS05G0389300	CMP159C	39	34	1
OS05G0389400	CMN318C	25	18	1
OS05G0393700	CMI294C	25	18	1
OS05G0393700	CMS197C	31	23	1
OS05G0395300	CMC089C	26	16	1
OS05G0395300	CMI026C	19	12	1
OS05G0397650	CML314C	26	24	1
OS05G0397700	CMV181C	19	30	1
OS05G0397900	CMT097C	29	21	0
OS05G0398000	CMH039C	26	9	1
OS05G0400700	CMD026C	37	37	1
OS05G0400800	CMS245C	49	23	1
OS05G0401100	CMK075C	23	21	1
OS05G0401200	CMT076C	31	16	1
OS05G0402300	CMD017C	28	27	0
OS05G0402700	CME145C	58	54	1
OS05G0402800	CMM261C	37	22	0
OS05G0404400	CMQ389C	23	19	1
OS05G0405000	CMF012C	20	23	1
OS05G0407200	CMR161C	32	19	0
OS05G0408900	CMF089C	54	50	1
OS05G0409200	CMG035C	21	4	1
OS05G0412000	CMB079C	15	8	1
OS05G0413400	CMB062C	34	38	0
OS05G0415200	CMI111C	47	21	1
OS05G0415800	CMS319C	34	33	1
OS05G0415900	CMS319C	30	16	1
OS05G0416400	CMS319C	34	31	1
OS05G0417100	CMM292C	37	38	1
OS05G0418000	CML223C	46	45	1
OS05G0419000	CMP032C	18	28	1
OS05G0419200	CMI124C	31	26	1
OS05G0419500	CMA075C	35	16	1
OS05G0420200	CMP037C	24	18	1
OS05G0420600	CMJ212C	64	65	1
OS05G0425700	CMI121C	18	11	1
OS05G0426400	CMR358C	23	12	1
OS05G0427800	CMV013C	55	17	1
OS05G0427900	CMO101C	37	16	0
OS05G0428100	CMP078C	25	26	1
OS05G0428600	CMT579C	59	59	0
OS05G0429000	CMN332C	41	51	1
OS05G0429500	CMK095C	20	15	1
OS05G0430400	CME151C	33	28	1
OS05G0430800	CMR240C	48	46	1
OS05G0432600	CMB154C	15	23	0
OS05G0435700	CMI240C	29	46	1
OS05G0436400	CMH005C	33	20	0
OS05G0436900	CMF075C	26	31	1
OS05G0437500	CMC067C	24	33	1
OS05G0438500	CMR255C	25	16	1
OS05G0438600	CMP129C	42	15	1
OS05G0440250	CMG132C	22	19	1
OS05G0440300	CMG132C	17	15	1
OS05G0443300	CMQ380C	18	12	1
OS05G0443800	CMO089C	37	36	1
OS05G0443800	CMS004C	44	42	1
OS05G0445500	CMG118C	37	44	0
OS05G0445900	CMD139C	9	16	1
OS05G0446000	CMD139C	3	12	1
OS05G0446300	CMG014C	31	19	0
OS05G0446550	CMD139C	2	1	1
OS05G0446600	CMD139C	3	7	1
OS05G0446800	CML065C	23	27	1
