Gene stable ID	Oryza longistaminata gene stable ID	% identity	Oryza longistaminata % identity	Orthology confidence [0 low, 1 high]
OS08G0278600	KN539377.1_FG006	99	99	1
OS08G0278900	KN539377.1_FG002	78	95	1
OS08G0280100	KN540156.1_FG002	45	99	1
OS08G0280200	KN541324.1_FG001	65	55	1
OS08G0280600	KN541929.1_FG001	99	31	1
OS08G0281500	AMDW01019792.1_FG001	21	95	1
OS08G0281500	KN541509.1_FG004	78	65	1
OS08G0281600	KN541509.1_FG003	95	67	1
OS08G0282000	KN539629.1_FG002	33	99	0
OS08G0282100	KN539629.1_FG004	48	79	1
OS08G0282400	KN539629.1_FG003	100	100	1
OS08G0282500	KN539629.1_FG007	92	98	1
OS08G0285100	KN539629.1_FG001	65	64	1
OS08G0285200	KN539629.1_FG005	47	92	1
OS08G0285600	KN539367.1_FG002	83	68	1
OS08G0286100	KN539367.1_FG003	63	98	1
OS08G0288200	KN539787.1_FG002	80	83	1
OS08G0288400	KN539787.1_FG003	88	99	1
OS08G0288500	KN539787.1_FG001	77	54	1
OS08G0289266	KN546108.1_FG001	27	42	1
OS08G0289400	KN538936.1_FG002	85	60	1
OS08G0290000	KN538936.1_FG010	78	95	1
OS08G0290100	KN538936.1_FG005	89	96	1
OS08G0290200	KN538936.1_FG007	60	78	1
OS08G0290700	KN538936.1_FG004	96	98	1
OS08G0292000	KN538936.1_FG001	98	96	1
OS08G0292600	KN538936.1_FG011	78	82	1
OS08G0292900	KN538936.1_FG003	92	92	0
OS08G0293300	KN538936.1_FG009	58	87	0
OS08G0294300	KN540576.1_FG005	91	75	1
OS08G0295100	KN539166.1_FG003	21	13	0
OS08G0295300	KN539166.1_FG004	76	93	1
OS08G0296600	KN539658.1_FG005	83	87	1
OS08G0296700	KN539658.1_FG004	96	99	1
OS08G0296900	KN539658.1_FG001	82	88	1
OS08G0297800	KN540272.1_FG001	85	98	0
OS08G0298500	KN540575.1_FG002	56	23	1
OS08G0298700	AMDW01040896.1_FG001	62	100	1
OS08G0299400	KN538923.1_FG010	98	84	1
OS08G0299600	AMDW01008002.1_FG001	33	99	1
OS08G0299600	KN538923.1_FG014	85	64	1
OS08G0299700	KN538923.1_FG004	65	58	1
OS08G0300300	KN538923.1_FG002	91	100	1
OS08G0300700	KN538923.1_FG007	100	99	1
OS08G0301500	KN538923.1_FG008	92	87	1
OS08G0302000	KN543061.1_FG001	82	100	1
OS08G0304900	KN541043.1_FG001	90	91	1
OS08G0305300	KN541043.1_FG002	99	99	1
OS08G0307300	KN538926.1_FG020	71	44	1
OS08G0307400	KN540770.1_FG002	90	76	0
OS08G0308100	KN541543.1_FG001	100	86	1
OS08G0308300	AMDW01066906.1_FG001	25	70	0
OS08G0309300	KN540947.1_FG001	39	71	0
OS08G0310100	KN540332.1_FG001	43	81	0
OS08G0310500	KN539533.1_FG009	2	2	0
OS08G0313200	KN540332.1_FG002	72	67	1
OS08G0313600	KN542599.1_FG001	94	67	1
OS08G0314800	KN538766.1_FG005	64	100	1
OS08G0318500	KN540716.1_FG001	50	93	1
OS08G0318500	KN540716.1_FG002	37	95	1
OS08G0319900	KN539643.1_FG004	69	100	1
OS08G0320000	KN538682.1_FG205	93	50	1
OS08G0320100	KN539643.1_FG003	100	88	1
OS08G0320200	KN539643.1_FG001	97	99	1
OS08G0320300	KN539643.1_FG009	88	52	0
OS08G0320400	KN539643.1_FG008	67	46	1
OS08G0320800	KN539643.1_FG002	37	74	1
OS08G0321000	KN539643.1_FG005	83	89	0
OS08G0322500	KN539670.1_FG003	99	94	1
OS08G0322600	KN539670.1_FG004	47	99	1
OS08G0323000	KN539670.1_FG001	99	80	1
OS08G0323600	KN540615.1_FG002	87	99	1
OS08G0323700	KN540615.1_FG003	100	31	1
OS08G0324200	KN540615.1_FG004	30	88	1
OS08G0324300	KN540615.1_FG001	89	62	1
OS08G0325134	KN540706.1_FG001	83	85	1
OS08G0325267	KN542771.1_FG001	60	33	1
OS08G0325267	KN548154.1_FG001	60	61	1
OS08G0326100	KN540082.1_FG003	100	100	1
OS08G0326400	KN540082.1_FG002	93	95	0
OS08G0326500	KN540667.1_FG001	90	94	1
OS08G0326600	KN540667.1_FG003	85	100	1
OS08G0326700	KN540667.1_FG002	87	86	1
OS08G0327100	KN541515.1_FG002	99	95	1
OS08G0327200	KN541515.1_FG003	75	89	1
OS08G0327400	KN541515.1_FG001	57	75	0
OS08G0328300	KN541172.1_FG002	98	97	1
OS08G0328600	KN541172.1_FG001	89	88	1
OS08G0331800	KN540008.1_FG001	92	92	1
OS08G0331900	KN540008.1_FG004	96	30	1
OS08G0332600	KN540008.1_FG005	75	66	1
OS08G0332700	KN538846.1_FG010	64	88	1
OS08G0332800	KN538846.1_FG006	98	25	0
OS08G0333000	KN538846.1_FG006	86	19	0
OS08G0333100	KN538846.1_FG009	30	91	1
OS08G0333500	KN538846.1_FG012	13	71	1
OS08G0334900	KN538846.1_FG005	91	97	1
OS08G0335000	KN538846.1_FG011	97	34	1
OS08G0335500	KN538846.1_FG002	95	97	1
OS08G0335600	KN538846.1_FG007	98	98	1
OS08G0336500	KN538846.1_FG029	71	69	1
OS08G0337001	KN539981.1_FG003	70	18	1
OS08G0337700	KN539981.1_FG001	87	97	1
OS08G0338000	KN539009.1_FG017	88	13	0
OS08G0338200	KN539233.1_FG001	89	68	1
OS08G0338600	KN539233.1_FG007	47	88	1
OS08G0338700	KN539233.1_FG003	84	69	1
OS08G0338900	KN539233.1_FG004	100	99	1
OS08G0339200	KN539233.1_FG006	55	74	1
OS08G0340900	KN543219.1_FG001	98	98	1
OS08G0341700	KN540913.1_FG001	86	90	1
OS08G0342300	KN538947.1_FG004	84	99	0
OS08G0342400	KN538947.1_FG006	94	95	1
OS08G0343000	KN538947.1_FG012	51	81	0
OS08G0343300	KN538947.1_FG011	100	100	1
OS08G0343600	KN538947.1_FG010	82	89	1
OS08G0344100	KN538947.1_FG014	50	100	1
OS08G0344600	AMDW01040498.1_FG001	21	93	1
OS08G0344600	KN538947.1_FG017	47	47	1
OS08G0344700	KN538947.1_FG009	51	68	1
OS08G0345400	KN538947.1_FG003	58	98	1
OS08G0345500	KN538947.1_FG005	71	100	1
OS08G0345700	AMDW01036940.1_FG001	15	100	1
OS08G0345700	AMDW01038945.1_FG001	14	100	1
OS08G0345800	KN542860.1_FG001	85	79	1
OS08G0346400	KN539650.1_FG002	72	100	0
OS08G0346500	KN539650.1_FG006	100	100	1
OS08G0346900	KN539650.1_FG001	49	98	1
OS08G0346900	KN539650.1_FG004	49	98	1
OS08G0346900	KN545439.1_FG001	49	98	1
OS08G0348300	KN541248.1_FG001	49	75	1
OS08G0349300	KN540868.1_FG002	87	78	0
OS08G0351200	AMDW01037526.1_FG001	59	80	1
OS08G0352100	KN541248.1_FG001	58	95	1
OS08G0352250	KN540232.1_FG005	43	64	1
OS08G0353700	KN541248.1_FG001	54	90	1
OS08G0355400	KN540161.1_FG001	42	45	1
OS08G0356500	KN540495.1_FG003	33	44	0
OS08G0356700	KN540495.1_FG003	44	64	0
OS08G0356800	KN540495.1_FG003	36	48	0
OS08G0357000	KN540495.1_FG002	85	71	1
OS08G0357300	KN541992.1_FG001	100	63	1
OS08G0357700	KN539989.1_FG001	100	100	1
OS08G0359000	KN539989.1_FG003	65	60	0
OS08G0359050	KN539989.1_FG004	99	99	1
OS08G0359100	KN539989.1_FG005	88	48	1
OS08G0359300	KN539989.1_FG002	76	98	1
OS08G0359500	KN540529.1_FG006	98	55	1
OS08G0359500	KN542764.1_FG001	97	73	1
OS08G0360000	KN540529.1_FG003	81	96	1
OS08G0360100	KN540529.1_FG004	72	98	1
OS08G0360200	KN540529.1_FG005	54	28	1
OS08G0360300	AMDW01072620.1_FG001	59	73	1
OS08G0361000	KN539368.1_FG006	61	17	1
OS08G0361300	KN541891.1_FG002	48	72	1
OS08G0364900	KN542036.1_FG002	39	81	0
OS08G0365900	KN539823.1_FG004	77	99	1
OS08G0366000	KN539823.1_FG003	94	100	1
OS08G0366100	KN539823.1_FG006	67	67	1
OS08G0366200	KN539823.1_FG001	68	64	0
OS08G0368000	KN540444.1_FG001	76	28	1
OS08G0369000	KN539141.1_FG008	43	31	0
OS08G0369200	KN539141.1_FG010	69	72	1
OS08G0369300	KN539141.1_FG001	90	20	1
OS08G0369400	KN539086.1_FG012	34	92	1
OS08G0369800	KN539141.1_FG003	87	57	1
OS08G0371608	KN540704.1_FG001	84	85	0
OS08G0372166	AMDW01039351.1_FG001	51	54	0
OS08G0372700	KN540310.1_FG003	100	100	1
OS08G0372900	KN540310.1_FG002	45	95	0
OS08G0373000	KN542765.1_FG001	86	86	1
OS08G0374000	AMDW01031022.1_FG001	55	98	0
OS08G0374000	KN539299.1_FG004	99	99	0
OS08G0374100	KN539299.1_FG001	84	46	1
OS08G0374600	KN542152.1_FG002	59	36	1
OS08G0374701	KN542152.1_FG002	38	20	1
OS08G0374800	KN540191.1_FG001	84	91	1
OS08G0374900	KN540191.1_FG003	85	96	1
OS08G0375500	KN539353.1_FG009	98	98	1
OS08G0375700	KN539353.1_FG009	98	98	1
OS08G0375800	KN539353.1_FG006	85	96	1
OS08G0375900	KN539353.1_FG003	65	99	1
OS08G0376200	KN539353.1_FG008	14	9	0
OS08G0376300	KN539353.1_FG011	60	97	1
OS08G0376700	KN539353.1_FG004	53	45	0
OS08G0377100	KN539353.1_FG005	98	77	1
OS08G0377400	KN542249.1_FG001	70	96	1
OS08G0378300	KN541461.1_FG001	98	55	0
OS08G0378900	AMDW01030827.1_FG001	34	100	1
OS08G0379000	KN539158.1_FG007	73	90	1
OS08G0379200	KN539158.1_FG002	91	21	1
OS08G0379300	KN539158.1_FG011	87	99	1
OS08G0379400	KN539158.1_FG005	77	98	1
OS08G0380100	KN539158.1_FG008	75	87	0
OS08G0382400	KN539158.1_FG006	90	86	1
OS08G0382800	KN539158.1_FG010	79	60	0
OS08G0382800	KN542742.1_FG001	79	43	0
OS08G0383700	KN539756.1_FG001	56	57	1
OS08G0383800	KN539756.1_FG004	33	99	0
OS08G0384000	AMDW01069370.1_FG001	69	96	1
OS08G0384100	AMDW01069370.1_FG002	87	95	1
OS08G0384900	KN542029.1_FG001	90	86	1
OS08G0385900	KN542029.1_FG002	53	39	0
OS08G0386200	KN539431.1_FG005	67	98	1
OS08G0386300	KN539431.1_FG002	60	66	0
OS08G0386700	KN539431.1_FG008	90	84	0
OS08G0386800	KN539431.1_FG010	83	93	1
OS08G0386900	KN539431.1_FG003	98	56	1
OS08G0387200	KN539431.1_FG006	84	97	1
OS08G0387400	KN539431.1_FG004	77	96	0
OS08G0387500	KN539431.1_FG009	70	99	1
OS08G0387700	KN538878.1_FG005	38	37	0
OS08G0388300	KN538878.1_FG005	36	36	0
OS08G0389700	KN539795.1_FG007	91	100	1
OS08G0390000	KN539795.1_FG005	98	97	1
OS08G0390100	KN539795.1_FG003	74	67	0
OS08G0391700	KN539795.1_FG001	63	82	1
OS08G0392100	KN539795.1_FG008	60	93	1
OS08G0392500	KN539601.1_FG005	32	63	1
OS08G0392500	KN541594.1_FG002	99	61	1
OS08G0393600	KN539329.1_FG016	49	74	0
OS08G0395300	KN538888.1_FG011	70	86	1
OS08G0396700	KN538888.1_FG003	62	41	1
OS08G0397900	KN539594.1_FG007	64	96	1
OS08G0398000	KN539594.1_FG002	94	95	1
OS08G0398300	KN539594.1_FG011	96	98	1
OS08G0398350	KN539594.1_FG005	60	91	1
OS08G0398400	KN539594.1_FG008	99	92	0
OS08G0398500	AMDW01020686.1_FG001	51	98	1
OS08G0398700	KN539594.1_FG001	80	99	1
OS08G0398800	KN539594.1_FG012	52	83	1
OS08G0399300	KN539594.1_FG009	74	91	1
OS08G0399600	KN539594.1_FG003	15	77	1
OS08G0399600	KN539594.1_FG006	39	98	1
OS08G0400200	KN541022.1_FG003	95	99	1
OS08G0400300	KN541022.1_FG002	97	97	1
OS08G0401500	KN541022.1_FG005	97	89	1
OS08G0401800	KN544422.1_FG001	11	96	1
OS08G0402100	KN540177.1_FG004	68	93	1
OS08G0402600	KN540177.1_FG003	89	98	1
OS08G0402800	KN540177.1_FG002	76	97	1
OS08G0403300	KN540177.1_FG005	100	89	1
OS08G0404200	KN539889.1_FG001	100	100	1
OS08G0404300	KN539889.1_FG001	100	100	1
OS08G0404350	AMDW01040203.1_FG001	82	71	1
OS08G0405700	KN539766.1_FG005	32	86	0
OS08G0406400	KN539766.1_FG004	97	47	1
OS08G0406900	KN539766.1_FG003	36	41	1
OS08G0407000	KN539766.1_FG006	71	99	1
OS08G0407200	KN539766.1_FG001	100	100	1
OS08G0408200	KN541121.1_FG001	99	98	1
OS08G0409100	KN540693.1_FG001	83	100	1
OS08G0409900	KN541193.1_FG002	78	98	0
OS08G0410266	KN541193.1_FG003	46	78	1
OS08G0410500	KN541193.1_FG001	88	99	1
OS08G0410950	AMDW01076256.1_FG001	0	0	0
OS08G0411200	KN539495.1_FG006	50	62	1
OS08G0411300	KN539495.1_FG003	39	70	0
OS08G0412100	KN539495.1_FG012	78	98	1
OS08G0412200	KN539495.1_FG001	93	91	1
OS08G0412600	KN539495.1_FG008	92	65	0
OS08G0413000	KN539495.1_FG011	86	99	1
OS08G0413200	KN539495.1_FG002	64	92	1
OS08G0413500	KN539495.1_FG007	98	100	1
OS08G0414000	KN541832.1_FG002	56	33	1
OS08G0414200	KN541832.1_FG001	94	94	1
OS08G0414600	KN540882.1_FG002	40	38	0
OS08G0414700	KN540882.1_FG001	100	100	1
OS08G0416100	KN540474.1_FG002	94	100	1
OS08G0416400	KN540404.1_FG005	76	47	0
OS08G0416900	KN540404.1_FG003	63	81	1
OS08G0417000	KN540404.1_FG004	71	93	1
OS08G0417100	KN540404.1_FG001	90	99	1
OS08G0419100	KN540558.1_FG003	80	37	1
OS08G0419600	AMDW01012954.1_FG001	16	51	1
OS08G0420600	KN539686.1_FG005	97	87	1
OS08G0421700	KN539997.1_FG002	54	86	1
OS08G0421800	KN539997.1_FG003	67	85	1
OS08G0421850	KN539997.1_FG004	54	96	1
OS08G0422000	KN539997.1_FG001	74	69	1
OS08G0422200	KN541456.1_FG001	67	23	0
OS08G0423500	KN538927.1_FG012	99	99	1
OS08G0423600	KN538927.1_FG012	85	94	1
OS08G0424100	KN538927.1_FG006	25	46	1
OS08G0424200	AMDW01040640.1_FG001	58	68	1
OS08G0424500	KN538927.1_FG003	86	88	1
OS08G0424700	KN538927.1_FG011	100	100	1
OS08G0425000	KN538927.1_FG001	77	97	1
OS08G0425100	KN538927.1_FG004	95	84	1
OS08G0425200	KN538927.1_FG010	66	92	1
OS08G0425500	KN538927.1_FG013	65	97	1
OS08G0425700	KN538927.1_FG002	40	99	1
OS08G0426000	KN538855.1_FG011	27	43	1
OS08G0426100	KN538927.1_FG007	55	34	1
OS08G0426866	KN538927.1_FG014	16	37	0
OS08G0426866	KN540594.1_FG001	16	45	0
OS08G0427500	KN538927.1_FG009	83	58	1
OS08G0427700	KN539688.1_FG002	76	75	1
OS08G0427900	KN539688.1_FG006	73	90	1
OS08G0428100	KN539688.1_FG003	44	75	1
OS08G0428400	KN539688.1_FG001	65	96	1
OS08G0428900	AMDW01040835.1_FG001	37	99	1
OS08G0428900	KN539040.1_FG006	94	99	1
OS08G0430000	KN539040.1_FG001	96	96	1
OS08G0430100	KN539040.1_FG009	82	100	1
OS08G0430200	KN539040.1_FG008	96	96	1
OS08G0430300	KN543970.1_FG001	79	51	1
OS08G0430500	KN539040.1_FG002	100	100	1
OS08G0430600	KN539040.1_FG005	76	76	1
OS08G0430700	KN539040.1_FG007	92	98	1
OS08G0431100	KN538741.1_FG045	78	84	1
OS08G0431200	AMDW01039757.1_FG001	16	28	1
OS08G0431200	KN538741.1_FG040	2	4	1
OS08G0431300	KN538741.1_FG042	45	100	1
OS08G0431500	KN538741.1_FG039	72	98	1
OS08G0431900	KN538741.1_FG046	41	74	1
OS08G0432500	KN538741.1_FG044	86	80	1
OS08G0433100	KN538741.1_FG006	58	63	1
OS08G0433300	KN538741.1_FG004	59	60	1
OS08G0434000	KN538741.1_FG013	69	100	1
OS08G0434100	KN538741.1_FG008	29	60	0
OS08G0434300	KN538741.1_FG012	99	89	1
OS08G0434632	KN538741.1_FG011	100	16	0
OS08G0434700	KN538741.1_FG015	68	86	1
OS08G0435800	KN538741.1_FG018	97	91	1
OS08G0435900	KN538741.1_FG016	98	98	1
OS08G0436000	KN538741.1_FG010	87	96	1
OS08G0436100	KN538741.1_FG003	58	84	1
OS08G0436200	KN538741.1_FG005	30	70	0
OS08G0436600	KN541970.1_FG001	2	1	1
OS08G0436700	KN541970.1_FG003	99	99	1
OS08G0436800	AMDW01037077.1_FG001	45	100	1
OS08G0436800	KN541970.1_FG002	100	100	1
OS08G0438701	KN539896.1_FG003	87	31	1
OS08G0439000	KN539896.1_FG002	14	12	1
OS08G0439100	KN539784.1_FG002	78	60	1
OS08G0440000	KN539784.1_FG006	70	76	1
OS08G0440200	KN539784.1_FG004	48	21	1
OS08G0440300	KN539784.1_FG003	81	98	1
OS08G0440500	KN539784.1_FG001	50	100	1
OS08G0440800	KN541102.1_FG002	89	97	1
OS08G0440900	KN541102.1_FG003	73	34	1
OS08G0441300	KN541102.1_FG001	26	97	1
OS08G0441400	KN538705.1_FG049	84	80	1
OS08G0441500	KN538705.1_FG047	99	95	1
OS08G0441600	KN538705.1_FG054	66	98	1
OS08G0441900	KN538705.1_FG060	83	91	1
OS08G0442000	AMDW01039040.1_FG001	62	88	1
OS08G0442000	KN538705.1_FG062	97	30	1
OS08G0442200	KN538705.1_FG053	99	98	1
OS08G0442300	KN538705.1_FG046	58	100	1
OS08G0442350	KN538705.1_FG059	93	88	1
OS08G0442700	KN538705.1_FG061	77	90	0
OS08G0444100	KN538705.1_FG058	83	94	1
OS08G0444440	KN538705.1_FG048	84	45	0
OS08G0445000	KN538705.1_FG033	46	95	1
OS08G0445700	KN538705.1_FG031	93	95	1
OS08G0446200	KN538705.1_FG028	89	98	1
OS08G0446400	KN538705.1_FG027	83	87	1
OS08G0446800	KN538705.1_FG029	39	93	1
OS08G0447000	KN538705.1_FG010	77	39	1
OS08G0447500	KN538705.1_FG006	98	88	0
OS08G0447900	KN538705.1_FG003	92	96	1
OS08G0448000	KN538705.1_FG009	79	99	1
OS08G0450100	KN538705.1_FG005	80	98	1
OS08G0450200	KN538705.1_FG011	84	99	1
OS08G0450700	KN538705.1_FG002	100	35	1
OS08G0450800	KN538705.1_FG002	96	45	1
OS08G0451000	KN538705.1_FG007	96	98	1
OS08G0451400	KN539368.1_FG001	62	89	1
OS08G0451500	KN539368.1_FG006	64	16	1
OS08G0451800	KN539368.1_FG003	39	99	1
OS08G0452100	KN539368.1_FG004	63	96	1
OS08G0453700	KN539542.1_FG006	39	58	1
OS08G0453800	KN539542.1_FG003	64	68	1
OS08G0454500	KN541617.1_FG002	93	79	0
OS08G0455800	KN539542.1_FG002	100	100	1
OS08G0456200	KN539350.1_FG007	73	97	1
OS08G0457400	KN539350.1_FG002	81	99	1
OS08G0457600	KN539350.1_FG008	64	74	0
OS08G0458200	KN539350.1_FG010	80	94	1
OS08G0458600	KN539350.1_FG006	86	94	1
OS08G0459100	KN539350.1_FG009	69	99	1
OS08G0459300	KN540225.1_FG002	80	84	0
OS08G0459600	KN540225.1_FG004	93	87	1
OS08G0459700	KN540225.1_FG003	92	99	1
OS08G0460000	KN540225.1_FG007	99	99	1
OS08G0460600	KN540225.1_FG005	89	25	0
OS08G0460700	KN540563.1_FG005	24	24	1
OS08G0460800	KN540563.1_FG001	72	73	1
OS08G0460900	KN540563.1_FG007	94	83	1
OS08G0461000	KN540563.1_FG003	32	34	1
OS08G0461300	KN540563.1_FG004	58	57	1
OS08G0461800	KN540563.1_FG006	89	34	1
OS08G0462000	KN539508.1_FG009	78	39	1
OS08G0462300	KN540563.1_FG002	54	97	1
OS08G0462700	KN538716.1_FG035	47	94	1
OS08G0462900	KN538716.1_FG032	52	84	1
OS08G0464000	KN538716.1_FG029	86	81	0
OS08G0465700	KN538716.1_FG037	87	97	1
OS08G0465800	KN538716.1_FG027	95	92	0
OS08G0466200	KN538716.1_FG033	98	98	1
OS08G0467100	KN538716.1_FG028	50	97	1
OS08G0467300	KN538716.1_FG065	35	97	1
OS08G0467400	KN538716.1_FG068	79	94	1
OS08G0467500	KN538716.1_FG057	84	83	1
OS08G0467600	KN538716.1_FG050	49	87	1
OS08G0468400	KN538716.1_FG059	83	93	1
OS08G0468700	KN538716.1_FG066	92	99	1
OS08G0469200	KN538727.1_FG040	56	36	1
OS08G0469400	KN538716.1_FG003	75	71	1
OS08G0469500	KN538716.1_FG009	53	90	1
OS08G0469700	KN538716.1_FG013	94	89	1
OS08G0470200	KN538716.1_FG004	75	100	1
OS08G0470700	KN538716.1_FG005	66	85	1
OS08G0470700	KN538716.1_FG061	57	89	1
OS08G0471800	KN538716.1_FG002	89	89	1
OS08G0471900	KN538716.1_FG007	85	94	1
OS08G0471950	KN538716.1_FG012	45	34	1
OS08G0472600	KN539396.1_FG007	74	93	1
OS08G0472800	KN539396.1_FG005	68	99	1
OS08G0473600	KN539396.1_FG002	89	99	1
OS08G0473900	KN539396.1_FG008	91	100	1
OS08G0474000	KN539396.1_FG009	77	63	1
OS08G0474400	KN539396.1_FG001	86	96	1
OS08G0474600	KN539396.1_FG006	99	99	1
OS08G0474700	KN539396.1_FG004	99	99	1
OS08G0475500	KN538692.1_FG012	62	71	1
OS08G0476000	AMDW01040685.1_FG001	71	63	1
OS08G0476100	AMDW01040685.1_FG001	4	2	1
OS08G0476300	KN538692.1_FG003	67	77	1
OS08G0476400	KN538692.1_FG011	81	92	1
OS08G0476600	KN538762.1_FG018	24	82	0
OS08G0476900	KN538692.1_FG016	97	97	1
OS08G0477100	AMDW01003557.1_FG001	12	95	0
OS08G0477100	KN538692.1_FG001	84	96	0
OS08G0477100	KN538692.1_FG004	45	96	0
OS08G0477500	KN538692.1_FG010	83	56	1
OS08G0477600	KN538692.1_FG005	89	96	0
OS08G0477800	KN538692.1_FG013	93	62	1
OS08G0478000	KN538692.1_FG002	86	100	1
OS08G0478100	KN538692.1_FG006	63	100	1
OS08G0478200	KN538692.1_FG015	93	100	1
OS08G0478500	KN538692.1_FG009	52	99	1
OS08G0478800	KN538692.1_FG014	99	98	1
OS08G0479300	KN538692.1_FG113	79	96	1
OS08G0480000	KN538692.1_FG112	89	74	1
OS08G0480200	KN538692.1_FG107	99	34	1
OS08G0480400	KN538692.1_FG115	74	99	1
OS08G0480500	KN538929.1_FG017	43	52	1
OS08G0480500	KN538959.1_FG016	51	88	1
OS08G0480800	KN538692.1_FG065	81	100	1
OS08G0481000	KN538692.1_FG077	86	99	1
OS08G0481100	KN538692.1_FG070	97	98	1
OS08G0481200	KN538692.1_FG080	96	99	1
OS08G0481800	KN538692.1_FG069	100	71	1
OS08G0481800	KN538692.1_FG116	100	49	1
OS08G0481950	KN538692.1_FG061	87	33	0
OS08G0482600	KN538692.1_FG076	97	65	1
OS08G0483200	KN538692.1_FG059	66	98	1
OS08G0483600	KN538692.1_FG072	67	46	1
OS08G0484400	KN538692.1_FG042	14	75	1
OS08G0484400	KN538692.1_FG068	64	85	1
OS08G0484500	KN538692.1_FG038	70	99	1
OS08G0484600	KN538692.1_FG035	100	99	1
OS08G0484700	KN538692.1_FG041	24	77	0
OS08G0484800	KN538692.1_FG045	41	89	1
OS08G0485400	KN538692.1_FG036	95	49	1
OS08G0485400	KN538692.1_FG064	95	56	1
OS08G0485600	KN538692.1_FG040	76	40	1
OS08G0485900	KN538692.1_FG037	42	88	1
OS08G0486100	KN538692.1_FG043	99	26	1
OS08G0486200	KN538692.1_FG034	67	55	1
OS08G0486300	KN538692.1_FG039	40	99	1
OS08G0486700	KN538692.1_FG044	98	98	1
OS08G0487700	KN540698.1_FG001	58	88	1
OS08G0487800	KN540698.1_FG004	96	68	1
OS08G0488100	KN538944.1_FG019	62	34	1
OS08G0488700	KN540698.1_FG003	25	77	0
OS08G0488800	AMDW01032070.1_FG001	59	59	1
OS08G0488800	KN540698.1_FG002	86	35	1
OS08G0489300	KN538978.1_FG005	88	98	1
OS08G0489800	KN538978.1_FG003	98	98	1
OS08G0490000	KN538978.1_FG010	79	81	0
OS08G0490300	KN538978.1_FG018	69	99	1
OS08G0490700	KN538978.1_FG009	71	82	1
OS08G0490900	KN538978.1_FG002	71	98	1
OS08G0491200	KN538978.1_FG015	99	30	1
OS08G0491400	KN538978.1_FG011	31	88	1
OS08G0491400	KN540916.1_FG002	54	30	1
OS08G0492000	KN538978.1_FG001	99	99	1
OS08G0492100	KN538978.1_FG012	44	52	1
OS08G0492400	KN538978.1_FG008	93	86	1
OS08G0493100	KN540993.1_FG001	11	14	0
OS08G0493500	AMDW01131594.1_FG001	34	82	1
OS08G0493900	KN540739.1_FG002	87	99	1
OS08G0494300	KN540739.1_FG003	87	57	1
OS08G0494350	KN540739.1_FG001	98	48	1
OS08G0495500	KN544452.1_FG001	87	92	1
OS08G0495800	KN542500.1_FG001	82	98	1
OS08G0496000	KN540551.1_FG002	87	83	1
OS08G0496200	KN540551.1_FG006	98	85	1
OS08G0496500	AMDW01025897.1_FG001	51	100	1
OS08G0496900	KN540551.1_FG005	95	99	1
OS08G0497300	KN540936.1_FG002	94	97	1
OS08G0497600	KN541166.1_FG001	82	98	1
OS08G0497900	AMDW01040598.1_FG001	50	94	1
OS08G0497900	KN541166.1_FG004	50	94	1
OS08G0498100	KN541166.1_FG003	100	100	1
OS08G0498400	KN541166.1_FG002	88	99	1
OS08G0498600	KN541166.1_FG005	97	97	1
OS08G0499100	KN542631.1_FG001	81	95	1
OS08G0499200	KN539998.1_FG007	70	99	1
OS08G0499300	KN539998.1_FG005	95	98	1
OS08G0499400	KN539998.1_FG002	74	97	1
OS08G0499800	KN539998.1_FG008	87	45	1
OS08G0499900	KN539998.1_FG009	61	19	1
OS08G0500000	KN539998.1_FG001	53	94	1
OS08G0500100	KN539998.1_FG003	100	96	1
OS08G0500200	KN539998.1_FG006	97	97	1
OS08G0500300	KN539998.1_FG004	81	93	1
OS08G0500500	KN540544.1_FG001	98	98	1
OS08G0500600	KN540544.1_FG006	73	93	1
OS08G0500700	KN540544.1_FG003	95	100	1
OS08G0500800	KN540544.1_FG004	78	97	0
OS08G0501000	KN540544.1_FG005	84	82	1
OS08G0501088	KN544482.1_FG001	48	10	0
OS08G0501132	KN542038.1_FG002	69	63	1
OS08G0501200	KN542263.1_FG001	73	88	1
OS08G0501500	KN542038.1_FG003	96	90	1
OS08G0501600	KN541446.1_FG001	81	92	1
OS08G0501700	KN542038.1_FG001	59	76	1
OS08G0502000	KN541483.1_FG002	94	74	0
OS08G0502600	KN540530.1_FG001	95	91	1
OS08G0502700	KN540530.1_FG004	100	100	1
OS08G0502800	KN540530.1_FG003	38	92	0
OS08G0503200	AMDW01039270.1_FG001	15	97	1
OS08G0503200	KN542436.1_FG001	35	97	1
OS08G0503700	KN542436.1_FG002	46	99	1
OS08G0503800	KN541598.1_FG003	66	94	1
OS08G0504000	KN539826.1_FG004	31	59	1
OS08G0504000	KN541598.1_FG001	35	94	1
OS08G0504400	KN540747.1_FG005	80	79	0
OS08G0504500	KN540747.1_FG002	74	95	1
OS08G0504600	KN540747.1_FG003	97	86	1
OS08G0504700	KN540747.1_FG004	100	100	1
OS08G0504900	KN540179.1_FG005	98	29	1
OS08G0505200	KN540179.1_FG007	89	91	1
OS08G0505300	KN540179.1_FG003	100	54	1
OS08G0505700	KN540179.1_FG004	91	97	1
OS08G0506000	KN539577.1_FG007	63	97	1
OS08G0506100	AMDW01033465.1_FG001	17	97	1
OS08G0506100	KN539577.1_FG005	43	41	1
