Gene stable ID	Leersia perrieri gene stable ID	% identity	Leersia perrieri % identity	Orthology confidence [0 low, 1 high]
OS07G0691200	LPERR07G23940	82	84	1
OS07G0691300	LPERR07G23950	74	35	1
OS07G0691600	LPERR07G23960	80	84	1
OS07G0691700	LPERR07G23980	44	52	1
OS07G0691800	LPERR07G23990	99	80	1
OS07G0692200	LPERR07G24000	63	61	1
OS07G0692600	LPERR07G24020	88	24	1
OS07G0692800	LPERR07G24010	46	81	1
OS07G0692900	LPERR07G24040	89	94	1
OS07G0693000	LPERR07G24050	83	81	1
OS07G0693100	LPERR07G24060	58	87	1
OS07G0693400	LPERR07G24070	93	64	1
OS07G0693500	LPERR07G24080	94	86	1
OS07G0693600	LPERR07G24090	63	74	1
OS07G0693700	LPERR07G24110	84	86	1
OS07G0693900	LPERR07G24120	91	92	1
OS07G0694000	LPERR07G24130	83	80	1
OS07G0694200	LPERR01G12730	57	36	1
OS07G0694200	LPERR08G13330	60	28	1
OS07G0694300	LPERR05G06580	36	34	0
OS07G0694400	LPERR07G24160	75	77	1
OS07G0694500	LPERR07G24170	76	76	1
OS07G0694600	LPERR07G24180	84	77	1
OS07G0694700	LPERR07G24190	90	90	1
OS07G0694800	LPERR07G24200	86	88	1
OS07G0695100	LPERR07G24210	88	90	1
OS07G0695400	LPERR07G24230	75	76	1
OS07G0695700	LPERR07G24240	69	67	1
OS07G0695800	LPERR07G24250	87	97	1
OS07G0695900	LPERR07G24260	70	70	1
OS08G0100200	LPERR08G00080	73	74	1
OS08G0100400	LPERR08G00090	77	53	1
OS08G0100500	LPERR08G00100	81	48	1
OS08G0100800	LPERR08G00110	64	56	1
OS08G0101000	LPERR08G00120	69	72	1
OS08G0101100	LPERR08G00140	67	67	1
OS08G0101400	LPERR08G00160	79	84	1
OS08G0101500	LPERR08G00170	81	78	1
OS08G0101600	LPERR08G00180	80	14	1
OS08G0101700	LPERR08G00200	76	77	1
OS08G0101800	LPERR08G00210	69	71	1
OS08G0101900	LPERR04G25610	49	46	0
OS08G0102000	LPERR08G00230	70	70	1
OS08G0102100	LPERR08G00250	94	94	1
OS08G0102250	LPERR08G00260	66	57	1
OS08G0102400	LPERR08G00270	53	55	1
OS08G0102700	LPERR08G00290	88	89	1
OS08G0102800	LPERR08G00300	42	34	1
OS08G0102900	LPERR02G07280	27	51	1
OS08G0103300	LPERR08G00330	93	94	1
OS08G0103400	LPERR08G00340	90	86	1
OS08G0103500	LPERR08G00350	82	85	1
OS08G0103600	LPERR08G00360	69	78	1
OS08G0103900	LPERR08G00380	47	90	1
OS08G0104100	LPERR08G00390	91	93	1
OS08G0104300	LPERR08G00400	84	82	1
OS08G0104400	LPERR08G00420	51	58	1
OS08G0104600	LPERR08G00460	94	93	1
OS08G0104700	LPERR08G00470	86	87	1
OS08G0104800	LPERR08G00490	58	62	1
OS08G0104900	LPERR08G00500	98	33	1
OS08G0105100	LPERR08G00510	83	81	1
OS08G0106000	LPERR08G00540	71	40	1
OS08G0106300	LPERR08G00530	71	40	1
OS08G0106300	LPERR08G00560	81	46	1
OS08G0106501	LPERR08G00640	65	65	1
OS08G0106600	LPERR08G00660	53	62	1
OS08G0107100	LPERR08G00720	94	94	1
OS08G0107300	LPERR08G00730	88	88	1
OS08G0107400	LPERR08G00740	50	40	1
OS08G0107500	LPERR08G00750	93	93	1
OS08G0107500	LPERR08G00800	25	83	1
OS08G0107500	LPERR08G00830	46	82	1
OS08G0107700	LPERR08G00770	22	53	1
OS08G0107800	LPERR08G01080	76	51	1
OS08G0107900	LPERR08G01070	74	83	1
OS08G0108100	LPERR08G01060	65	66	1
OS08G0108200	LPERR08G01050	90	90	1
OS08G0108300	LPERR08G01040	28	79	1
OS08G0108500	LPERR08G01030	52	54	1
OS08G0108700	LPERR08G01020	81	85	1
OS08G0109000	LPERR08G01000	96	96	1
OS08G0109200	LPERR08G00990	88	29	1
OS08G0109300	LPERR08G00980	92	91	1
OS08G0109400	LPERR08G00960	63	84	1
OS08G0109500	LPERR08G00940	81	82	1
OS08G0109800	LPERR08G00920	76	74	0
OS08G0109900	LPERR08G00910	92	78	1
OS08G0110000	LPERR08G00900	93	92	1
OS08G0110100	LPERR01G24340	85	85	1
OS08G0110200	LPERR08G00810	57	75	1
OS08G0110200	LPERR08G00870	60	69	1
OS08G0110200	LPERR08G00890	50	70	1
OS08G0110200	LPERR08G01090	52	69	1
OS08G0110200	LPERR08G02960	68	61	1
OS08G0110300	LPERR08G01100	93	93	1
OS08G0110400	LPERR08G01110	84	86	1
OS08G0110500	LPERR08G01120	94	92	1
OS08G0110600	LPERR08G01130	59	65	1
OS08G0110700	LPERR08G01140	77	85	1
OS08G0110800	LPERR08G01150	93	56	1
OS08G0111200	LPERR08G01160	79	79	1
OS08G0111300	LPERR08G01170	65	32	0
OS08G0111300	LPERR08G01180	59	61	0
OS08G0111500	LPERR08G01170	55	30	0
OS08G0111500	LPERR08G01180	51	59	0
OS08G0112300	LPERR08G01190	75	69	1
OS08G0112500	LPERR08G01210	92	50	1
OS08G0112600	LPERR08G01240	97	96	1
OS08G0112700	LPERR08G01250	93	81	1
OS08G0112800	LPERR08G01260	83	84	1
OS08G0112900	LPERR08G01270	83	80	1
OS08G0113100	LPERR08G01290	97	97	1
OS08G0113200	LPERR08G01300	85	84	1
OS08G0113300	LPERR08G01310	85	66	1
OS08G0113400	LPERR08G01320	49	63	1
OS08G0113700	LPERR08G01340	62	75	1
OS08G0113800	LPERR08G01350	88	82	1
OS08G0113900	LPERR08G01360	56	59	1
OS08G0114100	LPERR08G01370	85	74	1
OS08G0114200	LPERR08G01390	78	80	1
OS08G0114300	LPERR08G01400	86	85	1
OS08G0115200	LPERR08G01410	88	84	0
OS08G0115800	LPERR08G01440	85	57	0
OS08G0116400	LPERR08G01450	81	74	1
OS08G0116500	LPERR07G00880	96	96	1
OS08G0116500	LPERR08G01460	96	69	1
OS08G0116566	LPERR08G01470	76	8	1
OS08G0116700	LPERR08G01470	73	12	1
OS08G0116900	LPERR08G01480	94	94	1
OS08G0117000	LPERR08G01490	77	71	0
OS08G0117100	LPERR08G01510	81	83	1
OS08G0117200	LPERR08G01520	84	33	1
OS08G0117300	LPERR08G01520	93	35	1
OS08G0117400	LPERR08G01530	99	99	1
OS08G0117700	LPERR08G01540	82	81	1
OS08G0117800	LPERR08G01550	82	83	1
OS08G0117900	LPERR08G01570	85	85	1
OS08G0118000	LPERR08G01580	72	69	1
OS08G0118100	LPERR08G01590	86	77	1
OS08G0118500	LPERR08G01600	71	79	1
OS08G0118800	LPERR08G01610	84	87	1
OS08G0118900	LPERR08G01620	92	91	1
OS08G0119000	LPERR08G01630	92	93	1
OS08G0119100	LPERR08G01640	21	69	1
OS08G0119300	LPERR06G02810	22	20	1
OS08G0119500	LPERR08G01660	89	43	1
OS08G0119700	LPERR08G01670	39	44	1
OS08G0120000	LPERR08G01680	68	59	0
OS08G0120200	LPERR08G01690	75	87	1
OS08G0120500	LPERR08G01700	95	94	1
OS08G0120600	LPERR08G01710	86	83	1
OS08G0121400	LPERR08G01730	74	57	1
OS08G0121800	LPERR08G01730	73	74	1
OS08G0121900	LPERR08G01740	90	90	1
OS08G0123300	LPERR11G04090	70	19	1
OS08G0123400	LPERR08G01750	48	40	1
OS08G0123900	LPERR03G29270	75	34	1
OS08G0124000	LPERR03G29270	68	72	1
OS08G0124500	LPERR08G01760	80	36	1
OS08G0124600	LPERR08G01770	59	61	1
OS08G0124600	LPERR08G01780	60	63	1
OS08G0124700	LPERR08G01800	50	45	1
OS08G0125200	LPERR08G01760	85	31	1
OS08G0125800	LPERR08G01800	58	74	1
OS08G0126000	LPERR01G15580	49	49	1
OS08G0126100	LPERR01G15580	56	52	1
OS08G0126300	LPERR08G01810	98	98	1
OS08G0126500	LPERR08G01380	63	59	1
OS08G0126700	LPERR03G19480	69	78	1
OS08G0127100	LPERR08G01850	94	95	1
OS08G0127500	LPERR08G01870	83	86	1
OS08G0127600	LPERR08G01880	97	96	1
OS08G0127700	LPERR08G01890	99	99	1
OS08G0127800	LPERR08G01900	50	58	1
OS08G0128000	LPERR08G01910	75	95	1
OS08G0128200	LPERR08G01920	86	86	1
OS08G0128300	LPERR08G18910	96	40	1
OS08G0128500	LPERR02G00740	97	97	1
OS08G0128500	LPERR03G02400	98	98	1
OS08G0128700	LPERR08G01930	59	62	1
OS08G0129200	LPERR08G02000	63	87	1
OS08G0129300	LPERR08G01960	35	33	0
OS08G0129300	LPERR08G01980	20	38	0
OS08G0129400	LPERR08G06030	20	25	0
OS08G0129500	LPERR08G02010	87	87	1
OS08G0129600	LPERR08G02030	91	94	1
OS08G0129700	LPERR08G02050	89	98	1
OS08G0129900	LPERR08G02110	70	77	1
OS08G0130000	LPERR08G02120	79	80	1
OS08G0130100	LPERR08G02130	97	95	1
OS08G0130400	LPERR08G02150	82	19	1
OS08G0130500	LPERR08G02160	95	95	1
OS08G0130600	LPERR08G02170	90	86	1
OS08G0130900	LPERR08G02180	94	94	1
OS08G0131100	LPERR08G02190	89	88	1
OS08G0132000	LPERR08G02210	58	41	1
OS08G0132100	LPERR08G02220	58	70	1
OS08G0132600	LPERR08G02220	56	69	1
OS08G0133000	LPERR08G02230	84	89	1
OS08G0133700	LPERR08G02230	85	89	1
OS08G0134900	LPERR08G01500	56	58	1
OS08G0135100	LPERR08G02240	88	93	1
OS08G0135300	LPERR08G02260	83	17	1
OS08G0135400	LPERR08G02270	83	67	1
OS08G0135600	LPERR08G02280	22	8	0
OS08G0135800	LPERR08G02350	81	83	1
OS08G0135900	LPERR08G02360	86	86	1
OS08G0136100	LPERR08G02370	88	88	1
OS08G0137100	LPERR08G02380	91	97	1
OS08G0137200	LPERR08G02390	97	98	1
OS08G0137250	LPERR08G02400	70	84	1
OS08G0137300	LPERR08G02410	82	83	1
OS08G0137800	LPERR08G02430	73	25	1
OS08G0137900	LPERR08G02430	73	24	1
OS08G0138100	LPERR08G02430	69	24	1
OS08G0138200	LPERR08G02430	64	22	1
OS08G0138400	LPERR08G02460	63	66	1
OS08G0138500	LPERR08G02470	90	92	1
OS08G0138600	LPERR08G02480	68	89	1
OS08G0138700	LPERR08G02490	94	93	1
OS08G0138900	LPERR08G02500	79	82	1
OS08G0139000	LPERR08G02510	94	95	1
OS08G0139100	LPERR08G02520	77	78	1
OS08G0139200	LPERR08G02530	92	87	1
OS08G0139700	LPERR08G02560	79	72	1
OS08G0140500	LPERR08G02590	91	91	1
OS08G0141000	LPERR08G02600	32	36	1
OS08G0141000	LPERR08G02610	49	38	1
OS08G0141300	LPERR08G02640	91	89	1
OS08G0141400	LPERR08G02660	93	60	1
OS08G0141700	LPERR08G02690	31	34	1
OS08G0142500	LPERR08G02720	60	62	1
OS08G0142500	LPERR08G02730	59	35	1
OS08G0142900	LPERR08G02720	62	62	1
OS08G0142900	LPERR08G02730	64	37	1
OS08G0143150	LPERR08G02740	59	61	1
OS08G0143300	LPERR08G02750	69	54	1
OS08G0143400	LPERR08G02760	56	86	1
OS08G0143500	LPERR08G02770	36	93	1
OS08G0143600	LPERR08G02780	56	62	0
OS08G0143700	LPERR08G02790	83	75	1
OS08G0144000	LPERR08G02800	63	85	1
OS08G0144100	LPERR08G02820	85	85	1
OS08G0144400	LPERR08G02830	47	63	1
OS08G0145600	LPERR08G02830	76	43	1
OS08G0148267	LPERR08G02850	76	76	0
OS08G0148566	LPERR05G03760	29	29	0
OS08G0148566	LPERR05G03820	31	28	0
OS08G0149100	LPERR10G02000	22	18	0
OS08G0149100	LPERR10G04110	22	19	0
OS08G0149100	LPERR10G04130	19	20	0
OS08G0149333	LPERR08G02900	60	15	0
OS08G0149333	LPERR08G02930	40	10	0
OS08G0149800	LPERR08G02900	63	9	0
OS08G0149800	LPERR08G02930	37	5	0
OS08G0149850	LPERR08G02900	40	12	0
OS08G0149850	LPERR08G02930	65	20	0
OS08G0150200	LPERR08G02940	64	36	1
OS08G0150600	LPERR08G02970	79	6	1
OS08G0150700	LPERR08G02980	74	75	1
OS08G0150800	LPERR08G03000	80	86	1
OS08G0151000	LPERR08G03010	83	81	1
OS08G0151300	LPERR08G03020	73	74	0
OS08G0151400	LPERR08G03030	97	21	1
OS08G0151600	LPERR08G03070	23	89	0
OS08G0151700	LPERR08G03080	82	82	1
OS08G0151800	LPERR08G03090	91	91	1
OS08G0151900	LPERR08G03100	59	41	1
OS08G0152000	LPERR08G03130	72	73	1
OS08G0152300	LPERR08G03150	72	62	1
OS08G0152400	LPERR08G03150	86	20	1
OS08G0152600	LPERR08G03160	90	42	1
OS08G0152700	LPERR08G03170	89	89	1
OS08G0152800	LPERR08G03180	78	93	1
OS08G0152900	LPERR08G03190	81	39	1
OS08G0153600	LPERR08G03270	71	68	1
OS08G0153900	LPERR08G03260	73	38	1
OS08G0154000	LPERR08G03250	74	78	1
OS08G0154250	LPERR08G03280	88	89	1
OS08G0154300	LPERR08G03290	94	94	1
OS08G0154600	LPERR08G03300	91	91	1
OS08G0154700	LPERR08G03310	100	100	1
OS08G0154900	LPERR08G03320	92	93	1
OS08G0155000	LPERR08G03330	98	98	1
OS08G0155100	LPERR08G03340	91	90	1
OS08G0155400	LPERR08G03350	88	76	1
OS08G0155900	LPERR08G03370	57	63	1
OS08G0156000	LPERR08G03390	86	71	1
OS08G0156100	LPERR08G03390	83	70	1
OS08G0156600	LPERR08G03400	82	94	1
OS08G0156700	LPERR08G03410	83	83	1
OS08G0156800	LPERR08G03420	98	97	1
OS08G0156900	LPERR08G03430	83	88	1
OS08G0157000	LPERR08G03440	96	97	1
OS08G0157100	LPERR08G03450	94	88	1
OS08G0157400	LPERR08G03460	80	77	1
OS08G0157500	LPERR08G03470	87	88	1
OS08G0157600	LPERR08G03480	90	80	1
OS08G0157700	LPERR08G03490	52	57	1
OS08G0157800	LPERR08G03500	71	73	1
OS08G0157900	LPERR08G03510	79	83	1
OS08G0158900	LPERR08G03530	90	84	1
OS08G0159000	LPERR08G03540	81	84	1
OS08G0159100	LPERR08G03550	76	83	1
OS08G0159500	LPERR08G03560	77	99	1
OS08G0159700	LPERR08G03570	76	77	0
OS08G0159800	LPERR08G03580	83	83	1
OS08G0159900	LPERR08G03590	92	92	1
OS08G0160000	LPERR06G09280	95	95	1
OS08G0160000	LPERR08G03600	97	97	1
OS08G0160300	LPERR08G03610	71	70	1
OS08G0160500	LPERR08G03630	94	94	1
OS08G0161500	LPERR08G03640	86	91	1
OS08G0161750	LPERR08G03650	54	26	1
OS08G0161800	LPERR08G03660	89	88	1
OS08G0161900	LPERR08G03670	96	96	1
OS08G0162000	LPERR08G03680	88	28	1
OS08G0162100	LPERR08G03690	98	98	1
OS08G0162200	LPERR08G03700	72	93	1
OS08G0162400	LPERR08G03720	72	61	1
OS08G0162500	LPERR08G03730	78	75	1
OS08G0162600	LPERR08G03750	95	95	1
OS08G0162700	LPERR08G03760	80	78	1
OS08G0162800	LPERR08G03770	85	84	1
OS08G0163100	LPERR02G13650	65	62	0
OS08G0163100	LPERR09G16310	71	64	0
OS08G0163200	LPERR08G03830	87	57	1
OS08G0163300	LPERR08G03840	50	64	1
OS08G0163400	LPERR08G03850	61	48	1
OS08G0163600	LPERR08G03860	54	57	1
OS08G0163800	LPERR01G17380	25	47	1
OS08G0163900	LPERR08G03880	21	36	1
OS08G0164000	LPERR11G16010	22	25	1
OS08G0165601	LPERR05G21960	50	53	1
OS08G0165800	LPERR07G03100	43	35	1
OS08G0167000	LPERR08G03930	75	77	1
OS08G0167400	LPERR08G03950	84	85	1
OS08G0167500	LPERR02G03740	28	67	1
OS08G0167500	LPERR08G03960	83	83	1
OS08G0167800	LPERR08G03990	79	48	1
OS08G0168000	LPERR08G03990	72	73	1
OS08G0168400	LPERR08G04030	71	47	1
OS08G0168700	LPERR04G05080	4	18	0
OS08G0168700	LPERR07G19640	2	8	0
OS08G0169600	LPERR08G04070	74	25	1
OS08G0169700	LPERR08G04080	91	69	1
OS08G0169800	LPERR08G04090	78	67	1
OS08G0170700	LPERR08G04100	58	33	1
OS08G0170900	LPERR08G04130	92	92	1
OS08G0171000	LPERR08G04140	90	90	1
OS08G0171333	LPERR08G04160	62	51	1
OS08G0171600	LPERR08G04170	89	33	1
OS08G0171700	LPERR08G04180	49	48	0
OS08G0171800	LPERR08G04190	52	58	1
OS08G0172200	LPERR01G27510	81	78	1
OS08G0172200	LPERR08G02990	90	86	1
OS08G0173300	LPERR08G04270	36	52	1
OS08G0173300	LPERR08G04290	20	40	1
OS08G0173300	LPERR08G04320	38	53	1
OS08G0173300	LPERR08G04330	36	51	1
OS08G0173600	LPERR08G04360	55	46	1
OS08G0173700	LPERR08G04370	70	73	1
OS08G0174100	LPERR08G04380	38	40	1
OS08G0174300	LPERR08G04390	72	48	1
OS08G0174500	LPERR08G04400	69	75	0
OS08G0174700	LPERR08G04410	94	98	1
OS08G0174800	LPERR08G04460	59	58	1
OS08G0174900	LPERR08G04420	78	77	1
OS08G0175200	LPERR08G04430	80	81	1
OS08G0175300	LPERR08G04450	87	49	1
OS08G0175600	LPERR08G04450	84	26	1
OS08G0175700	LPERR11G09990	38	25	1
OS08G0176200	LPERR08G04410	83	55	1
OS08G0176800	LPERR08G04490	99	99	1
OS08G0176900	LPERR08G04500	65	59	1
OS08G0177300	LPERR11G18970	82	51	1
OS08G0177500	LPERR08G04520	79	76	1
OS08G0177600	LPERR08G04530	76	65	1
OS08G0177800	LPERR08G04550	75	66	1
OS08G0178100	LPERR08G04560	94	96	1
OS08G0178200	LPERR08G04570	84	91	1
OS08G0178300	LPERR08G04580	92	79	1
OS08G0178500	LPERR08G04590	66	66	1
OS08G0178700	LPERR08G04600	82	90	1
OS08G0178800	LPERR08G04610	71	73	0
OS08G0179000	LPERR09G14660	23	45	0
OS08G0179400	LPERR08G04630	71	58	1
OS08G0179900	LPERR08G04640	65	73	1
OS08G0180000	LPERR08G04650	84	88	1
OS08G0180100	LPERR08G04660	96	23	1
OS08G0180300	LPERR08G04710	79	85	1
OS08G0180400	LPERR08G04720	94	35	1
OS08G0182400	LPERR01G38820	41	53	1
OS08G0183900	LPERR08G07800	26	25	0
OS08G0185300	LPERR01G38820	41	53	1
OS08G0187700	LPERR08G04940	78	81	1
OS08G0187800	LPERR08G04950	96	85	1
OS08G0187900	LPERR08G04960	64	67	1
OS08G0188000	LPERR08G04970	82	83	1
OS08G0188900	LPERR08G04980	80	32	1
OS08G0189100	LPERR08G04980	78	32	1
OS08G0189400	LPERR08G04990	91	50	0
OS08G0189500	LPERR08G04990	88	49	0
OS08G0189600	LPERR08G04990	89	50	0
OS08G0189700	LPERR08G04990	90	50	0
OS08G0189850	LPERR08G04990	89	49	0
OS08G0189900	LPERR08G04990	90	50	0
OS08G0190200	LPERR08G05000	77	76	1
OS08G0190300	LPERR08G05010	34	32	1
OS08G0190700	LPERR08G05030	81	87	1
OS08G0190800	LPERR08G05040	99	99	1
OS08G0191000	LPERR08G05050	95	95	1
OS08G0191200	LPERR01G04320	57	91	1
OS08G0191200	LPERR11G06790	89	92	1
OS08G0191300	LPERR08G12200	5	10	1
OS08G0191433	LPERR08G05100	77	80	1
OS08G0191600	LPERR08G05110	96	96	1
OS08G0191700	LPERR08G05120	95	75	1
OS08G0191900	LPERR08G05130	93	93	1
OS08G0192100	LPERR08G05140	80	89	1
OS08G0192400	LPERR08G00240	91	91	1
OS08G0192800	LPERR08G05150	78	81	1
OS08G0192900	LPERR08G05160	69	66	1
OS08G0193000	LPERR08G05170	45	50	1
OS08G0193200	LPERR08G05200	83	4	1
OS08G0193300	LPERR08G05200	62	9	1
OS08G0194350	LPERR08G12200	24	51	1
OS08G0194900	LPERR01G03170	44	45	0
OS08G0195000	LPERR08G12200	26	52	1
OS08G0195800	LPERR08G05230	33	9	1
OS08G0195900	LPERR08G05210	25	7	0
OS08G0196700	LPERR08G05240	72	77	1
OS08G0196900	LPERR08G05260	44	17	1
OS08G0196900	LPERR08G07720	63	62	1
OS08G0197700	LPERR01G18040	71	81	1
OS08G0197800	LPERR08G05290	76	13	1
OS08G0197800	LPERR08G10240	46	52	1
OS08G0198300	LPERR10G00470	52	51	1
OS08G0198300	LPERR10G00480	56	55	1
OS08G0199000	LPERR08G05330	70	59	1
OS08G0199100	LPERR08G05330	69	55	1
OS08G0199300	LPERR08G05340	86	96	1
OS08G0200100	LPERR08G05350	79	25	1
OS08G0200100	LPERR08G05400	79	83	1
OS08G0200300	LPERR08G05390	95	98	1
OS08G0200500	LPERR08G05370	68	90	1
OS08G0200600	LPERR08G05360	81	87	1
OS08G0202300	LPERR08G05480	61	38	0
OS08G0203201	LPERR08G05460	27	38	1
OS08G0203600	LPERR08G05490	87	21	1
OS08G0203800	LPERR08G05510	38	51	1
OS08G0203900	LPERR08G10270	96	96	1
OS08G0204632	LPERR03G27120	56	41	1
OS08G0204800	LPERR07G09450	95	95	1
OS08G0204800	LPERR08G05530	96	96	1
OS08G0205100	LPERR08G05540	49	54	1
OS08G0205100	LPERR08G05570	45	63	1
OS08G0205150	LPERR08G05540	55	74	1
OS08G0205150	LPERR08G05570	37	64	1
OS08G0205200	LPERR08G05580	92	51	1
OS08G0205300	LPERR08G05590	53	83	1
OS08G0205400	LPERR08G05600	94	94	1
OS08G0205500	LPERR08G05610	30	40	1
OS08G0205800	LPERR08G05620	45	58	1
OS08G0205900	LPERR08G05630	89	91	1
OS08G0206500	LPERR08G05650	57	50	1
OS08G0206600	LPERR06G12710	78	84	1
OS08G0206600	LPERR08G05660	87	92	1
OS08G0206700	LPERR08G05670	72	26	1
OS08G0206900	LPERR08G05680	84	93	1
OS08G0206950	LPERR08G05690	81	79	1
OS08G0207000	LPERR08G05700	98	34	1
OS08G0207500	LPERR08G05710	77	81	1
OS08G0207600	LPERR08G05720	85	87	1
OS08G0208700	LPERR07G08070	21	51	1
OS08G0208700	LPERR08G05420	20	46	1
OS08G0218700	LPERR08G05810	43	42	1
OS08G0219100	LPERR08G05810	41	21	1
OS08G0220400	LPERR08G05740	41	54	1
OS08G0220600	LPERR08G05760	87	86	1
OS08G0220600	LPERR08G05770	48	83	1
OS08G0222100	LPERR08G05810	39	39	1
OS08G0222800	LPERR08G05810	47	45	1
OS08G0223700	LPERR08G05840	63	19	1
OS08G0223766	LPERR08G05840	61	25	1
OS08G0223833	LPERR08G05840	78	34	1
OS08G0223900	LPERR08G05860	82	94	1
OS08G0224000	LPERR08G05870	79	85	1
OS08G0224100	LPERR08G05880	93	49	1
OS08G0224200	LPERR08G05890	81	92	1
OS08G0224200	LPERR08G05900	84	85	1
OS08G0224300	LPERR03G31670	88	90	1
OS08G0224500	LPERR08G05910	82	82	1
OS08G0224700	LPERR08G05950	92	93	1
OS08G0224800	LPERR08G05960	91	93	1
OS08G0225000	LPERR08G05970	84	49	1
OS08G0225100	LPERR08G05980	98	69	1
OS08G0225400	LPERR08G06000	79	90	1
OS08G0225900	LPERR02G09640	29	74	1
OS08G0226800	LPERR08G06050	70	71	1
OS08G0227100	LPERR08G06060	67	68	1
OS08G0227200	LPERR08G06070	78	37	1
OS08G0227400	LPERR08G06100	69	22	1
OS08G0228200	LPERR08G06120	40	45	0
OS08G0228200	LPERR08G06140	34	40	0
OS08G0230000	LPERR08G06160	70	67	1
OS08G0230200	LPERR08G06190	99	99	1
OS08G0230300	LPERR08G06200	66	91	1
OS08G0230500	LPERR01G14310	90	91	1
OS08G0230600	LPERR08G06260	75	82	1
OS08G0230800	LPERR08G06270	79	46	1
OS08G0234000	LPERR08G06290	98	98	1
OS08G0235183	LPERR12G13480	43	22	1
OS08G0235600	LPERR08G06300	48	23	0
OS08G0235651	LPERR08G06300	76	44	0
OS08G0235800	LPERR08G06310	62	73	1
OS08G0236400	LPERR08G06270	70	42	1
OS08G0236700	LPERR04G13280	73	78	1
OS08G0237000	LPERR08G06360	85	84	1
OS08G0237200	LPERR01G31930	90	74	1
OS08G0237800	LPERR08G06370	75	78	1
OS08G0238100	LPERR08G06380	82	88	1
OS08G0239000	LPERR03G09890	92	89	1
OS08G0239000	LPERR06G23480	84	39	1
OS08G0239300	LPERR08G06400	81	78	1
OS08G0240000	LPERR08G06410	74	74	1
OS08G0240566	LPERR08G06430	83	44	1
OS08G0240600	LPERR08G06440	52	98	1
OS08G0240800	LPERR08G06450	87	94	1
OS08G0241300	LPERR08G06460	79	75	1
OS08G0241400	LPERR08G06470	72	77	1
OS08G0241600	LPERR08G06480	86	87	1
OS08G0241800	LPERR08G06490	85	27	1
OS08G0242400	LPERR08G06500	47	57	1
OS08G0242700	LPERR08G06510	76	54	1
OS08G0242800	LPERR08G06520	74	75	1
OS08G0242900	LPERR08G06530	77	92	1
OS08G0243100	LPERR08G06550	86	89	1
OS08G0243500	LPERR08G06560	94	86	1
OS08G0243600	LPERR08G06570	90	90	1
OS08G0243900	LPERR08G06610	96	97	1
OS08G0244100	LPERR08G06620	83	83	1
OS08G0244400	LPERR08G06630	74	73	1
OS08G0245200	LPERR08G06650	87	87	1
OS08G0245400	LPERR08G06680	79	87	1
OS08G0246100	LPERR07G10730	31	18	0
OS08G0246400	LPERR07G05830	66	68	1
OS08G0247700	LPERR08G06700	80	78	1
OS08G0248100	LPERR08G06700	80	80	1
OS08G0248400	LPERR10G10960	15	42	0
OS08G0248800	LPERR08G06720	81	93	1
OS08G0248900	LPERR08G06730	99	100	1
OS08G0249100	LPERR08G06750	93	94	1
OS08G0249200	LPERR08G06760	38	49	1
OS08G0249900	LPERR03G21680	73	54	1
OS08G0249900	LPERR03G21690	74	57	1
OS08G0250300	LPERR08G06860	58	72	1
OS08G0250700	LPERR08G06910	93	93	1
OS08G0250900	LPERR08G06920	86	88	1
OS08G0253800	LPERR08G06950	92	60	1
OS08G0254300	LPERR08G06960	68	70	1
OS08G0254500	LPERR08G06980	83	83	1
OS08G0254600	LPERR08G06990	88	84	1
OS08G0254900	LPERR08G07000	36	94	0
OS08G0256000	LPERR08G07020	89	88	1
OS08G0256700	LPERR08G07040	37	35	1
OS08G0258200	LPERR08G07090	89	77	1
OS08G0260000	LPERR08G07100	73	46	1
OS08G0260600	LPERR08G07120	80	86	1
OS08G0260800	LPERR08G08480	81	41	0
OS08G0261100	LPERR08G07200	94	94	1
OS08G0262500	LPERR08G07130	33	70	1
OS08G0262500	LPERR08G07160	68	46	1
OS08G0262500	LPERR08G07170	25	63	1
OS08G0263000	LPERR08G07130	22	45	1
OS08G0263000	LPERR08G07160	58	37	1
OS08G0263000	LPERR08G07170	17	41	1
OS08G0265500	LPERR08G07300	93	33	1
OS08G0266200	LPERR08G07310	99	90	1
OS08G0266225	LPERR03G28810	45	35	1
OS08G0266300	LPERR08G07320	71	65	0
OS08G0266400	LPERR08G07330	77	77	0
OS08G0266600	LPERR08G07340	83	80	1
OS08G0266700	LPERR08G07350	67	70	1
OS08G0267000	LPERR08G07440	53	23	1
OS08G0267300	LPERR08G07430	74	75	1
OS08G0267800	LPERR08G07460	47	46	1
OS08G0267800	LPERR08G07470	45	16	1
OS08G0268000	LPERR04G10270	25	30	1
OS08G0268000	LPERR04G10840	28	34	1
OS08G0268900	LPERR08G07490	63	12	1
OS08G0269000	LPERR08G07500	66	48	1
OS08G0269600	LPERR08G07510	45	23	1
OS08G0269700	LPERR08G07520	74	71	1
OS08G0269800	LPERR08G07530	68	34	1
OS08G0270000	LPERR08G07550	69	74	1
OS08G0270200	LPERR08G07560	88	82	1
OS08G0270400	LPERR08G05750	76	52	1
OS08G0270400	LPERR08G08540	12	34	1
OS08G0270800	LPERR08G10310	30	86	1
OS08G0270900	LPERR08G07610	43	18	1
OS08G0272000	LPERR12G12650	85	88	1
OS08G0272200	LPERR08G07660	40	69	1
OS08G0274700	LPERR08G07730	99	99	1
OS08G0274700	LPERR09G11270	98	98	1
