Gene stable ID	Triticum urartu gene stable ID	% identity	Triticum urartu % identity	Orthology confidence [0 low, 1 high]
OS10G0157400	TRIUR3_05854	41	58	0
OS10G0157400	TRIUR3_17174	29	51	0
OS10G0157400	TRIUR3_33774	48	53	0
OS10G0158400	TRIUR3_08039	38	59	0
OS10G0158400	TRIUR3_09352	25	49	0
OS10G0158400	TRIUR3_13200	22	59	0
OS10G0158475	TRIUR3_06109	37	21	1
OS10G0158475	TRIUR3_10637	29	18	1
OS10G0158700	TRIUR3_01732	24	25	1
OS10G0158700	TRIUR3_34159	20	34	1
OS10G0159600	TRIUR3_16911	30	52	1
OS10G0159700	TRIUR3_16910	36	34	1
OS10G0160000	TRIUR3_13323	15	40	1
OS10G0160000	TRIUR3_13324	30	70	1
OS10G0162600	TRIUR3_25587	48	56	0
OS10G0162832	TRIUR3_09319	34	46	0
OS10G0162832	TRIUR3_13739	33	41	0
OS10G0162832	TRIUR3_17282	31	51	0
OS10G0162834	TRIUR3_06225	86	88	1
OS10G0162834	TRIUR3_25123	87	89	1
OS10G0162836	TRIUR3_04292	51	8	0
OS10G0162836	TRIUR3_04699	51	8	0
OS10G0162836	TRIUR3_08080	54	16	0
OS10G0162836	TRIUR3_13130	60	10	0
OS10G0162836	TRIUR3_14820	57	12	0
OS10G0162836	TRIUR3_14821	55	10	0
OS10G0162836	TRIUR3_14992	60	16	0
OS10G0162836	TRIUR3_15981	56	14	0
OS10G0162836	TRIUR3_19740	62	11	0
OS10G0162836	TRIUR3_19912	56	11	0
OS10G0162836	TRIUR3_22396	48	8	0
OS10G0162836	TRIUR3_24323	55	9	0
OS10G0162840	TRIUR3_34007	36	28	1
OS10G0162844	TRIUR3_34007	34	27	1
OS10G0162854	TRIUR3_02336	67	47	1
OS10G0162856	TRIUR3_08039	35	58	0
OS10G0162856	TRIUR3_09352	23	49	0
OS10G0162856	TRIUR3_13200	19	58	0
OS10G0162980	TRIUR3_33839	31	30	0
OS10G0163040	TRIUR3_16066	80	82	1
OS10G0163130	TRIUR3_30397	69	71	0
OS10G0163290	TRIUR3_30662	54	26	0
OS10G0163340	TRIUR3_09015	69	47	1
OS10G0163340	TRIUR3_22960	91	91	1
OS10G0163340	TRIUR3_24109	91	91	1
OS10G0164500	TRIUR3_03022	39	69	0
OS10G0164500	TRIUR3_20328	39	69	0
OS10G0164500	TRIUR3_25452	26	66	0
OS10G0164500	TRIUR3_31520	25	69	0
OS10G0164500	TRIUR3_32042	36	59	0
OS10G0164500	TRIUR3_33513	28	58	0
OS10G0165300	TRIUR3_03022	36	62	0
OS10G0165300	TRIUR3_20328	35	61	0
OS10G0165300	TRIUR3_25452	26	64	0
OS10G0165300	TRIUR3_31520	24	64	0
OS10G0165300	TRIUR3_32042	33	53	0
OS10G0165300	TRIUR3_33513	29	59	0
OS10G0166600	TRIUR3_03022	36	63	0
OS10G0166600	TRIUR3_20328	36	62	0
OS10G0166600	TRIUR3_25452	26	64	0
OS10G0166600	TRIUR3_31520	23	62	0
OS10G0166600	TRIUR3_32042	33	52	0
OS10G0166600	TRIUR3_33513	28	57	0
OS10G0167200	TRIUR3_03022	17	18	0
OS10G0167200	TRIUR3_20328	17	17	0
OS10G0167200	TRIUR3_25452	0	0	0
OS10G0167200	TRIUR3_31520	0	0	0
OS10G0167200	TRIUR3_32042	10	9	0
OS10G0167200	TRIUR3_33513	4	5	0
OS10G0167250	TRIUR3_03022	67	47	0
OS10G0167250	TRIUR3_20328	69	48	0
OS10G0167250	TRIUR3_25452	67	67	0
OS10G0167250	TRIUR3_31520	60	66	0
OS10G0167250	TRIUR3_32042	70	45	0
OS10G0167250	TRIUR3_33513	66	54	0
OS10G0167300	TRIUR3_10258	75	51	1
OS10G0167300	TRIUR3_23356	78	87	1
OS10G0167500	TRIUR3_30792	11	6	0
OS10G0167600	TRIUR3_13633	51	48	1
OS10G0167900	TRIUR3_08039	35	54	0
OS10G0167900	TRIUR3_09352	23	44	0
OS10G0167900	TRIUR3_13200	21	57	0
OS10G0168000	TRIUR3_06109	38	36	1
OS10G0168000	TRIUR3_10637	32	33	1
OS10G0168200	TRIUR3_06109	41	32	1
OS10G0168200	TRIUR3_10637	34	29	1
OS10G0168300	TRIUR3_08039	36	35	0
OS10G0168300	TRIUR3_09352	38	46	0
OS10G0168300	TRIUR3_13200	29	50	0
OS10G0168500	TRIUR3_08039	23	24	0
OS10G0168500	TRIUR3_09352	19	25	0
OS10G0168500	TRIUR3_13200	14	26	0
OS10G0169200	TRIUR3_19916	54	48	1
OS10G0169200	TRIUR3_31661	54	50	1
OS10G0169800	TRIUR3_07628	21	66	0
OS10G0169800	TRIUR3_07629	52	90	0
OS10G0169900	TRIUR3_19318	31	45	0
OS10G0169900	TRIUR3_31319	58	61	0
OS10G0170300	TRIUR3_04874	52	76	1
OS10G0171500	TRIUR3_22660	38	32	0
OS10G0173000	TRIUR3_06253	50	54	1
OS10G0173800	TRIUR3_01753	47	13	1
OS10G0174548	TRIUR3_02079	47	48	0
OS10G0174548	TRIUR3_12033	41	46	0
OS10G0174548	TRIUR3_12034	45	47	0
OS10G0174548	TRIUR3_12035	16	43	0
OS10G0175800	TRIUR3_18874	65	41	1
OS10G0176300	TRIUR3_32875	44	60	1
OS10G0177200	TRIUR3_21313	72	74	1
OS10G0177300	TRIUR3_08039	34	42	0
OS10G0177300	TRIUR3_09352	30	47	0
OS10G0177300	TRIUR3_13200	26	58	0
OS10G0178000	TRIUR3_20172	50	49	1
OS10G0178000	TRIUR3_31215	49	48	1
OS10G0178000	TRIUR3_34882	46	45	1
OS10G0178200	TRIUR3_33272	45	87	1
OS10G0178500	TRIUR3_24146	43	67	1
OS10G0178500	TRIUR3_31280	47	59	1
OS10G0179200	TRIUR3_19943	59	62	1
OS10G0179200	TRIUR3_22077	56	35	1
OS10G0179200	TRIUR3_24060	59	69	1
OS10G0180800	TRIUR3_08554	33	53	0
OS10G0181200	TRIUR3_27440	34	65	1
OS10G0181600	TRIUR3_15391	57	89	1
OS10G0181700	TRIUR3_04353	64	61	1
OS10G0181700	TRIUR3_22001	68	72	1
OS10G0182000	TRIUR3_11047	80	43	1
OS10G0182000	TRIUR3_18679	79	81	1
OS10G0182000	TRIUR3_20914	19	26	1
OS10G0182000	TRIUR3_26176	9	90	1
OS10G0182300	TRIUR3_08302	0	0	0
OS10G0182300	TRIUR3_08303	5	1	0
OS10G0182300	TRIUR3_08304	73	16	0
OS10G0182300	TRIUR3_14029	78	4	0
OS10G0183000	TRIUR3_32490	29	30	0
OS10G0183800	TRIUR3_21097	20	31	0
OS10G0183800	TRIUR3_31236	27	41	0
OS10G0183900	TRIUR3_26684	87	89	1
OS10G0184200	TRIUR3_09055	50	33	0
OS10G0184200	TRIUR3_23623	51	50	0
OS10G0184200	TRIUR3_31590	50	43	0
OS10G0187500	TRIUR3_27927	82	62	1
OS10G0188100	TRIUR3_19802	27	88	1
OS10G0188100	TRIUR3_19803	60	86	1
OS10G0188400	TRIUR3_27065	69	23	1
OS10G0188900	TRIUR3_16175	61	38	1
OS10G0190500	TRIUR3_29974	44	45	0
OS10G0190800	TRIUR3_09325	67	81	1
OS10G0190900	TRIUR3_07083	32	30	1
OS10G0190900	TRIUR3_11939	23	26	1
OS10G0190900	TRIUR3_26923	35	19	1
OS10G0191300	TRIUR3_07301	70	62	1
OS10G0191300	TRIUR3_17952	60	63	1
OS10G0191300	TRIUR3_30501	35	72	1
OS10G0191600	TRIUR3_24174	51	51	1
OS10G0191900	TRIUR3_29815	24	27	1
OS10G0193100	TRIUR3_23798	15	33	1
OS10G0193100	TRIUR3_26937	23	39	1
OS10G0193500	TRIUR3_23798	16	30	1
OS10G0193500	TRIUR3_26937	21	32	1
OS10G0194200	TRIUR3_02895	82	75	1
OS10G0194200	TRIUR3_02896	73	65	1
OS10G0194300	TRIUR3_02894	33	48	1
OS10G0194300	TRIUR3_11753	34	49	1
OS10G0195100	TRIUR3_05620	2	12	0
OS10G0195100	TRIUR3_05621	9	24	0
OS10G0195100	TRIUR3_16657	2	10	0
OS10G0195175	TRIUR3_09897	27	9	0
OS10G0195175	TRIUR3_20381	27	9	0
OS10G0195600	TRIUR3_28807	60	59	1
OS10G0196100	TRIUR3_11109	72	40	1
OS10G0196400	TRIUR3_11108	62	46	1
OS10G0197000	TRIUR3_03693	37	70	1
OS10G0197700	TRIUR3_20684	51	68	1
OS10G0197800	TRIUR3_21097	19	31	0
OS10G0197800	TRIUR3_31236	25	38	0
OS10G0198600	TRIUR3_17387	16	57	1
OS10G0198600	TRIUR3_17388	29	65	1
OS10G0198600	TRIUR3_17389	24	46	1
OS10G0198900	TRIUR3_17046	44	69	0
OS10G0198900	TRIUR3_17047	15	58	0
OS10G0198900	TRIUR3_26401	36	66	0
OS10G0199500	TRIUR3_17046	33	33	0
OS10G0199500	TRIUR3_17047	27	64	0
OS10G0199500	TRIUR3_26401	17	21	0
OS10G0200800	TRIUR3_05734	39	38	1
OS10G0202200	TRIUR3_16957	16	5	1
OS10G0203000	TRIUR3_26824	60	84	0
OS10G0203600	TRIUR3_33051	40	37	1
OS10G0205200	TRIUR3_05739	98	98	1
OS10G0206800	TRIUR3_06851	69	66	1
OS10G0207500	TRIUR3_03740	39	38	1
OS10G0207500	TRIUR3_32242	31	36	1
OS10G0208500	TRIUR3_06163	55	56	1
OS10G0210500	TRIUR3_00933	75	74	1
OS10G0214400	TRIUR3_03829	32	35	1
OS10G0315400	TRIUR3_02298	63	25	1
OS10G0317900	TRIUR3_07745	44	75	1
OS10G0321700	TRIUR3_04731	30	38	0
OS10G0323500	TRIUR3_14791	80	79	1
OS10G0323600	TRIUR3_21420	88	88	1
OS10G0323900	TRIUR3_21420	88	88	1
OS10G0324600	TRIUR3_19075	50	34	1
OS10G0324900	TRIUR3_35407	42	49	1
OS10G0326100	TRIUR3_08081	60	42	1
OS10G0326200	TRIUR3_01549	46	29	0
OS10G0326200	TRIUR3_01935	59	57	0
OS10G0326900	TRIUR3_18467	68	37	0
OS10G0326900	TRIUR3_18469	62	30	0
OS10G0327000	TRIUR3_18467	56	55	0
OS10G0327000	TRIUR3_18469	56	50	0
OS10G0329300	TRIUR3_15618	34	70	1
OS10G0329900	TRIUR3_18468	29	38	0
OS10G0330000	TRIUR3_34658	56	60	0
OS10G0330300	TRIUR3_20983	25	38	1
OS10G0330400	TRIUR3_12833	30	58	1
OS10G0330600	TRIUR3_34136	7	19	0
OS10G0331500	TRIUR3_03458	60	62	1
OS10G0331600	TRIUR3_03457	57	52	1
OS10G0331866	TRIUR3_03458	53	60	1
OS10G0332000	TRIUR3_03457	66	70	1
OS10G0332300	TRIUR3_03457	61	37	1
OS10G0332733	TRIUR3_03456	48	24	1
OS10G0334500	TRIUR3_14669	52	55	1
OS10G0334500	TRIUR3_31666	49	35	1
OS10G0334500	TRIUR3_35206	52	55	1
OS10G0335000	TRIUR3_35066	41	45	1
OS10G0337400	TRIUR3_15095	62	64	1
OS10G0339290	TRIUR3_04324	73	75	1
OS10G0339600	TRIUR3_07658	79	78	0
OS10G0341700	TRIUR3_29050	52	57	1
OS10G0341750	TRIUR3_05858	52	31	1
OS10G0342300	TRIUR3_30282	65	66	0
OS10G0342650	TRIUR3_05858	49	30	1
OS10G0343200	TRIUR3_10600	34	36	1
OS10G0343400	TRIUR3_03108	65	68	0
OS10G0344000	TRIUR3_26971	36	50	0
OS10G0344800	TRIUR3_23646	52	21	1
OS10G0344900	TRIUR3_09213	62	76	1
OS10G0344900	TRIUR3_34818	74	55	1
OS10G0345100	TRIUR3_05916	72	80	1
OS10G0345600	TRIUR3_16684	26	27	0
OS10G0345701	TRIUR3_16684	48	19	0
OS10G0346200	TRIUR3_23994	78	82	1
OS10G0346300	TRIUR3_28403	54	37	0
OS10G0346600	TRIUR3_18779	57	57	0
OS10G0347800	TRIUR3_01101	36	67	1
OS10G0348600	TRIUR3_07227	47	47	1
OS10G0348600	TRIUR3_13190	54	49	1
OS10G0349300	TRIUR3_00504	55	55	1
OS10G0349300	TRIUR3_00505	58	56	1
OS10G0349300	TRIUR3_08860	58	56	1
OS10G0349300	TRIUR3_08861	59	56	1
OS10G0349300	TRIUR3_15474	47	45	1
OS10G0349400	TRIUR3_00504	55	55	1
OS10G0349400	TRIUR3_00505	58	56	1
OS10G0349400	TRIUR3_08860	57	54	1
OS10G0349400	TRIUR3_08861	58	55	1
OS10G0349400	TRIUR3_15474	47	46	1
OS10G0349900	TRIUR3_00504	53	49	1
OS10G0349900	TRIUR3_00505	53	48	1
OS10G0349900	TRIUR3_08860	52	46	1
OS10G0349900	TRIUR3_08861	54	47	1
OS10G0349900	TRIUR3_15474	52	46	1
OS10G0350450	TRIUR3_25922	51	47	0
OS10G0350500	TRIUR3_11191	83	86	1
OS10G0350800	TRIUR3_09276	66	51	1
OS10G0351600	TRIUR3_28011	53	46	1
OS10G0351700	TRIUR3_04441	75	74	1
OS10G0351700	TRIUR3_05137	72	62	1
OS10G0355800	EPlTURG00000010001	94	79	1
OS10G0356000	TRIUR3_12384	72	93	0
OS10G0356000	TRIUR3_16229	22	97	0
OS10G0357800	TRIUR3_04241	44	61	1
OS10G0358200	TRIUR3_07079	57	59	1
OS10G0358200	TRIUR3_07080	58	59	1
OS10G0358200	TRIUR3_07081	52	58	1
OS10G0358200	TRIUR3_08937	52	55	1
OS10G0358200	TRIUR3_10268	63	65	1
OS10G0358200	TRIUR3_12238	48	55	1
OS10G0358200	TRIUR3_21805	41	57	1
OS10G0358200	TRIUR3_24236	44	55	1
OS10G0359200	TRIUR3_24193	17	72	1
OS10G0359500	TRIUR3_30513	46	47	1
OS10G0360800	TRIUR3_11168	59	66	1
OS10G0360800	TRIUR3_19552	54	65	1
OS10G0360800	TRIUR3_19553	65	67	1
OS10G0360900	TRIUR3_12798	60	57	1
OS10G0361000	TRIUR3_08222	32	43	1
OS10G0361000	TRIUR3_08224	46	50	1
OS10G0361300	TRIUR3_08222	29	39	1
OS10G0361300	TRIUR3_08224	42	46	1
OS10G0361900	TRIUR3_08222	27	37	1
OS10G0361900	TRIUR3_08224	41	45	1
OS10G0363100	TRIUR3_02774	90	64	1
OS10G0363600	TRIUR3_05394	69	61	1
OS10G0365050	TRIUR3_19343	40	44	1
OS10G0365200	TRIUR3_08150	32	49	1
OS10G0365200	TRIUR3_08151	48	27	1
OS10G0365200	TRIUR3_22181	49	43	1
OS10G0365200	TRIUR3_29737	34	61	1
OS10G0368100	TRIUR3_08150	54	44	1
OS10G0368100	TRIUR3_08151	58	18	1
OS10G0368100	TRIUR3_22181	54	26	1
OS10G0368100	TRIUR3_29737	16	15	1
OS10G0368400	TRIUR3_23875	95	64	1
OS10G0368902	TRIUR3_26229	76	58	1
OS10G0369950	TRIUR3_05681	54	46	1
OS10G0370000	TRIUR3_05603	41	58	1
OS10G0370100	TRIUR3_06598	38	37	1
OS10G0370100	TRIUR3_09775	36	31	1
OS10G0370100	TRIUR3_11533	33	44	1
OS10G0370100	TRIUR3_24281	38	38	1
OS10G0370100	TRIUR3_25229	35	31	1
OS10G0370400	TRIUR3_03494	13	13	0
OS10G0370500	TRIUR3_30384	60	47	0
OS10G0370700	TRIUR3_17999	58	54	1
OS10G0370700	TRIUR3_30219	50	59	1
OS10G0370750	TRIUR3_01081	43	54	1
OS10G0371000	TRIUR3_31283	77	79	1
OS10G0372500	TRIUR3_18979	29	26	1
OS10G0372800	TRIUR3_30513	10	8	1
OS10G0373400	TRIUR3_14391	37	50	1
OS10G0374200	TRIUR3_09059	23	25	1
OS10G0375400	TRIUR3_05897	37	20	0
OS10G0375400	TRIUR3_05899	52	28	0
OS10G0375700	TRIUR3_12999	88	61	0
OS10G0376200	TRIUR3_18473	22	44	1
OS10G0376400	TRIUR3_08145	19	44	1
OS10G0377000	TRIUR3_07067	51	54	1
OS10G0377400	TRIUR3_06062	69	71	0
OS10G0377800	TRIUR3_14616	20	74	1
OS10G0377800	TRIUR3_14617	53	89	1
OS10G0378000	TRIUR3_01570	64	65	1
OS10G0378000	TRIUR3_07879	47	68	1
OS10G0378000	TRIUR3_10685	43	70	1
OS10G0378100	TRIUR3_01570	65	66	1
OS10G0378100	TRIUR3_07879	48	68	1
OS10G0378100	TRIUR3_10685	44	71	1
OS10G0378300	TRIUR3_12015	45	65	1
OS10G0378400	TRIUR3_07411	85	74	1
OS10G0378400	TRIUR3_28316	51	51	1
OS10G0379100	TRIUR3_26096	72	72	1
OS10G0379100	TRIUR3_28899	39	70	1
OS10G0379100	TRIUR3_29347	70	70	1
OS10G0380100	TRIUR3_26096	77	53	1
OS10G0380100	TRIUR3_28899	30	37	1
OS10G0380100	TRIUR3_29347	72	50	1
OS10G0380800	TRIUR3_13367	50	50	0
OS10G0380800	TRIUR3_16723	49	60	0
OS10G0380800	TRIUR3_16822	55	71	0
OS10G0380800	TRIUR3_30546	20	69	0
OS10G0381800	TRIUR3_18724	28	18	0
OS10G0382100	TRIUR3_25817	24	18	1
OS10G0382300	TRIUR3_27645	63	74	1
OS10G0387000	TRIUR3_13640	86	86	1
OS10G0388200	TRIUR3_10031	84	84	1
OS10G0388600	TRIUR3_04372	18	21	0
OS10G0388600	TRIUR3_21782	14	29	0
OS10G0388900	TRIUR3_22640	60	75	1
OS10G0389000	TRIUR3_01566	70	30	1
OS10G0389100	TRIUR3_01567	5	3	1
OS10G0389100	TRIUR3_08140	36	19	1
OS10G0389100	TRIUR3_29344	31	29	1
OS10G0389200	TRIUR3_01567	38	43	1
OS10G0389200	TRIUR3_08140	55	44	1
OS10G0389200	TRIUR3_29344	56	78	1
OS10G0389500	TRIUR3_00911	30	15	1
OS10G0389500	TRIUR3_01226	36	41	1
OS10G0389500	TRIUR3_14215	41	37	1
OS10G0389500	TRIUR3_25957	23	32	1
OS10G0390100	TRIUR3_15891	60	57	1
OS10G0390500	TRIUR3_23427	89	54	1
OS10G0390600	TRIUR3_07393	67	78	1
OS10G0390701	TRIUR3_07394	53	45	1
OS10G0391100	TRIUR3_11379	13	6	0
OS10G0391300	TRIUR3_30399	54	27	1
OS10G0391400	TRIUR3_30081	47	53	0
OS10G0392600	TRIUR3_00777	23	60	1
OS10G0392600	TRIUR3_01044	58	57	1
OS10G0392650	TRIUR3_01045	56	67	1
OS10G0392700	TRIUR3_09112	71	58	1
OS10G0392800	TRIUR3_28566	49	63	1
OS10G0392900	TRIUR3_06187	48	24	1
OS10G0393100	TRIUR3_29306	64	87	1
OS10G0393100	TRIUR3_31288	24	83	1
OS10G0393600	TRIUR3_06187	39	21	1
OS10G0393700	TRIUR3_03931	22	22	1
OS10G0393800	TRIUR3_29762	58	67	1
OS10G0393800	TRIUR3_31241	57	64	1
OS10G0394100	TRIUR3_32066	32	38	1
OS10G0394200	TRIUR3_30878	68	64	0
OS10G0394400	TRIUR3_15492	27	17	0
OS10G0395000	TRIUR3_31344	78	41	1
OS10G0395150	TRIUR3_24822	61	21	0
OS10G0395200	TRIUR3_07422	55	36	1
OS10G0395400	TRIUR3_27242	35	56	1
OS10G0395500	TRIUR3_20965	37	86	1
OS10G0396300	TRIUR3_34249	84	88	1
OS10G0396400	TRIUR3_24740	39	39	1
OS10G0396400	TRIUR3_24741	33	70	1
OS10G0396666	TRIUR3_24740	62	23	1
OS10G0396666	TRIUR3_24741	1	1	1
OS10G0397200	TRIUR3_22608	88	76	1
OS10G0397400	TRIUR3_04574	69	39	1
OS10G0397433	TRIUR3_04575	65	66	1
OS10G0399100	TRIUR3_15398	19	75	0
OS10G0399100	TRIUR3_15399	61	67	0
OS10G0399100	TRIUR3_15546	62	69	0
OS10G0399100	TRIUR3_15547	63	70	0
OS10G0399200	TRIUR3_15398	21	79	0
OS10G0399200	TRIUR3_15399	67	68	0
OS10G0399200	TRIUR3_15546	69	71	0
OS10G0399200	TRIUR3_15547	70	72	0
OS10G0399700	TRIUR3_15398	20	79	0
OS10G0399700	TRIUR3_15399	66	69	0
OS10G0399700	TRIUR3_15546	67	71	0
OS10G0399700	TRIUR3_15547	69	73	0
OS10G0400100	TRIUR3_09216	46	67	1
OS10G0400500	TRIUR3_26802	67	67	0
OS10G0400500	TRIUR3_26821	16	64	0
OS10G0400500	TRIUR3_27791	21	61	0
OS10G0400800	TRIUR3_14566	87	85	1
OS10G0400800	TRIUR3_14950	79	81	1
OS10G0400900	TRIUR3_23507	79	72	1
OS10G0402200	TRIUR3_09305	77	78	1
OS10G0402400	TRIUR3_00313	34	67	1
OS10G0403700	TRIUR3_07413	26	79	0
OS10G0403700	TRIUR3_22497	58	78	0
OS10G0404500	TRIUR3_25364	2	1	1
OS10G0404500	TRIUR3_25365	40	31	1
OS10G0404533	TRIUR3_25364	73	25	1
OS10G0404533	TRIUR3_25365	2	1	1
OS10G0404566	TRIUR3_25364	70	33	1
OS10G0404566	TRIUR3_25365	3	3	1
OS10G0404900	TRIUR3_12807	40	41	0
OS10G0405100	TRIUR3_16124	74	69	0
OS10G0405500	TRIUR3_12464	47	64	0
OS10G0405500	TRIUR3_12465	25	63	0
OS10G0405500	TRIUR3_15523	67	59	0
OS10G0405500	TRIUR3_28497	70	69	0
OS10G0405600	TRIUR3_12466	88	85	1
OS10G0406100	TRIUR3_05210	77	86	1
OS10G0406400	TRIUR3_09357	86	44	0
OS10G0406800	TRIUR3_04151	56	61	1
OS10G0406900	TRIUR3_27019	15	36	1
OS10G0407000	TRIUR3_24386	81	79	1
OS10G0410700	TRIUR3_06447	77	84	1
OS10G0410750	TRIUR3_07610	60	15	0
OS10G0411200	TRIUR3_15013	24	40	1
OS10G0411700	TRIUR3_28281	92	100	1
OS10G0411700	TRIUR3_31199	92	57	1
OS10G0411750	TRIUR3_11650	61	17	1
OS10G0411800	TRIUR3_33714	84	83	1
OS10G0412000	TRIUR3_14507	0	0	0
OS10G0412000	TRIUR3_14508	0	0	0
OS10G0412000	TRIUR3_14509	75	72	0
OS10G0412050	TRIUR3_14507	50	63	0
OS10G0412050	TRIUR3_14508	1	1	0
OS10G0412050	TRIUR3_14509	0	0	0
OS10G0412100	TRIUR3_30080	92	91	1
OS10G0412350	TRIUR3_03456	51	31	1
OS10G0413500	TRIUR3_12729	58	63	1
OS10G0414500	TRIUR3_28717	18	56	1
OS10G0414700	TRIUR3_27934	54	56	1
OS10G0414800	TRIUR3_34703	58	55	1
OS10G0415100	TRIUR3_07418	82	82	1
OS10G0415200	TRIUR3_07472	77	77	1
OS10G0415600	TRIUR3_09017	72	72	0
OS10G0415800	TRIUR3_05275	77	76	1
OS10G0415900	TRIUR3_27913	89	89	1
OS10G0416100	TRIUR3_18455	35	64	1
OS10G0416200	TRIUR3_34742	72	61	1
OS10G0416500	TRIUR3_02487	77	77	1
OS10G0416500	TRIUR3_18141	52	66	1
OS10G0416800	TRIUR3_02487	70	70	1
OS10G0416800	TRIUR3_18141	53	68	1
OS10G0417300	TRIUR3_34955	48	30	0
OS10G0418000	TRIUR3_28394	96	96	0
OS10G0418100	TRIUR3_03400	81	56	0
OS10G0418100	TRIUR3_32303	40	25	0
OS10G0419100	TRIUR3_28126	85	84	1
OS10G0419200	TRIUR3_13488	36	39	1
OS10G0419300	TRIUR3_12099	56	70	1
OS10G0419500	TRIUR3_12096	74	43	1
OS10G0419500	TRIUR3_18280	63	67	1
OS10G0419500	TRIUR3_25016	67	68	1
OS10G0419500	TRIUR3_25017	67	70	1
OS10G0419600	TRIUR3_03429	52	71	1
OS10G0420332	TRIUR3_15787	43	67	1
OS10G0420400	TRIUR3_15785	68	44	1
OS10G0422000	TRIUR3_09113	66	14	1
OS10G0422075	TRIUR3_09113	63	34	1
OS10G0422500	TRIUR3_14588	60	85	1
OS10G0422566	TRIUR3_16600	81	66	1
OS10G0424100	TRIUR3_17647	35	51	1
OS10G0425900	TRIUR3_08962	37	45	0
OS10G0425900	TRIUR3_13839	53	32	0
OS10G0425900	TRIUR3_22136	53	46	0
OS10G0426700	TRIUR3_02984	54	60	1
OS10G0426700	TRIUR3_04075	66	67	1
OS10G0427300	TRIUR3_33311	55	58	0
OS10G0428900	TRIUR3_33311	42	35	0
OS10G0429200	TRIUR3_00390	37	15	1
OS10G0429200	TRIUR3_12292	39	11	1
OS10G0429200	TRIUR3_34820	37	16	1
OS10G0429300	TRIUR3_00390	42	40	1
OS10G0429300	TRIUR3_12292	46	31	1
OS10G0429300	TRIUR3_34820	44	44	1
OS10G0429600	TRIUR3_00390	36	37	1
OS10G0429600	TRIUR3_12292	38	28	1
OS10G0429600	TRIUR3_34820	37	40	1
OS10G0430200	TRIUR3_01079	78	78	0
OS10G0430200	TRIUR3_01082	78	78	0
OS10G0430200	TRIUR3_01086	74	77	0
OS10G0430200	TRIUR3_18477	72	62	0
OS10G0430600	TRIUR3_16578	45	46	1
OS10G0430600	TRIUR3_24504	36	22	1
OS10G0430700	TRIUR3_16578	40	46	1
OS10G0430700	TRIUR3_24504	34	24	1
OS10G0430800	TRIUR3_16578	43	49	1
OS10G0430800	TRIUR3_24504	38	26	1
OS10G0430900	TRIUR3_18071	53	63	0
OS10G0431000	TRIUR3_35435	79	49	1
OS10G0431700	TRIUR3_16509	19	56	1
OS10G0431900	TRIUR3_29133	68	60	1
OS10G0432200	TRIUR3_03403	41	68	1
OS10G0432200	TRIUR3_15195	46	66	1
OS10G0432200	TRIUR3_19621	44	66	1
OS10G0432200	TRIUR3_23562	35	66	1
OS10G0432200	TRIUR3_23647	46	66	1
OS10G0432200	TRIUR3_25076	47	67	1
OS10G0432200	TRIUR3_34425	45	65	1
OS10G0432300	TRIUR3_32346	89	44	1
OS10G0434900	TRIUR3_04440	8	7	0
OS10G0434900	TRIUR3_34692	57	27	0
OS10G0436800	TRIUR3_19664	44	92	1
OS10G0436800	TRIUR3_19665	27	85	1
OS10G0436800	TRIUR3_29796	26	90	1
OS10G0437000	TRIUR3_22416	20	79	0
OS10G0437000	TRIUR3_22417	35	44	0
OS10G0437200	TRIUR3_33259	55	64	0
OS10G0437400	TRIUR3_08496	67	55	1
OS10G0437400	TRIUR3_19154	60	54	1
OS10G0437400	TRIUR3_22654	69	59	1
OS10G0437500	TRIUR3_05185	39	35	0
OS10G0437500	TRIUR3_12898	40	25	0
OS10G0437900	TRIUR3_01036	55	51	1
OS10G0438100	TRIUR3_23330	61	68	1
OS10G0438300	TRIUR3_23331	56	51	1
OS10G0438500	TRIUR3_10151	82	80	1
OS10G0438600	TRIUR3_10149	72	69	0
OS10G0438700	TRIUR3_10148	67	74	1
OS10G0439600	TRIUR3_34239	85	46	1
OS10G0439862	TRIUR3_23293	25	17	1
OS10G0439986	TRIUR3_23293	25	18	1
OS10G0440100	TRIUR3_33333	71	59	1
OS10G0441800	TRIUR3_28138	43	57	1
OS10G0442100	TRIUR3_25582	70	58	1
OS10G0442400	TRIUR3_09540	53	76	0
OS10G0442400	TRIUR3_15231	58	76	0
OS10G0442400	TRIUR3_29149	63	65	0
OS10G0442466	TRIUR3_09541	68	70	1
OS10G0442600	TRIUR3_29430	44	64	1
OS10G0442700	TRIUR3_26078	63	82	1
OS10G0442800	TRIUR3_26079	72	61	1
OS10G0442950	TRIUR3_18456	57	65	1
OS10G0443000	TRIUR3_29869	75	59	1
OS10G0443100	TRIUR3_29869	10	7	1
OS10G0443200	TRIUR3_22281	46	80	1
OS10G0443800	TRIUR3_22280	25	21	1
OS10G0443800	TRIUR3_33912	26	31	1
OS10G0444100	TRIUR3_22280	25	21	1
OS10G0444100	TRIUR3_33912	28	32	1
OS10G0444400	TRIUR3_28944	59	52	1
OS10G0444500	TRIUR3_21851	74	65	1
OS10G0444566	TRIUR3_07464	49	33	1
OS10G0444700	TRIUR3_10147	46	74	1
OS10G0444850	TRIUR3_07464	48	39	1
OS10G0445400	TRIUR3_28990	50	70	1
OS10G0445600	TRIUR3_26439	52	72	1
