Gene stable ID	Amborella trichopoda gene stable ID	% identity	Amborella trichopoda % identity	Orthology confidence [0 low, 1 high]
OS08G0225400	AMTR_s00025p00172530	49	58	1
OS08G0230000	AMTR_s00025p00162300	36	50	1
OS08G0230100	AMTR_s00025p00154670	57	9	1
OS08G0230200	AMTR_s00025p00154670	77	77	1
OS08G0230300	AMTR_s00025p00153820	51	52	1
OS08G0230500	AMTR_s00110p00098100	47	46	0
OS08G0230600	AMTR_s00019p00252330	38	46	1
OS08G0230800	AMTR_s00030p00116420	1	3	1
OS08G0230800	AMTR_s00030p00116480	25	35	1
OS08G0234000	AMTR_s00048p00227650	78	78	1
OS08G0234000	AMTR_s00056p00107780	77	68	1
OS08G0234000	AMTR_s00061p00187310	78	77	1
OS08G0235800	AMTR_s00019p00249020	40	44	1
OS08G0236400	AMTR_s00030p00116420	1	4	1
OS08G0236400	AMTR_s00030p00116480	23	34	1
OS08G0236700	AMTR_s00072p00156900	42	48	1
OS08G0236700	AMTR_s00104p00078060	40	45	1
OS08G0237000	AMTR_s00109p00131990	27	38	1
OS08G0237200	AMTR_s00012p00262290	82	82	1
OS08G0237200	AMTR_s00012p00262630	78	78	1
OS08G0237800	AMTR_s00109p00131990	26	38	1
OS08G0238100	AMTR_s00001p00180560	11	31	1
OS08G0238100	AMTR_s00001p00250390	15	25	1
OS08G0238200	AMTR_s00025p00111790	36	48	1
OS08G0238200	AMTR_s00025p00112220	44	51	1
OS08G0238500	AMTR_s00025p00111790	35	29	1
OS08G0238500	AMTR_s00025p00112220	43	30	1
OS08G0239000	AMTR_s00110p00051980	59	59	0
OS08G0239300	AMTR_s00025p00111790	34	44	1
OS08G0239300	AMTR_s00025p00112220	41	46	1
OS08G0240500	AMTR_s00019p00243490	29	50	1
OS08G0240500	AMTR_s00062p00017730	22	50	1
OS08G0240500	AMTR_s00065p00198900	14	41	1
OS08G0240566	AMTR_s00109p00131990	27	41	1
OS08G0240600	AMTR_s00019p00242910	53	58	0
OS08G0240800	AMTR_s00019p00240770	71	71	1
OS08G0242400	AMTR_s00119p00100440	38	39	0
OS08G0242700	AMTR_s00019p00227810	59	42	1
OS08G0242800	AMTR_s00009p00072720	36	36	1
OS08G0242900	AMTR_s00019p00224250	73	69	1
OS08G0243100	AMTR_s00029p00054270	39	45	0
OS08G0243500	AMTR_s00019p00222550	72	66	1
OS08G0243600	AMTR_s00019p00221860	65	52	0
OS08G0243600	AMTR_s00088p00034420	65	52	0
OS08G0243866	AMTR_s00002p00244460	48	28	1
OS08G0243900	AMTR_s00029p00220700	56	57	1
OS08G0244100	AMTR_s00019p00219770	33	30	1
OS08G0244400	AMTR_s00019p00219410	50	46	0
OS08G0245200	AMTR_s00019p00213640	58	61	0
OS08G0245400	AMTR_s00019p00206230	60	47	0
OS08G0246400	AMTR_s00068p00053420	48	50	0
OS08G0248700	AMTR_s00019p00201260	43	41	1
OS08G0248800	AMTR_s00030p00092010	73	64	0
OS08G0248900	AMTR_s00019p00193260	91	91	1
OS08G0249100	AMTR_s00008p00064820	48	42	1
OS08G0249200	AMTR_s00019p00190490	28	40	1
OS08G0249600	AMTR_s00029p00055730	7	6	1
OS08G0249900	AMTR_s00021p00254520	39	30	1
OS08G0249900	AMTR_s00059p00217060	45	33	1
OS08G0249900	AMTR_s00059p00217450	46	34	1
OS08G0249900	AMTR_s00059p00217690	26	34	1
OS08G0250200	AMTR_s00019p00172990	64	59	1
OS08G0250700	AMTR_s00060p00165500	70	68	1
OS08G0250900	AMTR_s00019p00166860	39	36	1
OS08G0254300	AMTR_s00033p00175020	45	45	1
OS08G0254500	AMTR_s00019p00172430	70	78	1
OS08G0254600	AMTR_s00006p00268510	10	43	0
OS08G0254600	AMTR_s00019p00152360	47	45	0
OS08G0254900	AMTR_s00019p00159450	40	52	1
OS08G0256700	AMTR_s00059p00175720	24	27	1
OS08G0258200	AMTR_s00019p00145670	45	66	1
OS08G0260000	AMTR_s00019p00144790	23	24	1
OS08G0260600	AMTR_s00019p00136590	29	45	0
OS08G0261100	AMTR_s00044p00216680	42	41	1
OS08G0265500	AMTR_s00019p00098600	38	15	1
OS08G0266200	AMTR_s00019p00122800	61	58	1
OS08G0266200	AMTR_s00119p00131870	62	59	1
OS08G0266300	AMTR_s00019p00083190	42	67	1
OS08G0266400	AMTR_s00004p00063720	25	25	0
OS08G0266400	AMTR_s00047p00186660	6	18	0
OS08G0266600	AMTR_s00019p00076100	47	48	1
OS08G0266700	AMTR_s00005p00204930	20	24	1
OS08G0266700	AMTR_s00046p00010710	24	22	1
OS08G0266700	AMTR_s00052p00146690	17	23	1
OS08G0267300	AMTR_s00019p00061190	39	42	1
OS08G0268900	AMTR_s00110p00061160	26	4	1
OS08G0269800	AMTR_s00137p00025010	36	18	1
OS08G0270200	AMTR_s00019p00040900	43	44	1
OS08G0270400	AMTR_s00040p00072630	60	50	1
OS08G0270400	AMTR_s00040p00075320	58	60	1
OS08G0272000	AMTR_s00019p00037770	63	68	1
OS08G0272200	AMTR_s00019p00029790	28	43	1
OS08G0274700	AMTR_s00011p00243940	34	52	1
OS08G0274700	AMTR_s00199p00036120	62	62	1
OS08G0275200	AMTR_s00019p00022080	39	35	0
OS08G0276000	AMTR_s00065p00212630	57	10	1
OS08G0276100	AMTR_s00065p00210500	59	60	1
OS08G0276400	AMTR_s00065p00206690	52	53	1
OS08G0277200	AMTR_s00065p00187410	61	63	1
OS08G0277900	AMTR_s00088p00114370	24	67	1
OS08G0278100	AMTR_s00078p00128380	30	30	1
OS08G0278600	AMTR_s00111p00093600	53	48	1
OS08G0278900	AMTR_s00065p00177470	75	75	1
OS08G0280100	AMTR_s00039p00189340	59	71	1
OS08G0280200	AMTR_s00058p00080420	9	9	0
OS08G0280200	AMTR_s00065p00203330	49	35	0
OS08G0280600	AMTR_s00065p00202980	46	21	1
OS08G0282000	AMTR_s00149p00039360	60	60	1
OS08G0282400	AMTR_s00007p00199530	62	62	1
OS08G0282500	AMTR_s00026p00026130	9	48	0
OS08G0282500	AMTR_s00026p00027920	30	28	0
OS08G0282500	AMTR_s00026p00028820	9	51	0
OS08G0282500	AMTR_s00026p00029620	30	29	0
OS08G0285200	AMTR_s00026p00026130	7	42	0
OS08G0285200	AMTR_s00026p00027920	25	25	0
OS08G0285200	AMTR_s00026p00028820	7	41	0
OS08G0285200	AMTR_s00026p00029620	27	28	0
OS08G0285600	AMTR_s00026p00089830	45	38	1
OS08G0286100	AMTR_s00171p00044290	47	53	1
OS08G0288200	AMTR_s00026p00112660	65	54	1
OS08G0288500	AMTR_s00026p00123370	33	19	1
OS08G0289400	AMTR_s00002p00244460	34	16	1
OS08G0290000	AMTR_s00025p00148960	34	33	1
OS08G0290100	AMTR_s00026p00146790	37	34	0
OS08G0290400	AMTR_s00058p00044520	21	29	1
OS08G0290400	AMTR_s00165p00048390	35	32	1
OS08G0292000	AMTR_s00069p00091460	29	29	1
OS08G0292600	AMTR_s00026p00161370	52	51	1
OS08G0292900	AMTR_s00023p00178300	36	52	0
OS08G0295100	AMTR_s00033p00156850	38	16	1
OS08G0295300	AMTR_s00088p00069780	74	76	0
OS08G0296900	AMTR_s00066p00193760	45	50	1
OS08G0296900	AMTR_s00085p00117900	41	49	1
OS08G0296900	AMTR_s00085p00118550	9	45	1
OS08G0299000	AMTR_s00033p00179610	72	77	1
OS08G0299200	AMTR_s00033p00185700	44	47	1
OS08G0299400	AMTR_s00033p00201820	71	64	1
OS08G0299400	AMTR_s00051p00041120	14	54	1
OS08G0300300	AMTR_s00033p00206270	65	66	1
OS08G0300700	AMTR_s00002p00251730	39	32	1
OS08G0301500	AMTR_s00033p00204130	67	67	0
OS08G0302000	AMTR_s00046p00166530	53	59	1
OS08G0304900	AMTR_s00046p00171520	50	54	1
OS08G0305300	AMTR_s00046p00170580	42	43	1
OS08G0307300	AMTR_s00002p00271790	70	51	1
OS08G0307400	AMTR_s00028p00234070	60	60	1
OS08G0308100	AMTR_s00052p00194740	52	71	1
OS08G0308300	AMTR_s00032p00159210	33	9	0
OS08G0308300	AMTR_s00148p00088930	35	9	0
OS08G0308700	AMTR_s00051p00224060	52	49	0
OS08G0309300	AMTR_s00051p00210110	59	63	1
OS08G0310100	AMTR_s00007p00132320	62	77	0
OS08G0310500	AMTR_s00001p00191890	25	9	1
OS08G0313200	AMTR_s00051p00045410	58	56	1
OS08G0314800	AMTR_s00051p00026490	71	71	0
OS08G0318500	AMTR_s00058p00039730	11	68	1
OS08G0319900	AMTR_s00047p00222260	66	67	0
OS08G0319900	AMTR_s00051p00162710	67	67	0
OS08G0320000	AMTR_s00057p00188300	63	28	0
OS08G0320100	AMTR_s00061p00188860	60	59	1
OS08G0320200	AMTR_s00061p00190940	61	60	1
OS08G0320300	AMTR_s03150p00001340	17	13	1
OS08G0320400	AMTR_s00061p00197130	40	26	1
OS08G0320800	AMTR_s00046p00227230	53	24	1
OS08G0321000	AMTR_s00006p00245830	39	41	1
OS08G0322500	AMTR_s00057p00145210	45	30	1
OS08G0322600	AMTR_s00093p00094570	53	62	0
OS08G0323000	AMTR_s00095p00175220	63	46	1
OS08G0323266	AMTR_s00095p00175220	14	2	1
OS08G0323400	AMTR_s00045p00123650	49	46	1
OS08G0323600	AMTR_s00061p00182640	46	47	1
OS08G0324200	AMTR_s00003p00244400	37	35	1
OS08G0326100	AMTR_s00061p00180830	59	61	1
OS08G0326300	AMTR_s00006p00243540	4	25	1
OS08G0326400	AMTR_s00016p00218360	29	80	0
OS08G0326400	AMTR_s00016p00218510	31	88	0
OS08G0326400	AMTR_s00047p00140090	29	61	0
OS08G0326400	AMTR_s00047p00140240	41	82	0
OS08G0326500	AMTR_s00061p00152190	65	71	1
OS08G0326600	AMTR_s00009p00242410	18	48	0
OS08G0326600	AMTR_s00009p00242500	14	60	0
OS08G0326600	AMTR_s00090p00100220	69	67	0
OS08G0326700	AMTR_s00061p00122710	51	46	1
OS08G0326700	AMTR_s00061p00140690	51	47	1
OS08G0327100	AMTR_s00061p00126570	58	56	1
OS08G0327200	AMTR_s00002p00270640	50	53	1
OS08G0327200	AMTR_s00059p00207710	53	50	1
OS08G0327400	AMTR_s00022p00180060	71	67	0
OS08G0328300	AMTR_s00022p00184660	57	62	1
OS08G0332700	AMTR_s00024p00130820	54	46	1
OS08G0332800	AMTR_s00002p00266990	59	14	1
OS08G0333000	AMTR_s00002p00266990	65	14	1
OS08G0333100	AMTR_s00022p00226500	38	40	1
OS08G0334300	AMTR_s00033p00240030	24	20	1
OS08G0335000	AMTR_s00110p00073830	86	30	1
OS08G0335600	AMTR_s00055p00154770	32	17	1
OS08G0337700	AMTR_s00028p00186820	71	75	1
OS08G0337800	AMTR_s00013p00068760	31	31	1
OS08G0337800	AMTR_s00013p00068990	21	31	1
OS08G0337800	AMTR_s00013p00069940	23	37	1
OS08G0337800	AMTR_s00013p00075010	35	37	1
OS08G0337800	AMTR_s00016p00254270	34	36	1
OS08G0337800	AMTR_s00016p00254390	34	30	1
OS08G0337800	AMTR_s00016p00254460	18	30	1
OS08G0337800	AMTR_s00016p00254530	13	29	1
OS08G0337800	AMTR_s00016p00254630	34	36	1
OS08G0337800	AMTR_s00016p00254730	34	36	1
OS08G0337800	AMTR_s00016p00254860	25	34	1
OS08G0337800	AMTR_s00023p00150580	12	30	1
OS08G0337800	AMTR_s00023p00150860	9	31	1
OS08G0337800	AMTR_s00023p00152840	13	31	1
OS08G0337800	AMTR_s00023p00153750	20	31	1
OS08G0337800	AMTR_s00023p00156560	14	29	1
OS08G0337800	AMTR_s00023p00162690	21	33	1
OS08G0337800	AMTR_s00023p00168910	14	31	1
OS08G0337800	AMTR_s00023p00170960	8	27	1
OS08G0338200	AMTR_s00061p00135540	58	56	1
OS08G0338600	AMTR_s00074p00189770	15	20	1
OS08G0338700	AMTR_s00004p00192450	45	49	0
OS08G0338700	AMTR_s00063p00196210	49	43	0
OS08G0338900	AMTR_s00025p00035780	57	46	1
OS08G0338900	AMTR_s00061p00038740	19	36	1
OS08G0338900	AMTR_s00061p00039240	42	56	1
OS08G0339200	AMTR_s00006p00246400	67	67	1
OS08G0340900	AMTR_s00010p00246970	48	53	1
OS08G0341700	AMTR_s00061p00081360	44	67	1
OS08G0342400	AMTR_s00002p00261280	71	72	1
OS08G0343000	AMTR_s00043p00100060	26	23	1
OS08G0343300	AMTR_s00019p00249820	36	72	1
OS08G0343300	AMTR_s00039p00190210	65	63	1
OS08G0343600	AMTR_s00018p00124850	48	49	0
OS08G0344100	AMTR_s00083p00043340	66	62	1
OS08G0344300	AMTR_s00074p00155110	77	53	1
OS08G0345400	AMTR_s00061p00196670	42	67	1
OS08G0345500	AMTR_s00022p00129900	75	74	1
OS08G0345700	AMTR_s00022p00121950	66	67	1
OS08G0345800	AMTR_s00061p00120110	81	81	1
OS08G0346400	AMTR_s00061p00096800	45	34	1
OS08G0346500	AMTR_s00061p00095620	53	49	1
OS08G0347500	AMTR_s00145p00071320	37	46	1
OS08G0357000	AMTR_s00014p00133450	57	60	1
OS08G0357300	AMTR_s00014p00097990	23	17	1
OS08G0357300	AMTR_s00045p00175090	20	15	1
OS08G0359000	AMTR_s00015p00103810	61	60	0
OS08G0359300	AMTR_s00007p00234350	52	36	1
OS08G0359500	AMTR_s00045p00215950	64	61	1
OS08G0359600	AMTR_s00025p00218070	67	23	0
OS08G0360000	AMTR_s00079p00185820	60	63	1
OS08G0360100	AMTR_s00079p00185530	45	37	1
OS08G0360300	AMTR_s00057p00092720	34	27	0
OS08G0361000	AMTR_s00129p00111730	35	8	1
OS08G0363800	AMTR_s00153p00044690	53	37	1
OS08G0364500	AMTR_s00105p00062390	54	49	1
OS08G0365500	AMTR_s00022p00031050	49	24	1
OS08G0365500	AMTR_s00022p00031870	49	23	1
OS08G0365500	AMTR_s00022p00101660	47	22	1
OS08G0365900	AMTR_s00014p00018570	29	59	0
OS08G0366000	AMTR_s00021p00059810	87	87	1
OS08G0366100	AMTR_s00130p00113100	79	79	0
OS08G0366200	AMTR_s00029p00245280	27	28	0
OS08G0368000	AMTR_s00049p00109690	69	23	1
OS08G0368000	AMTR_s00072p00138870	70	24	1
OS08G0369000	AMTR_s00130p00100230	76	50	1
OS08G0369200	AMTR_s00047p00228510	54	56	1
OS08G0369300	AMTR_s00016p00217220	75	37	1
OS08G0369400	AMTR_s00005p00190510	32	9	1
OS08G0369700	AMTR_s00153p00044690	42	53	1
OS08G0374000	AMTR_s00068p00186060	57	58	1
OS08G0374100	AMTR_s00059p00134630	63	80	0
OS08G0374200	AMTR_s00021p00245210	37	21	1
OS08G0374400	AMTR_s00142p00096730	37	44	1
OS08G0374800	AMTR_s00024p00131820	65	76	0
OS08G0374800	AMTR_s00024p00132940	63	74	0
OS08G0374900	AMTR_s00003p00261600	31	45	1
OS08G0375800	AMTR_s00019p00110050	30	37	1
OS08G0375900	AMTR_s00021p00154630	54	53	1
OS08G0376200	AMTR_s00021p00154630	36	16	1
OS08G0376300	AMTR_s00021p00211960	51	50	1
OS08G0376500	AMTR_s00126p00046910	23	27	1
OS08G0376550	AMTR_s00126p00046910	0	0	1
OS08G0376600	AMTR_s00021p00210750	30	34	1
OS08G0377400	AMTR_s00021p00194710	47	55	1
OS08G0377500	AMTR_s00021p00200080	27	49	1
OS08G0378000	AMTR_s00022p00034530	4	14	1
OS08G0378800	AMTR_s00005p00261860	29	22	1
OS08G0378900	AMTR_s00038p00004130	48	54	0
OS08G0379000	AMTR_s00179p00033790	24	27	1
OS08G0379300	AMTR_s00058p00193720	55	54	1
OS08G0379400	AMTR_s00058p00182650	64	64	0
OS08G0380100	AMTR_s00058p00173800	40	43	1
OS08G0382400	AMTR_s00058p00167600	75	70	0
OS08G0382600	AMTR_s00029p00229910	26	8	0
OS08G0383700	AMTR_s00042p00120080	17	28	1
OS08G0383800	AMTR_s00071p00128800	16	29	1
OS08G0383800	AMTR_s00071p00129300	8	41	1
OS08G0383800	AMTR_s00071p00129830	16	31	1
OS08G0383800	AMTR_s00071p00131570	41	40	1
OS08G0383800	AMTR_s00071p00131920	15	34	1
OS08G0383800	AMTR_s00071p00132190	15	37	1
OS08G0383800	AMTR_s00071p00133060	12	28	1
OS08G0383800	AMTR_s00071p00133840	35	36	1
OS08G0383800	AMTR_s00071p00149400	18	32	1
OS08G0384000	AMTR_s00024p00250430	41	56	1
OS08G0384500	AMTR_s00024p00047820	9	54	0
OS08G0384900	AMTR_s00052p00106580	61	68	0
OS08G0385900	AMTR_s00009p00202570	28	26	1
OS08G0386200	AMTR_s00015p00228580	26	21	1
OS08G0386200	AMTR_s00015p00229650	30	31	1
OS08G0386700	AMTR_s00075p00098720	64	65	1
OS08G0386800	AMTR_s00093p00061110	66	66	0
OS08G0386800	AMTR_s00129p00057750	64	58	0
OS08G0386900	AMTR_s00097p00122940	61	29	0
OS08G0387200	AMTR_s00109p00047950	57	59	0
OS08G0387200	AMTR_s00109p00049700	59	58	0
OS08G0387400	AMTR_s00053p00085940	58	59	0
OS08G0387500	AMTR_s00109p00030850	57	55	1
OS08G0388900	AMTR_s00093p00094570	47	55	0
OS08G0389300	AMTR_s00093p00094570	61	34	0
OS08G0389700	AMTR_s00109p00047950	62	64	0
OS08G0389700	AMTR_s00109p00049700	68	66	0
OS08G0390000	AMTR_s00068p00168490	40	39	1
OS08G0390100	AMTR_s00056p00054070	56	39	1
OS08G0390200	AMTR_s00021p00210180	38	44	1
OS08G0390200	AMTR_s00053p00198220	27	45	1
OS08G0390700	AMTR_s00021p00210180	38	11	1
OS08G0390700	AMTR_s00053p00198220	34	14	1
OS08G0391700	AMTR_s00021p00210180	34	39	1
OS08G0391700	AMTR_s00053p00198220	27	44	1
OS08G0392100	AMTR_s00021p00210180	43	45	1
OS08G0392100	AMTR_s00053p00198220	32	47	1
OS08G0393150	AMTR_s00086p00057580	8	23	1
OS08G0395300	AMTR_s00056p00186500	89	89	0
OS08G0396500	AMTR_s00059p00175720	13	23	1
OS08G0397900	AMTR_s00004p00061310	33	33	1
OS08G0397900	AMTR_s00078p00174210	20	23	1
OS08G0398000	AMTR_s00078p00136690	66	66	1
OS08G0398300	AMTR_s00078p00140160	64	64	1
OS08G0398350	AMTR_s00078p00140160	53	47	1
OS08G0398400	AMTR_s00078p00099060	86	86	0
OS08G0398700	AMTR_s00005p00250950	58	59	0
OS08G0398800	AMTR_s00146p00067360	47	37	1
OS08G0399050	AMTR_s00025p00209580	19	32	1
OS08G0399300	AMTR_s00002p00188950	16	12	1
OS08G0399600	AMTR_s00061p00087560	54	61	1
OS08G0400000	AMTR_s00002p00188950	17	14	1
OS08G0400200	AMTR_s00002p00188950	28	28	1
OS08G0400300	AMTR_s00021p00215510	37	37	1
OS08G0401500	AMTR_s00036p00060130	62	63	1
OS08G0401800	AMTR_s00070p00140920	6	36	1
OS08G0402100	AMTR_s00136p00011480	13	21	1
OS08G0402100	AMTR_s00153p00034160	14	21	1
OS08G0402600	AMTR_s00148p00070910	21	15	0
OS08G0404200	AMTR_s00057p00022490	66	67	1
OS08G0404300	AMTR_s00057p00022490	66	67	1
OS08G0404350	AMTR_s00039p00161440	4	2	1
OS08G0404350	AMTR_s00039p00161570	0	1	1
OS08G0404350	AMTR_s00381p00000540	1	2	1
OS08G0404350	AMTR_s00415p00000550	1	2	1
OS08G0404350	AMTR_s00682p00010920	57	14	1
OS08G0404500	AMTR_s00059p00175720	33	37	1
OS08G0404900	AMTR_s00059p00175720	30	36	1
OS08G0405700	AMTR_s00010p00210890	33	43	1
OS08G0406400	AMTR_s00010p00208980	70	33	1
OS08G0407000	AMTR_s00010p00207700	61	67	1
OS08G0407200	AMTR_s00032p00171780	67	63	1
OS08G0407200	AMTR_s00044p00093570	62	66	1
OS08G0407600	AMTR_s00010p00202670	31	44	1
OS08G0408200	AMTR_s00010p00193870	53	52	1
OS08G0408500	AMTR_s00010p00194910	36	37	1
OS08G0409100	AMTR_s00010p00186780	62	59	1
OS08G0409500	AMTR_s00010p00175790	20	26	1
OS08G0409900	AMTR_s00010p00174280	62	61	1
OS08G0410500	AMTR_s00010p00174280	55	52	1
OS08G0411200	AMTR_s00010p00172800	32	53	1
OS08G0411300	AMTR_s00010p00171880	23	27	1
OS08G0412200	AMTR_s00119p00096560	58	58	1
OS08G0412401	AMTR_s00038p00202780	23	24	1
OS08G0412500	AMTR_s00005p00215940	75	72	1
OS08G0412600	AMTR_s00006p00260160	76	59	1
OS08G0412700	AMTR_s00088p00051370	33	31	1
OS08G0412700	AMTR_s00088p00052890	34	32	1
OS08G0412700	AMTR_s00088p00054060	31	29	1
OS08G0412700	AMTR_s00088p00061690	17	28	1
OS08G0412700	AMTR_s00088p00061760	11	34	1
OS08G0412700	AMTR_s00088p00063810	34	33	1
OS08G0412800	AMTR_s00088p00051370	32	31	1
OS08G0412800	AMTR_s00088p00052890	31	30	1
OS08G0412800	AMTR_s00088p00054060	30	29	1
OS08G0412800	AMTR_s00088p00061690	16	26	1
OS08G0412800	AMTR_s00088p00061760	11	35	1
OS08G0412800	AMTR_s00088p00063810	33	32	1
OS08G0413100	AMTR_s00088p00051370	36	37	1
OS08G0413100	AMTR_s00088p00052890	35	36	1
OS08G0413100	AMTR_s00088p00054060	34	35	1
OS08G0413100	AMTR_s00088p00061690	22	38	1
OS08G0413100	AMTR_s00088p00061760	9	31	1
OS08G0413100	AMTR_s00088p00063810	34	36	1
OS08G0413200	AMTR_s00088p00051370	38	39	1
OS08G0413200	AMTR_s00088p00052890	36	38	1
OS08G0413200	AMTR_s00088p00054060	35	37	1
OS08G0413200	AMTR_s00088p00061690	23	41	1
OS08G0413200	AMTR_s00088p00061760	9	32	1
OS08G0413200	AMTR_s00088p00063810	35	37	1
OS08G0413500	AMTR_s00088p00051370	36	36	1
OS08G0413500	AMTR_s00088p00052890	37	38	1
OS08G0413500	AMTR_s00088p00054060	35	35	1
OS08G0413500	AMTR_s00088p00061690	22	38	1
OS08G0413500	AMTR_s00088p00061760	9	31	1
OS08G0413500	AMTR_s00088p00063810	36	37	1
OS08G0414000	AMTR_s00088p00051370	30	12	1
OS08G0414000	AMTR_s00088p00052890	37	16	1
OS08G0414000	AMTR_s00088p00054060	33	14	1
OS08G0414000	AMTR_s00088p00061690	9	7	1
OS08G0414000	AMTR_s00088p00061760	20	28	1
OS08G0414000	AMTR_s00088p00063810	28	12	1
OS08G0414200	AMTR_s00006p00265240	31	33	1
OS08G0414300	AMTR_s00033p00234310	32	31	1
OS08G0414500	AMTR_s00088p00044260	39	30	1
OS08G0414600	AMTR_s00088p00024650	39	39	1
OS08G0415600	AMTR_s00006p00267930	30	31	1
OS08G0416000	AMTR_s00006p00267430	28	39	1
OS08G0416100	AMTR_s00017p00257500	46	72	1
OS08G0416400	AMTR_s00006p00267030	43	23	1
OS08G0416900	AMTR_s00006p00265630	48	61	0
OS08G0417000	AMTR_s00052p00016200	32	32	1
OS08G0417100	AMTR_s00052p00016200	32	33	1
OS08G0420600	AMTR_s00088p00102240	73	72	1
OS08G0420700	AMTR_s00065p00150950	31	36	1
OS08G0421800	AMTR_s00069p00159090	50	51	1
OS08G0421850	AMTR_s00012p00240140	23	22	1
OS08G0421850	AMTR_s00088p00141580	27	24	1
OS08G0421900	AMTR_s00151p00046880	77	77	0
OS08G0422000	AMTR_s00112p00086310	59	63	1
OS08G0422200	AMTR_s00055p00207180	54	14	1
OS08G0422300	AMTR_s00046p00167520	63	40	1
OS08G0422600	AMTR_s00016p00065680	24	22	1
OS08G0423500	AMTR_s00053p00197030	36	39	1
OS08G0423500	AMTR_s01171p00002010	16	41	1
OS08G0423600	AMTR_s00053p00197030	33	39	1
OS08G0423600	AMTR_s01171p00002010	14	41	1
OS08G0424100	AMTR_s00053p00197030	39	36	1
OS08G0424100	AMTR_s01171p00002010	12	28	1
OS08G0424200	AMTR_s00076p00017680	80	44	1
OS08G0424500	AMTR_s00055p00205880	74	74	0
OS08G0424700	AMTR_s00044p00196010	19	31	1
OS08G0424700	AMTR_s00058p00097500	31	32	1
OS08G0424700	AMTR_s00061p00152710	31	33	1
OS08G0424700	AMTR_s00088p00057720	27	31	1
OS08G0424700	AMTR_s00088p00134370	32	32	1
OS08G0424700	AMTR_s00088p00152700	32	32	1
OS08G0424700	AMTR_s00190p00027950	31	31	1
OS08G0424700	AMTR_s00190p00029950	29	27	1
OS08G0424700	AMTR_s00202p00037220	32	32	1
OS08G0425000	AMTR_s00055p00212390	66	69	1
OS08G0425100	AMTR_s00080p00116860	69	57	1
OS08G0425200	AMTR_s00028p00240670	51	57	1
OS08G0425300	AMTR_s00112p00038750	58	61	1
OS08G0425300	AMTR_s00112p00047400	59	61	1
OS08G0425500	AMTR_s00024p00069030	46	44	1
OS08G0425700	AMTR_s00024p00063590	62	63	0
OS08G0426000	AMTR_s00069p00112860	19	40	1
OS08G0426866	AMTR_s00024p00053860	26	32	1
OS08G0427300	AMTR_s00138p00017550	63	60	1
OS08G0427500	AMTR_s00010p00163020	45	43	1
OS08G0427600	AMTR_s00010p00158940	39	27	1
OS08G0427700	AMTR_s00016p00230450	73	78	1
OS08G0427700	AMTR_s00055p00221900	87	87	1
OS08G0427700	AMTR_s00115p00128810	88	88	1
OS08G0427900	AMTR_s00010p00163740	47	49	1
OS08G0428100	AMTR_s00060p00187100	28	28	1
OS08G0428400	AMTR_s00060p00203670	24	24	1
OS08G0428800	AMTR_s00091p00072780	37	33	1
OS08G0428900	AMTR_s00135p00112810	31	46	1
OS08G0428900	AMTR_s00135p00113420	13	34	1
OS08G0430000	AMTR_s00001p00263690	24	22	1
OS08G0430100	AMTR_s00173p00069210	40	41	1
OS08G0430200	AMTR_s00156p00078120	58	61	1
OS08G0430500	AMTR_s00038p00055100	89	87	0
OS08G0430700	AMTR_s00128p00027720	77	74	1
OS08G0431100	AMTR_s00002p00103600	36	34	1
OS08G0431200	AMTR_s00002p00097480	33	18	1
OS08G0431300	AMTR_s00002p00107590	66	64	1
OS08G0431500	AMTR_s00010p00028600	63	87	1
OS08G0432500	AMTR_s00002p00109470	63	65	0
OS08G0432800	AMTR_s00010p00144270	38	35	1
OS08G0433000	AMTR_s00182p00026140	60	7	1
OS08G0433100	AMTR_s00010p00129090	67	59	1
OS08G0433200	AMTR_s00010p00126670	68	68	1
OS08G0433300	AMTR_s00010p00267390	42	34	1
OS08G0433400	AMTR_s00032p00057800	74	22	1
OS08G0434000	AMTR_s00061p00035580	34	33	1
OS08G0434100	AMTR_s00010p00262550	53	53	0
OS08G0434300	AMTR_s00010p00262600	81	70	1
OS08G0434300	AMTR_s00025p00227200	79	69	1
OS08G0434700	AMTR_s00010p00263730	24	22	1
OS08G0435700	AMTR_s00010p00264600	46	32	0
OS08G0435800	AMTR_s00025p00130480	44	58	0
OS08G0435900	AMTR_s00010p00264770	77	75	1
OS08G0436000	AMTR_s00010p00265290	66	62	1
OS08G0436100	AMTR_s00010p00262060	46	46	1
OS08G0436200	AMTR_s00010p00261170	62	58	1
OS08G0436600	AMTR_s00010p00259870	16	6	1
OS08G0436700	AMTR_s00010p00260100	35	39	0
OS08G0436800	AMTR_s00010p00260490	88	87	0
OS08G0436800	AMTR_s00010p00260730	88	87	0
OS08G0437300	AMTR_s00010p00261750	58	40	0
OS08G0438100	AMTR_s00119p00074870	45	27	1
OS08G0438400	AMTR_s00010p00261450	28	41	1
OS08G0438600	AMTR_s00010p00261260	43	56	1
OS08G0439100	AMTR_s00026p00072550	61	63	1
OS08G0439150	AMTR_s00150p00086460	62	33	1
OS08G0439600	AMTR_s00150p00067790	25	30	1
OS08G0439900	AMTR_s00003p00104470	34	32	0
OS08G0440000	AMTR_s00150p00045150	66	67	1
OS08G0440100	AMTR_s00086p00171610	65	65	1
OS08G0440200	AMTR_s00163p00014030	45	39	1
