Gene stable ID	Oryza sativa Indica gene stable ID	% identity	Oryza sativa Indica % identity	Orthology confidence [0 low, 1 high]
OS10G0372700	BGIOSGA032798	92	96	1
OS10G0372800	BGIOSGA032047	87	37	0
OS10G0373400	BGIOSGA032800	72	98	1
OS10G0374200	BGIOSGA032046	95	93	1
OS10G0374600	BGIOSGA032804	98	98	0
OS10G0375000	BGIOSGA032805	98	99	1
OS10G0375200	BGIOSGA032044	38	55	0
OS10G0375400	BGIOSGA032807	92	40	1
OS10G0375600	BGIOSGA032809	95	98	1
OS10G0375700	BGIOSGA032810	99	49	0
OS10G0376200	BGIOSGA032811	73	96	0
OS10G0376200	BGIOSGA032812	26	95	0
OS10G0376400	BGIOSGA032813	93	93	0
OS10G0376900	BGIOSGA032814	99	99	1
OS10G0377000	BGIOSGA032816	42	55	1
OS10G0377000	BGIOSGA032817	100	99	1
OS10G0377300	BGIOSGA032818	72	73	0
OS10G0377400	BGIOSGA032037	100	100	1
OS10G0377800	BGIOSGA032036	86	100	1
OS10G0378000	BGIOSGA032035	93	96	1
OS10G0378100	BGIOSGA032034	99	100	1
OS10G0378300	BGIOSGA032820	100	100	1
OS10G0378400	BGIOSGA032033	98	78	1
OS10G0378450	BGIOSGA032032	90	90	1
OS10G0379100	BGIOSGA032043	77	99	1
OS10G0380100	BGIOSGA032825	47	100	1
OS10G0380800	BGIOSGA032028	92	100	1
OS10G0381200	BGIOSGA032029	100	100	1
OS10G0381800	BGIOSGA032026	88	60	1
OS10G0382100	BGIOSGA032832	76	26	1
OS10G0382300	BGIOSGA032833	99	96	1
OS10G0382600	BGIOSGA034260	14	17	1
OS10G0384600	BGIOSGA032023	89	99	1
OS10G0386300	BGIOSGA039367	100	100	1
OS10G0387000	BGIOSGA032022	83	100	0
OS10G0388200	BGIOSGA001768	100	100	1
OS10G0388500	BGIOSGA027908	24	44	0
OS10G0388900	BGIOSGA032015	96	100	1
OS10G0389000	BGIOSGA032014	97	93	1
OS10G0389200	BGIOSGA032012	78	97	1
OS10G0389300	BGIOSGA032011	96	73	1
OS10G0389500	BGIOSGA032010	84	76	0
OS10G0389800	BGIOSGA032009	100	100	1
OS10G0390000	BGIOSGA032008	88	76	0
OS10G0390100	BGIOSGA032006	29	100	1
OS10G0390500	BGIOSGA032845	100	65	1
OS10G0390600	BGIOSGA032846	89	95	1
OS10G0390701	BGIOSGA032847	99	99	1
OS10G0390800	BGIOSGA032849	99	100	1
OS10G0390900	BGIOSGA032005	71	76	0
OS10G0391100	BGIOSGA032850	98	40	0
OS10G0391200	BGIOSGA032004	100	100	1
OS10G0391300	BGIOSGA032003	98	44	1
OS10G0391400	BGIOSGA032002	100	100	1
OS10G0391500	BGIOSGA032001	100	100	1
OS10G0391801	BGIOSGA031999	52	100	1
OS10G0392400	BGIOSGA031997	99	99	1
OS10G0392600	BGIOSGA032852	100	100	1
OS10G0392700	BGIOSGA031996	80	65	0
OS10G0392900	BGIOSGA032853	91	54	0
OS10G0393100	BGIOSGA031995	100	100	0
OS10G0393600	BGIOSGA032855	91	60	1
OS10G0393700	BGIOSGA032854	17	40	0
OS10G0393800	BGIOSGA032856	100	100	1
OS10G0394000	BGIOSGA032857	96	100	1
OS10G0394100	BGIOSGA031994	89	73	1
OS10G0394200	BGIOSGA032858	100	59	1
OS10G0394400	BGIOSGA032859	83	97	1
OS10G0394400	BGIOSGA032860	9	5	1
OS10G0395000	BGIOSGA031993	93	99	1
OS10G0395150	BGIOSGA031992	75	29	0
OS10G0395200	BGIOSGA031991	87	53	1
OS10G0395400	BGIOSGA031990	100	100	1
OS10G0395500	BGIOSGA032861	76	100	1
OS10G0396100	BGIOSGA031984	99	99	1
OS10G0396400	BGIOSGA031983	97	55	0
OS10G0396666	BGIOSGA031983	66	14	0
OS10G0397200	BGIOSGA031981	100	100	1
OS10G0397400	BGIOSGA031980	100	48	1
OS10G0397800	BGIOSGA031979	64	90	1
OS10G0398100	BGIOSGA031975	99	99	1
OS10G0399100	BGIOSGA032868	93	100	1
OS10G0399200	BGIOSGA031973	91	95	1
OS10G0399700	BGIOSGA032869	99	99	1
OS10G0400100	BGIOSGA032870	100	100	1
OS10G0400200	BGIOSGA031970	100	100	1
OS10G0400500	BGIOSGA031968	100	100	1
OS10G0400800	BGIOSGA031967	100	100	1
OS10G0400900	BGIOSGA032872	93	92	1
OS10G0401000	BGIOSGA031966	100	100	0
OS10G0401100	BGIOSGA032873	88	42	1
OS10G0402200	BGIOSGA031963	39	84	1
OS10G0402400	BGIOSGA031961	50	95	0
OS10G0403000	BGIOSGA033310	59	99	1
OS10G0403700	BGIOSGA032877	99	99	1
OS10G0403800	BGIOSGA031957	100	100	1
OS10G0404300	BGIOSGA032878	95	95	1
OS10G0404500	BGIOSGA032879	87	26	1
OS10G0404533	BGIOSGA032879	85	24	1
OS10G0404566	BGIOSGA032879	14	6	1
OS10G0404900	BGIOSGA032882	99	100	1
OS10G0405100	BGIOSGA032883	100	100	1
OS10G0405300	BGIOSGA032884	91	91	1
OS10G0405500	BGIOSGA032885	100	84	1
OS10G0405600	BGIOSGA031955	100	100	1
OS10G0406100	BGIOSGA031954	100	83	1
OS10G0406200	BGIOSGA031953	100	100	1
OS10G0406300	BGIOSGA031952	84	38	0
OS10G0406400	BGIOSGA031951	100	57	0
OS10G0406600	BGIOSGA031950	99	99	1
OS10G0406800	BGIOSGA032889	95	82	0
OS10G0406800	BGIOSGA032891	22	51	0
OS10G0406900	BGIOSGA032890	86	98	1
OS10G0407000	BGIOSGA031946	100	100	1
OS10G0407100	BGIOSGA031945	98	98	1
OS10G0407200	BGIOSGA031944	84	76	1
OS10G0407400	BGIOSGA032892	90	91	1
OS10G0407500	BGIOSGA032893	94	96	0
OS10G0409400	BGIOSGA015061	56	95	1
OS10G0409400	BGIOSGA039703	38	100	1
OS10G0409900	BGIOSGA031943	99	100	1
OS10G0410600	BGIOSGA040481	97	97	1
OS10G0410700	BGIOSGA040480	99	99	1
OS10G0410750	BGIOSGA040482	98	23	0
OS10G0411100	BGIOSGA040479	42	98	1
OS10G0411500	BGIOSGA032896	100	100	1
OS10G0411700	BGIOSGA011935	92	64	0
OS10G0411750	BGIOSGA031942	85	23	0
OS10G0411800	BGIOSGA032897	100	100	1
OS10G0412000	BGIOSGA031939	97	52	0
OS10G0412050	BGIOSGA031939	91	23	0
OS10G0412100	BGIOSGA031938	92	99	1
OS10G0412350	BGIOSGA009150	18	18	1
OS10G0412700	BGIOSGA031936	99	99	1
OS10G0412800	BGIOSGA032899	60	50	1
OS10G0413400	BGIOSGA032900	79	96	1
OS10G0413500	BGIOSGA031934	89	89	0
OS10G0413700	BGIOSGA032901	94	95	1
OS10G0413900	BGIOSGA032902	29	98	1
OS10G0413900	BGIOSGA032906	79	82	1
OS10G0414000	BGIOSGA032907	99	99	1
OS10G0414500	BGIOSGA031928	99	99	1
OS10G0414700	BGIOSGA032910	94	73	1
OS10G0414800	BGIOSGA032911	100	100	1
OS10G0415100	BGIOSGA032912	100	100	1
OS10G0415200	BGIOSGA031927	100	100	1
OS10G0415300	BGIOSGA031926	100	68	1
OS10G0415400	BGIOSGA031925	98	98	1
OS10G0415600	BGIOSGA032914	94	100	1
OS10G0415800	BGIOSGA032915	100	96	1
OS10G0415900	BGIOSGA031923	99	87	1
OS10G0416100	BGIOSGA032916	99	99	0
OS10G0416200	BGIOSGA031922	98	100	1
OS10G0416500	BGIOSGA032917	100	100	1
OS10G0416800	BGIOSGA032920	100	100	1
OS10G0417300	BGIOSGA032921	90	85	0
OS10G0417600	BGIOSGA032923	100	100	1
OS10G0417800	BGIOSGA031916	96	96	0
OS10G0418000	BGIOSGA032924	48	87	1
OS10G0418000	BGIOSGA032925	100	100	1
OS10G0418100	BGIOSGA031915	99	57	1
OS10G0418300	BGIOSGA032926	62	53	1
OS10G0418900	BGIOSGA031912	100	100	1
OS10G0419100	BGIOSGA032927	100	100	1
OS10G0419200	BGIOSGA031911	95	95	0
OS10G0419300	BGIOSGA031910	100	100	1
OS10G0419400	BGIOSGA031909	99	92	1
OS10G0419500	BGIOSGA031908	97	97	1
OS10G0419600	BGIOSGA031907	78	85	1
OS10G0419700	BGIOSGA031906	60	69	1
OS10G0420000	BGIOSGA031904	100	83	1
OS10G0420200	BGIOSGA032930	88	88	0
OS10G0420400	BGIOSGA032931	97	61	1
OS10G0421800	BGIOSGA031897	96	69	0
OS10G0422000	BGIOSGA031896	99	21	1
OS10G0422075	BGIOSGA031896	91	49	1
OS10G0422200	BGIOSGA032938	100	100	1
OS10G0422500	BGIOSGA032940	100	100	1
OS10G0422566	BGIOSGA031895	97	93	0
OS10G0422600	BGIOSGA031894	96	79	1
OS10G0422700	BGIOSGA031891	19	38	1
OS10G0422700	BGIOSGA031892	59	68	1
OS10G0422800	BGIOSGA032941	100	100	1
OS10G0423000	BGIOSGA031889	41	64	1
OS10G0423300	BGIOSGA032943	91	97	1
OS10G0423400	BGIOSGA032972	33	91	1
OS10G0423800	BGIOSGA031885	99	98	1
OS10G0423900	BGIOSGA032948	99	99	1
OS10G0424100	BGIOSGA015923	26	29	0
OS10G0424100	BGIOSGA031845	33	20	0
OS10G0424100	BGIOSGA031861	31	28	0
OS10G0425400	BGIOSGA032955	93	99	1
OS10G0425700	BGIOSGA032969	57	92	1
OS10G0425900	BGIOSGA032970	87	69	1
OS10G0426100	BGIOSGA008243	13	27	1
OS10G0427300	BGIOSGA001714	92	94	1
OS10G0427900	BGIOSGA025574	45	29	1
OS10G0428200	BGIOSGA033427	9	7	0
OS10G0428900	BGIOSGA032974	37	38	0
OS10G0429200	BGIOSGA031882	61	42	0
OS10G0429300	BGIOSGA032975	100	100	1
OS10G0430200	BGIOSGA031873	86	95	1
OS10G0430700	BGIOSGA032992	76	92	1
OS10G0430800	BGIOSGA032993	91	100	1
OS10G0430900	BGIOSGA031872	100	100	1
OS10G0431000	BGIOSGA032995	95	50	1
OS10G0431700	BGIOSGA032997	91	95	1
OS10G0431900	BGIOSGA031869	100	100	1
OS10G0432200	BGIOSGA039456	8	20	0
OS10G0432200	BGIOSGA040129	9	21	0
OS10G0432300	BGIOSGA031868	98	96	1
OS10G0432725	BGIOSGA031865	100	53	1
OS10G0432725	BGIOSGA031867	100	100	1
OS10G0433200	BGIOSGA009017	85	37	0
OS10G0434000	BGIOSGA033002	98	98	0
OS10G0434200	BGIOSGA031863	99	99	1
OS10G0434650	BGIOSGA015787	99	99	1
OS10G0434999	BGIOSGA031862	98	98	1
OS10G0435300	BGIOSGA033003	100	43	1
OS10G0435400	BGIOSGA031860	99	99	1
OS10G0435900	BGIOSGA031857	95	75	1
OS10G0436100	BGIOSGA031856	94	51	1
OS10G0436800	BGIOSGA033005	99	99	1
OS10G0436900	BGIOSGA033007	98	98	1
OS10G0437000	BGIOSGA033008	100	100	1
OS10G0437100	BGIOSGA031853	100	100	1
OS10G0437200	BGIOSGA031852	79	38	1
OS10G0437500	BGIOSGA033010	99	99	1
OS10G0437600	BGIOSGA033011	82	83	0
OS10G0437700	BGIOSGA033012	99	99	1
OS10G0437900	BGIOSGA033013	93	93	0
OS10G0438000	BGIOSGA031850	92	94	1
OS10G0438100	BGIOSGA033014	99	99	1
OS10G0438300	BGIOSGA031849	94	79	1
OS10G0438500	BGIOSGA033016	100	100	1
OS10G0438600	BGIOSGA031847	100	100	1
OS10G0438600	BGIOSGA031848	84	96	1
OS10G0438700	BGIOSGA033017	100	100	1
OS10G0438800	BGIOSGA033018	97	62	0
OS10G0439100	BGIOSGA033020	99	100	1
OS10G0439200	BGIOSGA031846	99	94	1
OS10G0439600	BGIOSGA033023	96	59	0
OS10G0439700	BGIOSGA031844	94	59	1
OS10G0439800	BGIOSGA031843	99	99	1
OS10G0439924	BGIOSGA031842	99	99	1
OS10G0440100	BGIOSGA031841	100	100	1
OS10G0441800	BGIOSGA033027	99	94	1
OS10G0441900	BGIOSGA033028	100	100	1
OS10G0442000	BGIOSGA033029	94	97	0
OS10G0442100	BGIOSGA031836	25	70	1
OS10G0442400	BGIOSGA012198	24	58	0
OS10G0442400	BGIOSGA031837	81	80	0
OS10G0442700	BGIOSGA033033	97	97	0
OS10G0442800	BGIOSGA031832	99	98	0
OS10G0442950	BGIOSGA033034	93	64	0
OS10G0443000	BGIOSGA031830	100	100	1
OS10G0443100	BGIOSGA031830	2	2	1
OS10G0443200	BGIOSGA033036	75	100	1
OS10G0443800	BGIOSGA019970	26	47	0
OS10G0444100	BGIOSGA033038	64	98	0
OS10G0444400	BGIOSGA033040	96	100	0
OS10G0444500	BGIOSGA031827	79	99	0
OS10G0444600	BGIOSGA033041	99	72	0
OS10G0444700	BGIOSGA031825	100	100	1
OS10G0445400	BGIOSGA031820	58	86	0
OS10G0445500	BGIOSGA033044	100	100	1
OS10G0445600	BGIOSGA031819	76	99	1
OS10G0445900	BGIOSGA033046	98	34	1
OS10G0446100	BGIOSGA031817	99	99	1
OS10G0446100	BGIOSGA031818	99	99	1
OS10G0446200	BGIOSGA033048	93	84	1
OS10G0446600	BGIOSGA031816	70	67	1
OS10G0447100	BGIOSGA033052	97	77	0
OS10G0447600	BGIOSGA033054	49	100	1
OS10G0447900	BGIOSGA033055	100	100	1
OS10G0448000	BGIOSGA033056	54	67	0
OS10G0449400	BGIOSGA031814	100	89	1
OS10G0450000	BGIOSGA033064	80	69	1
OS10G0450400	BGIOSGA033061	63	95	1
OS10G0450800	BGIOSGA030194	50	55	1
OS10G0451700	BGIOSGA031806	100	100	1
OS10G0451900	BGIOSGA031805	90	57	1
OS10G0452300	BGIOSGA031803	99	99	1
OS10G0452700	BGIOSGA031800	92	94	1
OS10G0452800	BGIOSGA031799	100	100	1
OS10G0453900	BGIOSGA031793	89	89	1
OS10G0454200	BGIOSGA033067	99	99	1
OS10G0454300	BGIOSGA031790	98	98	1
OS10G0456100	BGIOSGA033070	99	99	1
OS10G0456400	BGIOSGA033071	100	100	1
OS10G0456500	BGIOSGA033073	100	100	0
OS10G0456600	BGIOSGA031780	100	100	1
OS10G0456800	BGIOSGA031779	100	100	1
OS10G0456900	BGIOSGA031778	100	11	1
OS10G0456950	BGIOSGA031778	89	6	1
OS10G0457000	BGIOSGA033074	100	100	1
OS10G0457200	BGIOSGA037994	21	73	1
OS10G0457400	BGIOSGA033075	99	97	1
OS10G0457400	BGIOSGA033077	25	100	1
OS10G0457500	BGIOSGA031776	99	100	1
OS10G0457600	BGIOSGA033076	100	100	1
OS10G0457700	BGIOSGA033078	83	96	0
OS10G0458300	BGIOSGA033080	80	91	1
OS10G0458600	BGIOSGA031772	85	34	1
OS10G0458700	BGIOSGA033081	100	100	1
OS10G0458900	BGIOSGA031768	92	74	0
OS10G0459300	BGIOSGA031767	86	92	0
OS10G0459700	BGIOSGA031763	100	100	1
OS10G0460000	BGIOSGA018292	36	43	1
OS10G0460000	BGIOSGA030239	38	30	1
OS10G0460500	BGIOSGA033082	63	98	1
OS10G0460800	BGIOSGA018419	98	98	1
OS10G0460900	BGIOSGA031760	63	82	1
OS10G0461100	BGIOSGA031757	35	98	1
OS10G0461100	BGIOSGA031759	32	98	1
OS10G0461400	BGIOSGA031757	98	53	1
OS10G0461400	BGIOSGA031759	83	49	1
OS10G0462200	BGIOSGA031755	98	97	1
OS10G0462300	BGIOSGA031754	96	94	1
OS10G0462800	BGIOSGA033084	100	26	1
OS10G0462900	BGIOSGA033085	100	100	1
OS10G0463100	BGIOSGA033086	81	76	0
OS10G0463200	BGIOSGA033087	82	99	0
OS10G0463300	BGIOSGA033088	100	100	1
OS10G0463400	BGIOSGA031750	70	94	1
OS10G0463800	BGIOSGA031748	100	100	1
OS10G0463900	BGIOSGA033089	100	100	1
OS10G0464000	BGIOSGA031747	100	100	1
OS10G0464100	BGIOSGA031745	32	90	1
OS10G0464100	BGIOSGA031746	99	99	1
OS10G0464300	BGIOSGA031741	98	98	0
OS10G0464400	BGIOSGA031740	88	100	0
OS10G0464500	BGIOSGA031739	84	63	1
OS10G0464800	BGIOSGA031738	63	99	1
OS10G0465000	BGIOSGA031736	95	43	0
OS10G0465300	BGIOSGA031735	93	93	1
OS10G0465700	BGIOSGA033092	99	99	0
OS10G0465900	BGIOSGA033093	89	33	0
OS10G0465950	BGIOSGA033094	72	93	1
OS10G0466000	BGIOSGA031733	99	100	1
OS10G0466100	BGIOSGA033095	71	83	0
OS10G0466200	BGIOSGA031732	99	99	1
OS10G0466300	BGIOSGA031731	95	100	1
OS10G0466300	BGIOSGA031734	41	61	1
OS10G0466500	BGIOSGA033096	59	46	0
OS10G0466700	BGIOSGA009276	100	100	1
OS10G0466800	BGIOSGA033097	100	100	1
OS10G0467000	BGIOSGA033099	100	100	1
OS10G0467100	BGIOSGA033100	97	74	1
OS10G0467200	BGIOSGA033101	100	100	0
OS10G0467600	BGIOSGA033102	90	90	1
OS10G0467800	BGIOSGA033103	100	100	1
OS10G0467900	BGIOSGA031728	88	87	1
OS10G0468500	BGIOSGA033105	84	84	0
OS10G0469000	BGIOSGA033104	87	48	1
OS10G0469300	BGIOSGA031720	89	92	1
OS10G0469700	BGIOSGA031712	100	100	1
OS10G0469900	BGIOSGA033110	92	92	1
OS10G0470700	BGIOSGA033111	99	99	1
OS10G0471000	BGIOSGA033114	99	33	1
OS10G0471100	BGIOSGA031709	100	100	1
OS10G0471300	BGIOSGA033116	100	100	1
OS10G0471350	BGIOSGA031705	28	74	0
OS10G0471350	BGIOSGA031708	92	91	0
OS10G0471400	BGIOSGA031707	100	96	1
OS10G0471700	BGIOSGA031706	99	80	1
OS10G0472400	BGIOSGA033117	98	98	1
OS10G0472501	BGIOSGA031704	54	75	1
OS10G0472900	BGIOSGA033118	82	88	1
OS10G0473400	BGIOSGA031703	100	100	1
OS10G0474000	BGIOSGA031702	99	99	1
OS10G0474100	BGIOSGA031700	1	3	1
OS10G0474100	BGIOSGA031701	92	99	1
OS10G0474800	BGIOSGA031700	1	2	1
OS10G0474800	BGIOSGA031701	85	47	1
OS10G0474900	BGIOSGA031700	83	71	1
OS10G0474900	BGIOSGA031701	0	0	1
OS10G0475100	BGIOSGA031696	73	91	1
OS10G0475400	BGIOSGA033121	86	94	1
OS10G0475900	BGIOSGA033123	97	99	1
OS10G0476000	BGIOSGA033124	100	100	1
OS10G0476100	BGIOSGA033125	100	100	1
OS10G0476300	BGIOSGA033126	69	99	1
OS10G0476400	BGIOSGA031695	100	100	1
OS10G0476500	BGIOSGA031694	99	99	1
OS10G0476600	BGIOSGA033127	85	100	1
OS10G0476700	BGIOSGA033129	49	96	0
OS10G0476900	BGIOSGA031693	95	80	1
OS10G0477000	BGIOSGA033130	88	100	1
OS10G0477100	BGIOSGA033131	100	100	1
OS10G0477200	BGIOSGA031692	79	82	1
OS10G0477600	BGIOSGA033132	79	94	1
OS10G0477800	BGIOSGA033133	77	95	1
OS10G0477900	BGIOSGA031690	62	56	0
OS10G0478100	BGIOSGA031689	93	99	0
OS10G0478200	BGIOSGA033134	85	89	1
OS10G0478300	BGIOSGA031688	98	97	1
OS10G0478400	BGIOSGA031687	72	99	1
OS10G0478500	BGIOSGA031686	83	38	1
OS10G0478600	BGIOSGA031684	100	100	1
OS10G0478900	BGIOSGA033136	55	55	1
OS10G0479500	BGIOSGA033138	99	59	1
OS10G0479700	BGIOSGA033139	95	95	1
OS10G0479700	BGIOSGA033140	66	94	1
OS10G0479800	BGIOSGA033141	100	18	1
OS10G0479900	BGIOSGA033142	94	95	1
OS10G0480200	BGIOSGA033144	93	98	0
OS10G0480500	BGIOSGA031681	86	87	0
OS10G0480900	BGIOSGA018692	93	83	1
OS10G0480900	BGIOSGA033146	100	100	1
OS10G0481400	BGIOSGA031678	49	57	0
OS10G0481450	BGIOSGA031677	94	86	1
OS10G0481500	BGIOSGA033148	37	88	1
OS10G0482450	BGIOSGA031673	99	95	1
OS10G0482700	BGIOSGA031668	39	83	1
OS10G0482700	BGIOSGA031672	89	62	1
OS10G0482900	BGIOSGA031671	100	99	1
OS10G0483000	BGIOSGA031670	100	83	1
OS10G0483100	BGIOSGA031669	100	100	1
OS10G0483400	BGIOSGA037011	85	25	0
OS10G0483500	BGIOSGA037012	99	99	1
OS10G0483900	BGIOSGA037013	99	99	1
OS10G0484300	BGIOSGA036611	99	99	1
OS10G0484400	BGIOSGA031667	100	100	1
OS10G0484700	BGIOSGA031665	100	100	0
OS10G0484800	BGIOSGA033154	100	100	1
OS10G0484900	BGIOSGA031664	48	95	0
OS10G0485000	BGIOSGA031663	100	100	1
OS10G0485100	BGIOSGA031662	100	68	1
OS10G0485500	BGIOSGA033155	100	100	1
OS10G0485600	BGIOSGA033156	66	97	1
OS10G0485800	BGIOSGA031661	86	46	1
OS10G0486000	BGIOSGA033158	100	91	1
OS10G0486100	BGIOSGA031659	94	100	0
OS10G0486300	BGIOSGA031658	94	66	1
OS10G0486600	BGIOSGA033161	100	52	1
OS10G0486900	BGIOSGA033162	79	54	0
OS10G0487200	BGIOSGA033163	60	99	1
OS10G0487300	BGIOSGA033164	99	99	1
OS10G0487400	BGIOSGA031655	98	98	1
OS10G0487500	BGIOSGA033165	91	89	1
OS10G0487600	BGIOSGA033166	89	89	1
OS10G0487900	BGIOSGA033167	99	40	1
OS10G0488100	BGIOSGA033168	64	79	0
OS10G0488300	BGIOSGA033170	98	94	1
OS10G0488400	BGIOSGA033171	99	35	1
OS10G0488800	BGIOSGA033172	100	80	1
OS10G0488900	BGIOSGA033173	100	43	1
OS10G0489000	BGIOSGA031654	100	100	1
OS10G0489100	BGIOSGA033174	100	95	1
OS10G0489200	BGIOSGA031653	64	84	0
OS10G0489301	BGIOSGA031652	99	99	1
OS10G0489500	BGIOSGA031648	96	86	0
OS10G0489800	BGIOSGA031647	83	73	0
OS10G0489900	BGIOSGA033177	73	96	1
OS10G0489900	BGIOSGA033180	99	99	1
OS10G0490100	BGIOSGA033181	99	99	0
OS10G0490400	BGIOSGA031646	43	34	0
OS10G0490400	BGIOSGA031726	41	34	0
OS10G0490400	BGIOSGA033175	43	35	0
OS10G0490400	BGIOSGA033176	43	35	0
OS10G0490666	BGIOSGA031644	98	99	1
OS10G0490800	BGIOSGA031642	99	99	1
OS10G0490900	BGIOSGA031641	81	86	1
OS10G0491000	BGIOSGA033182	98	98	1
OS10G0491400	BGIOSGA033183	88	86	1
OS10G0491801	BGIOSGA031637	39	72	1
OS10G0491900	BGIOSGA033185	99	99	1
OS10G0492000	BGIOSGA031636	93	61	0
OS10G0492101	BGIOSGA031636	51	10	0
OS10G0492200	BGIOSGA031635	99	98	1
OS10G0492300	BGIOSGA031634	95	91	1
OS10G0492400	BGIOSGA033186	75	36	0
OS10G0492600	BGIOSGA033187	100	100	1
OS10G0492800	BGIOSGA031633	74	100	1
OS10G0492900	BGIOSGA033188	98	69	0
OS10G0493100	BGIOSGA031631	77	95	1
OS10G0493600	BGIOSGA033189	99	82	1
OS10G0493900	BGIOSGA033193	100	37	1
OS10G0494000	BGIOSGA031630	100	100	1
OS10G0494200	BGIOSGA033194	86	94	1
OS10G0494300	BGIOSGA033195	99	99	0
OS10G0494500	BGIOSGA033196	99	99	1
OS10G0494800	BGIOSGA031628	100	100	1
OS10G0494950	BGIOSGA033197	21	16	0
OS10G0495000	BGIOSGA033198	100	99	1
OS10G0495100	BGIOSGA012192	30	73	0
OS10G0495100	BGIOSGA033206	32	59	0
OS10G0495100	BGIOSGA033207	36	35	0
OS10G0495200	BGIOSGA028295	71	67	0
OS10G0495300	BGIOSGA031623	100	100	1
OS10G0495400	BGIOSGA016173	19	3	0
OS10G0495433	BGIOSGA031621	99	99	1
OS10G0495500	BGIOSGA031620	100	100	1
OS10G0495600	BGIOSGA031619	87	64	1
OS10G0495900	BGIOSGA033200	100	100	1
OS10G0496000	BGIOSGA031618	100	90	1
OS10G0496000	BGIOSGA031626	100	100	1
OS10G0497000	BGIOSGA033203	99	100	1
OS10G0497100	BGIOSGA033204	100	96	1
OS10G0497300	BGIOSGA028295	71	67	0
OS10G0497366	BGIOSGA028295	67	32	0
OS10G0497432	BGIOSGA012192	63	88	0
OS10G0497432	BGIOSGA033206	62	66	0
OS10G0497432	BGIOSGA033207	68	39	0
OS10G0497500	BGIOSGA031632	53	61	0
OS10G0497600	BGIOSGA033208	100	99	1
OS10G0497700	BGIOSGA033209	97	97	0
OS10G0497800	BGIOSGA033210	100	100	1
OS10G0498000	BGIOSGA031614	92	97	1
OS10G0498100	BGIOSGA031615	15	23	1
OS10G0498200	BGIOSGA033212	88	88	0
OS10G0498500	BGIOSGA033213	87	74	1
OS10G0498600	BGIOSGA031613	100	41	0
OS10G0498700	BGIOSGA033214	90	100	1
OS10G0498800	BGIOSGA033215	100	14	0
OS10G0498900	BGIOSGA031611	100	100	1
OS10G0498900	BGIOSGA031612	100	100	1
OS10G0499400	BGIOSGA033216	98	71	1
OS10G0499500	BGIOSGA033217	32	94	1
OS10G0499600	BGIOSGA033218	95	37	1
OS10G0500300	BGIOSGA033219	100	100	1
OS10G0500400	BGIOSGA031609	97	98	1
OS10G0500500	BGIOSGA033220	99	99	1
OS10G0500600	BGIOSGA033221	95	89	1
OS10G0500700	BGIOSGA033222	99	99	1
OS10G0501000	BGIOSGA033224	89	84	1
OS10G0501200	BGIOSGA033223	45	76	1
OS10G0501300	BGIOSGA033225	99	99	1
OS10G0501500	BGIOSGA033226	99	100	1
OS10G0501700	BGIOSGA028295	71	38	0
OS10G0501900	BGIOSGA033229	34	81	0
OS10G0502000	BGIOSGA031608	100	100	1
OS10G0502100	BGIOSGA033230	99	31	1
OS10G0502300	BGIOSGA031607	66	37	1
OS10G0502400	BGIOSGA031606	100	100	1
OS10G0502500	BGIOSGA031605	48	100	1
OS10G0502600	BGIOSGA031603	100	100	1
OS10G0502900	BGIOSGA031602	99	99	1
OS10G0503100	BGIOSGA031601	87	87	1
OS10G0503200	BGIOSGA031600	97	91	1
OS10G0503500	BGIOSGA033233	100	100	1
OS10G0503600	BGIOSGA031597	100	100	1
OS10G0503700	BGIOSGA031596	97	97	1
OS10G0503800	BGIOSGA031595	84	65	0
OS10G0504100	BGIOSGA033235	100	100	1
OS10G0504200	BGIOSGA031594	100	100	1
OS10G0504600	BGIOSGA033236	89	25	0
OS10G0504650	BGIOSGA031593	92	94	0
OS10G0504900	BGIOSGA033237	100	81	1
OS10G0505000	BGIOSGA031589	97	98	1
OS10G0505500	BGIOSGA031591	89	85	0
OS10G0505700	BGIOSGA031590	96	94	1
OS10G0505900	BGIOSGA033238	98	98	1
OS10G0506000	BGIOSGA033239	95	95	1
OS10G0506100	BGIOSGA031588	100	100	1
OS10G0506200	BGIOSGA033240	99	99	1
OS10G0506800	BGIOSGA031586	31	98	0
OS10G0506800	BGIOSGA031587	97	94	0
OS10G0507150	BGIOSGA033246	44	41	1
OS10G0507500	BGIOSGA033247	91	92	0
OS10G0507600	BGIOSGA031583	99	87	1
OS10G0507700	BGIOSGA031582	97	100	1
OS10G0507800	BGIOSGA031581	97	97	1
OS10G0508000	BGIOSGA033248	98	54	1
OS10G0508100	BGIOSGA033249	53	95	1
OS10G0508300	BGIOSGA031580	28	86	0
OS10G0508400	BGIOSGA033251	88	99	1
OS10G0508500	BGIOSGA031579	87	45	1
OS10G0508600	BGIOSGA033252	89	100	1
OS10G0508700	BGIOSGA031578	100	100	1
OS10G0508900	BGIOSGA031577	86	99	1
OS10G0509000	BGIOSGA033253	99	68	0
OS10G0509100	BGIOSGA033254	99	99	1
OS10G0509200	BGIOSGA033256	100	99	1
OS10G0509401	BGIOSGA031575	88	70	0
OS10G0510000	BGIOSGA033259	78	100	1
OS10G0510200	BGIOSGA033261	100	100	1
OS10G0510300	BGIOSGA031573	100	100	1
OS10G0510400	BGIOSGA033262	100	100	1
